benchmark,case_id,phase,strip_id,alpha_rad,relative_speed_m_s,delta_t_tilde,strip_area_m2,normalized_strip_weight,strip_persistence,previous_cycle_strip_persistence,global_persistence,previous_cycle_global_persistence,signed_fast_rad,signed_slow_rad,magnitude_fast_rad,magnitude_slow_rad,reference_fraction_chord,canonical_eligible
izraelevitz2017_fig14,theta_15_psi_30,0.2734375,7,0.3931610317420951,3.5883315501060706,0.11036944974489635,0.001867203658339894,0.06029523872436986,0.019088863673919838,0.019088863673919838,0.01908886367391982,0.01908886367391982,0.24552668410370232,-0.006181089346239051,0.37953322531729294,0.3238060395749992,0.75,false
izraelevitz2017_fig14,theta_15_psi_30,0.2734375,8,0.3931610317420951,3.5883315501060706,0.11036944974489635,0.0016034041314037521,0.05177669529663676,0.019088863673919793,0.019088863673919793,0.01908886367391982,0.01908886367391982,0.24552668410370232,-0.006181089346239037,0.37953322531729294,0.3238060395749992,0.75,false
izraelevitz2017_fig14,theta_15_psi_30,0.2734375,9,0.39316103174209505,3.5883315501060706,0.11036944974489635,0.001230335262663066,0.0397296556494728,0.01908886367391985,0.01908886367391985,0.01908886367391982,0.01908886367391982,0.2455266841037023,-0.006181089346239056,0.37953322531729294,0.3238060395749992,0.75,false
izraelevitz2017_fig14,theta_15_psi_30,0.2734375,10,0.3931610317420951,3.5883315501060706,0.11036944974489635,0.0007734210789970413,0.024975105626157377,0.019088863673919897,0.019088863673919897,0.01908886367391982,0.01908886367391982,0.24552668410370232,-0.00618108934623907,0.37953322531729294,0.3238060395749992,0.75,false
izraelevitz2017_fig14,theta_15_psi_30,0.2734375,11,0.39316103174209505,3.5883315501060706,0.11036944974489635,0.00026379952693613643,0.008518543427732927,0.01908886367391985,0.01908886367391985,0.01908886367391982,0.01908886367391982,0.2455266841037023,-0.006181089346239056,0.37953322531729294,0.3238060395749992,0.75,false
izraelevitz2017_fig14,theta_15_psi_30,0.2734375,12,0.39316103174209505,3.5883315501060706,0.11036944974489635,0.00026379952693613643,0.008518543427732927,0.01908886367391985,0.01908886367391985,0.01908886367391982,0.01908886367391982,0.2455266841037023,-0.006181089346239056,0.37953322531729294,0.3238060395749992,0.75,false
izraelevitz2017_fig14,theta_15_psi_30,0.2734375,13,0.3931610317420951,3.5883315501060706,0.11036944974489635,0.0007734210789970413,0.024975105626157377,0.019088863673919897,0.019088863673919897,0.01908886367391982,0.01908886367391982,0.24552668410370232,-0.00618108934623907,0.37953322531729294,0.3238060395749992,0.75,false
izraelevitz2017_fig14,theta_15_psi_30,0.2734375,14,0.39316103174209505,3.5883315501060706,0.11036944974489635,0.001230335262663066,0.0397296556494728,0.01908886367391985,0.01908886367391985,0.01908886367391982,0.01908886367391982,0.2455266841037023,-0.006181089346239056,0.37953322531729294,0.3238060395749992,0.75,false
izraelevitz2017_fig14,theta_15_psi_30,0.2734375,15,0.3931610317420951,3.5883315501060706,0.11036944974489635,0.0016034041314037521,0.05177669529663676,0.019088863673919793,0.019088863673919793,0.01908886367391982,0.01908886367391982,0.24552668410370232,-0.006181089346239037,0.37953322531729294,0.3238060395749992,0.75,false
izraelevitz2017_fig14,theta_15_psi_30,0.2734375,16,0.3931610317420951,3.5883315501060706,0.11036944974489635,0.001867203658339894,0.06029523872436986,0.019088863673919838,0.019088863673919838,0.01908886367391982,0.01908886367391982,0.24552668410370232,-0.006181089346239051,0.37953322531729294,0.3238060395749992,0.75,false
izraelevitz2017_fig14,theta_15_psi_30,0.2734375,17,0.3931610317420951,3.5883315501060706,0.11036944974489635,0.002003756341660111,0.0647047612756303,0.019088863673919838,0.019088863673919838,0.01908886367391982,0.01908886367391982,0.24552668410370232,-0.006181089346239051,0.37953322531729294,0.3238060395749992,0.75,false
izraelevitz2017_fig14,theta_15_psi_30,0.2734375,18,0.3931610317420951,3.5883315501060706,0.11036944974489635,0.0020037563416601106,0.06470476127563028,0.019088863673919793,0.019088863673919793,0.01908886367391982,0.01908886367391982,0.24552668410370232,-0.006181089346239037,0.37953322531729294,0.3238060395749992,0.75,false
izraelevitz2017_fig14,theta_15_psi_30,0.2734375,19,0.3931610317420951,3.5883315501060706,0.11036944974489635,0.0018672036583398939,0.06029523872436986,0.019088863673919838,0.019088863673919838,0.01908886367391982,0.01908886367391982,0.24552668410370232,-0.006181089346239051,0.37953322531729294,0.3238060395749992,0.75,false
izraelevitz2017_fig14,theta_15_psi_30,0.2734375,20,0.3931610317420951,3.5883315501060706,0.11036944974489635,0.0016034041314037524,0.05177669529663677,0.019088863673919793,0.019088863673919793,0.01908886367391982,0.01908886367391982,0.24552668410370232,-0.006181089346239037,0.37953322531729294,0.3238060395749992,0.75,false
izraelevitz2017_fig14,theta_15_psi_30,0.2734375,21,0.3931610317420951,3.5883315501060706,0.11036944974489635,0.0012303352626630653,0.03972965564947278,0.019088863673919793,0.019088863673919793,0.01908886367391982,0.01908886367391982,0.24552668410370232,-0.006181089346239037,0.37953322531729294,0.3238060395749992,0.75,false
izraelevitz2017_fig14,theta_15_psi_30,0.2734375,22,0.39316103174209505,3.5883315501060706,0.11036944974489635,0.0007734210789970417,0.02497510562615739,0.01908886367391979,0.01908886367391979,0.01908886367391982,0.01908886367391982,0.24552668410370232,-0.0061810893462390356,0.37953322531729294,0.3238060395749992,0.75,false
izraelevitz2017_fig14,theta_15_psi_30,0.2734375,23,0.39316103174209505,3.5883315501060706,0.11036944974489635,0.0002637995269361363,0.008518543427732924,0.01908886367391985,0.01908886367391985,0.01908886367391982,0.01908886367391982,0.2455266841037023,-0.006181089346239056,0.37953322531729294,0.3238060395749992,0.75,false
izraelevitz2017_fig14,theta_15_psi_30,0.28125,0,0.3794835145411183,3.579880447455071,0.11010951179426273,0.0002637995269361363,0.008518543427732924,0.015167378319732047,0.015167378319732047,0.015167378319732016,0.015167378319732016,0.24987937379713285,-0.004915466304778571,0.3795316100537606,0.32408147282670335,0.75,false
izraelevitz2017_fig14,theta_15_psi_30,0.28125,1,0.3794835145411183,3.579880447455071,0.11010951179426273,0.0007734210789970417,0.02497510562615739,0.015167378319731983,0.015167378319731983,0.015167378319732016,0.015167378319732016,0.24987937379713288,-0.00491546630477855,0.3795316100537606,0.32408147282670335,0.75,false
izraelevitz2017_fig14,theta_15_psi_30,0.28125,2,0.3794835145411182,3.579880447455071,0.11010951179426273,0.0012303352626630653,0.03972965564947278,0.015167378319731988,0.015167378319731988,0.015167378319732016,0.015167378319732016,0.24987937379713288,-0.004915466304778552,0.3795316100537606,0.32408147282670335,0.75,false
izraelevitz2017_fig14,theta_15_psi_30,0.28125,3,0.3794835145411182,3.579880447455071,0.11010951179426273,0.0016034041314037524,0.05177669529663677,0.015167378319731988,0.015167378319731988,0.015167378319732016,0.015167378319732016,0.24987937379713288,-0.004915466304778552,0.3795316100537606,0.32408147282670335,0.75,false
