model,model_label,data_role,phase,CL_alpha,CD_alpha,CL,CD,CT
1_state,1-State ULLT,author_model,0.66406250,-2.63668978,-1.70892794,-0.6824255310911755,-0.44230309757981784,0.44230309757981784
1_state,1-State ULLT,author_model,0.67187500,-2.80398375,-1.84046473,-0.7257243966579853,-0.4763473239634687,0.4763473239634687
1_state,1-State ULLT,author_model,0.67968750,-3.00426003,-2.00648777,-0.7775597122042703,-0.5193172486412863,0.5193172486412863
1_state,1-State ULLT,author_model,0.68750000,-3.18614203,-2.15062905,-0.824634237765607,-0.5566237570907413,0.5566237570907413
1_state,1-State ULLT,author_model,0.69531250,-3.36819813,-2.28875563,-0.871753823722696,-0.5923735466296183,0.5923735466296183
1_state,1-State ULLT,author_model,0.70312500,-3.53674308,-2.42785762,-0.9153764667385481,-0.6283757908532787,0.6283757908532787
1_state,1-State ULLT,author_model,0.71093750,-3.76312567,-2.60724144,-0.9739685925101835,-0.6748037398525212,0.6748037398525212
1_state,1-State ULLT,author_model,0.71875000,-3.94207917,-2.73853011,-1.0202851664979375,-0.7087837480547011,0.7087837480547011
1_state,1-State ULLT,author_model,0.72656250,-4.11448848,-2.86926948,-1.064907979478922,-0.7426215869554061,0.7426215869554061
1_state,1-State ULLT,author_model,0.73437500,-4.30505226,-3.0174608,-1.1142295150496488,-0.7809763228902883,0.7809763228902883
1_state,1-State ULLT,author_model,0.74218750,-4.49592901,-3.15181897,-1.1636320532169215,-0.8157507761514105,0.8157507761514105
1_state,1-State ULLT,author_model,0.75000000,-4.66504386,-3.26054456,-1.2074021972065774,-0.8438910295334187,0.8438910295334187
1_state,1-State ULLT,author_model,0.75781250,-4.82498464,-3.35427062,-1.24879791715913,-0.8681491188838402,0.8681491188838402
1_state,1-State ULLT,author_model,0.76562500,-4.97588712,-3.44848401,-1.2878543529363322,-0.8925333385195116,0.8925333385195116
1_state,1-State ULLT,author_model,0.77343750,-5.14156823,-3.53551927,-1.3307357796180577,-0.9150597214029612,0.9150597214029612
1_state,1-State ULLT,author_model,0.78125000,-5.27248593,-3.59183072,-1.3646197737190762,-0.9296341971202995,0.9296341971202995
1_state,1-State ULLT,author_model,0.78906250,-5.38720317,-3.63110005,-1.3943107802326729,-0.9397978476127153,0.9397978476127153
1_state,1-State ULLT,author_model,0.79687500,-5.51049095,-3.66527979,-1.4262200057250825,-0.9486442152813678,0.9486442152813678
1_state,1-State ULLT,author_model,0.80468750,-5.60626822,-3.66701011,-1.4510089872890086,-0.9490920550514895,0.9490920550514895
1_state,1-State ULLT,author_model,0.81250000,-5.66276612,-3.64805914,-1.4656317198173063,-0.944187183092323,0.944187183092323
1_state,1-State ULLT,author_model,0.82031250,-5.71898865,-3.60756954,-1.4801831813451543,-0.93370770348374,0.93370770348374
1_state,1-State ULLT,author_model,0.82812500,-5.74942281,-3.54521362,-1.4880601215748517,-0.9175688038128509,0.9175688038128509
1_state,1-State ULLT,author_model,0.83593750,-5.74753941,-3.45989916,-1.4875726617853053,-0.8954877967422136,0.8954877967422136
1_state,1-State ULLT,author_model,0.84375000,-5.72805604,-3.3651739,-1.4825299945665265,-0.8709710954019255,0.8709710954019255
1_state,1-State ULLT,author_model,0.85156250,-5.67811881,-3.23798583,-1.4696052883828614,-0.8380524005760931,0.8380524005760931
1_state,1-State ULLT,author_model,0.85937500,-5.61530209,-3.09771743,-1.453347124895989,-0.8017482672300346,0.8017482672300346
1_state,1-State ULLT,author_model,0.86718750,-5.51728081,-2.94757228,-1.4279773508066622,-0.7628878428802599,0.7628878428802599
1_state,1-State ULLT,author_model,0.87500000,-5.39587942,-2.78871386,-1.3965563589727434,-0.7217722583093648,0.7217722583093648
1_state,1-State ULLT,author_model,0.88281250,-5.22319668,-2.57246135,-1.3518627771002565,-0.6658019901701414,0.6658019901701414
1_state,1-State ULLT,author_model,0.89062500,-5.05463279,-2.39329225,-1.3082352320516903,-0.6194296147962634,0.6194296147962634
1_state,1-State ULLT,author_model,0.89843750,-4.8608863,-2.2122263,-1.258089950517925,-0.5725662985166826,0.5725662985166826
1_state,1-State ULLT,author_model,0.90625000,-4.63864452,-2.01029382,-1.2005695452364407,-0.5203023268678987,0.5203023268678987
1_state,1-State ULLT,author_model,0.91406250,-4.37097984,-1.78875354,-1.131292828351169,-0.46296348314655367,0.46296348314655367
1_state,1-State ULLT,author_model,0.92187500,-4.12645568,-1.60054082,-1.068005318755473,-0.41425044668000555,0.41425044668000555
1_state,1-State ULLT,author_model,0.92968750,-3.87619835,-1.4199569,-1.0032339555749665,-0.3675118889447356,0.3675118889447356
1_state,1-State ULLT,author_model,0.93750000,-3.5454875,-1.20840341,-0.9176396891729235,-0.3127578166748299,0.3127578166748299
1_state,1-State ULLT,author_model,0.94531250,-3.26284733,-1.04503881,-0.8444870302659094,-0.2704759468992746,0.2704759468992746
1_state,1-State ULLT,author_model,0.95312500,-2.98172272,-0.89501915,-0.7717266271508908,-0.23164800175146977,0.23164800175146977
1_state,1-State ULLT,author_model,0.96093750,-2.69498661,-0.75738422,-0.6975138609642795,-0.1960254605961175,0.1960254605961175
1_state,1-State ULLT,author_model,0.96875000,-2.34722768,-0.60479197,-0.6075072267758052,-0.15653168016107236,0.15653168016107236
1_state,1-State ULLT,author_model,0.97656250,-2.06665001,-0.50683552,-0.534888382149315,-0.13117868531043955,0.13117868531043955
1_state,1-State ULLT,author_model,0.98437500,-1.78855969,-0.41717101,-0.4629133110746605,-0.10797180245265413,0.10797180245265413
1_state,1-State ULLT,author_model,0.99218750,-1.46332151,-0.32434123,-0.3787354758961788,-0.08394568743597705,0.08394568743597705
qs_added_mass,QS + added mass,author_model,0.00000000,-1.10960171,-0.23460416,-0.2871860550263241,-0.06072002466827899,0.06072002466827899
qs_added_mass,QS + added mass,author_model,0.00781250,-0.72411982,-0.17815557,-0.18741600035220918,-0.046110054507095294,0.046110054507095294
qs_added_mass,QS + added mass,author_model,0.01562500,-0.41415501,-0.14484837,-0.10719120421262493,-0.037489516808056615,0.037489516808056615
qs_added_mass,QS + added mass,author_model,0.02343750,-0.13151484,-0.13505258,-0.0340385453056108,-0.03495417979423179,0.03495417979423179
qs_added_mass,QS + added mass,author_model,0.03125000,0.14921833,-0.14797052,0.03862054568239283,-0.038297588689723445,0.038297588689723445
qs_added_mass,QS + added mass,author_model,0.03906250,0.48015067,-0.1942548,0.12427213791473556,-0.050276841842581146,0.050276841842581146
qs_added_mass,QS + added mass,author_model,0.04687500,0.73029625,-0.24439224,0.18901457806695177,-0.06325336618726607,0.06325336618726607
qs_added_mass,QS + added mass,author_model,0.05468750,0.97091293,-0.30311651,0.25129075742029056,-0.07845232567300868,0.07845232567300868
qs_added_mass,QS + added mass,author_model,0.06250000,1.23927957,-0.40365351,0.32074915492246253,-0.1044732160104808,0.1044732160104808
qs_added_mass,QS + added mass,author_model,0.07031250,1.47684378,-0.50573442,0.38223529690519725,-0.13089369965987718,0.13089369965987718
qs_added_mass,QS + added mass,author_model,0.07812500,1.68351969,-0.61816675,0.43572695857709176,-0.15999332794912866,0.15999332794912866
qs_added_mass,QS + added mass,author_model,0.08593750,1.89008493,-0.73088773,0.48918997674526477,-0.189167664355749,0.189167664355749
qs_added_mass,QS + added mass,author_model,0.09375000,2.14251318,-0.89818246,0.5545232153671651,-0.23246672662503304,0.23246672662503304
qs_added_mass,QS + added mass,author_model,0.10156250,2.33093996,-1.03836132,0.6032916546385079,-0.26874768531379295,0.26874768531379295
qs_added_mass,QS + added mass,author_model,0.10937500,2.51799077,-1.18500392,0.651703966668361,-0.3067015830171439,0.3067015830171439
qs_added_mass,QS + added mass,author_model,0.11718750,2.73139364,-1.36926019,0.7069366937038982,-0.35439061487269613,0.35439061487269613
qs_added_mass,QS + added mass,author_model,0.12500000,2.92723081,-1.55163725,0.7576230830388784,-0.4015932713905012,0.4015932713905012
qs_added_mass,QS + added mass,author_model,0.13281250,3.10982218,-1.72000669,0.8048812070662394,-0.4451704890757474,0.4451704890757474
qs_added_mass,QS + added mass,author_model,0.14062500,3.2883202,-1.88976618,0.8510798941553299,-0.48910747817463834,0.48910747817463834
qs_added_mass,QS + added mass,author_model,0.14843750,3.50524378,-2.11571197,0.9072238479911502,-0.547586551787373,0.547586551787373
qs_added_mass,QS + added mass,author_model,0.15625000,3.68237164,-2.29283983,0.9530679115774032,-0.5934306153736261,0.5934306153736261
qs_added_mass,QS + added mass,author_model,0.16406250,3.85735012,-2.46781831,0.9983556746844938,-0.6387183784807166,0.6387183784807166
qs_added_mass,QS + added mass,author_model,0.17187500,4.04043806,-2.6694026,1.0457423204850813,-0.6908922319261862,0.6908922319261862
qs_added_mass,QS + added mass,author_model,0.17968750,4.2510936,-2.87763221,1.1002639861934373,-0.7447860207484563,0.7447860207484563
qs_added_mass,QS + added mass,author_model,0.18750000,4.42142116,-3.06026272,1.1443480026272796,-0.7920542749532428,0.7920542749532428
qs_added_mass,QS + added mass,author_model,0.19531250,4.59031017,-3.23597576,1.1880596949237898,-0.8375321561781038,0.8375321561781038
qs_added_mass,QS + added mass,author_model,0.20312500,4.81684276,-3.45568433,1.2466906435521905,-0.8943969184663442,0.8943969184663442
qs_added_mass,QS + added mass,author_model,0.21093750,4.98578031,-3.62462188,1.2904148989251498,-0.9381211738393035,0.9381211738393035
qs_added_mass,QS + added mass,author_model,0.21875000,5.15455681,-3.78296507,1.3340974714908953,-0.9791034070735906,0.9791034070735906
qs_added_mass,QS + added mass,author_model,0.22656250,5.32553299,-3.93558996,1.3783493631337722,-1.018605635362268,1.018605635362268
qs_added_mass,QS + added mass,author_model,0.23437500,5.52073883,-4.12101009,1.4288723522410076,-1.066595896351653,1.066595896351653
qs_added_mass,QS + added mass,author_model,0.24218750,5.67525824,-4.25654507,1.4688649183870124,-1.1016749304532423,1.1016749304532423
qs_added_mass,QS + added mass,author_model,0.25000000,5.82582878,-4.3694389,1.5078354417703834,-1.1308940037318085,1.1308940037318085
qs_added_mass,QS + added mass,author_model,0.25781250,6.01258972,-4.5098455,1.5561727299236325,-1.1672339058699002,1.1672339058699002
qs_added_mass,QS + added mass,author_model,0.26562500,6.14548164,-4.58642597,1.590567689759873,-1.1870543899888024,1.1870543899888024
qs_added_mass,QS + added mass,author_model,0.27343750,6.26869386,-4.66168839,1.622457358885235,-1.2065337376653074,1.2065337376653074
qs_added_mass,QS + added mass,author_model,0.28125000,6.38110944,-4.71074367,1.6515526519554808,-1.2192301783921442,1.2192301783921442
qs_added_mass,QS + added mass,author_model,0.28906250,6.5003085,-4.74978116,1.6824036388417989,-1.2293338242771434,1.2293338242771434
qs_added_mass,QS + added mass,author_model,0.29687500,6.58175635,-4.75621218,1.7034838936044523,-1.2309982947325786,1.2309982947325786
qs_added_mass,QS + added mass,author_model,0.30468750,6.64000199,-4.75123997,1.7185589745306376,-1.2297113920883294,1.2297113920883294
qs_added_mass,QS + added mass,author_model,0.31250000,6.69631344,-4.70679357,1.7331334502479758,-1.2182078172820847,1.2182078172820847
qs_added_mass,QS + added mass,author_model,0.32031250,6.72006238,-4.6342309,1.7392801282209729,-1.1994272163225954,1.1994272163225954
qs_added_mass,QS + added mass,author_model,0.32812500,6.72612498,-4.55262681,1.7408492445638113,-1.178306523672335,1.178306523672335
qs_added_mass,QS + added mass,author_model,0.33593750,6.70756202,-4.43723218,1.7360447969823352,-1.1484401957257764,1.1484401957257764
qs_added_mass,QS + added mass,author_model,0.34375000,6.64385225,-4.27247985,1.7195554951472338,-1.105799154996761,1.105799154996761
qs_added_mass,QS + added mass,author_model,0.35156250,6.56688972,-4.12025489,1.6996361266239597,-1.0664004362087915,1.0664004362087915
qs_added_mass,QS + added mass,author_model,0.35937500,6.47265723,-3.95130958,1.675246963544527,-1.0226741724000423,1.0226741724000423
qs_added_mass,QS + added mass,author_model,0.36718750,6.34100707,-3.74930922,1.6411733948457328,-0.9703926321144769,0.9703926321144769
qs_added_mass,QS + added mass,author_model,0.37500000,6.14866789,-3.4865922,1.591392351942331,-0.902396463865897,0.902396463865897
qs_added_mass,QS + added mass,author_model,0.38281250,5.97115148,-3.26101752,1.5454477242161033,-0.8440134405889903,0.8440134405889903
qs_added_mass,QS + added mass,author_model,0.39062500,5.76406482,-3.03493916,1.491849752621433,-0.7855000553354464,0.7855000553354464
qs_added_mass,QS + added mass,author_model,0.39843750,5.54525784,-2.79709194,1.4352183389960667,-0.7239406649747573,0.7239406649747573
qs_added_mass,QS + added mass,author_model,0.40625000,5.21740423,-2.49092479,1.3503635807224523,-0.6446987755699971,0.6446987755699971
qs_added_mass,QS + added mass,author_model,0.41406250,4.94194162,-2.24696605,1.2790686110408043,-0.5815576074387829,0.5815576074387829
qs_added_mass,QS + added mass,author_model,0.42187500,4.65702177,-2.00215849,1.205325927533051,-0.5181967485257047,0.5181967485257047
qs_added_mass,QS + added mass,author_model,0.42968750,4.28857097,-1.7222428,1.1099638433097911,-0.44574923693069163,0.44574923693069163
qs_added_mass,QS + added mass,author_model,0.43750000,3.94861644,-1.48374905,1.0219771364769148,-0.3840225122927723,0.3840225122927723
qs_added_mass,QS + added mass,author_model,0.44531250,3.60947539,-1.26423993,0.9342009737608487,-0.32720937146307766,0.32720937146307766
qs_added_mass,QS + added mass,author_model,0.45312500,3.27220789,-1.06933231,0.8469097214667342,-0.27676356737147273,0.27676356737147273
qs_added_mass,QS + added mass,author_model,0.46093750,2.84222462,-0.8396397,0.7356218621152749,-0.21731474538416698,0.21731474538416698
qs_added_mass,QS + added mass,author_model,0.46875000,2.49602678,-0.68106655,0.6460192677499196,-0.1762729941222682,0.1762729941222682
qs_added_mass,QS + added mass,author_model,0.47656250,2.15943856,-0.54641558,0.5589038260567624,-0.14142275864474002,0.14142275864474002
qs_added_mass,QS + added mass,author_model,0.48437500,1.77624991,-0.41219884,0.4597273055696384,-0.10668491016116673,0.10668491016116673
qs_added_mass,QS + added mass,author_model,0.49218750,1.39696873,-0.30683015,0.3615621127366811,-0.07941348643166321,0.07941348643166321
qs_added_mass,QS + added mass,author_model,0.50000000,1.07750299,-0.23613151,0.2788782949669109,-0.06111533193681632,0.06111533193681632
qs_added_mass,QS + added mass,author_model,0.50781250,0.76774978,-0.17984919,0.1987082649372704,-0.04654839561826182,0.04654839561826182
qs_added_mass,QS + added mass,author_model,0.51562500,0.39522503,-0.1453525,0.1022917648652151,-0.03761999525326414,0.03761999525326414
qs_added_mass,QS + added mass,author_model,0.52343750,0.11258486,-0.13505258,0.029139105958200982,-0.03495417979423179,0.03495417979423179
qs_added_mass,QS + added mass,author_model,0.53125000,-0.16822202,-0.14747119,-0.04353906258161715,-0.03816835257593241,0.03816835257593241
qs_added_mass,QS + added mass,author_model,0.53906250,-0.45313883,-0.18653876,-0.11728095927947348,-0.04827978373780829,0.04827978373780829
qs_added_mass,QS + added mass,author_model,0.54687500,-0.75026414,-0.2428502,-0.19418264828946394,-0.06285425686695618,0.06285425686695618
qs_added_mass,QS + added mass,author_model,0.55468750,-0.99139977,-0.31536937,-0.2565931417862587,-0.08162359919798355,0.08162359919798355
qs_added_mass,QS + added mass,author_model,0.56250000,-1.21738091,-0.3974171,-0.31508136465223774,-0.102859114329413,0.102859114329413
qs_added_mass,QS + added mass,author_model,0.57031250,-1.49783477,-0.51667879,-0.3876681648927538,-0.13372631105252586,0.13372631105252586
qs_added_mass,QS + added mass,author_model,0.57812500,-1.70456474,-0.62948966,-0.4411738183222265,-0.16292391270311044,0.16292391270311044
qs_added_mass,QS + added mass,author_model,0.58593750,-1.91077204,-0.74218114,-0.49454419480139555,-0.19209061394790025,0.19209061394790025
qs_added_mass,QS + added mass,author_model,0.59375000,-2.10791401,-0.87403705,-0.5455682912264254,-0.22621743466522418,0.22621743466522418
qs_added_mass,QS + added mass,author_model,0.60156250,-2.35244988,-1.05921666,-0.6088588315931395,-0.27414544449788136,0.27414544449788136
qs_added_mass,QS + added mass,author_model,0.60937500,-2.53940664,-1.208645,-0.6572468016918007,-0.3128203447679362,0.3128203447679362
qs_added_mass,QS + added mass,author_model,0.61718750,-2.71309459,-1.35922639,-0.7022005510566149,-0.3517936763379464,0.3517936763379464
qs_added_mass,QS + added mass,author_model,0.62500000,-2.94634561,-1.55923438,-0.7625703573222039,-0.40355955332262095,0.40355955332262095
qs_added_mass,QS + added mass,author_model,0.63281250,-3.12239267,-1.73052036,-0.8081346892845102,-0.44789162710567043,0.44789162710567043
qs_added_mass,QS + added mass,author_model,0.64062500,-3.30132687,-1.9076096,-0.8544462680646936,-0.49372569510040154,0.49372569510040154
qs_added_mass,QS + added mass,author_model,0.64843750,-3.46969019,-2.08186196,-0.8980219017773838,-0.5388255245224622,0.5388255245224622
qs_added_mass,QS + added mass,author_model,0.65625000,-3.69607277,-2.30824453,-0.9566140249608287,-0.5974176451177168,0.5974176451177168
qs_added_mass,QS + added mass,author_model,0.66406250,-3.86533967,-2.48951225,-1.0004235223862927,-0.644333183316028,0.644333183316028
qs_added_mass,QS + added mass,author_model,0.67187500,-4.04905136,-2.66364797,-1.047971606566263,-0.6894028240846678,0.6894028240846678
qs_added_mass,QS + added mass,author_model,0.67968750,-4.24898775,-2.88560157,-1.0997189521073083,-0.7468486428937346,0.7468486428937346
qs_added_mass,QS + added mass,author_model,0.68750000,-4.43086976,-3.0718261,-1.1467934802568354,-0.7950470979230004,0.7950470979230004
qs_added_mass,QS + added mass,author_model,0.69531250,-4.61292585,-3.2538822,-1.1939130636257338,-0.8421666838800894,0.8421666838800894
qs_added_mass,QS + added mass,author_model,0.70312500,-4.7814708,-3.42242716,-1.237535706641586,-0.8857893294841319,0.8857893294841319
qs_added_mass,QS + added mass,author_model,0.71093750,-4.9934611,-3.63441745,-1.2924028336585829,-0.9406564539129384,0.9406564539129384
qs_added_mass,QS + added mass,author_model,0.71875000,-5.16248543,-3.79292853,-1.3361495493482762,-0.9816821402767077,0.9816821402767077
qs_added_mass,QS + added mass,author_model,0.72656250,-5.33084283,-3.95690848,-1.3797236508522193,-1.0241232743516668,1.0241232743516668
qs_added_mass,QS + added mass,author_model,0.73437500,-5.51405938,-4.11204294,-1.4271435833701975,-1.0642750271513621,1.0642750271513621
qs_added_mass,QS + added mass,author_model,0.74218750,-5.69747984,-4.26752707,-1.4746162916796626,-1.1045172812065582,1.1045172812065582
qs_added_mass,QS + added mass,author_model,0.75000000,-5.84421812,-4.38076181,-1.5125949531892489,-1.1338245884857905,1.1338245884857905
qs_added_mass,QS + added mass,author_model,0.75781250,-5.9840172,-4.48468242,-1.54877761758106,-1.160721221532462,1.160721221532462
qs_added_mass,QS + added mass,author_model,0.76562500,-6.12148879,-4.57851818,-1.5843578832335852,-1.1850077033321311,1.1850077033321311
qs_added_mass,QS + added mass,author_model,0.77343750,-6.27828368,-4.66593106,-1.62493938694034,-1.2076318214633925,1.2076318214633925
qs_added_mass,QS + added mass,author_model,0.78125000,-6.39037086,-4.7218846,-1.6539496838361742,-1.222113663256298,1.222113663256298
qs_added_mass,QS + added mass,author_model,0.78906250,-6.48618055,-4.74446972,-1.678747056313543,-1.2279591224482238,1.2279591224482238
qs_added_mass,QS + added mass,author_model,0.79687500,-6.58703105,-4.75621218,-1.7048490864216546,-1.2309982947325786,1.2309982947325786
qs_added_mass,QS + added mass,author_model,0.80468750,-6.65073746,-4.75227787,-1.7213375186247644,-1.2299800203752413,1.2299800203752413
qs_added_mass,QS + added mass,author_model,0.81250000,-6.69418371,-4.70803655,-1.7325822355630496,-1.2185295241787661,1.2185295241787661
qs_added_mass,QS + added mass,author_model,0.82031250,-6.71302911,-4.65203878,-1.7374597839956247,-1.2040362348194955,1.2040362348194955
qs_added_mass,QS + added mass,author_model,0.82812500,-6.72493541,-4.54101786,-1.7405413611923286,-1.1753019063186922,1.1753019063186922
qs_added_mass,QS + added mass,author_model,0.83593750,-6.69568975,-4.42645774,-1.7329720273977358,-1.145651565453462,1.145651565453462
qs_added_mass,QS + added mass,author_model,0.84375000,-6.65713422,-4.29425209,-1.722993121939714,-1.1114342253633038,1.1114342253633038
qs_added_mass,QS + added mass,author_model,0.85156250,-6.57200704,-4.12439356,-1.7009605864998438,-1.067471602826186,1.067471602826186
qs_added_mass,QS + added mass,author_model,0.85937500,-6.45959318,-3.92802275,-1.6718657385983553,-1.0166470972959776,1.0166470972959776
qs_added_mass,QS + added mass,author_model,0.86718750,-6.32835558,-3.73567624,-1.6378989482848088,-0.9668641572489751,0.9668641572489751
qs_added_mass,QS + added mass,author_model,0.87500000,-6.17953803,-3.5296068,-1.599382132099312,-0.9135294615633639,0.9135294615633639
qs_added_mass,QS + added mass,author_model,0.88281250,-5.94889324,-3.24792629,-1.5396868677936408,-0.8406251809411729,0.8406251809411729
qs_added_mass,QS + added mass,author_model,0.89062500,-5.74522833,-3.01251321,-1.48697451026655,-0.7796957923709295,0.7796957923709295
qs_added_mass,QS + added mass,author_model,0.89843750,-5.52053145,-2.77532243,-1.4288186783474341,-0.7183063011842075,0.7183063011842075
qs_added_mass,QS + added mass,author_model,0.90625000,-5.24131665,-2.51292216,-1.3565525704329429,-0.6503921138681639,0.6503921138681639
qs_added_mass,QS + added mass,author_model,0.91406250,-4.91919328,-2.22488338,-1.273180907404337,-0.5758421918760688,0.5758421918760688
qs_added_mass,QS + added mass,author_model,0.92187500,-4.63245988,-1.98035922,-1.1989688426173377,-0.5125546822803728,0.5125546822803728
qs_added_mass,QS + added mass,author_model,0.92968750,-4.31424153,-1.74346384,-1.116607873136238,-0.451241646239574,0.451241646239574
qs_added_mass,QS + added mass,author_model,0.93750000,-3.91301783,-1.46275914,-1.0127635382297377,-0.37858992382978446,0.37858992382978446
qs_added_mass,QS + added mass,author_model,0.94531250,-3.5800028,-1.25574823,-0.9265729061603505,-0.32501155777778057,0.32501155777778057
qs_added_mass,QS + added mass,author_model,0.95312500,-3.24034491,-1.06005075,-0.8386629754090136,-0.2743613228752109,0.2743613228752109
qs_added_mass,QS + added mass,author_model,0.96093750,-2.89213452,-0.86965606,-0.7485394947744372,-0.22508355101682048,0.22508355101682048
qs_added_mass,QS + added mass,author_model,0.96875000,-2.46474697,-0.67081106,-0.6379234571947314,-0.17361867799340974,0.17361867799340974
qs_added_mass,QS + added mass,author_model,0.97656250,-2.1238382,-0.53564016,-0.5496897748762564,-0.13863387472976144,0.13863387472976144
qs_added_mass,QS + added mass,author_model,0.98437500,-1.78475837,-0.41262261,-0.4619294570621314,-0.10679458990790983,0.10679458990790983
qs_added_mass,QS + added mass,author_model,0.99218750,-1.37993965,-0.29641842,-0.3571546625121067,-0.07671873241519794,0.07671873241519794
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.0,-4.939654911038751,-0.32910050175721256,-1.2784767672110267,-0.08517747760756221,0.08517747760756221
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.0078125,-4.587019884232691,-0.20536416538216748,-1.1872081063033804,-0.05315215718248873,0.05315215718248873
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.015625,-4.2343848574266305,-0.08162782900712237,-1.0959394453957338,-0.021126836757415255,0.021126836757415255
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.0234375,-3.8817498306205693,0.0421085073679227,-1.0046707844880873,0.010898483667658212,-0.010898483667658212
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.03125,-3.5291148038145086,0.16584484374296785,-0.9134021235804409,0.0429238040927317,-0.0429238040927317
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.0390625,-3.176479777008448,0.289581180118013,-0.8221334626727945,0.07494912451780518,-0.07494912451780518
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.046875,-2.864124246393088,0.3450615289216303,-0.7412899025064359,0.0893084954171122,-0.0893084954171122
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.0546875,-2.571908463873076,0.3664138839395367,-0.6656588927107205,0.09483489155353675,-0.09483489155353675
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.0625,-2.279692681353065,0.3877662389574431,-0.5900278829150053,0.1003612876899613,-0.1003612876899613
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.0703125,-1.987476898833053,0.40911859397534955,-0.5143968731192899,0.10588768382638587,-0.10588768382638587
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.078125,-1.6952611163130409,0.430470948993256,-0.4387658633235746,0.11141407996281043,-0.11141407996281043
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.0859375,-1.4201436354451253,0.4245308669821119,-0.36756021963432967,0.10987667360885545,-0.10987667360885545
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.09375,-1.1792227578814054,0.3640059109128623,-0.3052053081580264,0.09421166227414025,-0.09421166227414025
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.1015625,-0.9383018803176851,0.3034809548436126,-0.24285039668172295,0.07854665093942503,-0.07854665093942503
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.109375,-0.697381002753965,0.242955998774363,-0.1804954852054196,0.06288163960470983,-0.06288163960470983
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.1171875,-0.4564601251902448,0.18243104270511334,-0.11814057372911624,0.04721662826999462,-0.04721662826999462
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.125,-0.2155392476265247,0.12190608663586369,-0.05578566225281289,0.03155161693527941,-0.03155161693527941
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.1328125,0.012393604827758154,-0.003503963689017793,0.0032077009668983565,-0.0009068925360654911,0.0009068925360654911
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.140625,0.24032645728204105,-0.12891401401389926,0.0622010641866096,-0.03336540200741039,0.03336540200741039
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.1484375,0.46825930973632385,-0.25432406433878074,0.12119442740632083,-0.06582391147875528,0.06582391147875528
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.15625,0.6961921621906068,-0.37973411466366225,0.18018779062603207,-0.09828242095010019,0.09828242095010019
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.1640625,0.9241250146448898,-0.5051441649885438,0.23918115384574337,-0.13074093042144508,0.13074093042144508
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.171875,1.1643572578022012,-0.6631519352098515,0.3013578336225553,-0.17163635062890248,0.17163635062890248
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.1796875,1.410739196311027,-0.8374585653793711,0.36512617167791755,-0.21675022620441578,0.21675022620441578
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.1875,1.6571211348198527,-1.0117651955488909,0.4288945097332798,-0.2618641017799291,0.2618641017799291
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.1953125,1.9035030733286786,-1.1860718257184104,0.4926628477886421,-0.30697797735544236,0.30697797735544236
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.203125,2.149885011837504,-1.3603784558879297,0.5564311858440043,-0.3520918529309556,0.3520918529309556
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.2109375,2.4054050510167473,-1.541578338753759,0.6225646383889347,-0.39898983358697815,0.39898983358697815
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.21875,2.679201291536824,-1.7365647270122087,0.693428319913001,-0.44945602440401944,0.44945602440401944
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.2265625,2.9529975320569015,-1.9315511152706577,0.7642920014370677,-0.4999222152210606,0.4999222152210606
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.234375,3.2267937725769786,-2.126537503529107,0.8351556829611341,-0.5503884060381019,0.5503884060381019
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.2421875,3.5005900130970558,-2.3215238917875567,0.9060193644852006,-0.6008545968551431,0.6008545968551431
