model,model_label,data_role,phase,CL_alpha,CD_alpha,CL,CD,CT
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.171875,2.7908833650036984,-1.8052019696874302,0.722333767522767,-0.4672206500116903,0.4672206500116903
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.1796875,2.977392123912111,-1.9515153714913083,0.7706057864066986,-0.5050893449522714,0.5050893449522714
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.1875,3.1669408278422178,-2.1004031545814854,0.8196646009583093,-0.5436243387991023,0.5436243387991023
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.1953125,3.358933871041871,-2.25079769483428,0.8693560570655706,-0.5825493100959632,0.5825493100959632
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.203125,3.5526331330942007,-2.40148573541056,0.9194891151070175,-0.621550244866286,0.621550244866286
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.2109375,3.7471635010394766,-2.55111291023154,0.9698372791820559,-0.66027660737484,0.66027660737484
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.21875,3.941518021724629,-2.6981931320978148,1.020139930637145,-0.698343769951736,0.698343769951736
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.2265625,4.134562954917093,-2.8411229787340324,1.0701036359078984,-0.7353367363747716,0.7353367363747716
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.234375,4.325043101962783,-2.97820111032322,1.1194035256772517,-0.7708151674971229,0.7708151674971229
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.2421875,4.511587868415531,-3.1076526318176363,1.1676848639994248,-0.8043196866773761,0.8043196866773761
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.25,4.692718579253417,-3.2276581745606285,1.214564941617227,-0.8353794066571271,0.8353794066571271
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.2578125,4.8668575983102,-3.3363873175053524,1.2596354362445934,-0.8635205796088959,0.8635205796088959
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.265625,5.0323398067965055,-3.4320358033108715,1.3024653834264752,-0.8882762293705825,0.8882762293705825
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.2734375,5.187426965978723,-3.5128658341181933,1.3426048938736794,-0.9091965807597409,0.9091965807597409
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.28125,5.330325424764923,-3.5772485627445243,1.3795897365233456,-0.9258600571039025,0.9258600571039025
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.2890625,5.459207532829454,-3.623707734598812,1.4129468806634073,-0.9378845755994831,0.9378845755994831
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.296875,5.572236984900341,-3.650963292024057,1.4422010555168556,-0.944938832946022,0.944938832946022
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.3046875,5.667598153534323,-3.657973633946909,1.4668823421225632,-0.9467532429483367,0.9467532429483367
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.3125,5.743529270649967,-3.643975138033377,1.4865347613480018,-0.9431301656031248,0.9431301656031248
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.3203125,5.798359097448259,-3.608517507155889,1.5007257647630723,-0.9339530554378157,0.9339530554378157
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.328125,5.830546486274656,-3.5514935036282553,1.509056474003464,-0.9191941572968708,0.9191941572968708
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.3359375,5.838721995346271,-3.4731616882592142,1.5111724514546063,-0.8989203916419086,0.8989203916419086
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.34375,5.8217304791492115,-3.3741608904273894,1.5067747234576394,-0.8732970996826881,0.8732970996826881
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.3515625,5.778673354681062,-3.2555153012976326,1.4956307196179326,-0.8425893615984984,0.8425893615984984
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.359375,5.708949049303667,-3.1186293047921696,1.4775847414797187,-0.8071606586950475,0.8071606586950475
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.3671875,5.612289980745729,-2.9652714370961895,1.452567533655054,-0.7674687218190152,0.7674687218190152
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.375,5.488794315741944,-2.7975471913847363,1.4206045035644737,-0.7240584927034363,0.7240584927034363
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.3828125,5.338950710662792,-2.6178607541324683,1.3818221247831683,-0.6775522205959302,0.6775522205959302
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.390625,5.163654264768717,-2.4288661660685755,1.3364520660469983,-0.6286368217836893,0.6286368217836893
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.3984375,4.964212023072631,-2.2334088368333234,1.284832615498111,-0.5780487424727323,0.5780487424727323
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.40625,4.742336558942063,-2.0344587986776372,1.2274070197401588,-0.5265566835741675,0.5265566835741675
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.4140625,4.500126455915956,-1.835037550717342,1.1647184321607587,-0.4749426666039309,0.4749426666039309
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.421875,4.240032902183297,-1.6381408068822523,1.0974012669463507,-0.42398203938073736,0.42398203938073736
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.4296875,3.9648121196155177,-1.4466598977788794,1.0261688868097896,-0.37442313333123983,0.37442313333123983
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.4375,3.677463979224314,-1.2633049597576886,0.9517977155017531,-0.3269673833577634,0.3269673833577634
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.4453125,3.3811579058999395,-1.0905333317560904,0.875108060545861,-0.28225079557758176,0.28225079557758176
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.453125,3.0791480332725993,-0.9304867172377174,0.7969421537009189,-0.24082768363604523,0.24082768363604523
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.4609375,2.7746804951382664,-0.7849405895181244,0.7181401562162756,-0.20315757384129066,0.20315757384129066
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.46875,2.47089666202754,-0.6552689582818998,0.6395151146129738,-0.1695960860678448,0.1695960860678448
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.4765625,2.1707369426814496,-0.5424269234168576,0.5618280626735781,-0.14039041835664923,0.14039041835664923
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.484375,1.8768503339503735,-0.4469524076731665,0.4857646112333828,-0.11567979536024152,0.11567979536024152
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.4921875,1.5915150739315527,-0.36898712965022795,0.41191441170123216,-0.09550089655119201,0.09550089655119201
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.5,1.3165754133261935,-0.3083153718727487,0.340754791282542,-0.0797978901385334,0.0797978901385334
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.5078125,1.0533986132827573,-0.26441759813852556,0.2726396232021628,-0.06843631025851525,0.06843631025851525
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.515625,0.8028548460110692,-0.23653469820901116,0.20779412460051624,-0.06121968472406919,0.06121968472406919
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.5234375,0.5653208636268983,-0.22373779283116274,0.14631580610044614,-0.05790760189390715,0.05790760189390715
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.53125,0.34070634563947544,-0.22499826142647764,0.08818129103877842,-0.05823383517212827,0.05823383517212827
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.5390625,0.12850001083320642,-0.2392529998501006,0.03325825009951405,-0.06192323295911657,0.06192323295911657
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.546875,-0.07216885703524276,-0.26546080306467335,-0.018678674664001867,-0.06870631156134707,0.06870631156134707
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.5546875,-0.26245868644192466,-0.3026470279982869,-0.06792930660376084,-0.07833081478963248,0.07833081478963248
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.5625,-0.4437391374499433,-0.3499351027885421,-0.11484813982941053,-0.09056986915158291,0.09056986915158291
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.5703125,-0.617514924709949,-0.40656478783647587,-0.15982462314998397,-0.10522671016014562,0.10522671016014562
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.578125,-0.7853541651390679,-0.47189818694994934,-0.20326461508858093,-0.1221362381319967,0.1221362381319967
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.5859375,-0.9488243580074239,-0.5454152547417745,-0.24557381430949374,-0.1411638554166142,0.1411638554166142
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.59375,-1.1094379152990106,-0.6267009318906794,-0.2871436618382212,-0.16220213675680553,0.16220213675680553
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.6015625,-1.268608057599763,-0.7154261111341672,-0.32833992607733425,-0.18516590292515503,0.18516590292515503
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.609375,-1.4276149833080567,-0.8113244805932069,-0.36949394675384234,-0.20998622733543243,0.20998622733543243
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.6171875,-1.5875815564683633,-0.9141670043912467,-0.4108963424675154,-0.23660383114077435,0.23660383114077435
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.625,-1.7494573398926978,-1.0237354686883589,-0.4527928781586241,-0.26496223644350253,0.26496223644350253
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.6328125,-1.914009592806631,-1.1397962060815827,-0.4953821351272768,-0.2950009656695112,0.2950009656695112
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.640625,-2.081819807216626,-1.2620748482902355,-0.5388146145793209,-0.3266490070823875,0.3266490070823875
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.6484375,-2.253284425058537,-1.3902327595190427,-0.5831929232380331,-0.359818715288961,0.359818715288961
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.65625,-2.4286185156616784,-1.5238456683415014,-0.6285727251418569,-0.3944002807637599,0.3944002807637599
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.6640625,-2.6078613679029563,-1.6623849331709233,-0.6749641890003967,-0.43025688099611614,0.43025688099611614
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.671875,-2.790883141038439,-1.8052018303942692,-0.7223337095562925,-0.46722061395996733,0.46722061395996733
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.6796875,-2.9773919096496893,-1.9515152304942163,-0.7706057309515033,-0.5050893084595387,0.5050893084595387
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.6875,-3.166940623102374,-2.100403012688185,-0.8196645479677385,-0.5436243020744138,0.5436243020744138
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.6953125,-3.358933675611728,-2.2507975527891917,-0.8693560064845276,-0.5825492733319891,0.5825492733319891
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.703125,-3.5526329467337026,-2.401485593894843,-0.9194890668733713,-0.6215502082393232,0.6215502082393232
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.7109375,-3.7471633234870385,-2.5511127698641007,-0.9698372332281033,-0.6602765710450733,0.6602765710450733
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.71875,-3.941517852690443,-2.698192993430444,-1.0201398868878784,-0.6983437340619795,0.6983437340619795
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.7265625,-4.134562794106806,-2.8411228422635477,-1.0701035942871335,-0.735336701053611,0.735336701053611
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.734375,-4.325042949058877,-2.978200976481597,-1.1194034861028086,-0.7708151328563618,0.7708151328563618
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.7421875,-4.511587723098996,-3.1076525009842015,-1.167684826388738,-0.8043196528151915,0.8043196528151915
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.75,-4.692718441188358,-3.2276580470549274,-1.2145649058833605,-0.8353793736562233,0.8353793736562233
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.7578125,-4.866857467168547,-3.3363871936018805,-1.259635402302636,-0.8635205475403177,0.8635205475403177
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.765625,-5.032339682245242,-3.4320356832344925,-1.3024653511902362,-0.8882761982925287,0.8882761982925287
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.7734375,-5.187426847684206,-3.512865718048216,-1.3426048632568055,-0.9091965507186202,0.9091965507186202
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.78125,-5.330325312402057,-3.5772484508225375,-1.379589707441696,-0.9258600281363608,0.9258600281363608
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.7890625,-5.459207426080907,-3.6237076269304804,-1.4129468530348503,-0.9378845477328684,0.9378845477328684
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.796875,-5.572236883450602,-3.6509631886787943,-1.442201029259731,-0.9449388061982998,0.9449388061982998
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.8046875,-5.667598057082911,-3.657973534967448,-1.4668823171591008,-0.946753217330567,0.946753217330567
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.8125,-5.74352917890467,-3.6439750434350677,-1.4865347376025717,-0.9431301411192807,0.9431301411192807
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.8203125,-5.798359010126418,-3.6085174169298297,-1.500725742162517,-0.9339530320855932,0.9339530320855932
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.828125,-5.830546403109624,-3.5514934177474147,-1.5090564524787697,-0.9191941350692736,0.9191941350692736
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.8359375,-5.838721916084224,-3.4731616066788917,-1.5111724309400791,-0.8989203705273675,0.8989203705273675
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.84375,-5.821730403544284,-3.3741608130857017,-1.5067747038896442,-0.8732970796651863,0.8732970796651863
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.8515625,-5.778673282504578,-3.255515228121733,-1.495630700937284,-0.842589342659182,0.842589342659182
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.859375,-5.708948980340017,-3.1186292356984766,-1.4775847236306126,-0.8071606408122838,0.8071606408122838
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.8671875,-5.6122899147827106,-2.965271371988509,-1.4525675165825687,-0.7674687049679074,0.7674687049679074
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.875,-5.4887942525978906,-2.7975471301667625,-1.4206044872215902,-0.7240584768590588,0.7240584768590588
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.8828125,-5.338950650145854,-2.61786069669394,-1.3818221091202323,-0.6775522057297453,0.6775522057297453
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.890625,-5.163654206716946,-2.428866112301448,-1.336452051022094,-0.6286368078677327,0.6286368078677327
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.8984375,-4.964211967321278,-2.2334087866218275,-1.284832601068599,-0.5780487294770409,0.5780487294770409
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.90625,-4.74233650533678,-2.0344587519044004,-1.2274070058660906,-0.526556671468363,0.526556671468363
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.9140625,-4.500126404322256,-1.8350375072670086,-1.1647184188073265,-0.47494265535815716,0.47494265535815716
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.921875,-4.240032852461371,-1.638140766635736,-1.0974012540773692,-0.4239820289641724,0.4239820289641724
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.9296875,-3.9648120716375526,-1.4466598606191878,-1.0261688743921784,-0.3744231237136039,0.3744231237136039
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.9375,-3.6774639328763796,-1.2633049255711932,-0.951797703506025,-0.32696737450964725,0.32696737450964725
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.9453125,-3.381157861061896,-1.090533300429035,-0.8751080489409214,-0.2822507874695432,0.2822507874695432
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.953125,-3.079147989837415,-0.9304866886612321,-0.796942142459066,-0.24082767623990659,0.24082767623990659
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.9609375,-2.7746804530097116,-0.7849405635877152,-0.7181401453126032,-0.20315756713000693,0.20315756713000693
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.96875,-2.4708966211044485,-0.6552689348961541,-0.6395151040212984,-0.16959608001516843,0.16959608001516843
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.9765625,-2.170736902881236,-0.5424269024802603,-0.5618280523725249,-0.1403904129378591,0.1403904129378591
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.984375,-1.8768502951912769,-0.4469523890942181,-0.48576460120179044,-0.11567979055165582,0.11567979055165582
one_state_ullt_local,Local one-state ULLT reconstruction,exploratory_local_model,0.9921875,-1.591515036144791,-0.3689871133419757,-0.4119144019212986,-0.09550089233030574,0.09550089233030574
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.0,-1.3165689726926035,-0.054197196189063115,-0.34075312432390636,-0.014027266564887291,0.014027266564887291
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.0078125,-1.0533921826279373,-0.010299447049617279,-0.2726379588262229,-0.0026656930504659186,0.0026656930504659186
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.015625,-0.8028484248280287,0.017583429202737585,-0.20779246267605328,0.004550926355880319,-0.004550926355880319
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.0234375,-0.5653144515306551,0.030380311813100292,-0.14631414652781938,0.007863003293383448,-0.007863003293383448
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.03125,-0.34069994235238654,0.02911982136474635,-0.08817963374612856,0.007536764359179632,-0.007536764359179632
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.0390625,-0.12849361618033128,0.0148650620190555,-0.03325659504156315,0.0038473611571616935,-0.0038473611571616935
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.046875,0.07217524312704465,-0.011342761159293007,0.01868032750618397,-0.0029357226120741774,0.0029357226120741774
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.0546875,0.2624650639693052,-0.04852900506573333,0.06793095722930759,-0.012560230750888492,0.012560230750888492
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.0625,0.44374550634284843,-0.09581709780120128,0.1148497882201906,-0.024799289757401755,0.024799289757401755
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.0703125,0.6175212848443117,-0.1524467997291699,0.15982626927388646,-0.03945613513483898,0.03945613513483898
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.078125,0.7853605163588121,-0.21778021462376618,0.20326625890521036,-0.056365667191145184,0.056365667191145184
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.0859375,0.9488307001269559,-0.29129729706622204,0.24557545577081494,-0.07539328826762491,0.07539328826762491
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.09375,1.1094442481323445,-0.37258298771413995,0.28714530089609747,-0.09643157310161792,0.09643157310161792
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.1015625,1.268614380960129,-0.46130817928879303,0.328341562683426,-0.11939534246150785,0.11939534246150785
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.109375,1.4276212970254898,-0.5572065599057976,0.3694955808641594,-0.14421566975967906,0.14421566975967906
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.1171875,1.5875878603893696,-0.66004909368957,0.41089797404233064,-0.17083327614951876,0.17083327614951876
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.125,1.7494636339000778,-0.7696175668145655,0.45279450716760405,-0.1991916837370713,0.1991916837370713
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.1328125,1.914015876811372,-0.8856783118965967,0.4953837615473833,-0.2292304149530897,0.2292304149530897
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.140625,2.0818260811736313,-1.0079569606864673,0.538816238398882,-0.26087845806931054,0.26087845806931054
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.1484375,2.253290688952349,-1.136114877421539,0.5831945444530481,-0.2940481677010101,0.2940481677010101
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.15625,2.4286247695283287,-1.2697277907232634,0.6285743437616516,-0.3286297343351283,0.3286297343351283
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.1640625,2.6078676118075,-1.4082670590493456,0.6749658050418084,-0.3644863354724868,0.3644863354724868
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.171875,2.7908893750973367,-1.5510839588463827,0.7223353230494635,-0.40145006910245834,0.40145006910245834
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.1796875,2.9773981340057487,-1.6973973606502606,0.770607341933395,-0.43931876404303943,0.43931876404303943
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.1875,3.1669468379358556,-1.8462851437404377,0.8196661564850056,-0.47785375788987033,0.47785375788987033
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.1953125,3.358939881135509,-1.9966796839932324,0.869357612592267,-0.5167787291867313,0.5167787291867313
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.203125,3.5526391431878386,-2.147367724569513,0.9194906706337138,-0.555779663957054,0.555779663957054
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.2109375,3.747169511133115,-2.296994899390492,0.9698388347087522,-0.5945060264656079,0.5945060264656079
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.21875,3.941524031818267,-2.444075121256767,1.0201414861638414,-0.632573189042504,0.632573189042504
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.2265625,4.134568965010731,-2.5870049678929847,1.0701051914345947,-0.6695661554655397,0.6695661554655397
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.234375,4.325049112056421,-2.7240830994821725,1.119405081203948,-0.7050445865878909,0.7050445865878909
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.2421875,4.511593878509169,-2.8535346209765886,1.1676864195261212,-0.7385491057681441,0.7385491057681441
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.25,4.692724589347055,-2.973540163719581,1.2145664971439234,-0.7696088257478951,0.7696088257478951
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.2578125,4.866863608403838,-3.0822693066643043,1.2596369917712897,-0.7977499986996639,0.7977499986996639
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.265625,5.032345816890143,-3.1779177924698243,1.3024669389531716,-0.8225056484613505,0.8225056484613505
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.2734375,5.187432976072361,-3.2587478232771456,1.3426064494003758,-0.8434259998505088,0.8434259998505088
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.28125,5.33033143485856,-3.3231305519034766,1.3795912920500417,-0.8600894761946706,0.8600894761946706
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.2890625,5.459213542923091,-3.369589723757764,1.4129484361901035,-0.8721139946902511,0.8721139946902511
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.296875,5.572242994993979,-3.396845281183009,1.442202611043552,-0.87916825203679,0.87916825203679
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.3046875,5.66760416362796,-3.4038556231058616,1.4668838976492593,-0.8809826620391048,0.8809826620391048
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.3125,5.743535280743605,-3.3898571271923292,1.4865363168746981,-0.8773595846938929,0.8773595846938929
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.3203125,5.798365107541897,-3.354399496314841,1.5007273202897686,-0.8681824745285838,0.8681824745285838
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.328125,5.830552496368293,-3.2973754927872077,1.50905802953016,-0.8534235763876389,0.8534235763876389
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.3359375,5.838728005439908,-3.2190436774181665,1.5111740069813024,-0.8331498107326767,0.8331498107326767
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.34375,5.8217364892428485,-3.120042879586342,1.5067762789843355,-0.8075265187734562,0.8075265187734562
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.3515625,5.7786793647747,-3.0013972904565853,1.495632275144629,-0.7768187806892665,0.7768187806892665
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.359375,5.708955059397305,-2.8645112939511224,1.477586297006415,-0.7413900777858156,0.7413900777858156
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.3671875,5.612295990839367,-2.7111534262551418,1.4525690891817504,-0.7016981409097832,0.7016981409097832
fluxv_periodic_v2,"FluxV augmented v2 (ULLT-state, exploratory)",exploratory_local_model,0.375,5.488800325835582,-2.5434291805436886,1.42060605909117,-0.6582879117942043,0.6582879117942043
