benchmark,case_id,phase,strip_id,alpha_rad,alpha_sep_rad,strip_area_m2,normalized_strip_weight,region_A,region_L,region_P,wA,wL,wP,canonical_eligible
yang2025,aoa_0,0.0078125,10,-0.46665312313301954,0.08726646259971647,0.0027083333333333317,0.08333333333333337,0,0,1,0.0,0.7499999999999999,0.25000000000000006,false
yang2025,aoa_0,0.0078125,11,-0.4942753592340217,0.08726646259971647,0.0027083333333333326,0.0833333333333334,0,0,1,0.0,0.7499999999999999,0.25000000000000006,false
yang2025,aoa_0,0.015625,0,-0.1510136156276021,0.08726646259971647,0.00270833333333333,0.08333333333333331,0,1,0,0.0,0.7499999999999999,0.25000000000000006,false
yang2025,aoa_0,0.015625,1,-0.18509179486620844,0.08726646259971647,0.0027083333333333304,0.08333333333333333,0,1,0,0.0,0.7499999999999999,0.25000000000000006,false
yang2025,aoa_0,0.015625,2,-0.21874073580789113,0.08726646259971647,0.002708333333333331,0.08333333333333334,0,1,0,0.0,0.7499999999999999,0.25000000000000006,false
yang2025,aoa_0,0.015625,3,-0.2518938849100254,0.08726646259971647,0.0027083333333333295,0.0833333333333333,0,1,0,0.0,0.7499999999999999,0.25000000000000006,false
yang2025,aoa_0,0.015625,4,-0.28449097780239724,0.08726646259971647,0.0027083333333333304,0.08333333333333333,0,1,0,0.0,0.7499999999999999,0.25000000000000006,false
yang2025,aoa_0,0.015625,5,-0.31647846429790605,0.08726646259971647,0.0027083333333333313,0.08333333333333336,0,1,0,0.0,0.7499999999999999,0.25000000000000006,false
yang2025,aoa_0,0.015625,6,-0.34780975177789253,0.08726646259971647,0.0027083333333333282,0.08333333333333326,0,1,0,0.0,0.7499999999999999,0.25000000000000006,false
yang2025,aoa_0,0.015625,7,-0.3784452774419728,0.08726646259971647,0.002708333333333331,0.08333333333333334,0,1,0,0.0,0.7499999999999999,0.25000000000000006,false
yang2025,aoa_0,0.015625,8,-0.40835242615977646,0.08726646259971647,0.002708333333333331,0.08333333333333334,0,1,0,0.0,0.7499999999999999,0.25000000000000006,false
yang2025,aoa_0,0.015625,9,-0.4375053150509326,0.08726646259971647,0.0027083333333333287,0.08333333333333327,0,0,1,0.0,0.7499999999999999,0.25000000000000006,false
yang2025,aoa_0,0.015625,10,-0.46588446844624387,0.08726646259971647,0.0027083333333333317,0.08333333333333337,0,0,1,0.0,0.7499999999999999,0.25000000000000006,false
yang2025,aoa_0,0.015625,11,-0.49347640770608525,0.08726646259971647,0.0027083333333333326,0.0833333333333334,0,0,1,0.0,0.7499999999999999,0.25000000000000006,false
