t_star,experiment_CL_fast_pitch,experiment_CL_slow_pitch,source_figure,data_role
4.04000000,1.653452052,2.003495274,4.13b,digitized_experimental_curve
4.05000000,1.644889638,2.005820655,4.13b,digitized_experimental_curve
4.06000000,1.636513082,2.005820655,4.13b,digitized_experimental_curve
4.07000000,1.632231875,2.005820655,4.13b,digitized_experimental_curve
4.08000000,1.630647764,2.008517750,4.13b,digitized_experimental_curve
4.09000000,1.628793511,2.010944704,4.13b,digitized_experimental_curve
4.10000000,1.620231097,2.006663497,4.13b,digitized_experimental_curve
4.11000000,1.608230319,2.005820655,4.13b,digitized_experimental_curve
4.12000000,1.597055095,2.007489050,4.13b,digitized_experimental_curve
4.13000000,1.588492681,2.011770257,4.13b,digitized_experimental_curve
4.14000000,1.588289534,2.011871830,4.13b,digitized_experimental_curve
4.15000000,1.581060541,2.009462166,4.13b,digitized_experimental_curve
4.16000000,1.569496312,2.007100046,4.13b,digitized_experimental_curve
4.17000000,1.565215105,2.015662460,4.13b,digitized_experimental_curve
4.18000000,1.557782964,2.017923006,4.13b,digitized_experimental_curve
4.19000000,1.551982480,2.017923006,4.13b,digitized_experimental_curve
4.20000000,1.551982480,2.017923006,4.13b,digitized_experimental_curve
4.21000000,1.551982480,2.014030803,4.13b,digitized_experimental_curve
4.22000000,1.547738013,2.013994064,4.13b,digitized_experimental_curve
4.23000000,1.540232394,2.017923006,4.13b,digitized_experimental_curve
4.24000000,1.544513601,2.017923006,4.13b,digitized_experimental_curve
4.25000000,1.543067802,2.017923006,4.13b,digitized_experimental_curve
4.26000000,1.540973663,2.017923006,4.13b,digitized_experimental_curve
4.27000000,1.545254870,2.017923006,4.13b,digitized_experimental_curve
4.28000000,1.545931305,2.017923006,4.13b,digitized_experimental_curve
4.29000000,1.545931305,2.017923006,4.13b,digitized_experimental_curve
4.30000000,1.545866471,2.017923006,4.13b,digitized_experimental_curve
4.31000000,1.541585264,2.017923006,4.13b,digitized_experimental_curve
4.32000000,1.542456201,2.020499078,4.13b,digitized_experimental_curve
4.33000000,1.545931305,2.023974182,4.13b,digitized_experimental_curve
4.34000000,1.545931305,2.023974182,4.13b,digitized_experimental_curve
4.35000000,1.545931305,2.023974182,4.13b,digitized_experimental_curve
4.36000000,1.547478677,2.023974182,4.13b,digitized_experimental_curve
4.37000000,1.551759884,2.023974182,4.13b,digitized_experimental_curve
4.38000000,1.547923870,2.028032792,4.13b,digitized_experimental_curve
4.39000000,1.545931305,2.030025357,4.13b,digitized_experimental_curve
4.40000000,1.545412633,2.030025357,4.13b,digitized_experimental_curve
4.41000000,1.541131426,2.030025357,4.13b,digitized_experimental_curve
4.42000000,1.536850219,2.030025357,4.13b,digitized_experimental_curve
4.43000000,1.532569012,2.030025357,4.13b,digitized_experimental_curve
4.44000000,1.528287805,2.030025357,4.13b,digitized_experimental_curve
4.45000000,1.501379524,2.037567716,4.13b,digitized_experimental_curve
4.46000000,1.489421969,2.038125288,4.13b,digitized_experimental_curve
4.47000000,1.497290658,2.030487840,4.13b,digitized_experimental_curve
4.48000000,1.493009451,2.039050254,4.13b,digitized_experimental_curve
4.49000000,1.485985765,2.036642750,4.13b,digitized_experimental_curve
4.50000000,1.478395862,2.030997868,4.13b,digitized_experimental_curve
4.51000000,1.474114655,2.035279074,4.13b,digitized_experimental_curve
4.52000000,1.469833449,2.036076533,4.13b,digitized_experimental_curve
4.53000000,1.467266021,2.036076533,4.13b,digitized_experimental_curve
4.54000000,1.467266021,2.036076533,4.13b,digitized_experimental_curve
4.55000000,1.463041004,2.036076533,4.13b,digitized_experimental_curve
4.56000000,1.461214846,2.036076533,4.13b,digitized_experimental_curve
4.57000000,1.460529766,2.036076533,4.13b,digitized_experimental_curve
4.58000000,1.456248559,2.036076533,4.13b,digitized_experimental_curve
4.59000000,1.451967352,2.032880216,4.13b,digitized_experimental_curve
4.60000000,1.447686146,2.028599009,4.13b,digitized_experimental_curve
4.61000000,1.443404939,2.024317802,4.13b,digitized_experimental_curve
4.62000000,1.443061319,2.027911768,4.13b,digitized_experimental_curve
4.63000000,1.438726083,2.030025357,4.13b,digitized_experimental_curve
4.64000000,1.430958967,2.029230060,4.13b,digitized_experimental_curve
4.65000000,1.430958967,2.020667646,4.13b,digitized_experimental_curve
4.66000000,1.430958967,2.023740779,4.13b,digitized_experimental_curve
4.67000000,1.432097885,2.028886440,4.13b,digitized_experimental_curve
4.68000000,1.436379092,2.024605233,4.13b,digitized_experimental_curve
4.69000000,1.429709832,2.027624337,4.13b,digitized_experimental_curve
4.70000000,1.424907792,2.028145171,4.13b,digitized_experimental_curve
4.71000000,1.424797574,2.023863964,4.13b,digitized_experimental_curve
4.72000000,1.420516367,2.019582757,4.13b,digitized_experimental_curve
4.73000000,1.418856616,2.023165917,4.13b,digitized_experimental_curve
4.74000000,1.418005129,2.028322384,4.13b,digitized_experimental_curve
4.75000000,1.413723922,2.019759970,4.13b,digitized_experimental_curve
4.76000000,1.412805440,2.021285731,4.13b,digitized_experimental_curve
4.77000000,1.411212684,2.025566938,4.13b,digitized_experimental_curve
4.78000000,1.406931478,2.029848144,4.13b,digitized_experimental_curve
4.79000000,1.410858258,2.025921364,4.13b,digitized_experimental_curve
4.80000000,1.410471415,2.026308207,4.13b,digitized_experimental_curve
4.81000000,1.406190209,2.030589413,4.13b,digitized_experimental_curve
4.82000000,1.401909002,2.034870620,4.13b,digitized_experimental_curve
4.83000000,1.403778383,2.039151827,4.13b,digitized_experimental_curve
4.84000000,1.406754265,2.040822384,4.13b,digitized_experimental_curve
4.85000000,1.406754265,2.036541177,4.13b,digitized_experimental_curve
4.86000000,1.402937702,2.032259970,4.13b,digitized_experimental_curve
4.87000000,1.400703089,2.034118545,4.13b,digitized_experimental_curve
4.88000000,1.400979714,2.042127709,4.13b,digitized_experimental_curve
4.89000000,1.405260921,2.042127709,4.13b,digitized_experimental_curve
4.90000000,1.403966402,2.042127709,4.13b,digitized_experimental_curve
4.91000000,1.400703089,2.042127709,4.13b,digitized_experimental_curve
4.92000000,1.400703089,2.042127709,4.13b,digitized_experimental_curve
4.93000000,1.404232221,2.042127709,4.13b,digitized_experimental_curve
4.94000000,1.406754265,2.042127709,4.13b,digitized_experimental_curve
4.95000000,1.406754265,2.042127709,4.13b,digitized_experimental_curve
4.96000000,1.406754265,2.046398110,4.13b,digitized_experimental_curve
4.97000000,1.406754265,2.048178884,4.13b,digitized_experimental_curve
4.98000000,1.406754265,2.047448421,4.13b,digitized_experimental_curve
4.99000000,1.406754265,2.043167214,4.13b,digitized_experimental_curve
5.00000000,1.403512563,2.038886007,4.13b,digitized_experimental_curve
5.01000000,1.399231357,2.036076533,4.13b,digitized_experimental_curve
5.02000000,1.394950150,2.036076533,4.13b,digitized_experimental_curve
5.03000000,1.394651913,2.040059503,4.13b,digitized_experimental_curve
5.04000000,1.394651913,2.039914707,4.13b,digitized_experimental_curve
5.05000000,1.394651913,2.036076533,4.13b,digitized_experimental_curve
5.06000000,1.394651913,2.036076533,4.13b,digitized_experimental_curve
5.07000000,1.388743373,2.033122263,4.13b,digitized_experimental_curve
5.08000000,1.383733864,2.030025357,4.13b,digitized_experimental_curve
5.09000000,1.388015070,2.030025357,4.13b,digitized_experimental_curve
5.10000000,1.373818580,2.030025357,4.13b,digitized_experimental_curve
5.11000000,1.360544894,2.028099787,4.13b,digitized_experimental_curve
5.12000000,1.352293684,2.023818580,4.13b,digitized_experimental_curve
5.13000000,1.352293684,2.019537373,4.13b,digitized_experimental_curve
5.14000000,1.352293684,2.023256685,4.13b,digitized_experimental_curve
5.15000000,1.353190554,2.029128487,4.13b,digitized_experimental_curve
5.16000000,1.357471761,2.024847280,4.13b,digitized_experimental_curve
5.17000000,1.361752968,2.023974182,4.13b,digitized_experimental_curve
5.18000000,1.361119756,2.022336042,4.13b,digitized_experimental_curve
5.19000000,1.352557342,2.018054835,4.13b,digitized_experimental_curve
5.20000000,1.352293684,2.017923006,4.13b,digitized_experimental_curve
5.21000000,1.352293684,2.020302415,4.13b,digitized_experimental_curve
5.22000000,1.352293684,2.023974182,4.13b,digitized_experimental_curve
5.23000000,1.352293684,2.023974182,4.13b,digitized_experimental_curve
5.24000000,1.352293684,2.023974182,4.13b,digitized_experimental_curve
5.25000000,1.350942975,2.023974182,4.13b,digitized_experimental_curve
5.26000000,1.346661768,2.023974182,4.13b,digitized_experimental_curve
5.27000000,1.342380561,2.023974182,4.13b,digitized_experimental_curve
5.28000000,1.336007377,2.026066160,4.13b,digitized_experimental_curve
5.29000000,1.328088981,2.029703348,4.13b,digitized_experimental_curve
5.30000000,1.328088981,2.025422142,4.13b,digitized_experimental_curve
5.31000000,1.330922228,2.023974182,4.13b,digitized_experimental_curve
5.32000000,1.337329991,2.023974182,4.13b,digitized_experimental_curve
5.33000000,1.350173611,2.023974182,4.13b,digitized_experimental_curve
5.34000000,1.355868200,2.020399666,4.13b,digitized_experimental_curve
5.35000000,1.356540312,2.019727553,4.13b,digitized_experimental_curve
5.36000000,1.352328262,2.023939604,4.13b,digitized_experimental_curve
5.37000000,1.356609469,2.019658397,4.13b,digitized_experimental_curve
5.38000000,1.358344859,2.017923006,4.13b,digitized_experimental_curve
5.39000000,1.358344859,2.016371312,4.13b,digitized_experimental_curve
5.40000000,1.358344859,2.007808898,4.13b,digitized_experimental_curve
5.41000000,1.364919030,2.005820655,4.13b,digitized_experimental_curve
5.42000000,1.364378746,2.002786422,4.13b,digitized_experimental_curve
5.43000000,1.347253919,1.994224009,4.13b,digitized_experimental_curve
5.44000000,1.354299216,1.993718303,4.13b,digitized_experimental_curve
5.45000000,1.349311319,1.993718303,4.13b,digitized_experimental_curve
5.46000000,1.334140157,1.993718303,4.13b,digitized_experimental_curve
5.47000000,1.334140157,1.993718303,4.13b,digitized_experimental_curve
5.48000000,1.343139119,1.990718649,4.13b,digitized_experimental_curve
5.49000000,1.348604628,1.986437442,4.13b,digitized_experimental_curve
5.50000000,1.335761007,1.982156236,4.13b,digitized_experimental_curve
5.51000000,1.341622003,1.985356875,4.13b,digitized_experimental_curve
5.52000000,1.346242508,1.983725219,4.13b,digitized_experimental_curve
5.53000000,1.345036595,1.975564776,4.13b,digitized_experimental_curve
5.54000000,1.319349355,1.975564776,4.13b,digitized_experimental_curve
5.55000000,1.304511007,1.972852553,4.13b,digitized_experimental_curve
5.56000000,1.295948594,1.969513601,4.13b,digitized_experimental_curve
5.57000000,1.287386180,1.969513601,4.13b,digitized_experimental_curve
5.58000000,1.285730751,1.966060108,4.13b,digitized_experimental_curve
5.59000000,1.287414275,1.963462425,4.13b,digitized_experimental_curve
5.60000000,1.291695482,1.963462425,4.13b,digitized_experimental_curve
5.61000000,1.287587166,1.959267664,4.13b,digitized_experimental_curve
5.62000000,1.283305959,1.957411249,4.13b,digitized_experimental_curve
5.63000000,1.280334399,1.956756426,4.13b,digitized_experimental_curve
5.64000000,1.284615606,1.952475219,4.13b,digitized_experimental_curve
5.65000000,1.282564690,1.954526135,4.13b,digitized_experimental_curve
5.66000000,1.281075669,1.954619064,4.13b,digitized_experimental_curve
5.67000000,1.285356875,1.946056651,4.13b,digitized_experimental_curve
5.68000000,1.289638082,1.941401568,4.13b,digitized_experimental_curve
5.69000000,1.289644565,1.937120361,4.13b,digitized_experimental_curve
5.70000000,1.285730751,1.933206547,4.13b,digitized_experimental_curve
5.71000000,1.285730751,1.933206547,4.13b,digitized_experimental_curve
5.72000000,1.288609382,1.930327916,4.13b,digitized_experimental_curve
5.73000000,1.291781927,1.926046709,4.13b,digitized_experimental_curve
5.74000000,1.291781927,1.921765503,4.13b,digitized_experimental_curve
5.75000000,1.295401827,1.921104195,4.13b,digitized_experimental_curve
5.76000000,1.299683034,1.917404334,4.13b,digitized_experimental_curve
5.77000000,1.304284088,1.909081806,4.13b,digitized_experimental_curve
5.78000000,1.325690122,1.913363013,4.13b,digitized_experimental_curve
5.79000000,1.328957757,1.907279420,4.13b,digitized_experimental_curve
5.80000000,1.323680267,1.896899493,4.13b,digitized_experimental_curve
5.81000000,1.332242681,1.896899493,4.13b,digitized_experimental_curve
5.82000000,1.330807688,1.893567024,4.13b,digitized_experimental_curve
5.83000000,1.328088981,1.886160817,4.13b,digitized_experimental_curve
5.84000000,1.328088981,1.873317197,4.13b,digitized_experimental_curve
5.85000000,1.328088981,1.860473577,4.13b,digitized_experimental_curve
5.86000000,1.328088981,1.856845032,4.13b,digitized_experimental_curve
5.87000000,1.328088981,1.858991038,4.13b,digitized_experimental_curve
5.88000000,1.328088981,1.846147418,4.13b,digitized_experimental_curve
5.89000000,1.331134019,1.833303798,4.13b,digitized_experimental_curve
5.90000000,1.332865088,1.821735247,4.13b,digitized_experimental_curve
5.91000000,1.328583881,1.813172833,4.13b,digitized_experimental_curve
5.92000000,1.328088981,1.804610420,4.13b,digitized_experimental_curve
5.93000000,1.326072643,1.798064344,4.13b,digitized_experimental_curve
5.94000000,1.322037805,1.793290399,4.13b,digitized_experimental_curve
5.95000000,1.322037805,1.780446778,4.13b,digitized_experimental_curve
5.96000000,1.322037805,1.770360765,4.13b,digitized_experimental_curve
5.97000000,1.322037805,1.762785990,4.13b,digitized_experimental_curve
5.98000000,1.322037805,1.758504783,4.13b,digitized_experimental_curve
5.99000000,1.325536682,1.747225824,4.13b,digitized_experimental_curve
6.00000000,1.322902259,1.737840018,4.13b,digitized_experimental_curve
6.01000000,1.310058639,1.733558812,4.13b,digitized_experimental_curve
6.02000000,1.305695309,1.716557169,4.13b,digitized_experimental_curve
6.03000000,1.303884278,1.701902518,4.13b,digitized_experimental_curve
6.04000000,1.304584486,1.689058898,4.13b,digitized_experimental_curve
6.05000000,1.308865693,1.676215278,4.13b,digitized_experimental_curve
6.06000000,1.319569790,1.666583103,4.13b,digitized_experimental_curve
6.07000000,1.329530458,1.656579213,4.13b,digitized_experimental_curve
6.08000000,1.333811664,1.643735592,4.13b,digitized_experimental_curve
6.09000000,1.342045586,1.634844686,4.13b,digitized_experimental_curve
6.10000000,1.344059763,1.626282273,4.13b,digitized_experimental_curve
6.11000000,1.339778556,1.617719859,4.13b,digitized_experimental_curve
6.12000000,1.335497349,1.609157446,4.13b,digitized_experimental_curve
6.13000000,1.339988186,1.603519047,4.13b,digitized_experimental_curve
6.14000000,1.346242508,1.598083794,4.13b,digitized_experimental_curve
6.15000000,1.346242508,1.589521381,4.13b,digitized_experimental_curve
6.16000000,1.338911941,1.580958967,4.13b,digitized_experimental_curve
6.17000000,1.332244842,1.570501239,4.13b,digitized_experimental_curve
6.18000000,1.328214327,1.557908310,4.13b,digitized_experimental_curve
6.19000000,1.332495534,1.553627104,4.13b,digitized_experimental_curve
6.20000000,1.336776740,1.546709313,4.13b,digitized_experimental_curve
6.21000000,1.343657792,1.539013514,4.13b,digitized_experimental_curve
6.22000000,1.360782619,1.534732308,4.13b,digitized_experimental_curve
6.23000000,1.361018182,1.530451101,4.13b,digitized_experimental_curve
6.24000000,1.361560627,1.526169894,4.13b,digitized_experimental_curve
6.25000000,1.370123041,1.521888687,4.13b,digitized_experimental_curve
6.26000000,1.366328089,1.513488359,4.13b,digitized_experimental_curve
6.27000000,1.366745188,1.509624251,4.13b,digitized_experimental_curve
6.28000000,1.370447211,1.509045067,4.13b,digitized_experimental_curve
6.29000000,1.370447211,1.504763860,4.13b,digitized_experimental_curve
6.30000000,1.376628054,1.500482653,4.13b,digitized_experimental_curve
6.31000000,1.382549562,1.497521899,4.13b,digitized_experimental_curve
6.32000000,1.382549562,1.497521899,4.13b,digitized_experimental_curve
6.33000000,1.382549562,1.489858518,4.13b,digitized_experimental_curve
6.34000000,1.384611284,1.487481270,4.13b,digitized_experimental_curve
6.35000000,1.388600738,1.491178971,4.13b,digitized_experimental_curve
6.36000000,1.388600738,1.486897764,4.13b,digitized_experimental_curve
6.37000000,1.391403729,1.482616557,4.13b,digitized_experimental_curve
6.38000000,1.394651913,1.479368373,4.13b,digitized_experimental_curve
6.39000000,1.394651913,1.479368373,4.13b,digitized_experimental_curve
6.40000000,1.391107653,1.479368373,4.13b,digitized_experimental_curve
6.41000000,1.392149320,1.479368373,4.13b,digitized_experimental_curve
6.42000000,1.400698767,1.479368373,4.13b,digitized_experimental_curve
6.43000000,1.396417560,1.479368373,4.13b,digitized_experimental_curve
6.44000000,1.389620793,1.476852812,4.13b,digitized_experimental_curve
6.45000000,1.381803971,1.473317197,4.13b,digitized_experimental_curve
6.46000000,1.377522764,1.473317197,4.13b,digitized_experimental_curve
6.47000000,1.376498386,1.466803538,4.13b,digitized_experimental_curve
6.48000000,1.376498386,1.467162287,4.13b,digitized_experimental_curve
6.49000000,1.376498386,1.484287114,4.13b,digitized_experimental_curve
6.50000000,1.384494583,1.479822211,4.13b,digitized_experimental_curve
6.51000000,1.386372608,1.473828521,4.13b,digitized_experimental_curve
6.52000000,1.382549562,1.467834832,4.13b,digitized_experimental_curve
6.53000000,1.382549562,1.461841142,4.13b,digitized_experimental_curve
6.54000000,1.382549562,1.455847453,4.13b,digitized_experimental_curve
6.55000000,1.382549562,1.449853763,4.13b,digitized_experimental_curve
6.56000000,1.382549562,1.443860074,4.13b,digitized_experimental_curve
6.57000000,1.386260229,1.443061319,4.13b,digitized_experimental_curve
6.58000000,1.386660039,1.445002017,4.13b,digitized_experimental_curve
6.59000000,1.382549562,1.449112494,4.13b,digitized_experimental_curve
6.60000000,1.382549562,1.449112494,4.13b,digitized_experimental_curve
6.61000000,1.385231530,1.449112494,4.13b,digitized_experimental_curve
6.62000000,1.387688739,1.449112494,4.13b,digitized_experimental_curve
6.63000000,1.383407532,1.449112494,4.13b,digitized_experimental_curve
6.64000000,1.385972799,1.445689258,4.13b,digitized_experimental_curve
6.65000000,1.388600738,1.441408051,4.13b,digitized_experimental_curve
6.66000000,1.388600738,1.437126844,4.13b,digitized_experimental_curve
6.67000000,1.384436232,1.432845637,4.13b,digitized_experimental_curve
6.68000000,1.384944099,1.430958967,4.13b,digitized_experimental_curve
6.69000000,1.388600738,1.430334399,4.13b,digitized_experimental_curve
6.70000000,1.388600738,1.426053193,4.13b,digitized_experimental_curve
6.71000000,1.393304446,1.421771986,4.13b,digitized_experimental_curve
6.72000000,1.399726256,1.418856616,4.13b,digitized_experimental_curve
6.73000000,1.406148067,1.418856616,4.13b,digitized_experimental_curve
6.74000000,1.412569877,1.418856616,4.13b,digitized_experimental_curve
6.75000000,1.418991687,1.416749510,4.13b,digitized_experimental_curve
6.76000000,1.425413497,1.413142577,4.13b,digitized_experimental_curve
6.77000000,1.431835307,1.417423784,4.13b,digitized_experimental_curve
6.78000000,1.438257117,1.413159866,4.13b,digitized_experimental_curve
6.79000000,1.443061319,1.407832671,4.13b,digitized_experimental_curve
6.80000000,1.443061319,1.412113877,4.13b,digitized_experimental_curve
6.81000000,1.443061319,1.412805440,4.13b,digitized_experimental_curve
6.82000000,1.443061319,1.410985765,4.13b,digitized_experimental_curve
6.83000000,1.442961906,1.406704559,4.13b,digitized_experimental_curve
6.84000000,1.434399493,1.402423352,4.13b,digitized_experimental_curve
6.85000000,1.433519911,1.398142145,4.13b,digitized_experimental_curve
6.86000000,1.436219168,1.393860938,4.13b,digitized_experimental_curve
6.87000000,1.431937961,1.389579731,4.13b,digitized_experimental_curve
6.88000000,1.430958967,1.385298525,4.13b,digitized_experimental_curve
6.89000000,1.429426723,1.382549562,4.13b,digitized_experimental_curve
6.90000000,1.425145516,1.382549562,4.13b,digitized_experimental_curve
6.91000000,1.428951274,1.378506080,4.13b,digitized_experimental_curve
6.92000000,1.428685454,1.376498386,4.13b,digitized_experimental_curve
6.93000000,1.425411336,1.375491298,4.13b,digitized_experimental_curve
6.94000000,1.429692543,1.366928884,4.13b,digitized_experimental_curve
6.95000000,1.430958967,1.358366471,4.13b,digitized_experimental_curve
6.96000000,1.430958967,1.353538497,4.13b,digitized_experimental_curve
6.97000000,1.430958967,1.357819704,4.13b,digitized_experimental_curve
6.98000000,1.434715018,1.350832757,4.13b,digitized_experimental_curve
6.99000000,1.437010143,1.348228590,4.13b,digitized_experimental_curve
7.00000000,1.436577916,1.351861457,4.13b,digitized_experimental_curve
7.01000000,1.428015503,1.343299043,4.13b,digitized_experimental_curve
7.02000000,1.430362494,1.340191332,4.13b,digitized_experimental_curve
7.03000000,1.437967525,1.340191332,4.13b,digitized_experimental_curve
7.04000000,1.442248732,1.340191332,4.13b,digitized_experimental_curve
7.05000000,1.443061319,1.336722712,4.13b,digitized_experimental_curve
7.06000000,1.441362667,1.332441505,4.13b,digitized_experimental_curve
7.07000000,1.437081460,1.328160299,4.13b,digitized_experimental_curve
7.08000000,1.437010143,1.328088981,4.13b,digitized_experimental_curve
7.09000000,1.439450063,1.328088981,4.13b,digitized_experimental_curve
7.10000000,1.443731270,1.328088981,4.13b,digitized_experimental_curve
7.11000000,1.448012477,1.328088981,4.13b,digitized_experimental_curve
7.12000000,1.449112494,1.321726602,4.13b,digitized_experimental_curve
7.13000000,1.450523715,1.315986630,4.13b,digitized_experimental_curve
7.14000000,1.454804922,1.315986630,4.13b,digitized_experimental_curve
7.15000000,1.459086128,1.308141713,4.13b,digitized_experimental_curve
7.16000000,1.461214846,1.306036768,4.13b,digitized_experimental_curve
7.17000000,1.461214846,1.309935454,4.13b,digitized_experimental_curve
7.18000000,1.461214846,1.309935454,4.13b,digitized_experimental_curve
7.19000000,1.464108604,1.304147937,4.13b,digitized_experimental_curve
7.20000000,1.467266021,1.298956893,4.13b,digitized_experimental_curve
7.21000000,1.467266021,1.303238099,4.13b,digitized_experimental_curve
7.22000000,1.470901049,1.303884278,4.13b,digitized_experimental_curve
7.23000000,1.477047314,1.302019220,4.13b,digitized_experimental_curve
7.24000000,1.485324458,1.297833103,4.13b,digitized_experimental_curve
7.25000000,1.481043251,1.297833103,4.13b,digitized_experimental_curve
7.26000000,1.479368373,1.295226775,4.13b,digitized_experimental_curve
7.27000000,1.480204731,1.293454645,4.13b,digitized_experimental_curve
7.28000000,1.484485938,1.302017059,4.13b,digitized_experimental_curve
7.29000000,1.485419548,1.300536682,4.13b,digitized_experimental_curve
7.30000000,1.483841920,1.299410731,4.13b,digitized_experimental_curve
7.31000000,1.479560713,1.303691938,4.13b,digitized_experimental_curve
7.32000000,1.483457238,1.295706547,4.13b,digitized_experimental_curve
7.33000000,1.485419548,1.294100824,4.13b,digitized_experimental_curve
7.34000000,1.485968476,1.297833103,4.13b,digitized_experimental_curve
7.35000000,1.490249683,1.297833103,4.13b,digitized_experimental_curve
7.36000000,1.488410558,1.294772937,4.13b,digitized_experimental_curve
7.37000000,1.485419548,1.293072124,4.13b,digitized_experimental_curve
7.38000000,1.485419548,1.297353331,4.13b,digitized_experimental_curve
7.39000000,1.485419548,1.297833103,4.13b,digitized_experimental_curve
7.40000000,1.485419548,1.297833103,4.13b,digitized_experimental_curve
7.41000000,1.485419548,1.297833103,4.13b,digitized_experimental_curve
7.42000000,1.485419548,1.297833103,4.13b,digitized_experimental_curve
7.43000000,1.482646813,1.297833103,4.13b,digitized_experimental_curve
7.44000000,1.480371139,1.297833103,4.13b,digitized_experimental_curve
7.45000000,1.484652346,1.297833103,4.13b,digitized_experimental_curve
7.46000000,1.488933552,1.297833103,4.13b,digitized_experimental_curve
7.47000000,1.487982653,1.299577138,4.13b,digitized_experimental_curve
7.48000000,1.479420240,1.303858345,4.13b,digitized_experimental_curve
7.49000000,1.487878919,1.299629005,4.13b,digitized_experimental_curve
7.50000000,1.491470724,1.300318407,4.13b,digitized_experimental_curve
7.51000000,1.491470724,1.303168943,4.13b,digitized_experimental_curve
7.52000000,1.491470724,1.298887736,4.13b,digitized_experimental_curve
7.53000000,1.494697297,1.301059676,4.13b,digitized_experimental_curve
7.54000000,1.497521899,1.302427674,4.13b,digitized_experimental_curve
7.55000000,1.497521899,1.298146467,4.13b,digitized_experimental_curve
7.56000000,1.497521899,1.297833103,4.13b,digitized_experimental_curve
7.57000000,1.499719773,1.295635229,4.13b,digitized_experimental_curve
7.58000000,1.503145171,1.292209832,4.13b,digitized_experimental_curve
7.59000000,1.498863964,1.296491038,4.13b,digitized_experimental_curve
7.60000000,1.497521899,1.300772245,4.13b,digitized_experimental_curve
7.61000000,1.498691073,1.303884278,4.13b,digitized_experimental_curve
7.62000000,1.502972280,1.303884278,4.13b,digitized_experimental_curve
7.63000000,1.503573075,1.296523456,4.13b,digitized_experimental_curve
7.64000000,1.505483518,1.293692370,4.13b,digitized_experimental_curve
7.65000000,1.509624251,1.297833103,4.13b,digitized_experimental_curve
7.66000000,1.509624251,1.297833103,4.13b,digitized_experimental_curve
7.67000000,1.509624251,1.300484814,4.13b,digitized_experimental_curve
7.68000000,1.509624251,1.303002536,4.13b,digitized_experimental_curve
7.69000000,1.509624251,1.298721329,4.13b,digitized_experimental_curve
7.70000000,1.509624251,1.297833103,4.13b,digitized_experimental_curve
7.71000000,1.509624251,1.296210091,4.13b,digitized_experimental_curve
7.72000000,1.509624251,1.291928884,4.13b,digitized_experimental_curve
7.73000000,1.505490001,1.300050426,4.13b,digitized_experimental_curve
7.74000000,1.505937356,1.303884278,4.13b,digitized_experimental_curve
7.75000000,1.509029939,1.303884278,4.13b,digitized_experimental_curve
7.76000000,1.504748732,1.303884278,4.13b,digitized_experimental_curve
7.77000000,1.506678625,1.300778729,4.13b,digitized_experimental_curve
7.78000000,1.508288670,1.297833103,4.13b,digitized_experimental_curve
7.79000000,1.504007463,1.297833103,4.13b,digitized_experimental_curve
7.80000000,1.507419894,1.297833103,4.13b,digitized_experimental_curve
7.81000000,1.509624251,1.297833103,4.13b,digitized_experimental_curve
7.82000000,1.509317370,1.297833103,4.13b,digitized_experimental_curve
7.83000000,1.505036163,1.297833103,4.13b,digitized_experimental_curve
7.84000000,1.506391194,1.300651222,4.13b,digitized_experimental_curve
7.85000000,1.508576101,1.302836128,4.13b,digitized_experimental_curve
7.86000000,1.504294894,1.298554922,4.13b,digitized_experimental_curve
7.87000000,1.503573075,1.297833103,4.13b,digitized_experimental_curve
7.88000000,1.503573075,1.297833103,4.13b,digitized_experimental_curve
7.89000000,1.503573075,1.297813653,4.13b,digitized_experimental_curve
7.90000000,1.503573075,1.293532446,4.13b,digitized_experimental_curve
7.91000000,1.506103763,1.296843303,4.13b,digitized_experimental_curve
7.92000000,1.509624251,1.303884278,4.13b,digitized_experimental_curve
7.93000000,1.509624251,1.303884278,4.13b,digitized_experimental_curve
7.94000000,1.503080337,1.303884278,4.13b,digitized_experimental_curve
7.95000000,1.499023888,1.303884278,4.13b,digitized_experimental_curve
7.96000000,1.503305095,1.303884278,4.13b,digitized_experimental_curve
7.97000000,1.503573075,1.303884278,4.13b,digitized_experimental_curve
7.98000000,1.510302847,1.303884278,4.13b,digitized_experimental_curve
7.99000000,1.521726602,1.303410990,4.13b,digitized_experimental_curve
8.00000000,1.521726602,1.299129783,4.13b,digitized_experimental_curve
8.01000000,1.518742076,1.300817629,4.13b,digitized_experimental_curve
8.02000000,1.515675426,1.305098836,4.13b,digitized_experimental_curve
8.03000000,1.515675426,1.309380043,4.13b,digitized_experimental_curve
8.04000000,1.511949631,1.309935454,4.13b,digitized_experimental_curve
8.05000000,1.511580077,1.307979628,4.13b,digitized_experimental_curve
8.06000000,1.515303711,1.304070136,4.13b,digitized_experimental_curve
8.07000000,1.506741298,1.308351343,4.13b,digitized_experimental_curve
8.08000000,1.503573075,1.307238359,4.13b,digitized_experimental_curve
8.09000000,1.502645949,1.304811405,4.13b,digitized_experimental_curve
8.10000000,1.498364742,1.309092612,4.13b,digitized_experimental_curve
8.11000000,1.497521899,1.306497090,4.13b,digitized_experimental_curve
8.12000000,1.495853504,1.307221070,4.13b,digitized_experimental_curve
8.13000000,1.491572297,1.315783483,4.13b,digitized_experimental_curve
