case_id,model,t_star,pitch_deg,experiment_CL,prediction_CL,prediction_CD_diagnostic_only,ldvm_delta_CL,shed_lev
fast_pitch,fluxv_uvlm,0.0,1.0397207708397769,0.343908483,6.12605672230596,0.09947507629591805,0.0,False
fast_pitch,fluxv_uvlm,0.01,1.2815328667026016,0.437580682,6.58087219601215,0.1315509398416703,0.0,False
fast_pitch,fluxv_uvlm,0.02,1.5562319257285733,0.550046104,6.899360084846853,0.16375848097138976,0.0,False
fast_pitch,fluxv_uvlm,0.03,1.861730812097786,0.687044721,7.042569650275357,0.1961353218519241,0.0,False
fast_pitch,fluxv_uvlm,0.04,2.1949237010065827,0.842672314,6.942673057645238,0.22373625580562542,0.0,False
fast_pitch,fluxv_uvlm,0.05,2.552119916973499,0.991297833,6.757902569975393,0.24822630728216727,0.0,False
fast_pitch,fluxv_uvlm,0.06,2.929466415788262,1.132013601,6.462814305750863,0.2673734166288202,0.0,False
fast_pitch,fluxv_uvlm,0.07,3.323279284768488,1.354636353,6.139299876510066,0.28189234864679186,0.0,False
fast_pitch,fluxv_uvlm,0.08,3.7302542282293745,1.590744583,5.813792294801747,0.2943470784220289,0.0,False
fast_pitch,fluxv_uvlm,0.09,4.147565342662796,1.834773369,5.520707735202103,0.3045420768423999,0.0,False
fast_pitch,fluxv_uvlm,0.1,4.572881027357794,2.078802155,5.270967676925681,0.3148924501429639,0.0,False
fast_pitch,fluxv_uvlm,0.11,5.004328888302185,2.309077484,5.051535413799924,0.32546423276367265,0.0,False
fast_pitch,fluxv_uvlm,0.12,5.440435639507175,2.530976256,4.896619566025158,0.3379587812648138,0.0,False
fast_pitch,fluxv_uvlm,0.13,5.880059650883662,2.745036595,4.76977096998914,0.3518225962162329,0.0,False
fast_pitch,fluxv_uvlm,0.14,6.322326381998515,2.950737667,4.67098962569187,0.36705567761793,0.0,False
fast_pitch,fluxv_uvlm,0.15,6.7665716172602535,3.144187269,4.6111584146745805,0.3848565482089366,0.0,False
fast_pitch,fluxv_uvlm,0.16,7.212294100990345,3.325080682,4.564861666303796,0.40373767911801595,0.0,False
fast_pitch,fluxv_uvlm,0.17,7.6591173548796485,3.48776654,4.536794563090519,0.42413393398062654,0.0,False
fast_pitch,fluxv_uvlm,0.18,8.106759617667796,3.628395862,4.524890284438127,0.4461725251049896,0.0,False
fast_pitch,fluxv_uvlm,0.19,8.5550105702136,3.754208449,4.520057252966297,0.4690003056030173,0.0,False
fast_pitch,fluxv_uvlm,0.2,9.00371352764997,3.865519825,4.52524831526323,0.4930586521946712,0.0,False
fast_pitch,fluxv_uvlm,0.21,9.452751931169445,3.949585783,4.536572724188279,0.518026735077916,0.0,False
fast_pitch,fluxv_uvlm,0.22,9.902039165259707,4.022439776,4.551428212212777,0.5435427204436193,0.0,False
fast_pitch,fluxv_uvlm,0.23,10.351510916792071,4.083839759,4.571486060116683,0.5699994077132886,0.0,False
fast_pitch,fluxv_uvlm,0.24,10.80111946068973,4.113808207,4.593775106404322,0.5969557314081015,0.0,False
fast_pitch,fluxv_uvlm,0.25,11.250829396959258,4.106551118,4.6177995292126415,0.6243006612113595,0.0,False
fast_pitch,fluxv_uvlm,0.26,11.700614476248218,4.076489742,4.644474412739853,0.6523961619297652,0.0,False
fast_pitch,fluxv_uvlm,0.27,12.15045523915667,4.033677674,4.671923996702889,0.6807761444923196,0.0,False
fast_pitch,fluxv_uvlm,0.28,12.600337262443759,3.980051291,4.700369624083414,0.7095218894259223,0.0,False
fast_pitch,fluxv_uvlm,0.29,13.050249857063076,3.9225608,4.7298453332294015,0.7387728026990118,0.0,False
fast_pitch,fluxv_uvlm,0.3,13.500185102147203,3.862429403,4.759709300498725,0.7682596655142403,0.0,False
fast_pitch,fluxv_uvlm,0.31,13.950137128543501,3.789648888,4.790103695655957,0.7981068501297646,0.0,False
fast_pitch,fluxv_uvlm,0.32,14.400101587592058,3.711716229,4.820865230290516,0.8283176130115262,0.0,False
fast_pitch,fluxv_uvlm,0.33,14.850075257337512,3.631179403,4.851803426215632,0.8587349062135204,0.0,False
fast_pitch,fluxv_uvlm,0.34,15.300055750665583,3.554117681,4.882976841821467,0.8895219955297357,0.0,False
fast_pitch,fluxv_uvlm,0.35000000000000003,15.750041299007945,3.4704212769999994,4.914240457957114,0.92057920657924,0.0,False
fast_pitch,fluxv_uvlm,0.36,16.200030592062244,3.39098663,4.945560458811679,0.9518243558438333,0.0,False
fast_pitch,fluxv_uvlm,0.37,16.650022659026376,3.322487321,4.976914425681674,0.9834574827351669,0.0,False
fast_pitch,fluxv_uvlm,0.38,17.100016780595674,3.266163843,5.008245175959088,1.0152899115660705,0.0,False
fast_pitch,fluxv_uvlm,0.39,17.55001242375318,3.212796796,5.03955270964392,1.0473216423365441,0.0,False
