model,theta_max_deg,phase_offset_deg,phase,CT,persistence,ldvm_delta_CT,owned_old_CT,owned_polar_CT,target_old_CT,target_polar_CT,profile_reference_delta_CT,polar_reference_delta_CT
v4b_legacy_025c,25.0,45.0,0.09375,0.2331031515039588,0.01826239043045359,-0.1931107088327373,0.4377438796515858,-0.3867200662504179,0.44525214698710647,0.12543282129037392,0.00750826733552068,0.5046446202052711
v5c0_corrected_v4b_075c,25.0,45.0,0.09375,0.24982743592229611,0.01826239043045359,-0.1931107088327373,0.4377438796515858,-0.3867200662504179,0.44525214698710647,0.12543282129037392,0.00750826733552068,0.5046446202052711
v4b_legacy_025c,25.0,45.0,0.1015625,0.27940594658673684,0.01803064943891988,-0.19893697769726063,0.4901557202247605,-0.3639321426793665,0.49743336069929367,0.1631205778142573,0.007277640474533165,0.5197750800190907
v5c0_corrected_v4b_075c,25.0,45.0,0.1015625,0.2960554693161808,0.01803064943891988,-0.19893697769726063,0.4901557202247605,-0.3639321426793665,0.49743336069929367,0.1631205778142573,0.007277640474533165,0.5197750800190907
v4b_legacy_025c,25.0,45.0,0.109375,0.3253088284010427,0.01775303547066192,-0.2018234481353394,0.5391297313424488,-0.3384910938607916,0.5461302922819036,0.19965268517542986,0.007000560939454781,0.5311432180967667
v5c0_corrected_v4b_075c,25.0,45.0,0.109375,0.3417387937313709,0.01775303547066192,-0.2018234481353394,0.5391297313424488,-0.3384910938607916,0.5461302922819036,0.19965268517542986,0.007000560939454781,0.5311432180967667
v4b_legacy_025c,25.0,45.0,0.1171875,0.368344103011034,0.0174304016027854,-0.2036695122579416,0.5840570500915111,-0.31055665823193745,0.5907374111730583,0.23465782234681212,0.006680361081547237,0.5385341194972023
v5c0_corrected_v4b_075c,25.0,45.0,0.1171875,0.3844113300722199,0.0174304016027854,-0.2036695122579416,0.5840570500915111,-0.31055665823193745,0.5907374111730583,0.23465782234681212,0.006680361081547237,0.5385341194972023
v4b_legacy_025c,25.0,45.0,0.125,0.40741848234766725,0.01706374002008741,-0.20500864442493608,0.6243673375763507,-0.2803830275787064,0.6306882974084794,0.26775590749803674,0.00632095983212877,0.5418179752446144
v5c0_corrected_v4b_075c,25.0,45.0,0.125,0.42298488324758027,0.01706374002008741,-0.20500864442493608,0.6243673375763507,-0.2803830275787064,0.6306882974084794,0.26775590749803674,0.00632095983212877,0.5418179752446144
v4b_legacy_025c,25.0,45.0,0.1328125,0.44371683747038887,0.016654174428443056,-0.20410257284683803,0.6595398337764286,-0.2483156335510128,0.6654666254787702,0.2985632676183035,0.005926791702341672,0.5409521094669746
v5c0_corrected_v4b_075c,25.0,45.0,0.1328125,0.4586527399612278,0.016654174428443056,-0.20410257284683803,0.6595398337764286,-0.2483156335510128,0.6654666254787702,0.2985632676183035,0.005926791702341672,0.5409521094669746
v4b_legacy_025c,25.0,45.0,0.140625,0.4757559880091913,0.01620295180101938,-0.2019847214453988,0.6891137696994795,-0.21478381210348949,0.6946164966984848,0.32669910230921523,0.005502726999005336,0.5359801874136993
v5c0_corrected_v4b_075c,25.0,45.0,0.140625,0.4899431761511622,0.01620295180101938,-0.2019847214453988,0.6891137696994795,-0.21478381210348949,0.6946164966984848,0.32669910230921523,0.005502726999005336,0.5359801874136993
v4b_legacy_025c,25.0,45.0,0.1484375,0.5029589792057647,0.01571143361456273,-0.19883267961975512,0.7126978269022044,-0.1802897175273257,0.7177518122037276,0.35179305243931935,0.005053985301523234,0.5270287846651218
v5c0_corrected_v4b_075c,25.0,45.0,0.1484375,0.5162933422705176,0.01571143361456273,-0.19883267961975512,0.7126978269022044,-0.1802897175273257,0.7177518122037276,0.35179305243931935,0.005053985301523234,0.5270287846651218
v4b_legacy_025c,25.0,45.0,0.15625,0.5268358769305739,0.015181086725800595,-0.19277991843854406,0.7299782907294367,-0.1453940894666338,0.734564335074742,0.37349353784486966,0.004586044345305296,0.5143015829661982
v5c0_corrected_v4b_075c,25.0,45.0,0.15625,0.5392295782101055,0.015181086725800595,-0.19277991843854406,0.7299782907294367,-0.1453940894666338,0.734564335074742,0.37349353784486966,0.004586044345305296,0.5143015829661982
v4b_legacy_025c,25.0,45.0,0.1640625,0.5445592876288802,0.014613474028388966,-0.18644878354606947,0.7407256867463702,-0.1106995118904913,0.7448302332541303,0.3914765609047464,0.004104546507760154,0.49807152628747753
v5c0_corrected_v4b_075c,25.0,45.0,0.1640625,0.5559423894503225,0.014613474028388966,-0.18644878354606947,0.7407256867463702,-0.1106995118904913,0.7448302332541303,0.3914765609047464,0.004104546507760154,0.49807152628747753
v4b_legacy_025c,25.0,45.0,0.171875,0.5556713252318956,0.014010245019630649,-0.18014079344960243,0.7447995622995262,-0.07683205486053034,0.7484147673886573,0.4054544712782471,0.003615205089131157,0.47867132104964627
v5c0_corrected_v4b_075c,25.0,45.0,0.171875,0.5659928328128025,0.014010245019630649,-0.18014079344960243,0.7447995622995262,-0.07683205486053034,0.7484147673886573,0.4054544712782471,0.003615205089131157,0.47867132104964627
v4b_legacy_025c,25.0,45.0,0.1796875,0.5631666701833297,0.013373126394066126,-0.17074922918254667,0.7421513938022449,-0.04442200346883412,0.7452751063220266,0.4151844056156236,0.0031237125197817184,0.456482696564676
v5c0_corrected_v4b_075c,25.0,45.0,0.1796875,0.572394983500975,0.013373126394066126,-0.17074922918254667,0.7421513938022449,-0.04442200346883412,0.7452751063220266,0.4151844056156236,0.0031237125197817184,0.456482696564676
v4b_legacy_025c,25.0,45.0,0.1875,0.5666514737272732,0.01270391276854207,-0.1587013996982583,0.7328254244314458,-0.014084595875272998,0.7354610769394934,0.42047591246234367,0.002635652508047537,0.43192485582956913
v5c0_corrected_v4b_075c,25.0,45.0,0.1875,0.5747742619263447,0.01270391276854207,-0.1587013996982583,0.7328254244314458,-0.014084595875272998,0.7354610769394934,0.42047591246234367,0.002635652508047537,0.43192485582956913
v4b_legacy_025c,25.0,45.0,0.1953125,0.565625468974088,0.012004457630910969,-0.14462461210320796,0.7169573840581629,0.013598409513139066,0.7191138020296955,0.42142470717994657,0.0021564179715326537,0.40566987969527485
v5c0_corrected_v4b_075c,25.0,45.0,0.1953125,0.5726517338285594,0.012004457630910969,-0.14462461210320796,0.7169573840581629,0.013598409513139066,0.7191138020296955,0.42142470717994657,0.0021564179715326537,0.40566987969527485
v4b_legacy_025c,25.0,45.0,0.203125,0.5699623780361635,0.011276664592412458,-0.11874284509818273,0.6947713096658696,0.038095773406056195,0.6964624460414232,0.4314000777497073,0.0016911363755535147,0.3916131679680976
v5c0_corrected_v4b_075c,25.0,45.0,0.203125,0.5760696047568652,0.011276664592412458,-0.11874284509818273,0.6947713096658696,0.038095773406056195,0.6964624460414232,0.4314000777497073,0.0016911363755535147,0.3916131679680976
v4b_legacy_025c,25.0,45.0,0.2109375,0.5443221561203813,0.010522479012238862,-0.11709047661974381,0.6665743535078283,0.058941604320985296,0.6678189573514552,0.4520965583997786,0.0012446038436269014,0.3919103502351664
v5c0_corrected_v4b_075c,25.0,45.0,0.2109375,0.5496906283990368,0.010522479012238862,-0.11709047661974381,0.6665743535078283,0.058941604320985296,0.6678189573514552,0.4520965583997786,0.0012446038436269014,0.3919103502351664
v4b_legacy_025c,25.0,45.0,0.21875,0.527950413936036,0.009743880051919009,-0.10034995217659556,0.6327499317075481,0.07574764276084578,0.6335711608239877,0.47413969021879343,0.0008212291164395591,0.3975708183415081
v5c0_corrected_v4b_075c,25.0,45.0,0.21875,0.5326455254185386,0.009743880051919009,-0.10034995217659556,0.6327499317075481,0.07574764276084578,0.6335711608239877,0.47413969021879343,0.0008212291164395591,0.3975708183415081
v4b_legacy_025c,25.0,45.0,0.2265625,0.5056343711948345,0.008942873207024915,-0.0843484869639587,0.5937494917254925,0.08821270436825968,0.5941744798541571,0.48825116743249775,0.0004249881286645385,0.39961347493557353
v5c0_corrected_v4b_075c,25.0,45.0,0.2265625,0.5096330519616665,0.008942873207024915,-0.0843484869639587,0.5937494917254925,0.08821270436825968,0.5941744798541571,0.48825116743249775,0.0004249881286645385,0.39961347493557353
v4b_legacy_025c,25.0,45.0,0.234375,0.4777405570276008,0.008121483354325077,-0.06921778312962099,0.5500829694759264,0.0961289032828757,0.5501423591344523,0.48641082123573426,5.938965852592126e-05,0.3902225282943326
v5c0_corrected_v4b_075c,25.0,45.0,0.234375,0.48096913245415185,0.008121483354325077,-0.06921778312962099,0.5500829694759264,0.0961289032828757,0.5501423591344523,0.48641082123573426,5.938965852592126e-05,0.3902225282943326
v4b_legacy_025c,25.0,45.0,0.2421875,0.4474740750462751,0.00728174834384515,-0.05228110374745933,0.5023084696795498,0.09938480521059256,0.5020359218733764,0.46279278446162647,-0.00027254780617336216,0.36368052705720727
v5c0_corrected_v4b_075c,25.0,45.0,0.2421875,0.4498497573156893,0.00728174834384515,-0.05228110374745933,0.5023084696795498,0.09938480521059256,0.5020359218733764,0.46279278446162647,-0.00027254780617336216,0.36368052705720727
v4b_legacy_025c,25.0,45.0,0.25,0.4151014222760273,0.006425713157293767,-0.03386903004046625,0.45102145550402484,0.09796556832799404,0.4504531473637555,0.4189143809393995,-0.0005683081402693135,0.32151712075167477
v5c0_corrected_v4b_075c,25.0,45.0,0.25,0.41659909092886727,0.006425713157293767,-0.03386903004046625,0.45102145550402484,0.09796556832799404,0.4504531473637555,0.4189143809393995,-0.0005683081402693135,0.32151712075167477
v4b_legacy_025c,25.0,45.0,0.2578125,0.3819971833193894,0.005555424646888258,-0.013226108871699171,0.396843628318016,0.09195014387764426,0.3960177492938185,0.37094718430389234,-0.0008258790241975067,0.2798229194504456
v5c0_corrected_v4b_075c,25.0,45.0,0.2578125,0.3827258394386711,0.005555424646888258,-0.013226108871699171,0.396843628318016,0.09195014387764426,0.3960177492938185,0.37094718430389234,-0.0008258790241975067,0.2798229194504456
v4b_legacy_025c,25.0,45.0,0.265625,0.34612128446420054,0.0046729268616781845,0.006897408492184828,0.3404120008193609,0.09305230610524373,0.3393682573778551,0.32094535488304005,-0.0010437434415058178,0.22893679221930213
v5c0_corrected_v4b_075c,25.0,45.0,0.265625,0.34614734590868274,0.0046729268616781845,0.006897408492184828,0.3404120008193609,0.09305230610524373,0.3393682573778551,0.32094535488304005,-0.0010437434415058178,0.22893679221930213
v4b_legacy_025c,25.0,45.0,0.2734375,0.31056616606316373,0.003780256961909919,0.02886720375226122,0.2823684305186197,0.13413968167750798,0.2811475683828777,0.2694752924577505,-0.001220862135742018,0.13655647291598452
v5c0_corrected_v4b_075c,25.0,45.0,0.2734375,0.30986152248485627,0.003780256961909919,0.02886720375226122,0.2823684305186197,0.13413968167750798,0.2811475683828777,0.2694752924577505,-0.001220862135742018,0.13655647291598452
v4b_legacy_025c,25.0,45.0,0.28125,0.2727906934344247,0.002879441715693267,0.04974046463002836,0.22334977186839852,0.16906206243619723,0.22199312374803176,0.217099935003973,-0.0013566481203667602,0.04939452068814254
v5c0_corrected_v4b_075c,25.0,45.0,0.28125,0.27157627395745404,0.002879441715693267,0.04974046463002836,0.22334977186839852,0.16906206243619723,0.22199312374803176,0.217099935003973,-0.0013566481203667602,0.04939452068814254
v4b_legacy_025c,25.0,45.0,0.2890625,0.23088393007884472,0.0019724945661092554,0.06703998389089943,0.16397891548066745,0.1625932139267589,0.16252798098880394,0.1643708814387257,-0.0014509344918635092,0.0032286020038302943
v5c0_corrected_v4b_075c,25.0,45.0,0.2890625,0.22943936398688988,0.0019724945661092554,0.06703998389089943,0.16397891548066745,0.1625932139267589,0.16252798098880394,0.1643708814387257,-0.0014509344918635092,0.0032286020038302943
v4b_legacy_025c,25.0,45.0,0.296875,0.1854334116400481,0.001061413250825139,0.08065304636553434,0.10485698295379195,0.11332544031156515,0.10335304603229511,0.11182150339006833,-0.0015039369214968346,1.3877787807814457e-17
v5c0_corrected_v4b_075c,25.0,45.0,0.296875,0.18392947471855126,0.001061413250825139,0.08065304636553434,0.10485698295379195,0.11332544031156515,0.10335304603229511,0.11182150339006833,-0.0015039369214968346,1.3877787807814457e-17
v4b_legacy_025c,25.0,45.0,0.3046875,0.13302471235898086,0.0001481779501514877,0.08647862922544897,0.04655668645847894,0.06147726716059318,0.045040474161528496,0.05996105486364274,-0.0015162122969504463,6.938893903907228e-18
v5c0_corrected_v4b_075c,25.0,45.0,0.3046875,0.13150850006203044,0.0001481779501514877,0.08647862922544897,0.04655668645847894,0.06147726716059318,0.045040474161528496,0.05996105486364274,-0.0015162122969504463,6.938893903907228e-18
v4b_legacy_025c,25.0,45.0,0.3125,0.06877886610161295,0.0007652500668119973,0.07920636825564792,-0.010383068035161655,0.010758465207238622,-0.011871683088366738,0.009269850154033539,-0.0014886150532050831,0.0
v5c0_corrected_v4b_075c,25.0,45.0,0.3125,0.06729025104840786,0.0007652500668119973,0.07920636825564792,-0.010383068035161655,0.010758465207238622,-0.011871683088366738,0.009269850154033539,-0.0014886150532050831,0.0
v4b_legacy_025c,25.0,45.0,0.3203125,-0.002924390130767631,0.0016769293348253731,0.06259642907044821,-0.06546125913221999,-0.038382169855968984,-0.06688351190575056,-0.039804422629499556,-0.0014222527735305718,0.0
v5c0_corrected_v4b_075c,25.0,45.0,0.3203125,-0.004346642904298203,0.0016769293348253731,0.06259642907044821,-0.06546125913221999,-0.038382169855968984,-0.06688351190575056,-0.039804422629499556,-0.0014222527735305718,0.0
v4b_legacy_025c,25.0,45.0,0.328125,-0.07799370692961366,0.002584938667672442,0.04024336357498159,-0.11821753701486805,-0.08553082844740077,-0.1195359796709953,-0.08684927110352803,-0.0013184426561272528,0.0
v5c0_corrected_v4b_075c,25.0,45.0,0.328125,-0.07931214958574088,0.002584938667672442,0.04024336357498159,-0.11821753701486805,-0.08553082844740077,-0.1195359796709953,-0.08684927110352803,-0.0013184426561272528,0.0
v4b_legacy_025c,25.0,45.0,0.3359375,-0.15520552918819389,0.0034873772667403514,0.012941174336815148,-0.1682338265109568,-0.13031027163886053,-0.16941249693844515,-0.13148894206634884,-0.001178670427488343,2.7755575615628914e-17
v5c0_corrected_v4b_075c,25.0,45.0,0.3359375,-0.1563841996156822,0.0034873772667403514,0.012941174336815148,-0.1682338265109568,-0.13031027163886053,-0.16941249693844515,-0.13148894206634884,-0.001178670427488343,2.7755575615628914e-17
v4b_legacy_025c,25.0,45.0,0.34375,-0.2665956065479547,0.0043823645214364805,-0.05187546760381227,-0.21513484140842434,-0.17238046654857436,-0.21613939464360835,-0.17338501978375834,-0.0010045532351840025,2.7755575615628914e-17
v5c0_corrected_v4b_075c,25.0,45.0,0.34375,-0.2676001597831387,0.0043823645214364805,-0.05187546760381227,-0.21513484140842434,-0.17238046654857436,-0.21613939464360835,-0.17338501978375834,-0.0010045532351840025,2.7755575615628914e-17
v4b_legacy_025c,25.0,45.0,0.3515625,-0.3033273720711883,0.005268039567673735,-0.04522638581615424,-0.2585876247946601,-0.2114383681399087,-0.2593854327578555,-0.2122361761031042,-0.0007978079631954516,-2.7755575615628914e-17
v5c0_corrected_v4b_075c,25.0,45.0,0.3515625,-0.3041251800343837,0.005268039567673735,-0.04522638581615424,-0.2585876247946601,-0.2114383681399087,-0.2593854327578555,-0.2122361761031042,-0.0007978079631954516,-2.7755575615628914e-17
v4b_legacy_025c,25.0,45.0,0.359375,-0.33294016748135563,0.00614256067863648,-0.035169712314204626,-0.2983002694801043,-0.2472169774412652,-0.2988604957524483,-0.24777720371360917,-0.0005602262723439777,0.0
v5c0_corrected_v4b_075c,25.0,45.0,0.359375,-0.3335003937536996,0.00614256067863648,-0.035169712314204626,-0.2983002694801043,-0.2472169774412652,-0.2988604957524483,-0.24777720371360917,-0.0005602262723439777,0.0
v4b_legacy_025c,25.0,45.0,0.3671875,-0.3656114293375693,0.007004104531947346,-0.0321989331794226,-0.3340199978797915,-0.2794838289667412,-0.33431365534523155,-0.2797774864321812,-0.0002936574654400781,5.551115123125783e-17
v5c0_corrected_v4b_075c,25.0,45.0,0.3671875,-0.36590508680300937,0.007004104531947346,-0.0321989331794226,-0.3340199978797915,-0.2794838289667412,-0.33431365534523155,-0.2797774864321812,-0.0002936574654400781,5.551115123125783e-17
v4b_legacy_025c,25.0,45.0,0.375,-0.3828988332953801,0.007850849073627892,-0.017960470602747705,-0.3655307264064571,-0.30803901237677456,-0.3655307264064571,-0.30803901237677456,0.0,0.0
v5c0_corrected_v4b_075c,25.0,45.0,0.375,-0.3828988332953801,0.007850849073627892,-0.017960470602747705,-0.3655307264064571,-0.30803901237677456,-0.3655307264064571,-0.30803901237677456,0.0,0.0
v4b_legacy_025c,25.0,45.0,0.3828125,-0.43662613869417616,0.00868096464334452,-0.04488572776397059,-0.3926503769927441,-0.33271295434379544,-0.39233157910402416,-0.33239415645507553,0.00031879788871991277,0.0
v5c0_corrected_v4b_075c,25.0,45.0,0.3828125,-0.4363073408054562,0.00868096464334452,-0.04488572776397059,-0.3926503769927441,-0.33271295434379544,-0.39233157910402416,-0.33239415645507553,0.00031879788871991277,0.0
v4b_legacy_025c,25.0,45.0,0.390625,-0.4721818106567117,0.00949262542906238,-0.058092222449053744,-0.4152282878627331,-0.35336427021946404,-0.414567559423255,-0.352703541779986,0.0006607284394780644,0.0
v5c0_corrected_v4b_075c,25.0,45.0,0.390625,-0.47152108221723366,0.00949262542906238,-0.058092222449053744,-0.4152282878627331,-0.35336427021946404,-0.414567559423255,-0.352703541779986,0.0006607284394780644,0.0
v4b_legacy_025c,25.0,45.0,0.3984375,-0.49605918235079677,0.010284010404821508,-0.06422752756912624,-0.43314278971000053,-0.3698777461207693,-0.43211908370165203,-0.3688540401124208,0.0010237060083485017,0.0
v5c0_corrected_v4b_075c,25.0,45.0,0.3984375,-0.49503547634244827,0.010284010404821508,-0.06422752756912624,-0.43314278971000053,-0.3698777461207693,-0.43211908370165203,-0.3688540401124208,0.0010237060083485017,0.0
v4b_legacy_025c,25.0,45.0,0.40625,-0.47149413382207583,0.011053304835543,-0.026193624259753193,-0.44629895597119157,-0.38216245510327107,-0.4448934147513067,-0.3807569138833862,0.0014055412198848427,0.0
v5c0_corrected_v4b_075c,25.0,45.0,0.40625,-0.470088592602191,0.011053304835543,-0.026193624259753193,-0.44629895597119157,-0.38216245510327107,-0.4448934147513067,-0.3807569138833862,0.0014055412198848427,0.0
v4b_legacy_025c,25.0,45.0,0.4140625,-0.4991594662215594,0.011798702458331188,-0.04583427697586924,-0.45462671383210124,-0.39015016713836553,-0.4528228044527204,-0.38834625775898474,0.0018039093793808525,-5.551115123125783e-17
v5c0_corrected_v4b_075c,25.0,45.0,0.4140625,-0.4973555568421785,0.011798702458331188,-0.04583427697586924,-0.45462671383210124,-0.39015016713836553,-0.4528228044527204,-0.38834625775898474,0.0018039093793808525,-5.551115123125783e-17
v4b_legacy_025c,25.0,45.0,0.421875,-0.47396644138373906,0.01251840844367536,-0.016903331232457006,-0.4580794623555605,-0.39379418172482145,-0.45586314682829215,-0.391577866197553,0.0022163155272683643,5.551115123125783e-17
v5c0_corrected_v4b_075c,25.0,45.0,0.421875,-0.47175012585647064,0.01251840844367536,-0.016903331232457006,-0.4580794623555605,-0.39379418172482145,-0.45586314682829215,-0.391577866197553,0.0022163155272683643,5.551115123125783e-17
v4b_legacy_025c,25.0,45.0,0.4296875,-0.4396886156641506,0.01321064322833013,0.01632054443620625,-0.4566332847755784,-0.39306866111973,-0.4539932257009227,-0.39042860204507435,0.0026400590746556984,-5.551115123125783e-17
v5c0_corrected_v4b_075c,25.0,45.0,0.4296875,-0.4370485565894948,0.01321064322833013,0.01632054443620625,-0.4566332847755784,-0.39306866111973,-0.4539932257009227,-0.39042860204507435,0.0026400590746556984,-5.551115123125783e-17
v4b_legacy_025c,25.0,45.0,0.4375,-0.43138710963926913,0.013873647293796202,0.018288594501837493,-0.45028655619300323,-0.3879682960264125,-0.4472143548160465,-0.3848960946494558,0.0030722013769567402,-5.551115123125783e-17
v5c0_corrected_v4b_075c,25.0,45.0,0.4375,-0.4283149082623124,0.013873647293796202,0.018288594501837493,-0.45028655619300323,-0.3879682960264125,-0.4472143548160465,-0.3848960946494558,0.0030722013769567402,-5.551115123125783e-17
v4b_legacy_025c,25.0,45.0,0.4453125,-0.4051173038867003,0.014505686939875731,0.03367009568294965,-0.43905853581554566,-0.3866967196356959,-0.4355489960059707,-0.3749975495918331,0.0035095398095749686,0.008189630234287815
v5c0_corrected_v4b_075c,25.0,45.0,0.4453125,-0.40148896786479343,0.014505686939875731,0.03367009568294965,-0.43905853581554566,-0.3866967196356959,-0.4355489960059707,-0.3749975495918331,0.0035095398095749686,0.008189630234287815
v4b_legacy_025c,25.0,45.0,0.453125,-0.36176297232028753,0.015105061071827878,0.062137202749290445,-0.4229899820961297,-0.4211102631875279,-0.4190413902505101,-0.36077026820945934,0.003948591845619576,0.056391403132449
v5c0_corrected_v4b_075c,25.0,45.0,0.453125,-0.35696258488642624,0.015105061071827878,0.062137202749290445,-0.4229899820961297,-0.4211102631875279,-0.4190413902505101,-0.36077026820945934,0.003948591845619576,0.056391403132449
v4b_legacy_025c,25.0,45.0,0.4609375,-0.3118631028896526,0.015670108982851098,0.09279891120471305,-0.40215222829929026,-0.46951721881485553,-0.3977666360350772,-0.3422794390416507,0.004385592264213034,0.1228521875089918
v5c0_corrected_v4b_075c,25.0,45.0,0.4609375,-0.305552403458392,0.015670108982851098,0.09279891120471305,-0.40215222829929026,-0.46951721881485553,-0.3977666360350772,-0.3422794390416507,0.004385592264213034,0.1228521875089918
v4b_legacy_025c,25.0,45.0,0.46875,-0.25991346411265814,0.0161992190722564,0.12045202225198277,-0.37664632738205545,-0.48578308752731253,-0.3718298214447116,-0.31961741918266307,0.00481650593734384,0.16134916240730562
v5c0_corrected_v4b_075c,25.0,45.0,0.46875,-0.25248322774635334,0.0161992190722564,0.12045202225198277,-0.37664632738205545,-0.48578308752731253,-0.3718298214447116,-0.31961741918266307,0.00481650593734384,0.16134916240730562
v4b_legacy_025c,25.0,45.0,0.4765625,-0.25039264213361323,0.016690838395704316,0.10025148099597683,-0.3466045442402627,-0.4883767886891988,-0.3413674865472489,-0.29290497678973587,0.005237057693013802,0.19023475420644914
v5c0_corrected_v4b_075c,25.0,45.0,0.4765625,-0.24198040690089306,0.016690838395704316,0.10025148099597683,-0.3466045442402627,-0.4883767886891988,-0.3413674865472489,-0.29290497678973587,0.005237057693013802,0.19023475420644914
v4b_legacy_025c,25.0,45.0,0.484375,-0.2440161591757641,0.01714348289976023,0.07246579238383774,-0.31219310393239885,-0.48990095784204507,-0.3065503243198983,-0.2682257042857928,0.005642779612500537,0.21603247394375175
v5c0_corrected_v4b_075c,25.0,45.0,0.484375,-0.23466983054041599,0.01714348289976023,0.07246579238383774,-0.31219310393239885,-0.48990095784204507,-0.3065503243198983,-0.2682257042857928,0.005642779612500537,0.21603247394375175
v4b_legacy_025c,25.0,45.0,0.4921875,-0.213322430926281,0.01755574815167778,0.06524566424637412,-0.27361506881411884,-0.4905007222275364,-0.267585993912992,-0.25578415271735916,0.006029074901126863,0.22868749460905036
v5c0_corrected_v4b_075c,25.0,45.0,0.4921875,-0.2032785759643595,0.01755574815167778,0.06524566424637412,-0.27361506881411884,-0.4905007222275364,-0.267585993912992,-0.25578415271735916,0.006029074901126863,0.22868749460905036
v4b_legacy_025c,25.0,45.0,0.5,-0.1801945857833969,0.017926320339784814,0.05657859076563688,-0.23111315080246486,-0.4902728509568742,-0.22472185450129145,-0.25136188329679127,0.00639129630117341,0.2325196713589095
v5c0_corrected_v4b_075c,25.0,45.0,0.5,-0.1696350673681422,0.017926320339784814,0.05657859076563688,-0.23111315080246486,-0.4902728509568742,-0.22472185450129145,-0.25136188329679127,0.00639129630117341,0.2325196713589095
v4b_legacy_025c,25.0,45.0,0.5078125,-0.14524009080235664,0.018253987292973183,0.046128518630492,-0.18497216306462577,-0.4892572973835447,-0.17824732705143193,-0.24808941841926024,0.006724836013193847,0.23444304295109059
v5c0_corrected_v4b_075c,25.0,45.0,0.5078125,-0.1342357344622076,0.018253987292973183,0.046128518630492,-0.18497216306462577,-0.4892572973835447,-0.17824732705143193,-0.24808941841926024,0.006724836013193847,0.23444304295109059
v4b_legacy_025c,25.0,45.0,0.515625,-0.11768850721935294,0.018537649251917747,0.024816138783531613,-0.135521001944078,-0.487432460273976,-0.12849577859031097,-0.23757198360947,0.0070252233537670405,0.242835253310739
v5c0_corrected_v4b_075c,25.0,45.0,0.515625,-0.10616168911371082,0.018537649251917747,0.024816138783531613,-0.135521001944078,-0.487432460273976,-0.12849577859031097,-0.23757198360947,0.0070252233537670405,0.242835253310739
v4b_legacy_025c,25.0,45.0,0.5234375,-0.10125301399758244,0.01877632912128973,-0.01078134135087833,-0.08313389527473429,-0.48471459493307884,-0.07584566931486962,-0.2114797356786453,0.007288225959864669,0.26594663329456886
v5c0_corrected_v4b_075c,25.0,45.0,0.5234375,-0.08897128652228001,0.01877632912128973,-0.01078134135087833,-0.08313389527473429,-0.48471459493307884,-0.07584566931486962,-0.2114797356786453,0.007288225959864669,0.26594663329456886
v4b_legacy_025c,25.0,45.0,0.53125,-0.08532500717671637,0.018969181941887635,-0.049444201596045,-0.028230787991812417,-0.4809616264230624,-0.02072083772858017,-0.1777741027507142,0.007509950263232246,0.29567757340911593
v5c0_corrected_v4b_075c,25.0,45.0,0.53125,-0.07220629522735078,0.018969181941887635,-0.049444201596045,-0.028230787991812417,-0.4809616264230624,-0.02072083772858017,-0.1777741027507142,0.007509950263232246,0.29567757340911593
v4b_legacy_025c,25.0,45.0,0.5390625,-0.06362788161345052,0.0191155033436943,-0.0843152164615003,0.02872328844675467,-0.4759812556834704,0.03641022561780468,-0.14250675239483324,0.007686937171050009,0.32578756611758714
v5c0_corrected_v4b_075c,25.0,45.0,0.5390625,-0.049713351132945754,0.0191155033436943,-0.0843152164615003,0.02872328844675467,-0.4759812556834704,0.03641022561780468,-0.14250675239483324,0.007686937171050009,0.32578756611758714
v4b_legacy_025c,25.0,45.0,0.546875,-0.035609008601642074,0.01921473677377219,-0.11432782585240409,0.08722009181235894,-0.46954286399722656,0.09503634115114791,-0.10593241261156691,0.007816249338788966,0.3557942020468706
v5c0_corrected_v4b_075c,25.0,45.0,0.546875,-0.02095626732488817,0.01921473677377219,-0.11432782585240409,0.08722009181235894,-0.46954286399722656,0.09503634115114791,-0.10593241261156691,0.007816249338788966,0.3557942020468706
v4b_legacy_025c,25.0,45.0,0.5546875,-0.0012203571124479121,0.019266479334204938,-0.13889148539188972,0.14671119939418348,-0.46139269154044,0.154606746422807,-0.06831446479115735,0.007895547028623523,0.3851826797206591
v5c0_corrected_v4b_075c,25.0,45.0,0.5546875,0.01409630405490737,0.019266479334204938,-0.13889148539188972,0.14671119939418348,-0.46139269154044,0.154606746422807,-0.06831446479115735,0.007895547028623523,0.3851826797206591
v4b_legacy_025c,25.0,45.0,0.5625,0.0400078416948534,0.019270486112036175,-0.15695140371368832,0.20661245380094234,-0.4512712220037603,0.2145356040332041,-0.029926123173176212,0.007923150232261755,0.4134219485983223
v5c0_corrected_v4b_075c,25.0,45.0,0.5625,0.05589783384599006,0.019270486112036175,-0.15695140371368832,0.20661245380094234,-0.4512712220037603,0.2145356040332041,-0.029926123173176212,0.007923150232261755,0.4134219485983223
v4b_legacy_025c,25.0,45.0,0.5703125,0.09112405912602459,0.019226672932221692,-0.16479463678849526,0.26630969203872235,-0.43893186246835464,0.27420777747101394,0.008947941870470358,0.00789808543229159,0.4399817189065334
v5c0_corrected_v4b_075c,25.0,45.0,0.5703125,0.10748152916388878,0.019226672932221692,-0.16479463678849526,0.26630969203872235,-0.43893186246835464,0.27420777747101394,0.008947941870470358,0.00789808543229159,0.4399817189065334
