Time,Z_tip
3.981,0.0058201703386576
3.9825,0.0057636936041021
3.984,0.0056847915141249
3.9855,0.00558181631880924
3.987,0.00545409359195332
3.9885,0.00530191781178625
3.99,0.00512679787089595
3.9915,0.00493137754949999
3.993,0.00471921836302694
3.9945,0.00449450582706081
3.996,0.00426174969276169
3.9975,0.00402551265225464
3.999,0.00379018389338548
4.0005,0.00355980926406989
4.002,0.00333798090992734
4.0035,0.00312777911864522
4.005,0.00293175505754018
4.0065,0.00275194794286109
4.008,0.00258993469576744
4.0095,0.00244690665131982
4.011,0.00232375678959008
4.0125,0.00222115131569029
4.014,0.00213955944027749
4.0155,0.0020792273531699
4.017,0.00204010116629539
4.0185,0.00202172071021126
4.02,0.00202311399165199
4.0215,0.00204271900829804
4.023,0.00207834882989377
4.0245,0.00212720447735715
4.026,0.00218593347083405
4.0275,0.00225073101145794
4.029,0.00231748167336515
4.0305,0.0023819376952551
4.032,0.00243992356207062
4.0335,0.00248754827396516
4.035,0.00252140116302208
4.0365,0.00253870806257261
4.038,0.00253743207392875
4.0395,0.00251631414140567
4.041,0.00247485881659201
4.0425,0.0024132769922225
4.044,0.00233239914841594
4.0455,0.00223357113696455
4.047,0.00211854186157112
4.0485,0.00198935036165732
4.05,0.00184821941425446
4.0515,0.00169746311796549
4.053,0.00153952930757722
4.0545,0.00137677552759513
4.056,0.00121132790848549
4.0575,0.00104527647996212
4.059,0.000880700742499323
4.0605,0.000719629898940211
4.062,0.000563960367825987
4.0635,0.000415371389996479
4.065,0.000275261612073752
4.0665,0.000144718857102711
4.068,2.45267065571976e-05
4.0695,-8.47982965119178e-05
4.071,-0.000182951142495267
4.0725,-0.000269776955556994
4.074,-0.000345212222293706
4.0755,-0.000409232003956961
4.077,-0.000461802998377254
4.0785,-0.000502842372720086
4.08,-0.000532185927801281
4.0815,-0.000549572596943293
4.083,-0.000554651732874566
4.0845,-0.000547014227552302
4.086,-0.000526241477479363
4.0875,-0.000491961537063528
4.089,-0.000443901787439116
4.0905,-0.000381931261066934
4.092,-0.000306090831669411
4.0935,-0.000216612905438534
4.095,-0.000113932727630622
4.0965,1.30847171397743e-06
4.098,0.000128270293465152
4.0995,0.000265931749467892
4.101,0.000413120473095268
4.1025,0.000568546709460463
4.104,0.0007308321848115
4.1055,0.000898523182348952
4.107,0.00107008087221431
4.1085,0.00124384947231033
4.11,0.00141801163547067
4.1115,0.00159054739871171
4.113,0.00175921540176165
4.1145,0.00192157185586101
4.116,0.00207503476492378
4.1175,0.00221699056845758
4.119,0.0023449305810974
4.1205,0.00245671576859718
4.122,0.00255052038996346
4.1235,0.00262482219408095
4.125,0.00267868908395005
4.1265,0.00271183029488732
4.128,0.00272455733938765
4.1295,0.0027176812193564
4.131,0.00269238636438942
4.1325,0.00265011034685984
4.134,0.00259244927213868
4.1355,0.00252109887971398
4.137,0.00243783039344038
4.1385,0.00234449150185688
4.14,0.00224301830852311
4.1415,0.00213544295798214
4.143,0.00202388317789634
4.1445,0.00191050509167133
4.146,0.00179745911155536
4.1475,0.00168679715506545
4.149,0.00158038403497736
4.1505,0.00147981545752596
4.152,0.00138635167254866
4.1535,0.00130087236421588
4.155,0.00122385642526859
4.1565,0.0011553893845783
4.158,0.00109519999024031
4.1595,0.00104272465940186
4.161,0.000997194268783119
4.1625,0.000957733308413391
4.164,0.00092345848831792
4.1655,0.00089356378825759
4.167,0.000867381956737728
4.1685,0.000844417721876886
4.17,0.000824353808702985
4.1715,0.000807035444135797
4.173,0.000792441118903888
4.1745,0.000780646694329951
4.176,0.000771787323228703
4.1775,0.000766018657953085
4.179,0.000763477035965371
4.1805,0.000764238642076323
4.182,0.000768279802312442
4.1835,0.000775443282740463
4.185,0.000785417135807681
4.1865,0.000797732107432898
4.188,0.000811927217545959
4.1895,0.000827370345723611
4.191,0.000843159692750425
4.1925,0.000858436273363924
4.194,0.00087249605630673
4.1955,0.000884848360545547
4.197,0.000895231928048476
4.1985,0.000903607236650197
4.2,0.000910139120075181
4.2015,0.00091517676078792
4.203,0.000919229496581643
4.2045,0.0009229330611451
4.206,0.000927004184442361
4.2075,0.000932187080272792
4.209,0.000939199888031757
4.2105,0.000948689094248354
4.212,0.000961196403933088
4.2135,0.000977137806832448
4.215,0.000996791772321551
4.2165,0.00102029327579743
4.218,0.00104763205453551
4.2195,0.00107865513280428
4.221,0.00111307417850953
4.2225,0.00115047731220465
4.224,0.0011903436500696
4.2255,0.00123205820636025
4.227,0.00127492568000692
4.2285,0.00131818372183314
4.23,0.00136101852714402
4.2315,0.0014025865460623
4.233,0.00144204499896447
4.2345,0.00147859078073412
4.236,0.00151150345650201
4.2375,0.00154018491027751
4.239,0.00156418724234679
4.2405,0.00158322218270044
4.242,0.00159714916452769
4.2435,0.0016059439351523
4.245,0.0016096536676188
4.2465,0.00160834668632136
4.248,0.00160206468728392
4.2495,0.00159078308517275
4.251,0.00157438206063774
4.2525,0.00155262849150534
4.254,0.00152516848125653
4.2555,0.00149162786058251
4.257,0.00145150766070731
4.2585,0.00140412020524084
4.26,0.00134879141274137
4.2615,0.00128499320011043
4.263,0.00121249616733146
4.2645,0.00113152207218336
4.266,0.00104286009224867
4.2675,0.000947912478098805
4.269,0.000848643672881867
4.2705,0.000747420102014854
4.272,0.000646752211567007
4.2735,0.00054897908285756
4.275,0.00045595811355462
4.2765,0.000368829760229659
4.278,0.000287916710928506
4.2795,0.000212790190767653
4.281,0.00014249984611095
4.2825,7.59254534131754e-05
4.284,1.21751881780708e-05
4.2855,-4.90665233732204e-05
4.287,-0.000107340137463967
4.2885,-0.000161435128377421
4.29,-0.000209661842013399
4.2915,-0.000250331742541165
4.293,-0.000282344564795486
4.2945,-0.000305740363520194
4.296,-0.000322072648445563
4.2975,-0.000334501545310715
4.299,-0.000347580845500036
4.3005,-0.000366790246872419
4.302,-0.000397908728062705
4.3035,-0.000446315436774869
4.305,-0.000516252180603165
4.3065,-0.000610035457741876
4.308,-0.000727229028018815
4.3095,-0.000863907996261443
4.311,-0.00101230465815599
4.3125,-0.00116118215942255
4.314,-0.00129710114055426
4.3155,-0.00140635401462196
4.317,-0.00147697803657375
4.3185,-0.00150020165057783
4.32,-0.00147099716233954
4.3215,-0.00138788532325023
4.323,-0.00125233734957967
4.3245,-0.00106849687082468
4.326,-0.000843075705553087
4.3275,-0.000585051610631907
4.329,-0.000305291642747602
4.3305,-1.58911336876612e-05
4.332,0.000270673700405234
4.3335,0.000542404900668219
4.335,0.000788551953768492
4.3365,0.00100030109695703
4.338,0.00117143755885897
4.3395,0.00129897053505611
4.341,0.00138357401721145
4.3425,0.00142957502694613
4.344,0.00144423321553299
4.3455,0.00143627312111741
4.347,0.00141398053378894
4.3485,0.00138344386328054
4.35,0.00134750742306992
4.3515,0.00130568914457331
4.353,0.00125489446195938
4.3545,0.00119048612638284
4.356,0.00110727786261414
4.3575,0.00100025039273931
4.359,0.000865074186017708
4.3605,0.000698702866109027
4.362,0.000500281271005839
4.3635,0.000272398959652338
4.365,2.24354919410885e-05
4.3665,-0.000236434771621781
4.368,-0.000484983508917628
4.3695,-0.000698633503723594
4.371,-0.000849118686094659
4.3725,-0.00090689700019673
4.374,-0.000843972724475585
4.3755,-0.000636716360545377
4.377,-0.000268315730283135
4.3785,0.00026935935808527
4.38,0.000974539538418386
4.3815,0.00183496041817132
4.383,0.00282782671018156
4.3845,0.00392024462509016
4.386,0.00507007377287928
4.3875,0.00622733542039805
4.389,0.00733651995323525
4.3905,0.00834021805084772
4.392,0.00918344459724194
4.3935,0.00981809425061965
4.395,0.0102067005994309
4.3965,0.0103244063667254
4.398,0.0101595146214364
4.3995,0.00971341876723267
4.401,0.00900055302205712
4.4025,0.00804837466164529
4.404,0.00689681642661064
4.4055,0.00559653873242014
4.407,0.00420567465758076
4.4085,0.00278529819657918
4.41,0.00139425831279926
4.4115,8.41968391908398e-05
4.413,-0.00110445228315206
4.4145,-0.00214483101356214
4.416,-0.00302399066255522
4.4175,-0.00374114982270002
4.419,-0.00430426764851418
4.4205,-0.00472569662152424
4.422,-0.0050178517948429
4.4235,-0.00518977556720046
4.425,-0.00524528374225385
4.4265,-0.00518314041381024
4.428,-0.0049994034519989
4.4295,-0.00469163258283738
4.431,-0.00426408261318798
4.4325,-0.00373250943777546
4.434,-0.00312707774928392
4.4355,-0.0024922520445184
4.437,-0.00188335375106248
4.4385,-0.00136028974618663
4.44,-0.000979489196459199
4.4415,-0.000785370228735481
4.443,-0.000802918590379478
4.4445,-0.00103317106220442
4.446,-0.00145318449653433
4.4475,-0.00202112368080586
4.449,-0.00268559941372722
4.4505,-0.00339696167656778
4.452,-0.00411753790541797
4.4535,-0.00482810378118398
4.455,-0.00552909859295305
4.4565,-0.00623681918362862
4.458,-0.0069762302233372
4.4595,-0.00777318798021823
4.461,-0.00864773607426719
4.4625,-0.00960913045706206
4.464,-0.0106529181676664
4.4655,-0.0117594248146027
4.467,-0.0128934413957103
4.4685,-0.0140054365473981
4.47,-0.0150349292589978
4.4715,-0.015916432593759
4.473,-0.0165876070457079
4.4745,-0.0169982718805591
4.476,-0.0171182411964813
4.4775,-0.016941989917359
4.479,-0.016488979051443
4.4805,-0.0157997835793484
4.482,-0.0149294476512548
4.4835,-0.0139401654366793
4.485,-0.0128950966984242
4.4865,-0.0118540596412144
4.488,-0.0108707381018708
4.4895,-0.00999063325990308
4.491,-0.00924936103536396
4.4925,-0.00867145313903017
4.494,-0.00826997766329297
4.4955,-0.0080470498582079
4.497,-0.00799507254054294
4.4985,-0.00809857592087768
4.5,-0.00833664758365314
4.5015,-0.00868587459246957
4.503,-0.0091234437450325
4.5045,-0.00962980097750376
4.506,-0.0101902772872595
4.5075,-0.0107953661680968
4.509,-0.011439750832392
4.5105,-0.0121205666272767
4.512,-0.0128356180725537
4.5135,-0.0135822606134507
4.515,-0.0143573779821607
4.5165,-0.0151584245197815
4.518,-0.0159850515886307
4.5195,-0.0168405922805145
4.521,-0.0177327105863292
4.5225,-0.0186727560654626
4.524,-0.019673673883598
4.5255,-0.0207463040250893
4.527,-0.0218954416001473
4.5285,-0.0231156766521318
4.53,-0.0243871027734616
4.5315,-0.0256725984302761
4.533,-0.0269171547837698
4.5345,-0.0280500009415755
4.536,-0.0289901557607676
4.5375,-0.0296555828041754
4.539,-0.0299751559163372
4.5405,-0.0299013822817315
4.542,-0.0294209568859348
4.5435,-0.0285603568898358
4.545,-0.0273848806549594
4.5465,-0.0259912624681715
4.548,-0.0244955311795323
4.5495,-0.0230186478915184
4.551,-0.0216725729698584
4.5525,-0.0205489724284484
4.554,-0.0197120295233657
4.5555,-0.0191959506387936
4.557,-0.0190068469452646
4.5585,-0.0191278505898652
4.56,-0.0195257649602065
4.5615,-0.0201574420785453
4.563,-0.0209744998760158
4.5645,-0.0219258059125755
4.566,-0.0229580663689965
4.5675,-0.0240155533253826
4.569,-0.0250402684852882
4.5705,-0.025973619554628
4.572,-0.0267600696602324
4.5735,-0.027352428398679
4.575,-0.0277177569524021
4.5765,-0.0278424769135232
4.578,-0.0277352901639034
4.5795,-0.0274268984383467
4.581,-0.0269661556340782
4.5825,-0.0264130676304531
4.584,-0.0258298096859863
4.5855,-0.0252714542574739
4.587,-0.0247782111461144
4.5885,-0.0243706284984504
4.59,-0.0240485133581895
4.5915,-0.0237935311204652
4.593,-0.023574341766442
4.5945,-0.0233541790892923
4.596,-0.0230987462425497
4.5975,-0.0227821827293244
4.599,-0.0223910801636192
4.6005,-0.0219257325102757
4.602,-0.0213987885655528
4.6035,-0.0208320177347505
4.605,-0.0202521578269117
4.6065,-0.019686740789888
4.608,-0.0191604915083076
4.6095,-0.0186925439552668
4.611,-0.01829445589722
4.6125,-0.0179688776920484
4.614,-0.0177087353190494
4.6155,-0.0174968972953893
4.617,-0.0173064680357456
4.6185,-0.0171020183661796
4.62,-0.0168421426182938
4.6215,-0.0164836453714207
4.623,-0.0159873669741189
4.6245,-0.0153251699425081
4.626,-0.0144870277206076
4.6275,-0.0134866780157212
4.629,-0.0123641674269249
4.6305,-0.0111839958519972
4.632,-0.010028447097573
4.6335,-0.0089868176876941
4.635,-0.00814226058301435
4.6365,-0.00755853411525961
4.638,-0.00726895983874499
4.6395,-0.00726940860549992
4.641,-0.00751634481797528
4.6425,-0.00793011312437509
4.644,-0.00840297237236989
4.6455,-0.00881096807013236
4.647,-0.00902850004478699
4.6485,-0.00894417078679811
4.65,-0.00847604285788868
4.6515,-0.00758391248444495
4.653,-0.006276032341767
4.6545,-0.00460833599082103
4.656,-0.00267572804283531
4.6575,-0.000596957167925581
4.659,0.00150381309005028
4.6605,0.00351516741081633
4.662,0.00535259724546988
4.6635,0.00696703031747485
4.665,0.00834722711054967
4.6665,0.0095157715367165
4.668,0.0105200714718999
4.6695,0.0114202191552684
4.671,0.0122760108208208
4.6725,0.0131354578061312
4.674,0.0140265793549187
4.6755,0.0149533131923476
4.677,0.0158953950918339
4.6785,0.01681140197952
4.68,0.0176439460216198
4.6815,0.0183260960440077
4.683,0.0187882698423574
4.6845,0.0189650398059596
4.686,0.0188016042872603
4.6875,0.0182600369630332
4.689,0.017325530681399
4.6905,0.0160124295613384
4.692,0.0143690212182729
4.6935,0.0124793507824574
4.695,0.0104602355685523
4.6965,0.00845242450257316
4.698,0.00660633803073406
4.6995,0.00506460769442946
4.701,0.00394502308335539
4.7025,0.00332776983674545
4.704,0.00324965656989774
4.7055,0.00370575735999122
4.707,0.0046566036162761
4.7085,0.00603793985200043
4.71,0.00777065629988399
4.7115,0.00977020335438705
4.713,0.011956054360672
4.7145,0.0142613204539238
4.716,0.0166404720519597
4.7175,0.0190708147941312
4.719,0.0215431764962549
4.7205,0.0240407864456434
4.722,0.0265118656516633
4.7235,0.0288475792943349
4.725,0.0308784049822885
4.7265,0.0323964397913912
4.728,0.0332006445562998
4.7295,0.0331507517695294
4.731,0.0322105819293117
4.7325,0.0304642819725421
4.734,0.0280993742387001
4.7355,0.0253649991003382
4.737,0.0225222875776965
4.7385,0.0198023134253097
4.74,0.0173788147349804
4.7415,0.0153557566662748
4.743,0.0137671785489054
4.7445,0.0125862304086797
4.746,0.0117398092583996
4.7475,0.0111255076032155
4.749,0.0106292428308265
4.7505,0.0101431480219123
4.752,0.00958214972185982
4.7535,0.00889532180762994
4.755,0.00806775067211352
4.7565,0.00711171413010977
4.758,0.00605121462113789
4.7595,0.00490835280443305
4.761,0.00370003182884291
4.7625,0.00244743547950479
4.764,0.00119183737611493
4.7655,5.05643541924443e-06
4.767,-0.00101445780463181
4.7685,-0.00176030861856267
4.77,-0.00214374946515424
4.7715,-0.00211544704339084
4.773,-0.00167570571938116
4.7745,-0.000871995190235106
4.776,0.000210719863175267
4.7775,0.00145832319891554
4.779,0.00272920680392831
4.7805,0.00385143001352608
4.782,0.00462351001472887
4.7835,0.00482781410259584
4.785,0.00426380232337294
4.7865,0.00280520926971789
4.788,0.00047460872436684
4.7895,-0.00249151614026984
4.791,-0.00563050989573438
4.7925,-0.00833097160497097
4.794,-0.0100018892456558
4.7955,-0.0102843139206268
4.797,-0.00921582332776915
4.7985,-0.0072586593533294
4.8,-0.0051560024577661
4.8015,-0.00366063717824305
4.803,-0.00324457365800833
4.8045,-0.0039183936910253
4.806,-0.0052487895232215
4.8075,-0.00657191004564142
4.809,-0.00730220602479621
4.8105,-0.00718478661886164
4.812,-0.00636805617430338
4.8135,-0.00527524991579488
4.815,-0.00436698885128711
4.8165,-0.00393420370828746
4.818,-0.00401672315178788
4.8195,-0.00445333646867928
4.821,-0.00500136462485358
4.8225,-0.0054508159305039
4.824,-0.00568693504994254
4.8255,-0.00569334117256878
4.827,-0.00551501037508692
4.8285,-0.00521144424267786
4.83,-0.00482657243447613
4.8315,-0.0043860964543961
4.833,-0.00391361465247834
4.8345,-0.00344618455169694
4.836,-0.00303430279062099
4.8375,-0.0027255796225417
4.839,-0.00254408183286757
4.8405,-0.00247980982845907
4.842,-0.00249503019350303
4.8435,-0.00254306209606856
4.845,-0.00258826482341936
4.8465,-0.00261674966273126
4.848,-0.00263389606658338
4.8495,-0.00265246553290233
4.851,-0.00267961130976714
4.8525,-0.00271026509924489
4.854,-0.00272925238555647
4.8555,-0.00271874485837379
4.857,-0.00266533128416012
4.8585,-0.00256318249476418
4.86,-0.00241368931937825
4.8615,-0.00222375708088838
4.863,-0.00200370470304113
4.8645,-0.00176463996246459
4.866,-0.00151516791607186
4.8675,-0.00125831027195961
4.869,-0.000990337512349247
4.8705,-0.000702222683979073
4.872,-0.000383402628734911
4.8735,-2.67673249269001e-05
4.875,0.000367039317102122
4.8765,0.000788229877692823
4.878,0.0012202772803905
4.8795,0.00164447272864971
4.881,0.00204348051649186
4.8825,0.00240173078538065
4.884,0.0027031512731092
4.8855,0.00292883325758754
4.887,0.003057282674257
4.8885,0.00306820848804113
4.89,0.00294878663811722
4.8915,0.00270026104123023
4.893,0.00234277271856176
4.8945,0.00191679850897269
4.896,0.00148005163021965
4.8975,0.00109939555859088
4.899,0.000838761300291949
4.9005,0.000746028471906052
4.902,0.000843107161891054
4.9035,0.00112278861474532
4.905,0.00155335830126834
4.9065,0.00208890533120616
4.908,0.00268131386527114
4.9095,0.00328981750404123
4.911,0.00388554301801676
4.9125,0.0044508726964865
4.914,0.00497556593398626
4.9155,0.00545237923643432
4.917,0.00587422046086515
4.9185,0.00623346620800455
4.92,0.00652301543059016
4.9215,0.00673832619262926
4.923,0.00687958388684735
4.9245,0.00695272355865405
4.926,0.00696772218672113
4.9275,0.00693361374119208
4.929,0.00685234529548395
4.9305,0.00671580304800718
4.932,0.00651056781089851
4.9335,0.00622960080579748
4.935,0.00588408041872059
4.9365,0.00550723989453777
4.938,0.00514531814415185
4.9395,0.00483891172990631
4.941,0.00460460978315355
4.9425,0.00442707344657659
4.944,0.00426560130212181
4.9455,0.00407110385645372
4.947,0.00380448691787308
4.9485,0.00344810407551191
4.95,0.00300677519423586
4.9515,0.00250037111250339
4.953,0.00195318452246337
4.9545,0.00138539669054775
4.956,0.000809782643040418
4.9575,0.000233727904589571
4.959,-0.000336100363225231
4.9605,-0.000890294600822427
4.962,-0.00141725914052053
4.9635,-0.00190770329491475
4.965,-0.00236011513823151
4.9665,-0.00278328121595069
4.968,-0.00319355620752366
4.9695,-0.003607816227639
4.971,-0.00403580327116279
4.9725,-0.00447613093553373
4.974,-0.00491818683089793
4.9755,-0.00534872435719087
4.977,-0.00575913360507523
4.9785,-0.00614894621233861
4.98,-0.00652342140345671
4.9815,-0.00688669481002981
4.983,-0.00723456360499009
4.9845,-0.00755084700851362
4.986,-0.0078088288556266
4.9875,-0.00797668993134076
4.989,-0.00802471006197944
4.9905,-0.00793200559916679
4.992,-0.00769063215508615
4.9935,-0.00730532476306571
4.995,-0.00678888285850851
4.9965,-0.0061556994393136
4.998,-0.00541737321373294
4.9995,-0.00458291402558933
5.001,-0.00366375709315615
5.0025,-0.0026804690240237
5.004,-0.00166604594227926
5.0055,-0.000662540153840233
5.007,0.000288988362668376
5.0085,0.00116123114276075
5.01,0.00194980503586402
5.0115,0.00267349786190884
5.013,0.00336446063523147
5.0145,0.0040525664107177
5.016,0.00475141076611459
5.0175,0.00545246392781418
5.019,0.00612934558963751
5.0205,0.00674905687230975
5.022,0.00728426723190401
5.0235,0.00772139312938857
5.025,0.00806206801485528
5.0265,0.00831877446458267
5.028,0.00850749667635008
5.0295,0.00864079075056396
5.031,0.00872389157189472
5.0325,0.00875492232452284
5.034,0.00872855086335779
5.0355,0.00864111173701921
5.037,0.00849473809522588
5.0385,0.00829862461367163
5.04,0.00806695738246623
5.0415,0.00781466319477834
5.043,0.00755314658664945
5.0445,0.00728806454727991
5.046,0.0070200194033475
5.0475,0.00674751335392287
5.049,0.00647045912658265
5.0505,0.00619247623462368
5.052,0.00592101879087438
5.0535,0.0056655361469397
5.055,0.00543473968775289
5.0565,0.0052342630012158
5.058,0.00506558157886589
5.0595,0.00492634694226889
5.061,0.00481170423142912
5.0625,0.00471592903824622
5.064,0.00463379542388685
5.0655,0.00456106065166285
5.067,0.00449465799898157
5.0685,0.0044321299723599
5.07,0.00436999489025751
5.0715,0.00430220848799675
5.073,0.00421902513720519
5.0745,0.00410678119553421
5.076,0.00394910419366362
5.0775,0.00372986148198489
5.079,0.00343757801701384
5.0805,0.00307013891288531
5.082,0.00263783992963893
5.0835,0.00216294240918434
5.085,0.00167513653402795
5.0865,0.00120421319158506
5.088,0.000772685390726334
5.0895,0.000391172041191598
5.091,5.80281694884203e-05
5.0925,-0.000237198620109466
5.094,-0.00050834442201613
5.0955,-0.000767476578262908
5.097,-0.00102164473728909
5.0985,-0.0012720937119694
5.1,-0.00151553284362253
5.1015,-0.00174654988609527
5.103,-0.00196022733217302
5.1045,-0.00215425381254246
5.106,-0.00233008915562143
5.1075,-0.00249296168361353
5.109,-0.00265072782494398
5.1105,-0.00281196303491687
5.112,-0.00298396196278287
5.1135,-0.00317137751212263
5.115,-0.00337591271319364
5.1165,-0.00359694726824891
5.118,-0.00383254989975263
5.1195,-0.00408024377073848
5.121,-0.00433716397600703
5.1225,-0.0045996664789528
5.124,-0.00486274914205091
5.1255,-0.00511967288881726
5.127,-0.00536197796375866
5.1285,-0.00557988370648688
5.13,-0.0057630133570929
5.1315,-0.00590147406404274
5.133,-0.00598750990240026
5.1345,-0.00601712522123802
5.136,-0.00599164767919114
5.1375,-0.00591898017932714
5.139,-0.00581349970995238
5.1405,-0.00569461691198422
5.142,-0.00558432642756774
5.1435,-0.00550436601536105
5.145,-0.00547362918369005
5.1465,-0.00550629879826823
5.148,-0.00561088409886454
5.1495,-0.00579007282126769
5.151,-0.00604117435760868
5.1525,-0.00635696799996431
5.154,-0.00672688003312143
5.1555,-0.0071384107833695
5.157,-0.00757855678049202
5.1585,-0.00803480371304527
5.16,-0.00849536156419312
5.1615,-0.0089486922275016
5.163,-0.00938274595220074
5.1645,-0.00978436620341821
5.166,-0.0101390508037258
5.1675,-0.0104309702504865
5.169,-0.0106431299823467
5.1705,-0.0107578436314446
5.172,-0.0107579757007878
5.1735,-0.0106292863073652
5.175,-0.0103634561253749
5.1765,-0.00996040975693546
5.178,-0.00942838992804026
5.1795,-0.00878149298919203
5.181,-0.00803630463804514
5.1825,-0.00721015090714369
5.184,-0.00632230845189773
5.1855,-0.00539704963809956
5.187,-0.0044654529366055
5.1885,-0.00356298627187539
5.19,-0.00272221618653315
5.1915,-0.00196341442470752
5.193,-0.00128815683016047
5.1945,-0.000680287792843182
5.196,-0.000114741161618754
5.1975,0.00042997389099367
5.199,0.000961994058267526
5.2005,0.00147345818344783
5.202,0.00194536401320902
5.2035,0.00235585492751424
5.205,0.0026873076566374
5.2065,0.00293009376415021
5.208,0.00308289528446298
5.2095,0.00315103923534308
5.211,0.00314417598273322
5.2125,0.00307384573149189
5.214,0.00295105651984916
5.2155,0.00278419444876139
5.217,0.00257791521635364
5.2185,0.00233355039046355
5.22,0.00205090681797445
5.2215,0.00173058532532971
5.223,0.00137566152135001
5.2245,0.000991984919211128
5.226,0.000587192713612094
5.2275,0.000169253628884376
5.229,-0.000254489460393104
5.2305,-0.000677281531589161
5.232,-0.00109218232345612
5.2335,-0.00149135029856171
5.235,-0.00186613753112165
5.2365,-0.00220817998032256
5.238,-0.00251095575204685
5.2395,-0.00277089867053804
5.241,-0.00298734164498406
5.2425,-0.00316121072113643
5.244,-0.00329311687966963
5.2455,-0.00338187717439722
5.247,-0.00342430998619244
5.2485,-0.00341648393417305
5.25,-0.00335582577348983
5.2515,-0.00324304070117017
5.253,-0.0030829134943804
5.2545,-0.0028836663541137
5.256,-0.0026553025911157
5.2575,-0.00240783549537587
5.259,-0.00215022848183013
5.2605,-0.00189033814756258
5.262,-0.00163553611294761
5.2635,-0.00139339045549302
5.265,-0.00117193861309413
5.2665,-0.00097946561593059
5.268,-0.000824161016379006
5.2695,-0.000713238280073532
5.271,-0.000652073768813026
5.2725,-0.000643754121097366
5.274,-0.000688352232292542
5.2755,-0.000782314644943373
5.277,-0.000918303886220203
5.2785,-0.00108574576512361
5.28,-0.0012720655118656
5.2815,-0.00146434542918953
5.283,-0.0016510090669112
5.2845,-0.00182313546654339
5.286,-0.00197509312408998
5.2875,-0.00210433937862604
5.289,-0.00221047736617744
5.2905,-0.00229396600611928
5.292,-0.00235508638346611
5.2935,-0.00239368289892637
5.295,-0.00240978368329273
5.2965,-0.00240468944358925
5.298,-0.00238184749968194
5.2995,-0.00234697404824592
5.301,-0.00230732985648033
5.3025,-0.00227049701606632
5.304,-0.00224320917718261
5.3055,-0.00223069282476632
5.307,-0.00223667531470085
5.3085,-0.00226387487179132
5.31,-0.00231457920031223
5.3115,-0.00239094094318418
5.313,-0.00249484264137992
5.3145,-0.0026274657302347
5.316,-0.00278885902498619
5.3175,-0.00297774329600641
5.319,-0.00319156223548129
5.3205,-0.00342657017220261
5.322,-0.0036777062198278
5.3235,-0.00393818227872769
5.325,-0.00419898390135121
5.3265,-0.00444865941560508
5.328,-0.00467373976843058
5.3295,-0.00485991106325487
5.331,-0.00499376935455228
5.3325,-0.00506475031247384
5.334,-0.00506673014291594
5.3355,-0.00499898362338653
5.337,-0.00486584437264999
5.3385,-0.00467553680425222
5.34,-0.00443871704359619
5.3415,-0.00416659247576353
5.343,-0.0038692159372625
5.3445,-0.00355430835575375
5.346,-0.00322683393521096
5.3475,-0.00288936351587749
5.349,-0.00254304964795407
5.3505,-0.00218885770710755
5.352,-0.00182863678464751
5.3535,-0.00146571250062893
5.355,-0.00110489333158975
5.3565,-0.000751994475666057
5.358,-0.000413106138087188
5.3595,-9.38401186618361e-05
5.361,0.000201278553440587
5.3625,0.000469186806989066
5.364,0.000708392338290868
5.3655,0.000918821577522125
5.367,0.00110145669267503
5.3685,0.00125786335190906
5.37,0.00138974484249195
5.3715,0.00149864590993489
5.373,0.00158586807914951
5.3745,0.00165257485839746
5.376,0.00169999955934098
5.3775,0.00172964694562977
5.379,0.00174340415488811
5.3805,0.001743528992342
5.382,0.00173254095800564
5.3835,0.00171307991834993
5.385,0.00168780240205188
5.3865,0.0016593513367633
5.388,0.00163037609526426
5.3895,0.00160352785251475
5.391,0.00158134404620557
5.3925,0.00156597812126958
5.394,0.00155880684777718
5.3955,0.00156001599591348
5.397,0.00156829245992534
5.3985,0.00158073224409783
5.4,0.0015930258636659
5.4015,0.00159992016567586
5.403,0.00159577224901714
5.4045,0.00157539830651594
5.406,0.00153475858820898
5.4075,0.00147103780927653
5.409,0.00138247562370634
5.4105,0.00126802257389257
5.412,0.00112705060458183
5.4135,0.000959325904430472
5.415,0.000765320165670206
5.4165,0.000546740866185117
5.418,0.000307021152412448
5.4195,5.15055215258973e-05
5.421,-0.000212806130610067
5.4225,-0.000477912730289075
5.424,-0.000735677964830791
5.4255,-0.000978673040035654
5.427,-0.00120080660210248
5.4285,-0.00139764753275992
5.43,-0.00156644238860584
5.4315,-0.00170590092190984
5.433,-0.00181586709920856
5.4345,-0.00189700784477887
5.436,-0.00195062737398393
5.4375,-0.00197864804855338
5.439,-0.00198371033026477
5.4405,-0.00196927763081551
5.442,-0.00193962344873328
5.4435,-0.00189963158821047
5.445,-0.00185442217902806
5.4465,-0.00180888209600187
5.448,-0.00176720310625654
5.4495,-0.00173252080779744
5.451,-0.00170672326374281
5.4525,-0.00169047161291989
5.454,-0.0016834387376698
5.4555,-0.00168471662253988
5.457,-0.00169327812170035
5.4585,-0.00170833860690825
5.46,-0.00172948429712881
5.4615,-0.00175652530548906
5.463,-0.00178915636059633
5.4645,-0.0018266021945155
5.466,-0.00186743405405487
5.4675,-0.00190966157313954
5.469,-0.001951075110734
5.4705,-0.00198976183314251
5.472,-0.00202440881793299
5.4735,-0.00205449520039535
5.475,-0.00208044329880152
