aoa_deg,test_lift_gf,test_drag_gf,old_fluxv_lift_gf,old_fluxv_drag_gf,v1_polar_lift_gf,v1_polar_drag_gf,v4_lift_gf,v4_drag_gf,persistence_fraction,ldvm_shedding_fraction,ldvm_delta_CL,ldvm_delta_CD,lesp_critical
0.0,2.0,-0.5,0.17966689728066976,-6.564251970690437,0.1835788672701965,-2.206373100948329,-0.4074719045522039,-2.7348321010447254,0.07419424848748112,0.31640625,-0.01072590870403836,0.06094539828714142,0.08715574274765817
5.0,17.4,0.1,13.717087816289936,-6.017767997458367,12.503561871207204,-0.8730589450842983,10.79369702230711,-1.79633615865189,0.41929648251637636,0.33984375,-0.07272914278877332,0.06501464312689792,0.08715574274765817
10.0,31.5,5.1,27.11047494943118,-4.386244413185951,24.157076150797486,3.237259804827586,23.13163859790785,2.2238218579137845,0.7220468069369919,0.38671875,-0.1220068944521996,0.08138170859671863,0.08715574274765817
15.0,38.7,14.1,40.21620749422078,-1.6934870575438747,34.634565357793775,9.818961406355488,34.18311418189686,9.074157886364752,0.8861131113942655,0.322265625,-0.17530237646858454,0.10810233780231288,0.08715574274765817
20.0,42.9,21.0,52.896743881124436,2.0220949843843066,43.50565445675441,18.26409109753329,43.36493400999432,17.924825353262666,0.9661501164985599,0.20703125,-0.2498320676437262,0.13863577528167575,0.08715574274765817
25.0,45.3,27.8,65.02349094537094,6.709790020069221,50.28144041831099,28.616282024111875,50.26310278750147,28.55562167942569,0.9959356125090174,0.11979166666666663,-0.3512247167808481,0.16187520576910588,0.08715574274765817
