figure,case_id,quantity,point_index,phase,coefficient,x_pdf,y_pdf,is_plot_boundary_intersection
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,47,0.7894571687753222,0.045815031654312555,241.6699676513672,212.76547241210938,0
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,48,0.8062520673946114,0.07139814711506687,244.43270874023438,210.91769409179688,0
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,49,0.8230492849953678,0.09766321983871451,247.19583129882812,209.02066040039062,0
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,50,0.8398466881146416,0.12292606045109644,249.958984375,207.19601440429688,0
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,51,0.8566439057153981,0.1455179017838134,252.72210693359375,205.5642852783203,0
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,52,0.8734411233161544,0.16388532631702224,255.4852294921875,204.2376708984375,0
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,53,0.8902383409169109,0.17664772974062148,258.24835205078125,203.31588745117188,0
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,54,0.9070355585176673,0.18266196746058538,261.011474609375,202.88150024414062,0
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,55,0.9238329616369411,0.18108763489457547,263.7746276855469,202.99520874023438,0
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,56,0.9406277674969715,0.17143671429869956,266.537353515625,203.6922607421875,0
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,57,0.9574251706162453,0.15357336350441997,269.3005065917969,204.9824676513672,0
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,58,0.9742223882170018,0.1277487743288307,272.0636291503906,206.84768676757812,0
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,59,0.9910196058177582,0.09458807426291727,274.8267517089844,209.24276733398438,0
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,60,1.0,0.07322937560167109,276.32049560546875,210.78543090820312,1
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,0,3.561954686997794e-10,0.010956503084606689,326.55218505859375,170.818603515625,0
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,1,0.01679684538827898,0.011854866522714641,329.31524658203125,169.98435974121094,0
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,2,0.03359480353136528,0.013138533936463082,332.0784912109375,168.7923126220703,0
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,3,0.05039146304494833,0.014763435844736938,334.8415222167969,167.28338623046875,0
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,4,0.06718663841052766,0.016660165279516012,337.60430908203125,165.52203369140625,0
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,5,0.08398403999811256,0.01873484865929005,340.3674621582031,163.59542846679688,0
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,6,0.100781256067197,0.020876474271004003,343.1305847167969,161.60665893554688,0
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,7,0.11757847213628145,0.022958502564297212,345.8937072753906,159.67323303222656,0
