figure,case_id,quantity,sample_index,phase,coefficient,std,lower,upper,x_pdf,y_centre_pdf
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,20,0.3359381373881964,0.13714501726658457,0.26989166410358656,-0.132746646837002,0.4070366813701711,167.06661987304688,206.16902923583984
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,21,0.35273544774821153,0.1925565800337683,0.24308068754867626,-0.05052410751490796,0.4356372675824446,169.8297576904297,202.1668472290039
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,22,0.3695327581082266,0.24292497588609607,0.22785675220171886,0.015068223684377213,0.47078172808781493,172.5928955078125,198.52891540527344
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,23,0.38632997570898303,0.28666794989158584,0.2303258895964104,0.05634206029517544,0.5169938394879963,175.35601806640625,195.36951446533203
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,24,0.40312719330973945,0.322457924776377,0.2513327295769414,0.07112519519943561,0.5737906543533184,178.119140625,192.78453063964844
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,25,0.41992441091049587,0.3492845348001392,0.28594734224608626,0.06333719255405296,0.6352318770462255,180.88226318359375,190.84693908691406
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,26,0.4367194022890437,0.366494871375211,0.327365471549126,0.03912939982608499,0.693860342924337,183.64501953125,189.60389709472656
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,27,0.45351661988980013,0.37380499690514624,0.3697258342451346,0.004079162660011626,0.7435308311502808,186.40814208984375,189.07591247558594
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,28,0.47031383749055655,0.37132550761891747,0.4086670094190568,-0.03734150180013934,0.7799925170379742,189.1712646484375,189.25499725341797
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,29,0.48711124060983035,0.35953364684269484,0.44104075446505786,-0.08150710762236302,0.8005744013077527,191.93441772460938,190.10668182373047
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,30,0.5039084582105867,0.3392719317897426,0.46462437038595705,-0.12535243859621448,0.8038963021756996,194.69754028320312,191.5701141357422
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,31,0.5207056758113432,0.3116867816320217,0.4779458815841061,-0.16625909995208443,0.7896326632161278,197.46066284179688,193.56249237060547
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,32,0.5375028934120996,0.2781978843517636,0.4802050234647593,-0.20200713911299567,0.7584029078165229,200.22378540039062,195.9812774658203
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,33,0.5542978847906475,0.24041907871329338,0.4712365882895081,-0.23081750957621472,0.7116556670028015,202.98654174804688,198.70990753173828
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,34,0.5710951023914038,0.20010289770122358,0.4515022915472166,-0.251399393845993,0.6516051892484402,205.74966430664062,201.6218032836914
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,35,0.5878923199921603,0.15904412691868608,0.42214601725273465,-0.26310189033404857,0.5811901441714207,208.51278686523438,204.58733367919922
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,36,0.6046897231114341,0.11902973523438665,0.3850440985629352,-0.26601436332854855,0.5040738337973218,211.27593994140625,207.47743225097656
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,37,0.6214869407121905,0.08173873607671567,0.34298299003758587,-0.2612442539608702,0.42472172611430153,214.0390625,210.17082977294922
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,38,0.6382841583129469,0.048685674556478764,0.29995894433619336,-0.2512732697797146,0.3486446188926721,216.80218505859375,212.55813598632812
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,39,0.655081468672962,0.021147741699952816,0.2615739192535247,-0.24042617755357187,0.2827216609534775,219.56532287597656,214.54710388183594
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,40,0.6718786862737185,0.00011724025305126506,0.23504888729444026,-0.234931647041389,0.23516612754749153,222.3284454345703,216.0660629272461
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,41,0.6886736776522663,-0.01374753398770312,0.2270722267073713,-0.2408197606950744,0.21332469271966817,225.09120178222656,217.06746673583984
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,42,0.7054708952530226,-0.020136658065474933,0.23916587681136445,-0.2593025348768394,0.21902921874588951,227.8543243408203,217.5289306640625
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,43,0.7222681128537791,-0.019116046065153713,0.2660738231257754,-0.2851898691909291,0.24695777706062166,230.61744689941406,217.45521545410156
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,44,0.7390654232137942,-0.011102731331519733,0.30000088006007325,-0.311103611391593,0.2888981487285535,233.38058471679688,216.8764419555664
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,45,0.7558626408145507,0.003147809316311201,0.3344553553050319,-0.3313075459887207,0.3376031646213431,236.14370727539062,215.84717559814453
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,46,0.7726599511745658,0.022559296053119127,0.3650132940701882,-0.34245399801706905,0.3875725901233073,238.90684509277344,214.44515228271484
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,47,0.7894571687753222,0.045815031654312555,0.3889038752646263,-0.3430888436103137,0.43471890691893883,241.6699676513672,212.76547241210938
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,48,0.8062520673946114,0.07139540069486316,0.4045449495879104,-0.3331495488930472,0.47594035028277354,244.43270874023438,210.9178924560547
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,49,0.8230492849953678,0.09766321983871451,0.4112751579286752,-0.3136119380899607,0.5089383777673897,247.19583129882812,209.02066040039062
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,50,0.8398466881146416,0.12292606045109644,0.4091866109952916,-0.28626055054419514,0.532112671446388,249.958984375,207.19601440429688
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,51,0.8566439057153981,0.14552043694092454,0.39905041907572747,-0.25352998213480293,0.544570856016652,252.72210693359375,205.56410217285156
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,52,0.8734411233161544,0.16388786147413337,0.3822522567943064,-0.21836439532017304,0.5461401182684398,255.4852294921875,204.23748779296875
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,53,0.8902383409169109,0.17664519458351036,0.3607572934383372,-0.18411209885482682,0.5374024880218475,258.24835205078125,203.31607055664062
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,54,0.9070355585176673,0.18265922104038168,0.33702674403653893,-0.15436752299615725,0.5196859650769206,261.011474609375,202.88169860839844
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,55,0.9238329616369411,0.1810901700516866,0.3138680838263925,-0.13277791377470588,0.49495825387807907,263.7746276855469,202.99502563476562
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,56,0.9406277674969715,0.17143681993024584,0.29413389271564727,-0.12269707278540143,0.4655707126458931,266.537353515625,203.69225311279297
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,57,0.9574251706162453,0.1535731522413274,0.2801695079267349,-0.1265963556854075,0.4337426601680623,269.3005065917969,204.98248291015625
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,58,0.9742223882170018,0.12774623917171957,0.27311374316028286,-0.1453675039885633,0.40085998233200243,272.0636291503906,206.84786987304688
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,59,0.9910196058177582,0.0945906094200284,0.2724786863039455,-0.1778880768839171,0.3670692957239739,274.8267517089844,209.24258422851562
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,0,3.561954686997794e-10,0.010956503084606689,0.011633028488475219,-0.0006765254038685296,0.022589531573081908,326.55218505859375,170.818603515625
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,1,0.01679684538827898,0.011854669343828214,0.011527521352666116,0.00032714799116209843,0.02338219069649433,329.31524658203125,169.9845428466797
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,2,0.03359480353136528,0.013138336757576669,0.011222617067963776,0.0019157196896128926,0.024360953825540446,332.0784912109375,168.79249572753906
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,3,0.05039146304494833,0.014763633023623365,0.010725890589921539,0.004037742433701827,0.025489523613544902,334.8415222167969,167.283203125
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,4,0.06718663841052766,0.016659951669055734,0.01006139774268277,0.0065985539263729645,0.026721349411738503,337.60430908203125,165.52223205566406
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,5,0.08398403999811256,0.01873484865929005,0.009269773808424059,0.009465074850865993,0.02800462246771411,340.3674621582031,163.59542846679688
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,6,0.100781256067197,0.02087626887633065,0.008413236941598169,0.012463031934732482,0.02928950581792882,343.1305847167969,161.60684967041016
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,7,0.11757847213628145,0.022958502564297212,0.007574676216584326,0.015383826347712886,0.030533178780881538,345.8937072753906,159.67323303222656
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,8,0.13437568820536588,0.024846457538630545,0.00685814457490428,0.017988312963726265,0.031704602113534826,348.6568298339844,157.92002868652344
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,9,0.15117290427445032,0.026403398457384625,0.006374267587627145,0.02002913086975748,0.03277766604501177,351.4199523925781,156.47421264648438
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,10,0.16797030586203524,0.027494413883312835,0.006201612825204757,0.021292801058108077,0.033696026708517596,354.18310546875,155.46106719970703
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,11,0.18476511019061365,0.027995429002134725,0.006341001866330536,0.02165442713580419,0.03433643086846526,356.9458312988281,154.99581146240234
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,12,0.20156251177819853,0.027796853431934915,0.006709775678659411,0.021087077753275504,0.03450662911059432,359.708984375,155.18021392822266
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,13,0.21835972784728297,0.02680930762665612,0.00718753190467056,0.01962177572198556,0.03399683953132668,362.47210693359375,156.09727478027344
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,14,0.23515694391636743,0.024968905627097984,0.00766222364215525,0.017306681984942736,0.03263112926925323,365.2352294921875,157.8063201904297
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,15,0.25195415998545184,0.02223933365501128,0.008051397253441764,0.014187936401569517,0.030290730908453044,367.99835205078125,160.34107208251953
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,16,0.2687513760545363,0.018615867632908845,0.008305486895956025,0.01031038073695282,0.02692135452886487,370.761474609375,163.70591735839844
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,17,0.28554859212362077,0.01412547177350873,0.008404462481152434,0.005721009292356296,0.02252993425466116,373.52459716796875,167.87581634521484
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,18,0.30234599371120563,0.008827726963657842,0.008359366026670563,0.0004683609369872787,0.017187092990328404,376.2877502441406,172.79544067382812
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,19,0.3191409835582845,0.0028124399703339936,0.008210183767519209,-0.005397743797185215,0.011022623737853203,379.0505065917969,178.3813934326172
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,20,0.335938199627369,-0.0038008002118484624,0.008028754544651087,-0.01182955475649955,0.004227954332802625,381.8136291503906,184.52262115478516
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,21,0.3527354156964534,-0.0108691539112514,0.007914259337935959,-0.018783413249187357,-0.0029548945733154416,384.5767517089844,191.08647918701172
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,22,0.36953263176553786,-0.018228313604977578,0.00797589417151639,-0.026204207776493967,-0.010252419433461188,387.3398742675781,197.9203872680664
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,23,0.38632984783462226,-0.025698904016892413,0.0083024306232165,-0.03400133464010891,-0.017396473393675914,390.1029968261719,204.85777282714844
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,24,0.4031272494222072,-0.03309357234174824,0.008924464283579282,-0.04201803662532752,-0.02416910805816896,392.86614990234375,211.7246551513672
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,25,0.41992446549129164,-0.04022150692799805,0.00980711913706902,-0.05002862606506707,-0.03041438779092903,395.6292724609375,218.34384155273438
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,26,0.4367194553383705,-0.04689660377000817,0.010870373418946528,-0.057766977188954696,-0.036026230351061644,398.39202880859375,224.54251098632812
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,27,0.45351667140745494,-0.05294209199610216,0.0120175108854223,-0.06495960288152447,-0.04092458111067986,401.1551513671875,230.15650939941406
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,28,0.47031388747653935,-0.05819902077646391,0.013155668496778985,-0.0713546892732429,-0.04504335227968492,403.91827392578125,235.0382308959961
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,29,0.4871111035456238,-0.06252981675888009,0.014203222409825219,-0.0767330391687053,-0.04832659434905487,406.681396484375,239.05992126464844
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,30,0.5039083196147083,-0.06582282739891479,0.015092162340319628,-0.08091498973923442,-0.050730665058595165,409.44451904296875,242.1178970336914
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,31,0.5207057212022932,-0.0679983513475193,0.015769323931010947,-0.08376767527853025,-0.05222902741650835,412.2076721191406,244.13814544677734
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,32,0.5375029372713777,-0.06900836733006313,0.016195657546600885,-0.08520402487666401,-0.052812709783462246,414.9707946777344,245.0760726928711
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,33,0.554297741599956,-0.0688400012084204,0.01634647474735215,-0.08518647595577256,-0.05249352646106825,417.7335205078125,244.9197235107422
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,34,0.571095143187541,-0.06751471261806326,0.016210569199886473,-0.08372528181794973,-0.05130414341817678,420.4966735839844,243.68902587890625
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,35,0.5878923592566253,-0.06508740766307301,0.01579061103495748,-0.08087801869803049,-0.049296796628115536,423.2597961425781,241.43496704101562
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,36,0.6046895753257098,-0.06164431102732418,0.01510220203195323,-0.0767465130592774,-0.04654210899537095,426.0229187011719,238.23761749267578
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,37,0.6214869769132947,-0.057299424970315836,0.014174853297541397,-0.07147427826785724,-0.04312457167277444,428.78607177734375,234.20284271240234
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,38,0.6382841929823792,-0.052189846328619116,0.013048945424503619,-0.06523879175312274,-0.0391409009041155,431.5491943359375,229.45795440673828
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,39,0.6550814090514636,-0.04647169970134478,0.011777314138613786,-0.05824901383995856,-0.034694385562730995,434.31231689453125,224.14793395996094
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,40,0.671878625120548,-0.040312940420788854,0.010425069551325501,-0.050738009972114355,-0.029887870869463352,437.075439453125,218.42874908447266
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,41,0.6886736149676269,-0.033888071801433925,0.009070376659530822,-0.04295844846096475,-0.0248176951419031,439.83819580078125,212.4624481201172
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,42,0.7054708310367114,-0.027371761473501247,0.007806714686967172,-0.035178476160468417,-0.019565046786534077,442.601318359375,206.4112319946289
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,43,0.7222680471057957,-0.02093299174265363,0.0067430413999560205,-0.027676033142609652,-0.01418995034269761,445.36444091796875,200.43202209472656
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,44,0.7390652631748802,-0.01472852803938271,0.005990803948259905,-0.020719331987642614,-0.008737724091122806,448.1275634765625,194.67039489746094
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,45,0.7558624792439647,-0.008898548120359923,0.0056248810139972,-0.014523429134357124,-0.0032736671063627225,450.89068603515625,189.25652313232422
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,46,0.7726598808315496,-0.0035620247961795776,0.005630393807030054,-0.009192418603209632,0.0020683690108504764,453.6538391113281,184.30088806152344
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,47,0.789457096900634,0.0011877598883073548,0.005900997181282074,-0.0047132372929747195,0.007088757069589429,456.4169616699219,179.8901138305664
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,48,0.8062519012292124,0.005283863701160935,0.006304466261834112,-0.001020602560673177,0.011588329962995046,459.1796875,176.08636474609375
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,49,0.8230491172982969,0.008688551532992347,0.006739377158983364,0.0019491743740089832,0.015427928691975712,461.94281005859375,172.9246826171875
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,50,0.8398467044043822,0.0113932296706684,0.007149780363707873,0.004243449306960527,0.018543010034376275,464.70599365234375,170.41304779052734
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,51,0.8566439204734666,0.013415882471788099,0.007519367538943235,0.005896514932844863,0.020935250010731335,467.4691162109375,168.53475952148438
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,52,0.8734411365425511,0.014801803569719704,0.007858745265621513,0.006943058304098191,0.022660548835341215,470.23223876953125,167.2477569580078
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,53,0.8902383526116355,0.015618115943715705,0.008194269788227647,0.007423846155488058,0.02381238573194335,472.995361328125,166.48970794677734
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,54,0.90703556868072,0.01595036236733509,0.008556306655270473,0.007394055712064616,0.02450666902260556,475.75848388671875,166.1811752319336
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,55,0.9238327847498045,0.01589893975691388,0.008968139406921533,0.006930800349992347,0.02486707916383541,478.5216064453125,166.2289276123047
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,56,0.9406277745968833,0.01557241152100071,0.009437934535393435,0.006134476985607274,0.025010346056394142,481.28436279296875,166.5321502685547
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,57,0.9574249906659678,0.015083621493136912,0.009954871849293823,0.005128749643843088,0.025038493342430735,484.0474853515625,166.98605346679688
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,58,0.9742222067350521,0.014542825533979578,0.010490376841665523,0.004052448692314055,0.025033202375645103,486.81060791015625,167.48825073242188
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CD,59,0.9910194228041366,0.014054240900789147,0.011004660456386163,0.0030495804444029845,0.02505890135717531,489.57373046875,167.94196319580078
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,0,2.4340033400984433e-10,0.17939855743124308,0.03153689250877539,0.1478616649224677,0.21093544994001848,111.80519104003906,570.1419372558594
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,1,0.01624427990310117,0.1966830749469421,0.03202965205290953,0.16465342289403256,0.22871272699985162,114.47735595703125,564.5241394042969
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,2,0.03248577678504128,0.21538981594110906,0.03352004310550883,0.18186977283560024,0.2489098590466179,117.14906311035156,558.444091796875
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,3,0.048730010065112773,0.23485447519751895,0.03572872884420306,0.1991257463533159,0.27058320404172204,119.82122039794922,552.1177062988281
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,4,0.0649724345396398,0.25436805360836745,0.03830369792544059,0.21606435568292687,0.29267175153380803,122.49308013916016,545.7754211425781
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,5,0.08121666781971128,0.2732053082775242,0.040905427004787547,0.23229988127273665,0.31411073528231176,125.16523742675781,539.6529541015625
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,6,0.09745862849794486,0.2906484139925454,0.04324650431307574,0.24740190967946962,0.3338949183056211,127.83702087402344,533.9836120605469
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,7,0.1137029081576457,0.3060203897486277,0.04510477491863189,0.2609156148299958,0.3511251646672596,130.50918579101562,528.9874267578125
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,8,0.12994486883587925,0.31870430022093643,0.046325265569246904,0.27237903465168956,0.3650295657901833,133.18096923828125,524.8649139404297
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,9,0.1461890557363214,0.32817367765719246,0.04681624111350708,0.2813574365436854,0.37498991877069954,135.85311889648438,521.7871856689453
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,10,0.16243101641455496,0.33401275619203274,0.04654915755342904,0.2874635986386037,0.3805619137454618,138.52490234375,519.8893737792969
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,11,0.1786752960742558,0.3359299926881598,0.04555903762338055,0.2903709550647793,0.38148903031154036,141.1970672607422,519.2662353515625
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,12,0.19491725675248936,0.33377191620904795,0.04394686510570084,0.2898250511033471,0.3777187813147488,143.8688507080078,519.9676513671875
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,13,0.2111615364121902,0.3275328930708847,0.04188146272530476,0.28565143034557994,0.3694143557961894,146.541015625,521.9954528808594
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,14,0.22740349709042376,0.3173532958953316,0.039602731517875,0.2777505643774566,0.35695602741320664,149.21279907226562,525.3040161132812
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,15,0.2436477767501246,0.3035153722413955,0.03741620493550998,0.26609916730588556,0.3409315771769055,151.8849639892578,529.8016052246094
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,16,0.2598897374283582,0.28643742313215514,0.03567107747985505,0.2507663456523001,0.3221085006120102,154.55674743652344,535.3522644042969
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,17,0.276134017088059,0.26665370958249685,0.03469898533800659,0.23195472424449026,0.30135269492050343,157.22891235351562,541.7823486328125
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,18,0.2923759777662926,0.2448007439685039,0.03472705986233893,0.21007368410616498,0.27952780383084286,159.90069580078125,548.8849792480469
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,19,0.3086201646667347,0.22158855824001292,0.0357922955765542,0.18579626266345872,0.2573808538165671,162.57284545898438,556.4293823242188
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,20,0.3248621253449683,0.19777873255374492,0.03773629207079071,0.1600424404829542,0.23551502462453563,165.24462890625,564.1680297851562
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,21,0.34110631224541044,0.17415312832814597,0.04028553399595112,0.13386759433219486,0.21443866232409708,167.91677856445312,571.8468017578125
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,22,0.357348272923644,0.1514873160347382,0.04314162389943286,0.10834569213530534,0.19462893993417105,170.58856201171875,579.213623046875
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,23,0.3735926453426035,0.1305199655160717,0.046048323062496975,0.08447164245357472,0.17656828857856868,173.2607421875,586.0284118652344
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,24,0.38983683224304566,0.11192646156653617,0.048815682445931693,0.06311077912060448,0.16074214401246786,175.93289184570312,592.0716552734375
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,25,0.40607879292127924,0.09629270730263255,0.05132295342668891,0.04496975387594364,0.14761566072932147,178.60467529296875,597.1529235839844
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,26,0.42232307258098006,0.08409268332245327,0.05351117011419768,0.03058151320825559,0.13760385343665096,181.27684020996094,601.1181640625
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,27,0.4385651260184723,0.07567398791723018,0.05536662387784758,0.020307364039382596,0.13104061179507775,183.94863891601562,603.8544006347656
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,28,0.45480931291891447,0.07124243833558024,0.056909595979363646,0.01433284235621659,0.12815203431494387,186.62078857421875,605.2947387695312
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,29,0.47105127359714805,0.07085540425766086,0.05817473357419279,0.012680670683468072,0.12903013783185366,189.29257202148438,605.4205322265625
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,30,0.48729555325684887,0.07442049326894688,0.05920203581740384,0.015218457451543044,0.13362252908635072,191.96473693847656,604.2618103027344
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,31,0.5035374211758238,0.0817019357018848,0.060016197023041624,0.02168573867884318,0.14171813272492642,194.63650512695312,601.8952026367188
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,32,0.5197817935947833,0.09232884737215108,0.06062209971707699,0.03170674765507409,0.15295094708922807,197.30868530273438,598.4412536621094
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,33,0.5360237542730169,0.10580856263034182,0.06100105884819844,0.044807503782143376,0.16680962147854025,199.98046875,594.0600891113281
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,34,0.552267941173459,0.1215515164654779,0.06111354473498821,0.0604379717304897,0.1826650612004661,202.65261840820312,588.9433288574219
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,35,0.5685099018516926,0.13888908450374474,0.06091063822300767,0.07797844628073707,0.1997997227267524,205.32440185546875,583.3082885742188
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,36,0.5847541815113934,0.1571047560589213,0.06034849047324946,0.09675626558567184,0.21745324653217074,207.99656677246094,577.3878479003906
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,37,0.6009960494303682,0.175463241498745,0.059403346118970836,0.11605989537977418,0.23486658761771584,210.6683349609375,571.4209899902344
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,38,0.6172404218493278,0.19323413371692397,0.058093139053641614,0.13514099466328236,0.2513272727705656,213.34051513671875,565.6451110839844
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,39,0.6334822897683027,0.20972796370953734,0.05648669411450462,0.1532412695950327,0.26621465782404197,216.0122833251953,560.2843017578125
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,40,0.6497265694280036,0.22431742078406217,0.0547228816075382,0.16959453917652395,0.2790403023916004,218.6844482421875,555.5424499511719
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,41,0.665968530106237,0.2364660843468174,0.05300798825501041,0.183458096091807,0.2894740726018278,221.35623168945312,551.5939025878906
11,fig11_pitch_leading_u14p8_f1p23_theta_m8_p4,CL,42,0.6822128097659379,0.24574832958576795,0.05160106961756644,0.1941472599682015,0.29734939920333436,224.0283966064453,548.5769958496094
