figure,case_id,quantity,sample_index,phase,coefficient,std,lower,upper,x_pdf,y_centre_pdf
9,fig09_pitch_leading_u6_f0p79_theta_m4_p8,CD,19,0.3133574443062942,0.02754937343467402,0.014672426093485437,0.012876947341188584,0.04222179952815946,378.09912109375,378.98887634277344
9,fig09_pitch_leading_u6_f0p79_theta_m4_p8,CD,20,0.3298505955531168,0.022074187333966988,0.014862976593946317,0.007211210740020671,0.036937163927913304,380.8122253417969,383.4377136230469
9,fig09_pitch_leading_u6_f0p79_theta_m4_p8,CD,21,0.34634374679993946,0.016072306654918933,0.014467190415990908,0.0016051162389280251,0.03053949707090984,383.52532958984375,388.31451416015625
9,fig09_pitch_leading_u6_f0p79_theta_m4_p8,CD,22,0.36283448630625603,0.009627542069014713,0.01352256922015142,-0.003895027151136706,0.023150111289166133,386.238037109375,393.5511779785156
9,fig09_pitch_leading_u6_f0p79_theta_m4_p8,CD,23,0.37932763755307863,0.0028482671781228514,0.012121749807331918,-0.009273482629209066,0.014970016985454769,388.9511413574219,399.0596466064453
9,fig09_pitch_leading_u6_f0p79_theta_m4_p8,CD,24,0.3958207887999013,-0.004136900655220294,0.01040957459500109,-0.014546475250221383,0.006272673939780796,391.66424560546875,404.73541259765625
9,fig09_pitch_leading_u6_f0p79_theta_m4_p8,CD,25,0.41231375452822344,-0.011180658964707907,0.008582396794237973,-0.01976305575894588,-0.002598262170469934,394.3773193359375,410.4587860107422
9,fig09_pitch_leading_u6_f0p79_theta_m4_p8,CD,26,0.42880467955304047,-0.018121996614935278,0.0068893386026491555,-0.025011335217584432,-0.011232658012286123,397.0900573730469,416.09893798828125
9,fig09_pitch_leading_u6_f0p79_theta_m4_p8,CD,27,0.4452978307998631,-0.02478951768418107,0.005612366686679907,-0.030401884370860978,-0.019177150997501162,399.80316162109375,421.5166015625
9,fig09_pitch_leading_u6_f0p79_theta_m4_p8,CD,28,0.4617907965281853,-0.031009215969895705,0.004956735502823518,-0.03596595147271922,-0.026052480467072186,402.5162353515625,426.5703887939453
9,fig09_pitch_leading_u6_f0p79_theta_m4_p8,CD,29,0.4782839477750079,-0.03661039037331212,0.004836136772759482,-0.041446527146071596,-0.03177425360055264,405.2293395996094,431.12159729003906
9,fig09_pitch_leading_u6_f0p79_theta_m4_p8,CD,30,0.49477468728132445,-0.04143137249406885,0.0049009994344912135,-0.04633237192856006,-0.03653037305957764,407.9420471191406,435.0388641357422
9,fig09_pitch_leading_u6_f0p79_theta_m4_p8,CD,31,0.5112678385281471,-0.045327357472694736,0.004834765905849691,-0.05016212337854443,-0.040492591566845045,410.6551513671875,438.20452880859375
9,fig09_pitch_leading_u6_f0p79_theta_m4_p8,CD,32,0.5277609897749698,-0.04817586867924931,0.004500987981813846,-0.05267685666106316,-0.04367488069743547,413.3682556152344,440.5190734863281
9,fig09_pitch_leading_u6_f0p79_theta_m4_p8,CD,33,0.5442541410217924,-0.04988410030183965,0.0039580307905429804,-0.05384213109238263,-0.04592606951129667,416.08135986328125,441.90708923339844
9,fig09_pitch_leading_u6_f0p79_theta_m4_p8,CD,34,0.5607448805281089,-0.050391621522442365,0.003494339753056029,-0.05388596127549839,-0.04689728176938634,418.7940673828125,442.31947326660156
