case_id,model,phase,CL,CD,persistence,ldvm_delta_CL,ldvm_delta_CD,ldvm_shedding
W1,fluxv_old,0.5,0.9892198987493749,-0.03422167091514335,,,,
W1,fluxv_old,0.5078125,0.9412891781300707,-0.016840116006135563,,,,
W1,fluxv_old,0.515625,0.8927682494251842,-0.0010354239360015412,,,,
W1,fluxv_old,0.5234375,0.843690478589559,0.013127590788062972,,,,
W1,fluxv_old,0.53125,0.7940964288197642,0.025593265805230633,,,,
W1,fluxv_old,0.5390625,0.7440347445293966,0.03631561857519341,,,,
W1,fluxv_old,0.546875,0.6935629532848326,0.045258980637850846,,,,
W1,fluxv_old,0.5546875,0.642748186535726,0.05239872696740546,,,,
W1,fluxv_old,0.5625,0.591667787815472,0.057722078343456135,,,,
W1,fluxv_old,0.5703125,0.5404098468794764,0.061228964659333716,,,,
W1,fluxv_old,0.578125,0.489073331902057,0.06293284966589861,,,,
W1,fluxv_old,0.5859375,0.4377685496964651,0.06286165170510961,,,,
W1,fluxv_old,0.59375,0.38661718768054265,0.061058561497933025,,,,
W1,fluxv_old,0.6015625,0.335752211254251,0.057582778785974745,,,,
W1,fluxv_old,0.609375,0.28531754082142935,0.052510106039688316,,,,
W1,fluxv_old,0.6171875,0.2354675265310324,0.04593335789369358,,,,
W1,fluxv_old,0.625,0.1863661798916055,0.037962528249117694,,,,
W1,fluxv_old,0.6328125,0.13818610716375665,0.028724649277469896,,,,
W1,fluxv_old,0.640625,0.09110716195102965,0.01836329859823173,,,,
W1,fluxv_old,0.6484375,0.04531477216032902,0.007037696037635646,,,,
W1,fluxv_old,0.65625,0.0009979559897612623,-0.005078645111015865,,,,
W1,fluxv_old,0.6640625,-0.04165294624644156,-0.017799732752212943,,,,
W1,fluxv_old,0.671875,-0.0824488104975239,-0.030929388495267378,,,,
W1,fluxv_old,0.6796875,-0.12120443961396657,-0.04426398515840011,,,,
W1,fluxv_old,0.6875,-0.15774133153653336,-0.05759556977299882,,,,
W1,fluxv_old,0.6953125,-0.19189046778312546,-0.07071532065679524,,,,
W1,fluxv_old,0.703125,-0.2234951758987504,-0.08341730400900003,,,,
W1,fluxv_old,0.7109375,-0.25241395314806037,-0.09550241799602796,,,,
W1,fluxv_old,0.71875,-0.27852304107459713,-0.10678235640294825,,,,
W1,fluxv_old,0.7265625,-0.3017186097779105,-0.11708343437346573,,,,
W1,fluxv_old,0.734375,-0.3219184737053768,-0.1262501356224772,,,,
W1,fluxv_old,0.7421875,-0.33906326253950014,-0.13414824129720088,,,,
