case_id,model,quantity,phase,experiment,prediction
W3,fluxv_old,CL,0.765,-0.312587064676,-0.6774100137005731
W3,fluxv_old,CL,0.7675,-0.313432835821,-0.6777427495199733
W3,fluxv_old,CL,0.77,-0.318109452736,-0.6777863253249886
W3,fluxv_old,CL,0.7725,-0.323383084577,-0.6778299011300041
W3,fluxv_old,CL,0.775,-0.323383084577,-0.6771754801941181
W3,fluxv_old,CL,0.7775,-0.326393034827,-0.6761022612136915
W3,fluxv_old,CL,0.78,-0.333333333333,-0.6750290422332648
W3,fluxv_old,CL,0.7825,-0.333333333333,-0.6734191825167641
W3,fluxv_old,CL,0.785,-0.333333333333,-0.6712726820641894
W3,fluxv_old,CL,0.7875,-0.333333333333,-0.6691261816116147
W3,fluxv_old,CL,0.79,-0.333333333333,-0.6665943554460855
W3,fluxv_old,CL,0.7925,-0.333333333333,-0.6634203197589658
W3,fluxv_old,CL,0.795,-0.323383084577,-0.6602462840718458
W3,fluxv_old,CL,0.7975,-0.323383084577,-0.6568270019786825
W3,fluxv_old,CL,0.8,-0.323383084577,-0.6526719806673884
W3,fluxv_old,CL,0.8025,-0.322611940299,-0.6485169593560944
W3,fluxv_old,CL,0.805,-0.313432835821,-0.644245059454584
W3,fluxv_old,CL,0.8075,-0.313432835821,-0.6391550094215596
W3,fluxv_old,CL,0.81,-0.304378109455,-0.6340649593885348
W3,fluxv_old,CL,0.8125,-0.303482587065,-0.6289749093555103
W3,fluxv_old,CL,0.815,-0.298855721392,-0.6229939435935195
W3,fluxv_old,CL,0.8175,-0.293532338308,-0.6170129778315283
W3,fluxv_old,CL,0.82,-0.283582089552,-0.6110320120695375
W3,fluxv_old,CL,0.8225,-0.280621890547,-0.6043076059399611
W3,fluxv_old,CL,0.825,-0.267910447762,-0.5974769940435872
W3,fluxv_old,CL,0.8275,-0.26368159204,-0.590646382147213
W3,fluxv_old,CL,0.83,-0.253731343284,-0.5832063381449002
W3,fluxv_old,CL,0.8325,-0.249676616915,-0.5755631501072742
W3,fluxv_old,CL,0.835,-0.236965174129,-0.5679199620696486
W3,fluxv_old,CL,0.8375,-0.224253731345,-0.5597892911508394
W3,fluxv_old,CL,0.84,-0.221492537313,-0.5513661305033207
W3,fluxv_old,CL,0.8425,-0.208781094527,-0.5429429698558017
W3,fluxv_old,CL,0.845,-0.19606965174,-0.5341438671989743
W3,fluxv_old,CL,0.8475,-0.193308457712,-0.5249688225328379
W3,fluxv_old,CL,0.85,-0.180597014926,-0.5157937778667019
W3,fluxv_old,CL,0.8525,-0.16788557214,-0.5063451631381662
W3,fluxv_old,CL,0.855,-0.155174129351,-0.4964405983056322
W3,fluxv_old,CL,0.8575,-0.142462686567,-0.48653603347309776
W3,fluxv_old,CL,0.86,-0.129751243781,-0.4764533569955965
W3,fluxv_old,CL,0.8625,-0.117039800995,-0.4658363455831929
W3,fluxv_old,CL,0.865,-0.104328358211,-0.45521933417078986
W3,fluxv_old,CL,0.8675,-0.0916169154223,-0.44451478582378773
W3,fluxv_old,CL,0.87,-0.0789054726364,-0.43319747893459626
W3,fluxv_old,CL,0.8725,-0.0661940298497,-0.42188017204540423
W3,fluxv_old,CL,0.875,-0.0534825870659,-0.41056286515621276
W3,fluxv_old,CL,0.8775,-0.0407711442792,-0.3985537602408036
W3,fluxv_old,CL,0.88,-0.0280597014933,-0.38654465532539384
W3,fluxv_old,CL,0.8825,-0.0153482587045,-0.37453555040998465
W3,fluxv_old,CL,0.885,-0.000298507463405,-0.36192520223527336
W3,fluxv_old,CL,0.8875,0.0200248756217,-0.34922896216637667
W3,fluxv_old,CL,0.89,0.0327363184081,-0.3365327220974794
W3,fluxv_old,CL,0.8925,0.0454477611918,-0.3233221002621819
W3,fluxv_old,CL,0.895,0.0581592039806,-0.30994001783808356
W3,fluxv_old,CL,0.8975,0.0708706467663,-0.29655793541398584
W3,fluxv_old,CL,0.9,0.0925373134349,-0.28274635976011825
W3,fluxv_old,CL,0.9025,0.106243781093,-0.26867708816838964
W3,fluxv_old,CL,0.905,0.11895522388,-0.25460781657666043
W3,fluxv_old,CL,0.9075,0.131666666666,-0.24019337340057897
W3,fluxv_old,CL,0.91,0.15432835821,-0.22543375864014398
W3,fluxv_old,CL,0.9125,0.167039800995,-0.21067414387970962
W3,fluxv_old,CL,0.915,0.179751243781,-0.19565411976342456
W3,fluxv_old,CL,0.9175,0.192462686567,-0.18020008005405674
W3,fluxv_old,CL,0.92,0.215124378107,-0.16474604034468826
W3,fluxv_old,CL,0.9225,0.227835820896,-0.14911736571873804
W3,fluxv_old,CL,0.925,0.240547263681,-0.13296478634303982
W3,fluxv_old,CL,0.9275,0.26273631841,-0.11681220696734232
W3,fluxv_old,CL,0.93,0.278208955221,-0.10057190246834284
W3,fluxv_old,CL,0.9325,0.293532338308,-0.08371752210623547
W3,fluxv_old,CL,0.935,0.309154228856,-0.06686314174412734
W3,fluxv_old,CL,0.9375,0.324626865675,-0.05000876138201996
W3,fluxv_old,CL,0.94,0.346666666667,-0.032451030327115646
W3,fluxv_old,CL,0.9425,0.359378109452,-0.014893299272210545
W3,fluxv_old,CL,0.945,0.372089552239,0.0026644317826937797
W3,fluxv_old,CL,0.9475,0.394751243783,0.020836740820304386
W3,fluxv_old,CL,0.95,0.407462686568,0.03909684671258641
W3,fluxv_old,CL,0.9525,0.427412935323,0.05735695260486925
W3,fluxv_old,CL,0.955,0.442835820897,0.07614064611079065
W3,fluxv_old,CL,0.9575,0.45554726368,0.09509886882125934
W3,fluxv_old,CL,0.96,0.473830845774,0.11405709153172719
W3,fluxv_old,CL,0.9625,0.49092039801,0.13344649396874514
W3,fluxv_old,CL,0.965,0.513582089553,0.15309460424169175
W3,fluxv_old,CL,0.9675,0.530199004974,0.17274271451463924
W3,fluxv_old,CL,0.97,0.548955223879,0.1927293613051146
W3,fluxv_old,CL,0.9725,0.561666666666,0.21305454461311957
W3,fluxv_old,CL,0.975,0.584328358211,0.23337972792112363
W3,fluxv_old,CL,0.9775,0.597039800995,0.2539520884839275
W3,fluxv_old,CL,0.98,0.60975124378,0.27493641113806194
W3,fluxv_old,CL,0.9825,0.632985074628,0.2959207337921973
W3,fluxv_old,CL,0.985,0.655074626864,0.3170639654287297
W3,fluxv_old,CL,0.9875,0.673880597018,0.3386839240124573
W3,fluxv_old,CL,0.99,0.690447761193,0.36030388259618384
W3,fluxv_old,CL,0.9925,0.704825870648,0.38191592070184033
W3,fluxv_old,CL,0.995,0.725820895522,0.40347251546099866
W3,fluxv_old,CL,0.9975,0.743924129354,0.425029110220158
W3,fluxv_old,CD,0.0,0.222807017544,0.03558737544033987
W3,fluxv_old,CD,0.0025,0.221697368421,0.03538837269794131
W3,fluxv_old,CD,0.005,0.220122807018,0.03518936995554274
W3,fluxv_old,CD,0.0075,0.219298245614,0.03499036721314418
W3,fluxv_old,CD,0.01,0.217438596491,0.034280203745054943
W3,fluxv_old,CD,0.0125,0.215789473684,0.033497017316152754
W3,fluxv_old,CD,0.015,0.214754385965,0.03271383088725057
W3,fluxv_old,CD,0.0175,0.212535087719,0.0314503061221597
W3,fluxv_old,CD,0.02,0.210315789473,0.03002666857833927
W3,fluxv_old,CD,0.0225,0.208771929825,0.02860303103451884
W3,fluxv_old,CD,0.025,0.20649122807,0.026776768223116268
W3,fluxv_old,CD,0.0275,0.205263157895,0.02470893025116441
W3,fluxv_old,CD,0.03,0.203192982456,0.02264109227921255
W3,fluxv_old,CD,0.0325,0.200192982456,0.020245497330922513
W3,fluxv_old,CD,0.035,0.197,0.0175221454062943
W3,fluxv_old,CD,0.0375,0.194780701754,0.014798793481666093
W3,fluxv_old,CD,0.04,0.192140350877,0.011827426438389394
W3,fluxv_old,CD,0.0425,0.188587719299,0.008442700864031882
W3,fluxv_old,CD,0.045,0.186368421053,0.005057975289674379
W3,fluxv_old,CD,0.0475,0.182394736842,0.0015079275563629649
W3,fluxv_old,CD,0.05,0.179649122807,-0.002538086653810152
W3,fluxv_old,CD,0.0525,0.176201754386,-0.006584100863983257
W3,fluxv_old,CD,0.055,0.172526315789,-0.010711964048846384
W3,fluxv_old,CD,0.0575,0.168254385965,-0.015412770056539576
W3,fluxv_old,CD,0.06,0.165403508772,-0.020113576064232756
W3,fluxv_old,CD,0.0625,0.160964912281,-0.024814382071925947
W3,fluxv_old,CD,0.065,0.156526315789,-0.030156654858992132
W3,fluxv_old,CD,0.0675,0.152087719298,-0.03549892764605832
W3,fluxv_old,CD,0.07,0.147649122807,-0.04084120043312451
W3,fluxv_old,CD,0.0725,0.143210526316,-0.04672681327034972
W3,fluxv_old,CD,0.075,0.138771929824,-0.05269004611474054
W3,fluxv_old,CD,0.0775,0.134333333333,-0.05865327895913136
W3,fluxv_old,CD,0.08,0.131578947368,-0.06506125892641325
W3,fluxv_old,CD,0.0825,0.123736842105,-0.07161748793465883
W3,fluxv_old,CD,0.085,0.119245614035,-0.07817371694290443
W3,fluxv_old,CD,0.0875,0.113070175438,-0.08507833555620262
W3,fluxv_old,CD,0.09,0.108631578947,-0.09219198793253243
W3,fluxv_old,CD,0.0925,0.102780701755,-0.09930564030886224
W3,fluxv_old,CD,0.095,0.0962456140352,-0.10667634708369234
W3,fluxv_old,CD,0.0975,0.0912192982456,-0.11430410825702271
W3,fluxv_old,CD,0.1,0.0856140350877,-0.12193186943035308
W3,fluxv_old,CD,0.1025,0.079657894737,-0.12973326891659082
W3,fluxv_old,CD,0.105,0.0730000000001,-0.13782406559100757
W3,fluxv_old,CD,0.1075,0.0663421052634,-0.14591486226542433
W3,fluxv_old,CD,0.11,0.0608421052633,-0.15410674718413123
W3,fluxv_old,CD,0.1125,0.0547807017547,-0.16260189683570853
W3,fluxv_old,CD,0.115,0.0481228070179,-0.17109704648728583
W3,fluxv_old,CD,0.1175,0.0406666666673,-0.17963449378403126
W3,fluxv_old,CD,0.12,0.034315789474,-0.18846802459695405
W3,fluxv_old,CD,0.1225,0.0281491228076,-0.19730155540987687
W3,fluxv_old,CD,0.125,0.0214912280709,-0.20613508622279966
W3,fluxv_old,CD,0.1275,0.0148333333341,-0.21523420727251222
W3,fluxv_old,CD,0.13,0.00680701754493,-0.2243333283222248
W3,fluxv_old,CD,0.1325,-0.000236842104398,-0.23343244937193736
W3,fluxv_old,CD,0.135,-0.00689473684118,-0.242694853286736
W3,fluxv_old,CD,0.1375,-0.013552631578,-0.25198058332511836
W3,fluxv_old,CD,0.14,-0.0202105263147,-0.2612663133635007
W3,fluxv_old,CD,0.1425,-0.0270526315774,-0.27062871863784765
W3,fluxv_old,CD,0.145,-0.0352807017532,-0.28001668232418286
W3,fluxv_old,CD,0.1475,-0.04193859649,-0.28940464601051813
W3,fluxv_old,CD,0.15,-0.050175438598,-0.29880100349455413
W3,fluxv_old,CD,0.1525,-0.0552543859662,-0.30820239725721066
W3,fluxv_old,CD,0.155,-0.0626666666683,-0.3176037910198672
W3,fluxv_old,CD,0.1575,-0.0703245614046,-0.3269658495894082
W3,fluxv_old,CD,0.16,-0.0769824561414,-0.3362885729658338
W3,fluxv_old,CD,0.1625,-0.0836403508782,-0.3456112963422594
W3,fluxv_old,CD,0.165,-0.0911578947381,-0.35486922594159126
W3,fluxv_old,CD,0.1675,-0.0973859649129,-0.3640191659124335
W3,fluxv_old,CD,0.17,-0.103614035089,-0.3731691058832757
W3,fluxv_old,CD,0.1725,-0.110271929826,-0.3822521727214337
W3,fluxv_old,CD,0.175,-0.116929824562,-0.3911346201615394
W3,fluxv_old,CD,0.1775,-0.123587719299,-0.40001706760164507
W3,fluxv_old,CD,0.18,-0.130245614036,-0.4088543554001828
W3,fluxv_old,CD,0.1825,-0.136298245614,-0.4173755257077446
W3,fluxv_old,CD,0.185,-0.141807017544,-0.4258966960153064
W3,fluxv_old,CD,0.1875,-0.148464912281,-0.43441786632286816
W3,fluxv_old,CD,0.19,-0.154877192982,-0.44248648683983843
W3,fluxv_old,CD,0.1925,-0.159315789474,-0.45055510735680865
W3,fluxv_old,CD,0.195,-0.164929824562,-0.4586237278737789
W3,fluxv_old,CD,0.1975,-0.169947368421,-0.46622011110487854
W3,fluxv_old,CD,0.2,-0.174736842105,-0.47374903186656814
W3,fluxv_old,CD,0.2025,-0.180578947368,-0.48127795262825773
W3,fluxv_old,CD,0.205,-0.18501754386,-0.4883410165000033
W3,fluxv_old,CD,0.2075,-0.189456140351,-0.49524879474176764
W3,fluxv_old,CD,0.21,-0.193894736842,-0.502156572983532
W3,fluxv_old,CD,0.2125,-0.198333333333,-0.5086297414104323
W3,fluxv_old,CD,0.215,-0.202771929824,-0.5148421439484142
W3,fluxv_old,CD,0.2175,-0.205456140351,-0.521054546486396
W3,fluxv_old,CD,0.22,-0.209333333333,-0.5268864329759932
W3,fluxv_old,CD,0.2225,-0.211552631578,-0.5323378034172056
W3,fluxv_old,CD,0.225,-0.215263157894,-0.5377891738584181
W3,fluxv_old,CD,0.2275,-0.217745614035,-0.542934195567461
W3,fluxv_old,CD,0.23,-0.21996491228,-0.5475686360562219
W3,fluxv_old,CD,0.2325,-0.222184210526,-0.5522030765449827
W3,fluxv_old,CD,0.235,-0.224403508772,-0.556621986943737
W3,fluxv_old,CD,0.2375,-0.226315789474,-0.5603943070724722
W3,fluxv_old,CD,0.24,-0.227087719298,-0.5641666272012074
W3,fluxv_old,CD,0.2425,-0.228070175439,-0.5678269568087971
W3,fluxv_old,CD,0.245,-0.229771929825,-0.5707033527683687
W3,fluxv_old,CD,0.2475,-0.229824561404,-0.5735797487279404
W3,fluxv_old,CD,0.25,-0.229824561404,-0.5764561446875119
W3,fluxv_old,CD,0.2525,-0.231166666667,-0.5784145841664801
W3,fluxv_old,CD,0.255,-0.229824561404,-0.5803730236454481
W3,fluxv_old,CD,0.2575,-0.229824561404,-0.5823314631244162
W3,fluxv_old,CD,0.26,-0.229824561404,-0.5834777860465972
W3,fluxv_old,CD,0.2625,-0.228377192983,-0.5845080923178086
W3,fluxv_old,CD,0.265,-0.227912280702,-0.58553839858902
W3,fluxv_old,CD,0.2675,-0.225692982456,-0.5858737042057182
W3,fluxv_old,CD,0.27,-0.224561403509,-0.5859773429375784
W3,fluxv_old,CD,0.2725,-0.22300877193,-0.5860809816694388
W3,fluxv_old,CD,0.275,-0.219035087719,-0.5856133357616086
W3,fluxv_old,CD,0.2775,-0.216815789473,-0.5848029190699642
W3,fluxv_old,CD,0.28,-0.214596491228,-0.5839925023783198
W3,fluxv_old,CD,0.2825,-0.210719298245,-0.5827365665237545
W3,fluxv_old,CD,0.285,-0.208403508772,-0.5810351115062683
W3,fluxv_old,CD,0.2875,-0.205350877193,-0.579333656488782
W3,fluxv_old,CD,0.29,-0.200912280702,-0.5773102423940217
W3,fluxv_old,CD,0.2925,-0.198228070175,-0.5747502298371383
W3,fluxv_old,CD,0.295,-0.193789473684,-0.5721902172802549
W3,fluxv_old,CD,0.2975,-0.190289473684,-0.5694257774836157
W3,fluxv_old,CD,0.3,-0.185263157895,-0.5660480559677089
W3,fluxv_old,CD,0.3025,-0.180473684211,-0.5626703344518021
W3,fluxv_old,CD,0.305,-0.176035087719,-0.5591964020044939
W3,fluxv_old,CD,0.3075,-0.171596491228,-0.5550489930373755
W3,fluxv_old,CD,0.31,-0.165649122807,-0.550901584070257
W3,fluxv_old,CD,0.3125,-0.160964912281,-0.5467541751031386
W3,fluxv_old,CD,0.315,-0.155842105263,-0.5418910371546911
W3,fluxv_old,CD,0.3175,-0.149184210527,-0.5370278992062436
W3,fluxv_old,CD,0.32,-0.144140350878,-0.5321647612577962
W3,fluxv_old,CD,0.3225,-0.137622807018,-0.5267266941722655
W3,fluxv_old,CD,0.325,-0.131754385965,-0.5212064943528657
W3,fluxv_old,CD,0.3275,-0.12606140351,-0.5156862945334659
W3,fluxv_old,CD,0.33,-0.119403508773,-0.5097199478166612
W3,fluxv_old,CD,0.3325,-0.112745614036,-0.503604885467388
W3,fluxv_old,CD,0.335,-0.106982456141,-0.4974898231181149
W3,fluxv_old,CD,0.3375,-0.0998245614049,-0.49104337528057973
W3,fluxv_old,CD,0.34,-0.0927719298257,-0.4843980961500874
W3,fluxv_old,CD,0.3425,-0.0861140350888,-0.477752817019595
W3,fluxv_old,CD,0.345,-0.0794561403521,-0.4708754910622964
W3,fluxv_old,CD,0.3475,-0.0727982456153,-0.46376611827819125
W3,fluxv_old,CD,0.35,-0.0661403508783,-0.45665674549408614
W3,fluxv_old,CD,0.3525,-0.0594824561391,-0.44939837406588146
W3,fluxv_old,CD,0.355,-0.051719298244,-0.44189167156417763
W3,fluxv_old,CD,0.3575,-0.0444122807006,-0.4343849690624738
W3,fluxv_old,CD,0.36,-0.0377543859639,-0.4267956112533425
W3,fluxv_old,CD,0.3625,-0.0310964912271,-0.4189582875219289
W3,fluxv_old,CD,0.365,-0.0232280701742,-0.4111209637905152
W3,fluxv_old,CD,0.3675,-0.0177017543854,-0.4032505743736049
W3,fluxv_old,CD,0.37,-0.00936842105185,-0.395148725158218
W3,fluxv_old,CD,0.3725,-0.00271052631506,-0.3870468759428311
W3,fluxv_old,CD,0.375,0.00394736842172,-0.3789450267274442
W3,fluxv_old,CD,0.3775,0.0123596491234,-0.370643706732572
W3,fluxv_old,CD,0.38,0.0185263157898,-0.3623423867376999
W3,fluxv_old,CD,0.3825,0.0248771929831,-0.35404106674282776
W3,fluxv_old,CD,0.385,0.0323333333337,-0.3456209469654765
W3,fluxv_old,CD,0.3875,0.0389912280705,-0.3371838557906282
W3,fluxv_old,CD,0.39,0.0456491228073,-0.32874676461577995
W3,fluxv_old,CD,0.3925,0.0533684210529,-0.3202544399699451
W3,fluxv_old,CD,0.395,0.0607192982457,-0.3117437041671148
W3,fluxv_old,CD,0.3975,0.0673771929826,-0.3032329683642844
W3,fluxv_old,CD,0.4,0.0733333333333,-0.29471396145482825
W3,fluxv_old,CD,0.4025,0.0789385964912,-0.28618999188139665
W3,fluxv_old,CD,0.405,0.0855964912279,-0.277666022307965
W3,fluxv_old,CD,0.4075,0.0922543859647,-0.269164738995136
W3,fluxv_old,CD,0.41,0.0989122807015,-0.2606861419429091
W3,fluxv_old,CD,0.4125,0.105570175439,-0.25220754489068226
W3,fluxv_old,CD,0.415,0.112228070175,-0.24376724238213324
W3,fluxv_old,CD,0.4175,0.118438596491,-0.23539076411304719
W3,fluxv_old,CD,0.42,0.126526315788,-0.22701428584396113
W3,fluxv_old,CD,0.4225,0.131578947368,-0.218677048679255
W3,fluxv_old,CD,0.425,0.137105263157,-0.2104575348276887
W3,fluxv_old,CD,0.4275,0.143210526315,-0.2022380209761224
W3,fluxv_old,CD,0.43,0.148666666666,-0.19404474054157958
W3,fluxv_old,CD,0.4325,0.155324561402,-0.18603509402620125
W3,fluxv_old,CD,0.435,0.160228070175,-0.1780254475108229
W3,fluxv_old,CD,0.4375,0.166885964911,-0.17001580099544455
W3,fluxv_old,CD,0.44,0.17242105263,-0.1622669249394716
W3,fluxv_old,CD,0.4425,0.17844736842,-0.15451804888349863
W3,fluxv_old,CD,0.445,0.183350877192,-0.14676917282752566
W3,fluxv_old,CD,0.4475,0.189245614034,-0.13929118936161372
W3,fluxv_old,CD,0.45,0.194912280702,-0.1318519048371391
W3,fluxv_old,CD,0.4525,0.199877192983,-0.12441262031266445
W3,fluxv_old,CD,0.455,0.20607017544,-0.11724049790058219
W3,fluxv_old,CD,0.4575,0.211377192984,-0.11015742952596407
W3,fluxv_old,CD,0.46,0.216701754387,-0.10307436115134594
W3,fluxv_old,CD,0.4625,0.221184210527,-0.09624160126829845
W3,fluxv_old,CD,0.465,0.227333333334,-0.08955902648019334
W3,fluxv_old,CD,0.4675,0.231771929825,-0.08287645169208822
W3,fluxv_old,CD,0.47,0.237649122808,-0.07641499448469552
W3,fluxv_old,CD,0.4725,0.242403508773,-0.07017465485801493
W3,fluxv_old,CD,0.475,0.246842105264,-0.06393431523133433
W3,fluxv_old,CD,0.4775,0.251280701755,-0.0578744312111982
W3,fluxv_old,CD,0.48,0.257263157895,-0.05211530653530286
W3,fluxv_old,CD,0.4825,0.261912280702,-0.0463561818594075
W3,fluxv_old,CD,0.485,0.266350877194,-0.040726350307869176
W3,fluxv_old,CD,0.4875,0.270789473684,-0.035484398129401934
W3,fluxv_old,CD,0.49,0.275228070175,-0.030242445950934685
W3,fluxv_old,CD,0.4925,0.279666666667,-0.025069220919196538
W3,fluxv_old,CD,0.495,0.284105263158,-0.02037708591456206
W3,fluxv_old,CD,0.4975,0.28854385965,-0.015684950909927584
W3,fluxv_old,CD,0.5,0.29298245614,-0.010992815905293109
W3,fluxv_old,CD,0.5025,0.297421052631,-0.006879514710075417
W3,fluxv_old,CD,0.505,0.301859649123,-0.002766213514857542
W3,fluxv_old,CD,0.5075,0.306298245614,0.0013470876803601504
W3,fluxv_old,CD,0.51,0.310631578947,0.004931985792095279
W3,fluxv_old,CD,0.5125,0.313421052631,0.00844139774904699
W3,fluxv_old,CD,0.515,0.317859649122,0.011950809705998856
W3,fluxv_old,CD,0.5175,0.322298245614,0.014991742047277556
W3,fluxv_old,CD,0.52,0.326736842105,0.01787651451666538
W3,fluxv_old,CD,0.5225,0.3305,0.020761286986053076
W3,fluxv_old,CD,0.525,0.333859649122,0.02324559853801939
W3,fluxv_old,CD,0.5275,0.336692982456,0.025489633539532694
W3,fluxv_old,CD,0.53,0.339228070175,0.0277336685410461
W3,fluxv_old,CD,0.5325,0.342885964912,0.029651783009589965
W3,fluxv_old,CD,0.535,0.346350877193,0.031243976945164453
W3,fluxv_old,CD,0.5375,0.349078947369,0.03283617088073887
W3,fluxv_old,CD,0.54,0.353052631578,0.03418175669276331
W3,fluxv_old,CD,0.5425,0.355271929824,0.035116328965537645
W3,fluxv_old,CD,0.545,0.35749122807,0.03605090123831202
W3,fluxv_old,CD,0.5475,0.359771929824,0.03682103025180129
W3,fluxv_old,CD,0.55,0.363157894737,0.03709782948743542
W3,fluxv_old,CD,0.5525,0.364149122808,0.03737462872306953
W3,fluxv_old,CD,0.555,0.366368421053,0.03756992540189738
W3,fluxv_old,CD,0.5575,0.368587719299,0.03719470418308146
W3,fluxv_old,CD,0.56,0.370807017544,0.03681948296426552
W3,fluxv_old,CD,0.5625,0.373026315789,0.036444261745449597
W3,fluxv_old,CD,0.565,0.375245614035,0.03542891065227084
W3,fluxv_old,CD,0.5675,0.375710526316,0.03441355955909205
W3,fluxv_old,CD,0.57,0.377192982456,0.03339820846591329
W3,fluxv_old,CD,0.5725,0.378394736842,0.03183867923079987
W3,fluxv_old,CD,0.575,0.378947368421,0.030201410261124422
W3,fluxv_old,CD,0.5775,0.380701754386,0.028564141291448904
W3,fluxv_old,CD,0.58,0.380701754386,0.02647892556928556
W3,fluxv_old,CD,0.5825,0.38200877193,0.024244394262959486
W3,fluxv_old,CD,0.585,0.382456140351,0.02200986295663351
W3,fluxv_old,CD,0.5875,0.382456140351,0.019421510940766995
W3,fluxv_old,CD,0.59,0.382456140351,0.01662086649917633
W3,fluxv_old,CD,0.5925,0.382456140351,0.013820222057585544
W3,fluxv_old,CD,0.595,0.382333333333,0.010755325856908738
W3,fluxv_old,CD,0.5975,0.380701754386,0.007426177897145645
W3,fluxv_old,CD,0.6,0.380701754386,0.0040970299373826995
W3,fluxv_old,CD,0.6025,0.379184210526,0.0005861736548246159
W3,fluxv_old,CD,0.605,0.378947368421,-0.0032275298323916086
W3,fluxv_old,CD,0.6075,0.378254385965,-0.0070412333196080016
W3,fluxv_old,CD,0.61,0.376035087719,-0.010963566830068903
W3,fluxv_old,CD,0.6125,0.375438596491,-0.015211790410264018
W3,fluxv_old,CD,0.615,0.373350877193,-0.019460013990458946
W3,fluxv_old,CD,0.6175,0.371131578947,-0.02375558380321588
W3,fluxv_old,CD,0.62,0.368912280702,-0.02838257724390527
W3,fluxv_old,CD,0.6225,0.366692982457,-0.03300957068459487
W3,fluxv_old,CD,0.625,0.364473684211,-0.037636564125284266
W3,fluxv_old,CD,0.6275,0.362254385965,-0.04258130637701864
W3,fluxv_old,CD,0.63,0.36003508772,-0.047526048628753224
W3,fluxv_old,CD,0.6325,0.356061403509,-0.052470790880487596
W3,fluxv_old,CD,0.635,0.353842105263,-0.057636099527588594
W3,fluxv_old,CD,0.6375,0.350614035088,-0.06283291765974172
W3,fluxv_old,CD,0.64,0.347649122808,-0.06802973579189507
W3,fluxv_old,CD,0.6425,0.343675438597,-0.07336342705082446
W3,fluxv_old,CD,0.645,0.340807017545,-0.07874274268534617
W3,fluxv_old,CD,0.6475,0.336368421053,-0.08412205831986766
W3,fluxv_old,CD,0.65,0.333508771929,-0.08957005588078658
W3,fluxv_old,CD,0.6525,0.329245614035,-0.09505926259754358
W3,fluxv_old,CD,0.655,0.324807017543,-0.10054846931430081
W3,fluxv_old,CD,0.6575,0.320368421052,-0.10605530337668287
W3,fluxv_old,CD,0.66,0.31592982456,-0.11157976478469021
W3,fluxv_old,CD,0.6625,0.311491228069,-0.11710422619269731
W3,fluxv_old,CD,0.665,0.307052631579,-0.12261357264769185
W3,fluxv_old,CD,0.6675,0.302614035087,-0.12809772751433146
W3,fluxv_old,CD,0.67,0.298175438596,-0.13358188238097132
W3,fluxv_old,CD,0.6725,0.293736842104,-0.13903713789219752
W3,fluxv_old,CD,0.675,0.289298245614,-0.1444056953371837
W3,fluxv_old,CD,0.6775,0.284859649123,-0.14977425278216966
W3,fluxv_old,CD,0.68,0.280421052631,-0.15511914033932162
W3,fluxv_old,CD,0.6825,0.27598245614,-0.16029833868163348
W3,fluxv_old,CD,0.685,0.27047368421,-0.16547753702394558
W3,fluxv_old,CD,0.6875,0.265350877193,-0.17065673536625744
W3,fluxv_old,CD,0.69,0.260912280702,-0.1755756356754101
W3,fluxv_old,CD,0.6925,0.25647368421,-0.18049453598456297
W3,fluxv_old,CD,0.695,0.252035087719,-0.18541343629371562
W3,fluxv_old,CD,0.6975,0.245956140351,-0.19004610700940777
W3,fluxv_old,CD,0.7,0.241403508772,-0.19463788778317676
W3,fluxv_old,CD,0.7025,0.236964912281,-0.19922966855694593
W3,fluxv_old,CD,0.705,0.231245614036,-0.2035300181604552
W3,fluxv_old,CD,0.7075,0.226333333334,-0.20773322404054478
W3,fluxv_old,CD,0.71,0.223649122807,-0.21193642992063416
W3,fluxv_old,CD,0.7125,0.218289473684,-0.21586242301330985
W3,fluxv_old,CD,0.715,0.214403508772,-0.219622088433537
W3,fluxv_old,CD,0.7175,0.208578947369,-0.22338175385376433
W3,fluxv_old,CD,0.72,0.204140350878,-0.22689588492167564
W3,fluxv_old,CD,0.7225,0.199701754386,-0.23016448163727127
W3,fluxv_old,CD,0.725,0.196754385965,-0.23343307835286675
W3,fluxv_old,CD,0.7275,0.192578947369,-0.23650279203502925
W3,fluxv_old,CD,0.73,0.188807017545,-0.2392410339948031
W3,fluxv_old,CD,0.7325,0.185456140352,-0.24197927595457705
W3,fluxv_old,CD,0.735,0.18101754386,-0.24457732423411593
W3,fluxv_old,CD,0.7375,0.176885964912,-0.24675479147295004
W3,fluxv_old,CD,0.74,0.173894736843,-0.2489322587117841
W3,fluxv_old,CD,0.7425,0.170692982456,-0.25103698337337815
W3,fluxv_old,CD,0.745,0.166771929826,-0.25263250999429193
W3,fluxv_old,CD,0.7475,0.164500000001,-0.2542280366152058
W3,fluxv_old,CD,0.75,0.161403508772,-0.2558235632361196
W3,fluxv_old,CD,0.7525,0.158307017543,-0.25682536388428656
W3,fluxv_old,CD,0.755,0.156087719298,-0.2578271645324535
W3,fluxv_old,CD,0.7575,0.153868421052,-0.2588289651806205
W3,fluxv_old,CD,0.76,0.151649122806,-0.25930903290869894
W3,fluxv_old,CD,0.7625,0.149429824561,-0.259714567362479
W3,fluxv_old,CD,0.765,0.147210526316,-0.2601201018162591
