case_id,model,quantity,phase,experiment,prediction
W2,fluxv_v4b,CL,0.335,4.28139705883,4.07727919805416
W2,fluxv_v4b,CL,0.3375,4.26231617647,4.040572486167197
W2,fluxv_v4b,CL,0.34,4.24323529412,3.9873848753337606
W2,fluxv_v4b,CL,0.3425,4.22415441176,3.9341972645003245
W2,fluxv_v4b,CL,0.345,4.20507352941,3.9909399145664652
W2,fluxv_v4b,CL,0.3475,4.18599264706,4.157612825532186
W2,fluxv_v4b,CL,0.35,4.16691176471,4.324285736497907
W2,fluxv_v4b,CL,0.3525,4.14783088235,4.375548097808855
W2,fluxv_v4b,CL,0.355,4.14345588236,4.234459543028507
W2,fluxv_v4b,CL,0.3575,4.124375,4.093370988248159
W2,fluxv_v4b,CL,0.36,4.10529411765,4.010586318338421
W2,fluxv_v4b,CL,0.3625,4.08823529412,4.102713303040521
W2,fluxv_v4b,CL,0.365,4.08183823529,4.194840287742621
W2,fluxv_v4b,CL,0.3675,4.06275735294,4.273092530886228
W2,fluxv_v4b,CL,0.37,4.04411764706,4.254221583120388
W2,fluxv_v4b,CL,0.3725,4.03930147059,4.235350635354546
W2,fluxv_v4b,CL,0.375,4.02941176471,4.216479687588706
W2,fluxv_v4b,CL,0.3775,4.01584558823,4.130143470997587
W2,fluxv_v4b,CL,0.38,4.0,4.043807254406469
W2,fluxv_v4b,CL,0.3825,3.99238970588,3.957471037815351
W2,fluxv_v4b,CL,0.385,3.98529411765,4.103965979933838
W2,fluxv_v4b,CL,0.3875,3.98363970588,4.283722516153697
W2,fluxv_v4b,CL,0.39,3.97058823529,4.463479052373555
W2,fluxv_v4b,CL,0.3925,3.97058823529,4.351844800870896
W2,fluxv_v4b,CL,0.395,3.95588235294,4.143080286794067
W2,fluxv_v4b,CL,0.3975,3.95588235294,3.934315772717238
W2,fluxv_v4b,CL,0.4,3.95588235294,3.857536157018245
W2,fluxv_v4b,CL,0.4025,3.95588235294,3.859947480345952
W2,fluxv_v4b,CL,0.405,3.95588235294,3.8623588036736582
W2,fluxv_v4b,CL,0.4075,3.95588235294,3.9361556786208105
W2,fluxv_v4b,CL,0.41,3.95588235294,4.081338105187411
W2,fluxv_v4b,CL,0.4125,3.95588235294,4.226520531754012
W2,fluxv_v4b,CL,0.415,3.95588235294,4.28961729354626
W2,fluxv_v4b,CL,0.4175,3.95588235294,4.215904614047915
W2,fluxv_v4b,CL,0.42,3.95588235294,4.142191934549569
W2,fluxv_v4b,CL,0.4225,3.95996323529,4.078584498225498
W2,fluxv_v4b,CL,0.425,3.97058823529,4.045292791424253
W2,fluxv_v4b,CL,0.4275,3.97058823529,4.012001084623009
W2,fluxv_v4b,CL,0.43,3.98529411765,3.9904040380159294
W2,fluxv_v4b,CL,0.4325,3.98529411765,4.05066961276801
W2,fluxv_v4b,CL,0.435,3.98529411765,4.110935187520091
W2,fluxv_v4b,CL,0.4375,4.0,4.171200762272171
W2,fluxv_v4b,CL,0.44,4.00529411764,4.082299865327545
W2,fluxv_v4b,CL,0.4425,4.01470588235,3.9933989683829174
W2,fluxv_v4b,CL,0.445,4.02875000001,3.9044980714382906
W2,fluxv_v4b,CL,0.4475,4.033125,3.9716327253266446
W2,fluxv_v4b,CL,0.45,4.04411764706,4.061058172191139
W2,fluxv_v4b,CL,0.4525,4.05658088235,4.150483619055632
W2,fluxv_v4b,CL,0.455,4.06095588235,4.086472555686548
W2,fluxv_v4b,CL,0.4575,4.07352941176,3.971315988906272
W2,fluxv_v4b,CL,0.46,4.08441176471,3.8561594221259967
W2,fluxv_v4b,CL,0.4625,4.08823529412,3.866361878188007
W2,fluxv_v4b,CL,0.465,4.09316176471,3.951779747955386
W2,fluxv_v4b,CL,0.4675,4.10294117647,4.037197617722764
W2,fluxv_v4b,CL,0.47,4.11661764706,4.041028001736319
W2,fluxv_v4b,CL,0.4725,4.12099264706,3.9632708999960493
W2,fluxv_v4b,CL,0.475,4.13235294118,3.8855137982557792
W2,fluxv_v4b,CL,0.4775,4.13235294118,3.8359650564229377
W2,fluxv_v4b,CL,0.48,4.14705882353,3.8334302477691446
W2,fluxv_v4b,CL,0.4825,4.14705882353,3.8308954391153516
W2,fluxv_v4b,CL,0.485,4.15757352941,3.8000775069335
W2,fluxv_v4b,CL,0.4875,4.16176470588,3.6844102041674693
W2,fluxv_v4b,CL,0.49,4.16176470588,3.5687429014014387
W2,fluxv_v4b,CL,0.4925,4.16176470588,3.4775523668196766
W2,fluxv_v4b,CL,0.495,4.16176470588,3.5576992095278
W2,fluxv_v4b,CL,0.4975,4.16176470588,3.637846052235923
W2,fluxv_v4b,CL,0.5,4.16176470588,3.717992894944046
W2,fluxv_v4b,CL,0.5025,4.16176470588,3.706571329319386
W2,fluxv_v4b,CL,0.505,4.16176470588,3.695149763694725
W2,fluxv_v4b,CL,0.5075,4.15599264706,3.6837281980700647
W2,fluxv_v4b,CL,0.51,4.14705882353,3.677235056293394
W2,fluxv_v4b,CL,0.5125,4.13253676471,3.6714459750664363
W2,fluxv_v4b,CL,0.515,4.13235294118,3.6656568938394787
W2,fluxv_v4b,CL,0.5175,4.12378676471,3.5731941076483515
W2,fluxv_v4b,CL,0.52,4.10470588235,3.4518400864691623
W2,fluxv_v4b,CL,0.5225,4.10033088235,3.330486065289979
W2,fluxv_v4b,CL,0.525,4.08125,3.2878070744181773
W2,fluxv_v4b,CL,0.5275,4.06216911764,3.29233310173081
W2,fluxv_v4b,CL,0.53,4.0430882353,3.296859129043443
W2,fluxv_v4b,CL,0.5325,4.02400735294,3.26005984685298
W2,fluxv_v4b,CL,0.535,4.00492647059,3.181935255159417
W2,fluxv_v4b,CL,0.5375,3.98584558824,3.1038106634658575
W2,fluxv_v4b,CL,0.54,3.95205882353,3.061500919849369
W2,fluxv_v4b,CL,0.5425,3.93297794118,3.0788825896946665
W2,fluxv_v4b,CL,0.545,3.90132352942,3.0962642595399656
W2,fluxv_v4b,CL,0.5475,3.87786764706,3.0689212587106836
W2,fluxv_v4b,CL,0.55,3.84632352941,2.9074042458576557
W2,fluxv_v4b,CL,0.5525,3.81625,2.745887233004635
W2,fluxv_v4b,CL,0.555,3.76404411765,2.6198133470038862
W2,fluxv_v4b,CL,0.5575,3.73992647058,2.7418413489690514
W2,fluxv_v4b,CL,0.56,3.70176470588,2.8638693509342223
W2,fluxv_v4b,CL,0.5625,3.66360294117,2.9858973528993875
W2,fluxv_v4b,CL,0.565,3.62198529412,2.886358673956922
W2,fluxv_v4b,CL,0.5675,3.57257352941,2.786819995014451
W2,fluxv_v4b,CL,0.57,3.53441176472,2.6872813160719855
W2,fluxv_v4b,CL,0.5725,3.48154411765,2.6307429905947606
W2,fluxv_v4b,CL,0.575,3.44338235294,2.5803475727554304
W2,fluxv_v4b,CL,0.5775,3.39459558824,2.5299521549160984
W2,fluxv_v4b,CL,0.58,3.35205882354,2.479600955490871
W2,fluxv_v4b,CL,0.5825,3.29481617647,2.4292644955370086
W2,fluxv_v4b,CL,0.585,3.23757352941,2.378928035583148
W2,fluxv_v4b,CL,0.5875,3.19375,2.305567563488346
W2,fluxv_v4b,CL,0.59,3.13779411765,2.218392684108984
W2,fluxv_v4b,CL,0.5925,3.08055147059,2.1312178047296175
W2,fluxv_v4b,CL,0.595,3.02330882352,2.067389503742479
W2,fluxv_v4b,CL,0.5975,2.96606617647,2.0269077811475635
W2,fluxv_v4b,CL,0.6,2.90882352942,1.9864260585526496
W2,fluxv_v4b,CL,0.6025,2.85158088236,1.9554278865019763
W2,fluxv_v4b,CL,0.605,2.79433823529,1.9402356320250405
W2,fluxv_v4b,CL,0.6075,2.74139705882,1.925043377548104
W2,fluxv_v4b,CL,0.61,2.67720588235,1.9046537578684313
W2,fluxv_v4b,CL,0.6125,2.62095588235,1.8686720425805465
W2,fluxv_v4b,CL,0.615,2.56536764705,1.8326903272926636
W2,fluxv_v4b,CL,0.6175,2.50102941177,1.7865416134242966
W2,fluxv_v4b,CL,0.62,2.44764705882,1.669223909492569
W2,fluxv_v4b,CL,0.6225,2.37893382354,1.5519062055608361
W2,fluxv_v4b,CL,0.625,2.32169117647,1.4345885016291084
W2,fluxv_v4b,CL,0.6275,2.25455882354,1.4680618194071755
W2,fluxv_v4b,CL,0.63,2.1925,1.5015351371852441
W2,fluxv_v4b,CL,0.6325,2.12345588235,1.5350084549633112
W2,fluxv_v4b,CL,0.635,2.05882352941,1.5004034520793357
W2,fluxv_v4b,CL,0.6375,2.0080882353,1.4560729748150687
W2,fluxv_v4b,CL,0.64,1.94882352941,1.4117424975507995
W2,fluxv_v4b,CL,0.6425,1.89158088235,1.3406533127789124
W2,fluxv_v4b,CL,0.645,1.83433823529,1.2606445588378152
W2,fluxv_v4b,CL,0.6475,1.77709558825,1.1806358048967214
W2,fluxv_v4b,CL,0.65,1.71470588235,1.1040922042477184
W2,fluxv_v4b,CL,0.6525,1.64790441176,1.0296276955739756
W2,fluxv_v4b,CL,0.655,1.59066176471,0.9551631869002295
W2,fluxv_v4b,CL,0.6575,1.53341911765,0.899057986065158
W2,fluxv_v4b,CL,0.66,1.47617647059,0.8613120930687562
W2,fluxv_v4b,CL,0.6625,1.41893382352,0.8235662000723563
W2,fluxv_v4b,CL,0.665,1.36367647059,0.8112744463745412
W2,fluxv_v4b,CL,0.6675,1.31915441177,0.8414062581743682
W2,fluxv_v4b,CL,0.67,1.26191176471,0.8715380699741965
W2,fluxv_v4b,CL,0.6725,1.2050735294,0.8777866618464583
W2,fluxv_v4b,CL,0.675,1.16213235295,0.8123855939360216
W2,fluxv_v4b,CL,0.6775,1.10488970588,0.746984526025588
W2,fluxv_v4b,CL,0.68,1.06117647059,0.6810427457239446
W2,fluxv_v4b,CL,0.6825,1.00830882352,0.6113159786838579
W2,fluxv_v4b,CL,0.685,0.970147058825,0.5415892116437679
W2,fluxv_v4b,CL,0.6875,0.920036764701,0.4718624446036812
W2,fluxv_v4b,CL,0.69,0.877500000003,0.4421915228551161
W2,fluxv_v4b,CL,0.6925,0.826250000004,0.41252060110654964
W2,fluxv_v4b,CL,0.695,0.788088235297,0.38284967935798453
W2,fluxv_v4b,CL,0.6975,0.749926470583,0.29996894980981265
W2,fluxv_v4b,CL,0.7,0.711764705885,0.20948681914741432
W2,fluxv_v4b,CL,0.7025,0.673602941178,0.119004688485012
W2,fluxv_v4b,CL,0.705,0.635441176474,0.09896178770156197
W2,fluxv_v4b,CL,0.7075,0.597279411761,0.10239863021109491
W2,fluxv_v4b,CL,0.71,0.559117647063,0.1058354727206277
W2,fluxv_v4b,CL,0.7125,0.532536764706,0.08217090784796495
W2,fluxv_v4b,CL,0.715,0.497500000003,0.04224549854598618
W2,fluxv_v4b,CL,0.7175,0.464963235292,0.0023200892440056325
W2,fluxv_v4b,CL,0.72,0.435882352946,-0.03606764996670076
W2,fluxv_v4b,CL,0.7225,0.412095588234,-0.07291771908613642
W2,fluxv_v4b,CL,0.725,0.37830882353,-0.10976778820557043
W2,fluxv_v4b,CL,0.7275,0.359227941176,-0.14960780374931273
W2,fluxv_v4b,CL,0.73,0.327352941183,-0.19443106333356402
W2,fluxv_v4b,CL,0.7325,0.306360294117,-0.2392543229178173
W2,fluxv_v4b,CL,0.735,0.28044117647,-0.2810662305156777
W2,fluxv_v4b,CL,0.7375,0.253492647058,-0.31384408215436677
W2,fluxv_v4b,CL,0.74,0.234411764709,-0.3466219337930544
W2,fluxv_v4b,CL,0.7425,0.215330882352,-0.378125790453779
W2,fluxv_v4b,CL,0.745,0.205882352941,-0.4007116822687521
W2,fluxv_v4b,CL,0.7475,0.191875,-0.42329757408372626
W2,fluxv_v4b,CL,0.75,0.172794117649,-0.4458834658986994
W2,fluxv_v4b,CL,0.7525,0.153713235294,-0.478454911912754
W2,fluxv_v4b,CL,0.755,0.134632352938,-0.5110263579268102
W2,fluxv_v4b,CL,0.7575,0.130257352941,-0.5435978039408648
W2,fluxv_v4b,CL,0.76,0.117647058824,-0.6014395168539775
W2,fluxv_v4b,CL,0.7625,0.106801470589,-0.6628912678955247
W2,fluxv_v4b,CL,0.765,0.102426470586,-0.7243430189370745
W2,fluxv_v4b,CL,0.7675,0.0833455882361,-0.746983606252661
W2,fluxv_v4b,CL,0.77,0.0735294117647,-0.7566871389929277
W2,fluxv_v4b,CL,0.7725,0.0735294117647,-0.7663906717331941
W2,fluxv_v4b,CL,0.775,0.0702205882326,-0.8094805307405532
W2,fluxv_v4b,CL,0.7775,0.0588235294118,-0.8726021855081654
W2,fluxv_v4b,CL,0.78,0.0467647058813,-0.9357238402757804
W2,fluxv_v4b,CL,0.7825,0.0441176470588,-0.9718177022566078
W2,fluxv_v4b,CL,0.785,0.0441176470588,-0.9808837714506506
W2,fluxv_v4b,CL,0.7875,0.0441176470588,-0.9899498406446932
W2,fluxv_v4b,CL,0.79,0.0441176470588,-1.0053947031362431
W2,fluxv_v4b,CL,0.7925,0.0395955882349,-1.0314708877903036
W2,fluxv_v4b,CL,0.795,0.0294117647059,-1.0575470724443652
W2,fluxv_v4b,CL,0.7975,0.0294117647059,-1.0872983246192935
W2,fluxv_v4b,CL,0.8,0.0294117647059,-1.128074779356828
W2,fluxv_v4b,CL,0.8025,0.0294117647059,-1.1688512340943606
W2,fluxv_v4b,CL,0.805,0.0294117647059,-1.207123520714616
W2,fluxv_v4b,CL,0.8075,0.0294117647059,-1.2278666305139185
W2,fluxv_v4b,CL,0.81,0.0294117647059,-1.248609740313222
W2,fluxv_v4b,CL,0.8125,0.0294117647059,-1.2693528501125244
W2,fluxv_v4b,CL,0.815,0.0294117647059,-1.2888586973140446
W2,fluxv_v4b,CL,0.8175,0.0335661764697,-1.3083645445155654
W2,fluxv_v4b,CL,0.82,0.0441176470588,-1.3278703917170855
W2,fluxv_v4b,CL,0.8225,0.0441176470588,-1.3579218299684508
W2,fluxv_v4b,CL,0.825,0.0441176470588,-1.3894797812269353
W2,fluxv_v4b,CL,0.8275,0.0441176470588,-1.4210377324854213
W2,fluxv_v4b,CL,0.83,0.0441176470588,-1.4473860890893124
W2,fluxv_v4b,CL,0.8325,0.0441176470588,-1.4719979141416737
W2,fluxv_v4b,CL,0.835,0.0441176470588,-1.4966097391940336
W2,fluxv_v4b,CL,0.8375,0.0441176470588,-1.523136670364702
W2,fluxv_v4b,CL,0.84,0.0441176470588,-1.5508126652063536
W2,fluxv_v4b,CL,0.8425,0.0441176470588,-1.5784886600480064
W2,fluxv_v4b,CL,0.845,0.0441176470588,-1.5996254529585061
W2,fluxv_v4b,CL,0.8475,0.0441176470588,-1.6142230439378547
W2,fluxv_v4b,CL,0.85,0.0441176470588,-1.6288206349172025
W2,fluxv_v4b,CL,0.8525,0.0441176470588,-1.6445271043663439
W2,fluxv_v4b,CL,0.855,0.0441176470588,-1.6620817045984722
W2,fluxv_v4b,CL,0.8575,0.0294117647059,-1.6796363048306011
W2,fluxv_v4b,CL,0.86,0.0294117647059,-1.695773112824579
W2,fluxv_v4b,CL,0.8625,0.0294117647059,-1.707656544104106
W2,fluxv_v4b,CL,0.865,0.0294117647059,-1.7195399753836325
W2,fluxv_v4b,CL,0.8675,0.0147058823529,-1.7331323343241172
W2,fluxv_v4b,CL,0.87,0.0147058823529,-1.7586871868913034
W2,fluxv_v4b,CL,0.8725,0.0147058823529,-1.7842420394584906
W2,fluxv_v4b,CL,0.875,0.0,-1.8097968920256766
W2,fluxv_v4b,CL,0.8775,-0.00621323529589,-1.8326198577417887
W2,fluxv_v4b,CL,0.88,-0.0147058823529,-1.8554428234579017
W2,fluxv_v4b,CL,0.8825,-0.0149632352956,-1.8782657891740135
W2,fluxv_v4b,CL,0.885,-0.0294117647059,-1.8867167213246152
W2,fluxv_v4b,CL,0.8875,-0.0384191176484,-1.8931145058230003
W2,fluxv_v4b,CL,0.89,-0.0441176470588,-1.899512290321386
W2,fluxv_v4b,CL,0.8925,-0.0588235294118,-1.9164375624554932
W2,fluxv_v4b,CL,0.895,-0.066250000001,-1.9368719971348423
W2,fluxv_v4b,CL,0.8975,-0.0735294117647,-1.9573064318141904
W2,fluxv_v4b,CL,0.9,-0.0897058823507,-1.9721096771232887
W2,fluxv_v4b,CL,0.9025,-0.108786764707,-1.9835342088102361
W2,fluxv_v4b,CL,0.905,-0.117647058824,-1.9949587404971838
W2,fluxv_v4b,CL,0.9075,-0.132242647059,-2.0031853546901774
W2,fluxv_v4b,CL,0.91,-0.147058823529,-2.0082140513892175
W2,fluxv_v4b,CL,0.9125,-0.155698529412,-2.0132427480882575
W2,fluxv_v4b,CL,0.915,-0.174779411767,-2.0214592069803565
W2,fluxv_v4b,CL,0.9175,-0.193860294117,-2.0349886028608863
W2,fluxv_v4b,CL,0.92,-0.21294117647,-2.048517998741417
W2,fluxv_v4b,CL,0.9225,-0.220588235294,-2.0611305038811807
W2,fluxv_v4b,CL,0.925,-0.236397058827,-2.0709923367986462
W2,fluxv_v4b,CL,0.9275,-0.255477941176,-2.080854169716111
W2,fluxv_v4b,CL,0.93,-0.27455882353,-2.091148808694724
W2,fluxv_v4b,CL,0.9325,-0.293639705882,-2.1044730901013673
W2,fluxv_v4b,CL,0.935,-0.308823529412,-2.117797371508011
W2,fluxv_v4b,CL,0.9375,-0.317095588235,-2.131121652914654
W2,fluxv_v4b,CL,0.94,-0.33617647059,-2.127677995929843
W2,fluxv_v4b,CL,0.9425,-0.35525735294,-2.124234338945031
W2,fluxv_v4b,CL,0.945,-0.374338235293,-2.1207906819602194
W2,fluxv_v4b,CL,0.9475,-0.393419117645,-2.156254511822821
W2,fluxv_v4b,CL,0.95,-0.411764705882,-2.1972765540921952
W2,fluxv_v4b,CL,0.9525,-0.416874999998,-2.238298596361571
W2,fluxv_v4b,CL,0.955,-0.435955882352,-2.230808330246615
W2,fluxv_v4b,CL,0.9575,-0.455036764704,-2.2071472946702144
W2,fluxv_v4b,CL,0.96,-0.459411764708,-2.1834862590938147
W2,fluxv_v4b,CL,0.9625,-0.478492647057,-2.159739991458356
W2,fluxv_v4b,CL,0.965,-0.485294117647,-2.1359425845874624
W2,fluxv_v4b,CL,0.9675,-0.5,-2.1121451777165685
W2,fluxv_v4b,CL,0.97,-0.506323529413,-2.0736821395040255
W2,fluxv_v4b,CL,0.9725,-0.514705882353,-2.0205534699498306
W2,fluxv_v4b,CL,0.975,-0.529411764706,-1.9674248003956378
W2,fluxv_v4b,CL,0.9775,-0.529411764706,-1.9328214750967914
W2,fluxv_v4b,CL,0.98,-0.538529411766,-1.9290937235568586
W2,fluxv_v4b,CL,0.9825,-0.544117647059,-1.9253659720169256
W2,fluxv_v4b,CL,0.985,-0.544117647059,-1.9120224693665537
W2,fluxv_v4b,CL,0.9875,-0.544117647059,-1.8698317133848632
W2,fluxv_v4b,CL,0.99,-0.544117647059,-1.8276409574031744
W2,fluxv_v4b,CL,0.9925,-0.544117647059,-1.7894278234016274
W2,fluxv_v4b,CL,0.995,-0.544117647059,-1.7790580432610807
W2,fluxv_v4b,CL,0.9975,-0.538952205883,-1.7686882631205338
W2,fluxv_v4b,CD,0.0,0.0326633165835,-0.23491173814659647
W2,fluxv_v4b,CD,0.0025,0.0398005653268,-0.21913023451754646
W2,fluxv_v4b,CD,0.005,0.0439698492462,-0.20334873088849648
W2,fluxv_v4b,CD,0.0075,0.0528737437185,-0.18756722725944647
W2,fluxv_v4b,CD,0.01,0.0558417085427,-0.16539818650428587
W2,fluxv_v4b,CD,0.0125,0.0665829145729,-0.1423166404453952
W2,fluxv_v4b,CD,0.015,0.0665829145729,-0.11923509438650452
W2,fluxv_v4b,CD,0.0175,0.0760521356785,-0.10235561652712469
W2,fluxv_v4b,CD,0.02,0.0778894472362,-0.0875434947342485
W2,fluxv_v4b,CD,0.0225,0.0819880653268,-0.0727313729413723
W2,fluxv_v4b,CD,0.025,0.0891959798995,-0.058235862520072096
W2,fluxv_v4b,CD,0.0275,0.0891959798995,-0.04393031892171753
W2,fluxv_v4b,CD,0.03,0.100502512563,-0.029624775323362967
W2,fluxv_v4b,CD,0.0325,0.100502512563,-0.016616335189539318
W2,fluxv_v4b,CD,0.035,0.100502512563,-0.004904998520246614
W2,fluxv_v4b,CD,0.0375,0.100502512563,0.006806338149046055
W2,fluxv_v4b,CD,0.04,0.100502512563,0.01742502627936119
W2,fluxv_v4b,CD,0.0425,0.100502512563,0.02622263351138039
W2,fluxv_v4b,CD,0.045,0.100502512563,0.035020240743399565
W2,fluxv_v4b,CD,0.0475,0.100502512563,0.043036763355690115
W2,fluxv_v4b,CD,0.05,0.100502512563,0.048710032108794744
W2,fluxv_v4b,CD,0.0525,0.0947079145732,0.05438330086189935
W2,fluxv_v4b,CD,0.055,0.0891959798995,0.05940085033010424
W2,fluxv_v4b,CD,0.0575,0.0891959798995,0.05982836480401094
W2,fluxv_v4b,CD,0.06,0.0858040201007,0.06025587927791765
W2,fluxv_v4b,CD,0.0625,0.0715295226133,0.060683393751824355
W2,fluxv_v4b,CD,0.065,0.0665829145729,0.058880539388535796
W2,fluxv_v4b,CD,0.0675,0.0542870603016,0.05707768502524724
W2,fluxv_v4b,CD,0.07,0.0400125628142,0.05527483066195868
W2,fluxv_v4b,CD,0.0725,0.0257380653268,0.052930831298632415
W2,fluxv_v4b,CD,0.075,0.0114635678394,0.05050952550672932
W2,fluxv_v4b,CD,0.0775,-0.00281092964812,0.04808821971482622
W2,fluxv_v4b,CD,0.08,-0.0170854271356,0.03840397509964579
W2,fluxv_v4b,CD,0.0825,-0.031359924623,0.02629875087670624
W2,fluxv_v4b,CD,0.085,-0.0560929648239,0.014193526653766692
W2,fluxv_v4b,CD,0.0875,-0.0733354271355,0.0012571701845386692
W2,fluxv_v4b,CD,0.09,-0.0917085427136,-0.012177865632462547
W2,fluxv_v4b,CD,0.0925,-0.115876256282,-0.02561290144946377
W2,fluxv_v4b,CD,0.095,-0.158699748743,-0.0379731305528103
W2,fluxv_v4b,CD,0.0975,-0.176224874372,-0.04925855294250215
W2,fluxv_v4b,CD,0.1,-0.204773869346,-0.060543975332194
W2,fluxv_v4b,CD,0.1025,-0.233322864319,-0.07087970216529438
W2,fluxv_v4b,CD,0.105,-0.261871859291,-0.07963260307074244
W2,fluxv_v4b,CD,0.1075,-0.290420854274,-0.0883855039761905
W2,fluxv_v4b,CD,0.11,-0.325188442212,-0.09990016281587473
W2,fluxv_v4b,CD,0.1125,-0.358825376882,-0.11970009545826753
W2,fluxv_v4b,CD,0.115,-0.388222361802,-0.1395000281006603
W2,fluxv_v4b,CD,0.1175,-0.431045854276,-0.1594815153687603
W2,fluxv_v4b,CD,0.12,-0.473869346734,-0.1807338850168114
W2,fluxv_v4b,CD,0.1225,-0.506940954771,-0.20198625466486253
W2,fluxv_v4b,CD,0.125,-0.548209798988,-0.22323862431291364
W2,fluxv_v4b,CD,0.1275,-0.591033291461,-0.24324623380492563
W2,fluxv_v4b,CD,0.13,-0.633856783919,-0.26325384329693763
W2,fluxv_v4b,CD,0.1325,-0.676680276378,-0.2832614527889496
W2,fluxv_v4b,CD,0.135,-0.717525125625,-0.31146590288319187
W2,fluxv_v4b,CD,0.1375,-0.755967336689,-0.3408413302063242
W2,fluxv_v4b,CD,0.14,-0.805150753769,-0.37021675752945643
W2,fluxv_v4b,CD,0.1425,-0.847974246227,-0.3984390221161256
W2,fluxv_v4b,CD,0.145,-0.890797738689,-0.42627689912397404
W2,fluxv_v4b,CD,0.1475,-0.93362123116,-0.45411477613182255
W2,fluxv_v4b,CD,0.15,-0.984924623116,-0.4783603899912797
W2,fluxv_v4b,CD,0.1525,-1.03057474874,-0.5004506459617021
W2,fluxv_v4b,CD,0.155,-1.0733982412,-0.5225409019321244
W2,fluxv_v4b,CD,0.1575,-1.12229899498,-0.5539910999726906
W2,fluxv_v4b,CD,0.16,-1.17035175879,-0.5948012400834005
W2,fluxv_v4b,CD,0.1625,-1.21388190954,-0.6356113801941105
W2,fluxv_v4b,CD,0.165,-1.26730527638,-0.6720297857693585
W2,fluxv_v4b,CD,0.1675,-1.31012876885,-0.7011286337855033
W2,fluxv_v4b,CD,0.17,-1.35295226131,-0.7302274818016481
W2,fluxv_v4b,CD,0.1725,-1.40581030151,-0.7620725767926024
W2,fluxv_v4b,CD,0.175,-1.44283919597,-0.802156412707987
W2,fluxv_v4b,CD,0.1775,-1.49272927136,-0.8422402486233715
W2,fluxv_v4b,CD,0.18,-1.53555276382,-0.8835345918922118
W2,fluxv_v4b,CD,0.1825,-1.57837625628,-0.933302486635242
W2,fluxv_v4b,CD,0.185,-1.62600502512,-0.9830703813782721
W2,fluxv_v4b,CD,0.1875,-1.67532977387,-1.0328382761213022
W2,fluxv_v4b,CD,0.19,-1.7074120603,-1.0596436954752648
W2,fluxv_v4b,CD,0.1925,-1.74967022613,-1.0864491148292275
W2,fluxv_v4b,CD,0.195,-1.78712311558,-1.11325453418319
W2,fluxv_v4b,CD,0.1975,-1.82401067839,-1.1397812024164693
W2,fluxv_v4b,CD,0.2,-1.85552763819,-1.1662680490610793
W2,fluxv_v4b,CD,0.2025,-1.89538316583,-1.192754895705689
W2,fluxv_v4b,CD,0.205,-1.92986809046,-1.2550798315763911
W2,fluxv_v4b,CD,0.2075,-1.96378768844,-1.3293507971891245
W2,fluxv_v4b,CD,0.21,-1.99233668342,-1.4036217628018581
W2,fluxv_v4b,CD,0.2125,-2.02441896985,-1.4276302133586494
W2,fluxv_v4b,CD,0.215,-2.05423994975,-1.4214811548818753
W2,fluxv_v4b,CD,0.2175,-2.07798366835,-1.415332096405101
W2,fluxv_v4b,CD,0.22,-2.10653266331,-1.4432786745953372
W2,fluxv_v4b,CD,0.2225,-2.1309830402,-1.505320889452584
W2,fluxv_v4b,CD,0.225,-2.1523241206,-1.5673631043098308
W2,fluxv_v4b,CD,0.2275,-2.17083856784,-1.6024665472560211
W2,fluxv_v4b,CD,0.23,-2.19641959799,-1.5926720370171172
W2,fluxv_v4b,CD,0.2325,-2.21069409547,-1.5828775267782136
W2,fluxv_v4b,CD,0.235,-2.23260050251,-1.5981632369775047
W2,fluxv_v4b,CD,0.2375,-2.25054962312,-1.6886896084913823
W2,fluxv_v4b,CD,0.24,-2.26256281407,-1.7792159800052598
W2,fluxv_v4b,CD,0.2425,-2.26779208542,-1.852395957213063
W2,fluxv_v4b,CD,0.245,-2.28206658292,-1.8041511742783412
W2,fluxv_v4b,CD,0.2475,-2.2851758794,-1.7559063913436195
W2,fluxv_v4b,CD,0.25,-2.29648241206,-1.7076616084088978
W2,fluxv_v4b,CD,0.2525,-2.29648241206,-1.7380517789938619
W2,fluxv_v4b,CD,0.255,-2.29648241206,-1.7684419495788262
W2,fluxv_v4b,CD,0.2575,-2.30778894472,-1.7988321201637902
W2,fluxv_v4b,CD,0.26,-2.30778894472,-1.8595952718869513
W2,fluxv_v4b,CD,0.2625,-2.3014290201,-1.924697420915569
W2,fluxv_v4b,CD,0.265,-2.29648241206,-1.9897995699441866
W2,fluxv_v4b,CD,0.2675,-2.29549309045,-2.0010236390854477
W2,fluxv_v4b,CD,0.27,-2.2851758794,-1.9942883482642568
W2,fluxv_v4b,CD,0.2725,-2.27825062814,-1.987553057443066
W2,fluxv_v4b,CD,0.275,-2.26397613065,-1.9550114471836133
W2,fluxv_v4b,CD,0.2775,-2.26100816583,-1.9069860452612042
W2,fluxv_v4b,CD,0.28,-2.24673366834,-1.8589606433387953
W2,fluxv_v4b,CD,0.2825,-2.23245917085,-1.8710462972600195
W2,fluxv_v4b,CD,0.285,-2.21818467337,-1.9432430070248776
W2,fluxv_v4b,CD,0.2875,-2.201790201,-2.0154397167897358
W2,fluxv_v4b,CD,0.29,-2.17832914573,-2.0472788227535825
W2,fluxv_v4b,CD,0.2925,-2.16405464824,-2.0118552557157403
W2,fluxv_v4b,CD,0.295,-2.1387562814,-1.9764316886778985
