figure,case_id,model,phase,CL,CD,persistence,ldvm_delta_CL,ldvm_delta_CD,ldvm_shedding
14,razak2014_fig14,old,0.0,-1.2752070313752495,-0.17903080095561577,,,,
14,razak2014_fig14,old,0.0078125,-1.2671236579350948,-0.18210072006225111,,,,
14,razak2014_fig14,old,0.015625,-1.2550892541401049,-0.1842875491244749,,,,
14,razak2014_fig14,old,0.0234375,-1.2392126752824082,-0.18557724497539382,,,,
14,razak2014_fig14,old,0.03125,-1.2196334600056966,-0.1859642125622263,,,,
14,razak2014_fig14,old,0.0390625,-1.196517087594769,-0.18545166966215754,,,,
14,razak2014_fig14,old,0.046875,-1.170052909301887,-0.1840513695039215,,,,
14,razak2014_fig14,old,0.0546875,-1.1404503949063016,-0.18178353917681483,,,,
14,razak2014_fig14,old,0.0625,-1.107935178330738,-0.17867670211215905,,,,
14,razak2014_fig14,old,0.0703125,-1.0727449657250503,-0.17476739463195046,,,,
14,razak2014_fig14,old,0.078125,-1.035125284277484,-0.1700998092371888,,,,
14,razak2014_fig14,old,0.0859375,-0.9953251868890911,-0.16472537194462028,,,,
14,razak2014_fig14,old,0.09375,-0.9535929908400325,-0.15870225478854116,,,,
14,razak2014_fig14,old,0.1015625,-0.9101721884163806,-0.15209481532180213,,,,
14,razak2014_fig14,old,0.109375,-0.8652977370800901,-0.14497296463087422,,,,
14,razak2014_fig14,old,0.1171875,-0.8191927152891286,-0.1374114774677549,,,,
14,razak2014_fig14,old,0.125,-0.7720653611621068,-0.12948923552609035,,,,
14,razak2014_fig14,old,0.1328125,-0.7241066432528038,-0.12128842844950023,,,,
14,razak2014_fig14,old,0.140625,-0.6754883513510008,-0.11289374669031553,,,,
14,razak2014_fig14,old,0.1484375,-0.6263617087815666,-0.10439153277871749,,,,
14,razak2014_fig14,old,0.15625,-0.576856423013586,-0.09586891450829609,,,,
14,razak2014_fig14,old,0.1640625,-0.5270803506362309,-0.08741293233820335,,,,
14,razak2014_fig14,old,0.171875,-0.47711972496939303,-0.07910966437382923,,,,
14,razak2014_fig14,old,0.1796875,-0.4270397819595822,-0.0710433727785705,,,,
14,razak2014_fig14,old,0.1875,-0.37688593248401564,-0.06329567038815266,,,,
14,razak2014_fig14,old,0.1953125,-0.3266854112284079,-0.05594471401004293,,,,
14,razak2014_fig14,old,0.203125,-0.2764493173815487,-0.04906443731615384,,,,
14,razak2014_fig14,old,0.2109375,-0.22617509256194473,-0.04272383391419225,,,,
14,razak2014_fig14,old,0.21875,-0.17584933510904047,-0.03698629841542432,,,,
14,razak2014_fig14,old,0.2265625,-0.12545077659378226,-0.03190902857173112,,,,
14,razak2014_fig14,old,0.234375,-0.07495319834668425,-0.02754248507405115,,,,
14,razak2014_fig14,old,0.2421875,-0.02432838744819641,-0.023929903493864552,,,,
14,razak2014_fig14,old,0.25,0.02645040546854374,-0.02110687118887108,,,,
14,razak2014_fig14,old,0.2578125,0.07740531959900766,-0.019101020193083663,,,,
14,razak2014_fig14,old,0.265625,0.1285512004327954,-0.01793169890845826,,,,
14,razak2014_fig14,old,0.2734375,0.1798939488259681,-0.017609832931930372,,,,
14,razak2014_fig14,old,0.28125,0.23142889973738384,-0.0181378475884749,,,,
14,razak2014_fig14,old,0.2890625,0.2831383603126655,-0.0195096495866116,,,,
14,razak2014_fig14,old,0.296875,0.3349881262550174,-0.021710845738115492,,,,
14,razak2014_fig14,old,0.3046875,0.3869266922348222,-0.024718686774333615,,,,
14,razak2014_fig14,old,0.3125,0.4388845237264972,-0.028502207789001224,,,,
14,razak2014_fig14,old,0.3203125,0.49077196957619923,-0.03302267360423558,,,,
14,razak2014_fig14,old,0.328125,0.542478313256058,-0.03823395999917764,,,,
14,razak2014_fig14,old,0.3359375,0.5938714321969283,-0.04408301211092808,,,,
14,razak2014_fig14,old,0.34375,0.6447979401718397,-0.0505103529221232,,,,
14,razak2014_fig14,old,0.3515625,0.6950839567960959,-0.057450668056211775,,,,
14,razak2014_fig14,old,0.359375,0.7445361885691906,-0.06483342543668544,,,,
14,razak2014_fig14,old,0.3671875,0.7929437743916583,-0.07258356273021313,,,,
14,razak2014_fig14,old,0.375,0.8400804293588614,-0.08062219793603745,,,,
14,razak2014_fig14,old,0.3828125,0.8857070828504109,-0.08886739576552499,,,,
14,razak2014_fig14,old,0.390625,0.9295750133875601,-0.09723494818093191,,,,
14,razak2014_fig14,old,0.3984375,0.9714292777844264,-0.10563918613633361,,,,
14,razak2014_fig14,old,0.40625,1.0110124721967657,-0.11399380200671565,,,,
14,razak2014_fig14,old,0.4140625,1.0480687469254775,-0.12221268591983837,,,,
14,razak2014_fig14,old,0.421875,1.0823479569642942,-0.1302107522030752,,,,
14,razak2014_fig14,old,0.4296875,1.1136098952023847,-0.1379047671222245,,,,
14,razak2014_fig14,old,0.4375,1.1416284715065792,-0.14521415870090282,,,,
14,razak2014_fig14,old,0.4453125,1.1661957860080978,-0.15206179963290878,,,,
14,razak2014_fig14,old,0.453125,1.1871259409406596,-0.15837475931290848,,,,
14,razak2014_fig14,old,0.4609375,1.2042585291459524,-0.1640850238453578,,,,
14,razak2014_fig14,old,0.46875,1.21746168744731,-0.1691301664496778,,,,
14,razak2014_fig14,old,0.4765625,1.2266346482280273,-0.1734539758425575,,,,
14,razak2014_fig14,old,0.484375,1.231709653190719,-0.17700702122700718,,,,
14,razak2014_fig14,old,0.4921875,1.232653349269344,-0.1797471639273293,,,,
14,razak2014_fig14,old,0.5,1.229467350127999,-0.18163999283920207,,,,
14,razak2014_fig14,old,0.5078125,1.2221882074631187,-0.18265919773845898,,,,
14,razak2014_fig14,old,0.515625,1.2108866388961446,-0.18278685838931483,,,,
14,razak2014_fig14,old,0.5234375,1.1956660646094854,-0.18201365113793883,,,,
14,razak2014_fig14,old,0.53125,1.1766604540446441,-0.18033897976374624,,,,
14,razak2014_fig14,old,0.5390625,1.1540315993555432,-0.1777710183878522,,,,
14,razak2014_fig14,old,0.546875,1.1279659115081255,-0.17432666600035399,,,,
14,razak2014_fig14,old,0.5546875,1.0986707774824687,-0.17003142591542633,,,,
14,razak2014_fig14,old,0.5625,1.066370563660658,-0.16491920113529468,,,,
14,razak2014_fig14,old,0.5703125,1.031302451815332,-0.1590319977532732,,,,
14,razak2014_fig14,old,0.578125,0.9937121397432526,-0.1524195413420909,,,,
14,razak2014_fig14,old,0.5859375,0.9538495118546424,-0.1451388222081649,,,,
14,razak2014_fig14,old,0.59375,0.9119643767537522,-0.1372535745324898,,,,
14,razak2014_fig14,old,0.6015625,0.8683023220402496,-0.12883367830519815,,,,
14,razak2014_fig14,old,0.609375,0.8231009076761152,-0.119954489489232,,,,
14,razak2014_fig14,old,0.6171875,0.7765862857143018,-0.11069611981508275,,,,
14,razak2014_fig14,old,0.625,0.728970242602034,-0.10114265627488002,,,,
14,razak2014_fig14,old,0.6328125,0.6804477466993908,-0.09138132243304892,,,,
