figure,case_id,model,quantity,phase,experiment,experiment_std,prediction
14,razak2014_fig14,fluxv_old,CL,1.4654926808931534e-10,-0.6837106439267611,0.10295194828167618,-1.275207031223619
14,razak2014_fig14,fluxv_old,CL,0.01626773653830417,-0.6950561889868423,0.11757723472736871,-1.253783083601211
14,razak2014_fig14,fluxv_old,CL,0.0325370948950491,-0.6986555444450921,0.13266368293226014,-1.2158250804956603
14,razak2014_fig14,fluxv_old,CL,0.048803924894603695,-0.6944649482235762,0.14721231028970885,-1.1627439778509419
14,razak2014_fig14,fluxv_old,CL,0.06507142276209536,-0.6825009997311662,0.16043781385636713,-1.0963525973774912
14,razak2014_fig14,fluxv_old,CL,0.08134097193825088,-0.6628661625917154,0.17175061280985598,-1.0187417967458714
14,razak2014_fig14,fluxv_old,CL,0.0976082312814793,-0.635737446865283,0.1806860746054852,-0.9321494710732656
14,razak2014_fig14,fluxv_old,CL,0.11387549062470773,-0.6013780286343438,0.18692458517061628,-0.8387383491348527
14,razak2014_fig14,fluxv_old,CL,0.13014513521056856,-0.5601209524023503,0.19025201213080448,-0.7404808378764902
14,razak2014_fig14,fluxv_old,CL,0.14641239455379698,-0.5123733563978101,0.19058052952274687,-0.6390959976034585
14,razak2014_fig14,fluxv_old,CL,0.1626796538970254,-0.4586080219661324,0.1879597846693415,-0.535890929542907
14,razak2014_fig14,fluxv_old,CL,0.17894920307318093,-0.3993695606220252,0.1825553189481542,-0.4317724370660676
14,razak2014_fig14,fluxv_old,CL,0.19521646241640936,-0.3352550983737186,0.17470168589980792,-0.3273025167332244
14,razak2014_fig14,fluxv_old,CL,0.21148372175963778,-0.2669165392787185,0.16488389007079002,-0.22265649751669295
14,razak2014_fig14,fluxv_old,CL,0.22775327093579328,-0.19506147086611014,0.15380891537531735,-0.11775400238519455
14,razak2014_fig14,fluxv_old,CL,0.244020625688727,-0.12042917044555135,0.14241311937747006,-0.012413647001703542
14,razak2014_fig14,fluxv_old,CL,0.26028788503195543,-0.04379271775931193,0.13189181041972667,0.09361085532536087
14,razak2014_fig14,fluxv_old,CL,0.27655743420811096,0.034050210144465076,0.12367766839143077,0.2004745128274843
14,razak2014_fig14,fluxv_old,CL,0.2928247889610447,0.11227582987459317,0.11919145178828179,0.30810780697348616
