benchmark,condition,step,phase,strip_index,airplane_index,wing_index,spanwise_index,chord_m,strip_width_m,v_perp_m_s,lift_direction_x_gp1,lift_direction_y_gp1,lift_direction_z_gp1,lift_direction_surface_normal_projection,lift_direction_surface_normal_angle_deg,gamma_eq_m2_s,delta_t_tilde,y_gamma,x_state,y_phi,normal_x_gp1,normal_y_gp1,normal_z_gp1
yang2025,aoa15_smoke,24,0.19999999999999996,1,0,0,1,0.13000000000000003,0.06249999999999999,5.527428214951051,0.0994976402240989,-0.6018553088591013,0.792382740087107,0.9868845915232693,9.289756888915315,0.019327333725422877,1.7007471430618617,0.047323703064426875,0.018127852028371295,0.0639257015759533,0.2588190451025206,-0.5842467368005974,0.7691998780746608
yang2025,aoa15_smoke,24,0.19999999999999996,2,0,0,2,0.13000000000000003,0.06249999999999999,5.550722877615085,0.13488005691459293,-0.5993295087603484,0.7890573554411591,0.992008658894801,7.248315779222958,-0.037693012876116996,1.7079147315738719,-0.0922927587578535,-0.05335533816811869,-0.07066588239027768,0.25881904510252074,-0.5842467368005974,0.7691998780746607
yang2025,aoa15_smoke,24,0.19999999999999996,3,0,0,3,0.13,0.06250000000000003,5.581000103771918,0.1697540859681549,-0.5960781138953068,0.7847766767890915,0.9958424074561234,5.226478591996019,-0.07318780240078565,1.7172308011605901,-0.17920308501719878,-0.09804016900242829,-0.1538872055357121,0.2588190451025208,-0.5842467368005974,0.7691998780746606
yang2025,aoa15_smoke,25,0.25,0,0,0,0,0.13000000000000003,0.06249999999999999,5.500017908899544,0.0025519199241300717,-0.630772040091796,0.7759639947466215,0.9665831665647804,14.8537855999931,0.10265946943581099,1.6923132027383208,0.25136556947539485,0.1186525802611061,0.2724561829051688,0.2588190451025208,-0.6092809879377961,0.7495261033678298
yang2025,aoa15_smoke,25,0.25,1,0,0,1,0.13,0.0625,5.500043902220612,0.003995529090521877,-0.6307690590501076,0.7759603275247575,0.9669522351401882,14.771072437078978,0.08894150598138173,1.692321200683265,0.2177766203534504,0.09794397259207285,0.25060963310740747,0.2588190451025208,-0.6092809879377957,0.74952610336783
yang2025,aoa15_smoke,25,0.25,2,0,0,2,0.13,0.06249999999999999,5.500081357676571,0.005439113276823412,-0.6307647635240651,0.7759550432487646,0.967319284335667,14.688360228342118,0.05013614087917893,1.6923327254389449,0.1227602253611226,0.04754495314998817,0.164265703952842,0.25881904510252074,-0.6092809879377964,0.7495261033678295
yang2025,aoa15_smoke,25,0.25,3,0,0,3,0.13,0.06250000000000003,5.500130275033252,0.006882663458657146,-0.6307591535942308,0.7759481420177541,0.9676843119389074,14.605649318500124,0.015000412475433154,1.6923477769333082,0.03672907375203878,0.00432835743722342,0.07883761206842668,0.258819045102521,-0.609280987937796,0.7495261033678299
yang2025,aoa15_smoke,26,0.30000000000000004,0,0,0,0,0.13,0.0625,5.507672143449469,-0.05276403748065114,-0.6080492267319972,0.7921439857875338,0.9509239615062485,18.024561184726206,0.16765690452075435,1.6946683518306056,0.4105142322763691,0.19484451467569755,0.4417520366638299,0.2588190451025208,-0.5881497396606444,0.766219671914873
yang2025,aoa15_smoke,26,0.30000000000000004,1,0,0,1,0.12999999999999998,0.06250000000000001,5.518771001984549,-0.08240772651090149,-0.6068263725227113,0.7905508966677807,0.9413117326106203,19.726975433509015,0.18520952601888535,1.6980833852260153,0.45349248574788636,0.2113261065565431,0.49975289470008644,0.2588190451025207,-0.5881497396606445,0.766219671914873
yang2025,aoa15_smoke,26,0.30000000000000004,2,0,0,2,0.13000000000000006,0.06249999999999999,5.534720046612849,-0.11183433275660735,-0.605077720230367,0.7882728173023007,0.9309215878669852,21.42106763680083,0.167634789715019,1.7029907835731835,0.4104600833433181,0.1864675180854849,0.4667476541018407,0.25881904510252074,-0.5881497396606447,0.7662196719148726
yang2025,aoa15_smoke,26,0.30000000000000004,3,0,0,3,0.13,0.06249999999999999,5.555477504753939,-0.14096971407716724,-0.6028169108869685,0.7853275187217719,0.9197943561560937,23.10396329608579,0.1255150109736345,1.7093776937704428,0.3073282219798064,0.13603634920870092,0.3602115073234132,0.25881904510252074,-0.5881497396606447,0.7662196719148726
yang2025,aoa15_smoke,27,0.3500000000000001,0,0,0,0,0.13000000000000003,0.06249999999999999,5.525553520872392,-0.09606159310197172,-0.5433172729653051,0.8340134958310061,0.9365962278633935,20.512424081592503,0.23957953589926387,1.7001703141145819,0.5866194984927697,0.2815522573605171,0.621891974150373,0.2588190451025208,-0.5272424757745767,0.8093380465734417
yang2025,aoa15_smoke,27,0.3500000000000001,1,0,0,1,0.13000000000000003,0.0625,5.562314068484139,-0.14926587759977838,-0.5397265658899367,0.8285016184999424,0.916471800434034,23.58438549888945,0.2886718571691719,1.7114812518412732,0.7068238923075582,0.3366840155373618,0.7570076841568099,0.25881904510252074,-0.5272424757745765,0.8093380465734415
yang2025,aoa15_smoke,27,0.3500000000000001,2,0,0,2,0.13000000000000006,0.06249999999999999,5.614828465994956,-0.2012054178845438,-0.534678608396676,0.8207528041602419,0.8940959503471622,26.60745743895906,0.2904768063969534,1.727639527998447,0.7112433783326553,0.33610517194573886,0.7697929299944217,0.2588190451025208,-0.5272424757745764,0.8093380465734417
yang2025,aoa15_smoke,27,0.3500000000000001,3,0,0,3,0.12999999999999998,0.06250000000000003,5.682659978416565,-0.25150266428248513,-0.5282963756386406,0.8109558245341657,0.8697840125099563,29.5664499427654,0.2436170715905968,1.7485107625897125,0.5965055563879329,0.2800186872317172,0.6512078292746806,0.2588190451025208,-0.5272424757745765,0.8093380465734417
yang2025,aoa15_smoke,28,0.40000000000000013,0,0,0,0,0.13000000000000003,0.06249999999999999,5.546306134884846,-0.12895077791978277,-0.442621940210551,0.887388029510276,0.9244863900111896,22.408966002739273,0.3052765248723808,1.7065557338107213,0.7474810452823897,0.36282006169532643,0.7802424281199949,0.2588190451025207,-0.4311395493698548,0.86436762483412
yang2025,aoa15_smoke,28,0.40000000000000013,1,0,0,1,0.13,0.06250000000000003,5.612547004325524,-0.19925709033837274,-0.43739799070411994,0.8769148246425555,0.8949848269142844,26.49351906854907,0.38095917466449614,1.726937539792469,0.9327928579086661,0.4514174491684124,0.9777297972664281,0.25881904510252085,-0.43113954936985477,0.86436762483412
yang2025,aoa15_smoke,28,0.40000000000000013,2,0,0,2,0.12999999999999998,0.06250000000000001,5.706566269805382,-0.2666190154163817,-0.4301915839326848,0.8624671018258534,0.8619551669659796,30.463177178437935,0.39776431791893474,1.7558665445555024,0.9739408828057636,0.47016749919372053,1.0243497094332474,0.25881904510252074,-0.4311395493698544,0.8643676248341201
yang2025,aoa15_smoke,28,0.40000000000000013,3,0,0,3,0.13000000000000003,0.06249999999999999,5.827019468786128,-0.33029207905827856,-0.42129888111319763,0.8446386181581611,0.8262310054669209,34.286504454208014,0.35220728315082783,1.792929067318808,0.8623927708680164,0.4151209136269252,0.9106191862892652,0.2588190451025209,-0.4311395493698548,0.8643676248341198
yang2025,aoa15_smoke,29,0.44999999999999973,0,0,0,0,0.13000000000000003,0.062499999999999986,5.567014086963062,-0.15469488842356147,-0.3094995031903326,0.9382321402619712,0.914260310467315,23.8991012167386,0.36011948884535294,1.7129274113732496,0.881766103899455,0.4317092041657195,0.9092876472514788,0.25881904510252074,-0.3025961270083784,0.9173049034054864
yang2025,aoa15_smoke,29,0.44999999999999973,1,0,0,1,0.13,0.06250000000000001,5.662379009362791,-0.2377630650504975,-0.3042869598307839,0.9224305778619503,0.8766885382108542,28.754552170158696,0.4562134464391618,1.7422704644193203,1.1170557708581883,0.5463937530859965,1.1534581678874813,0.25881904510252074,-0.3025961270083782,0.9173049034054864
yang2025,aoa15_smoke,29,0.44999999999999973,2,0,0,2,0.13000000000000003,0.06250000000000001,5.796904453867614,-0.31593078151052667,-0.29722554647577426,0.9010242592829149,0.8346843671499845,33.41701336290852,0.4837477506069243,1.7836629088823424,1.184474549518114,0.579105771449648,1.2238690594463408,0.25881904510252085,-0.3025961270083784,0.9173049034054864
yang2025,aoa15_smoke,29,0.44999999999999973,3,0,0,3,0.13,0.06250000000000001,5.967942815513458,-0.388163323907703,-0.28870720572083963,0.8752013387431423,0.7897241009490557,37.84026422781639,0.4441894745736883,1.836290097081064,1.0876146238122193,0.5308453922419556,1.1265003828046813,0.2588190451025208,-0.3025961270083783,0.9173049034054864
yang2025,aoa15_smoke,30,0.4999999999999998,0,0,0,0,0.13000000000000003,0.0625,5.5853766629244115,-0.1741776187825178,-0.14805316696238066,0.9735206299137482,0.9060804420711833,25.030804165298594,0.4053835565255335,1.7185774347459724,0.9925968749109447,0.4887614245576727,1.015207913604344,0.2588190451025208,-0.14522830091512856,0.9549457798773312
yang2025,aoa15_smoke,30,0.4999999999999998,1,0,0,1,0.13000000000000003,0.062499999999999986,5.706288990537562,-0.26644966094464395,-0.14491602247888105,0.9528923992830379,0.8620442362789252,30.45310969499834,0.51734929213704,1.755781227857711,1.2667491869031218,0.6236858830272871,1.2958153181759429,0.25881904510252074,-0.1452283009151286,0.9549457798773312
yang2025,aoa15_smoke,30,0.4999999999999998,2,0,0,2,0.13,0.06250000000000004,5.8759465430284505,-0.35194839014724905,-0.14073182891781932,0.9253793184430941,0.8130343730681268,35.606533753677674,0.55300112169171,1.8079835517010616,1.3540440315784368,0.666804198147029,1.384697484505005,0.2588190451025207,-0.14522830091512842,0.9549457798773312
yang2025,aoa15_smoke,30,0.4999999999999998,3,0,0,3,0.13000000000000003,0.062499999999999986,6.090276977751838,-0.4294748983657807,-0.1357791618746683,0.8928131556346574,0.7611508490804837,40.434240491766886,0.5227720170914764,1.873931377769796,1.2800269327727576,0.6295229207387231,1.311498569715725,0.25881904510252074,-0.14522830091512856,0.9549457798773312
yang2025,aoa15_smoke,31,0.5499999999999998,0,0,0,0,0.13000000000000003,0.06249999999999999,5.596062351510084,-0.18449241093619503,0.03307076746236972,0.9822773919043439,0.901594534346249,25.63154029561036,0.4431174304711256,1.721865338926179,1.0849896835332136,0.5362503270771227,1.1037232276016655,0.2588190451025208,0.03250183692457364,0.9653788543824378
yang2025,aoa15_smoke,31,0.5499999999999998,1,0,0,1,0.13,0.06249999999999999,5.731572735443275,-0.2813780345586128,0.03228888217491998,0.9590536115128426,0.8540735305392493,31.34246734019185,0.5688823078813637,1.7635608416748538,1.3929297128745313,0.6884365304643811,1.4170146907931849,0.2588190451025208,0.03250183692457361,0.9653788543824378
yang2025,aoa15_smoke,31,0.5499999999999998,2,0,0,2,0.12999999999999998,0.06250000000000003,5.921102271261962,-0.3703780490538209,0.03125534203824338,0.9283551068277471,0.8013693525363603,36.73893443171849,0.6122434565436072,1.8218776219267578,1.4991011151474327,0.7410644282099642,1.524559503238689,0.25881904510252074,0.0325018369245736,0.9653788543824376
yang2025,aoa15_smoke,31,0.5499999999999998,3,0,0,3,0.13,0.06249999999999999,6.159666557305608,-0.45024416791493976,0.030044820610007975,0.8923998532121664,0.7459486942021876,41.75935058835035,0.5931366879468143,1.8952820176324947,1.4523174740906233,0.7171170396686917,1.479442566220483,0.25881904510252085,0.03250183692457359,0.9653788543824378
yang2025,aoa15_smoke,32,0.5999999999999999,0,0,0,0,0.13,0.06250000000000001,5.589882322088158,-0.17860678190643467,0.2172571567717121,0.9596347978728675,0.9041674181778602,25.288619304440356,0.47254573620070667,1.719963791411741,1.1570459962052502,0.5735986787481121,1.171818954268789,0.2588190451025208,0.21328378806553236,0.9420842465727981
yang2025,aoa15_smoke,32,0.5999999999999999,1,0,0,1,0.13000000000000003,0.06249999999999999,5.716454513675671,-0.27257396448122845,0.21244670749674965,0.9383868234160029,0.8588035488618233,30.817490316089373,0.6120852820387235,1.758909081130975,1.4987138189270728,0.742597527922523,1.5189919635501128,0.2588190451025207,0.21328378806553255,0.942084246572798
yang2025,aoa15_smoke,32,0.5999999999999999,2,0,0,2,0.12999999999999998,0.06250000000000004,5.893691159941486,-0.35935416174327894,0.20605795367081742,0.9101674055726128,0.808395494457925,36.060538189211,0.6648031947945776,1.81344343382815,1.6277956097667883,0.8063491451508014,1.6504415889645667,0.25881904510252074,0.2132837880655325,0.9420842465727981
yang2025,aoa15_smoke,32,0.5999999999999999,3,0,0,3,0.13000000000000012,0.06249999999999991,6.117190059197289,-0.43773173585050823,0.19852937839644166,0.876913344260893,0.7551760352204472,40.959246283687364,0.6551538974072121,1.8822123259068564,1.604168942435049,0.7940035763491755,1.6284116270400961,0.2588190451025207,0.2132837880655327,0.942084246572798
yang2025,aoa15_smoke,33,0.6499999999999999,0,0,0,0,0.13000000000000003,0.06250000000000001,5.56074593515319,-0.14740688419018405,0.3795664621848155,0.9133457785952945,0.9172222833564825,23.476681472074244,0.4872093034549358,1.7109987492779044,1.1929502917724963,0.5937802480104412,1.2010349853999176,0.2588190451025208,0.3706824063259107,0.8919681919960217
yang2025,aoa15_smoke,33,0.6499999999999999,1,0,0,1,0.13,0.062499999999999986,5.646458449349707,-0.22628175058443542,0.37380469202917327,0.8994813069594155,0.882305511229708,28.078261153827743,0.6401541693444709,1.7373718305691406,1.5674415444932122,0.7790334628483937,1.581503472687849,0.2588190451025209,0.3706824063259107,0.8919681919960216
yang2025,aoa15_smoke,33,0.6499999999999999,2,0,0,2,0.13,0.062499999999999986,5.767375097616547,-0.3009495209849265,0.3659676414296265,0.8806231153253814,0.843254106323857,32.51464247330707,0.7039145013194789,1.7745769531127837,1.723561113831716,0.8557494820913143,1.7416543383053473,0.2588190451025208,0.3706824063259108,0.8919681919960217
yang2025,aoa15_smoke,33,0.6499999999999999,3,0,0,3,0.12999999999999998,0.06250000000000001,5.921339615699061,-0.3704714111649678,0.35645188398225436,0.8577254735140719,0.8013092250577244,36.744693362684785,0.6944471242017396,1.821950650984327,1.7003798851178196,0.8444282238359246,1.717665041286775,0.2588190451025208,0.3706824063259106,0.8919681919960217
yang2025,aoa15_smoke,34,0.7,0,0,0,0,0.13000000000000006,0.0625,5.521038459786936,-0.0872162596482622,0.49231039753245687,0.8660391426110031,0.9396718419347878,20.003480617008627,0.4741751327627918,1.6987810645498258,1.1610356349300617,0.5821042041997686,1.1562764747258483,0.25881904510252085,0.477354333139138,0.8397294460274145
yang2025,aoa15_smoke,34,0.7,1,0,0,1,0.13000000000000006,0.06249999999999999,5.550872326560678,-0.13507589139172516,0.48966441291107915,0.8613845054870555,0.922113149670001,22.763008341385717,0.6338329724369257,1.7079607158648233,1.551963856276396,0.7763427733289543,1.5508813207041272,0.25881904510252085,0.47735433313913805,0.8397294460274144
yang2025,aoa15_smoke,34,0.7,2,0,0,2,0.13000000000000003,0.06249999999999998,5.593427696822719,-0.18200891946188202,0.48593899595299245,0.8548310040285833,0.9026844760841576,25.486795599104646,0.703668914178354,1.7210546759454517,1.722959784486026,0.860813269660859,1.7249596522324886,0.2588190451025208,0.47735433313913805,0.8397294460274142
yang2025,aoa15_smoke,34,0.7,3,0,0,3,0.13000000000000006,0.06249999999999998,5.648417045143315,-0.22773078272750893,0.4812082070439129,0.8465089202553622,0.8816042257118435,28.163510159337005,0.6759430914684319,1.7379744754287116,1.6550720654772006,0.829459988493588,1.649300198212238,0.2588190451025208,0.47735433313913805,0.8397294460274142
yang2025,aoa15_smoke,35,0.75,0,0,0,0,0.13000000000000003,0.06249999999999999,5.500233209136973,-0.009208579105258503,0.5361381514732788,0.8440800226315498,0.9635015155151634,15.527620175072546,0.4226208396371837,1.6923794489652222,1.0348030104908459,0.5252031034001139,1.011398216026773,0.25881904510252074,0.5178916455019681,0.8153532641815345
yang2025,aoa15_smoke,35,0.75,1,0,0,1,0.12999999999999998,0.06250000000000001,5.500565158839874,-0.014334595678540587,0.5361057964524841,0.8440290838453262,0.9621165152999064,15.821339963287224,0.5704986944484296,1.692481587335346,1.396887496137545,0.707835308466188,1.3687128149452983,0.25881904510252085,0.5178916455019679,0.8153532641815346
yang2025,aoa15_smoke,35,0.75,2,0,0,2,0.13,0.062499999999999986,5.501041642331517,-0.01945948230666301,0.5360593605993512,0.8439559766138109,0.9607064400763166,16.115016586057724,0.6286033875058485,1.6926281976404667,1.5391590210133224,0.7805767000896556,1.506167452264339,0.2588190451025208,0.5178916455019683,0.8153532641815344
yang2025,aoa15_smoke,35,0.75,3,0,0,3,0.13000000000000003,0.06250000000000001,5.501662622058909,-0.02458283554440894,0.5359988548907169,0.8438607182186151,0.9592714140391296,16.408634626153184,0.571034201145999,1.6928192683258176,1.3981987044141135,0.7148090882385091,1.3510694963197567,0.25881904510252085,0.5178916455019676,0.8153532641815349
yang2025,aoa15_smoke,36,0.7999999999999998,0,0,0,0,0.13,0.062499999999999986,5.511637847423479,0.06495036795543849,0.5087379017968269,0.8584679359054801,0.9806966618950537,11.275996586018083,0.3395121143771672,1.6958885684379934,0.8313081729647247,0.4288052650777248,0.7918546371786375,0.25881904510252085,0.49244287343894455,0.83097094912603
yang2025,aoa15_smoke,36,0.7999999999999998,1,0,0,1,0.13,0.0625,5.5281930134648585,0.10086482302241853,0.5072143948542734,0.8558970996149419,0.9871054764519753,9.211027004566487,0.452238035650803,1.700982465681495,1.107321828122986,0.5720518201991756,1.0521491097099382,0.25881904510252074,0.4924428734389445,0.83097094912603
yang2025,aoa15_smoke,36,0.7999999999999998,2,0,0,2,0.13,0.0625,5.551880614978409,0.13638937256749267,0.5050503186969383,0.8522453371152972,0.9921997140113572,7.161031754279016,0.47970132298539353,1.7082709584548952,1.1745667193976495,0.6101315116202661,1.1060222636333252,0.2588190451025206,0.49244287343894444,0.8309709491260301
yang2025,aoa15_smoke,36,0.7999999999999998,3,0,0,3,0.13000000000000003,0.06249999999999996,5.582609861678048,0.1713956090545341,0.5022702899606474,0.8475541876598055,0.9959927804569024,5.1310273711530705,0.4061686334804544,1.7177261112855529,0.9945191653429939,0.5226727845330179,0.918279559758431,0.2588190451025205,0.49244287343894494,0.8309709491260298
yang2025,aoa15_smoke,37,0.8499999999999999,0,0,0,0,0.13000000000000003,0.0625,5.540445655678736,0.12061034033577181,0.42100631166235003,0.8990032432336125,0.9900907507189534,8.072671648478376,0.2479418360629719,1.7047525094396108,0.6070949047492666,0.3184187567928377,0.5624809914946535,0.25881904510252074,0.4096513541025343,0.8747562346014914
yang2025,aoa15_smoke,37,0.8499999999999999,1,0,0,1,0.13,0.0625,5.597782309099692,0.18609394385086378,0.41669405161955075,0.8897949827948654,0.9972176480561983,4.2750816146114845,0.31254224434402494,1.722394556646059,0.7652714324982544,0.40463374852748457,0.6992773356631821,0.2588190451025208,0.4096513541025343,0.8747562346014914
yang2025,aoa15_smoke,37,0.8499999999999999,2,0,0,2,0.13,0.06249999999999999,5.679152018858718,0.24919067716363932,0.41072374585453514,0.8770461852182849,0.9999504503164682,0.5703741913261501,0.30506171735250837,1.7474313904180672,0.7469550809962204,0.4001147688325637,0.6670433959928599,0.25881904510252085,0.4096513541025348,0.8747562346014911
yang2025,aoa15_smoke,37,0.8499999999999999,3,0,0,3,0.13,0.06249999999999998,5.783540497242336,0.30926905218753287,0.40331049667157887,0.8612161729981326,0.9986156285219698,3.015185712569991,0.23231442070115285,1.779550922228411,0.5688305908633633,0.31017762480287686,0.4915436027497777,0.25881904510252063,0.40965135410253445,0.8747562346014913
yang2025,aoa15_smoke,38,0.8999999999999999,0,0,0,0,0.13000000000000003,0.062499999999999986,5.56825386093877,0.15609325626725698,0.2874665481680324,0.9449856501726579,0.9944857264040472,6.019792972536576,0.16801707998006812,1.713308880288852,0.41139613542606407,0.2189385222487225,0.3716747718189928,0.2588190451025208,0.2811172071790614,0.9241135307526149
yang2025,aoa15_smoke,38,0.8999999999999999,1,0,0,1,0.13,0.06250000000000001,5.664678581700564,0.23936816950306267,0.28257326406802996,0.9289000106915127,0.9997983164732727,1.1507477732351459,0.1865506757800965,1.7429780251386349,0.45677634134670575,0.24833670792174162,0.3969307296015394,0.2588190451025208,0.2811172071790613,0.9241135307526149
yang2025,aoa15_smoke,38,0.8999999999999999,2,0,0,2,0.12999999999999998,0.06250000000000004,5.800484397249432,0.3176839178891491,0.2759574213295748,0.9071518229754776,0.9981103019155424,3.5229157386500844,0.15073247310871607,1.7847644299229026,0.36907412584182087,0.20769565573235496,0.29959834740748725,0.2588190451025208,0.2811172071790612,0.9241135307526149
yang2025,aoa15_smoke,38,0.8999999999999999,3,0,0,3,0.13000000000000014,0.06249999999999991,5.972985726262082,0.39000553186975384,0.267987701642995,0.8809530503262336,0.9903774473517066,7.954843610861888,0.08180185046835584,1.8378417619267924,0.200294905478506,0.12126172019017843,0.13695210312572975,0.2588190451025209,0.28111720717906197,0.9241135307526147
yang2025,aoa15_smoke,39,0.95,0,0,0,0,0.13000000000000003,0.062499999999999986,5.586514046895231,0.17530726912257025,0.12287052237995577,0.9768163574197882,0.9963401358288265,4.903460237770813,0.10767889301810013,1.718927399044686,0.2636558167768309,0.14198852861240888,0.2331739561048507,0.25881904510252074,0.12055068663427146,0.9583737443420626
yang2025,aoa15_smoke,39,0.95,1,0,0,1,0.13,0.0625,5.708506696437416,0.26780048960254177,0.12024473925087265,0.9559414733398318,0.9999566620543316,0.5334249916603723,0.09058302176103258,1.7564635989038202,0.2217959334379855,0.12619408058849213,0.17590759182948734,0.25881904510252074,0.12055068663427143,0.9583737443420626
yang2025,aoa15_smoke,39,0.95,2,0,0,2,0.12999999999999995,0.06250000000000003,5.879507171115356,0.353452286807969,0.11674752309125278,0.9281387271320352,0.9950579646228462,5.698618395838955,0.035468171097652074,1.8090791295739563,0.08684515004031423,0.06054144319704166,0.0354885455096606,0.25881904510252074,0.12055068663427122,0.9583737443420626
