benchmark,condition,step,phase,old_fx_w_n,old_fy_w_n,old_fz_w_n,lineitem_fx_w_n,lineitem_fy_w_n,lineitem_fz_w_n,delta_fx_w_n,delta_fy_w_n,delta_fz_w_n,f_kj_fx_w_n,f_kj_fy_w_n,f_kj_fz_w_n,old_fd_gamma_fx_w_n,old_fd_gamma_fy_w_n,old_fd_gamma_fz_w_n,delta_phi_gamma_fx_w_n,delta_phi_gamma_fy_w_n,delta_phi_gamma_fz_w_n,kinematic_added_mass_fx_w_n,kinematic_added_mass_fy_w_n,kinematic_added_mass_fz_w_n,old_lift_n,old_drag_n,old_CL,old_CD,lineitem_lift_n,lineitem_drag_n,lineitem_CL,lineitem_CD
yang2025,aoa15_smoke,30,0.4999999999999998,0.07990197305949612,-0.007285387816993921,-1.0128278841887455,0.10463036001078652,0.09152785128124521,-0.9794983799737985,0.024728386951290406,0.09881323909823914,0.03332950421494693,0.1047866008011075,0.006677851265308454,-0.9210128856585671,-0.024884627741611372,-0.01396323908230234,-0.09181499853017847,0.006652889974620695,-0.002954604859293205,-0.019427944992870087,-0.006809130764941664,0.08780460487522998,-0.039057549322361496,1.0128278841887455,-0.07990197305949612,1.6751426404953436,-0.13215197194030753,0.9794983799737985,-0.10463036001078652,1.6200180980448293,-0.17305090063237707
yang2025,aoa15_smoke,31,0.5499999999999998,0.1075990218928303,0.20616953219259182,-1.0818484419814514,0.13135840686016917,0.30591057106554875,-1.028438881123983,0.023759384967338884,0.09974103887295696,0.0534095608574682,0.1263667167814355,0.2038127328369726,-1.011846113583307,-0.0187676948886052,0.0023567993556192065,-0.07000232839814442,0.0059415212747906294,0.0005543226971726739,-0.016464651262530397,-0.0009498311960569525,0.10154351553140345,-0.00012811627814582585,1.0818484419814514,-0.1075990218928303,1.7892975539157452,-0.17796084849366442,1.028438881123983,-0.13135840686016917,1.700962078363412,-0.21725711935276767
yang2025,aoa15_smoke,32,0.5999999999999999,0.11968458902047904,0.4230508386134431,-1.0641869714998706,0.1414361015586984,0.5060095070363355,-0.9958094102886157,0.021751512538219355,0.08295866842289235,0.06837756121125502,0.12784621404114294,0.41632512683095785,-1.0344791949513708,-0.008161625020663876,0.0067257117824853115,-0.029707776548499973,0.004998995779182903,0.003124279165156214,-0.013800083963648138,0.008590891738372576,0.0865601010402214,0.05246986862640321,1.0641869714998706,-0.11968458902047904,1.7600867839918473,-0.19794948540437615,0.9958094102886157,-0.1414361015586984,1.646995339506391,-0.2339248833143829
yang2025,aoa15_smoke,33,0.6499999999999999,0.09966028437495192,0.5633331341031571,-0.9512237517737179,0.11274514928882545,0.6179099890357618,-0.8983342561335803,0.013084864913873537,0.05457685493260467,0.0528894956401377,0.0891083240325609,0.578445723864949,-0.9875889774660083,0.010551960342391017,-0.01511258976179178,0.0363652256922903,0.002948619846361065,0.0038120262691383328,-0.009172828602324158,0.020688205409903487,0.03565223890167453,0.09842754993475214,0.9512237517737179,-0.09966028437495192,1.573253947806169,-0.1648307619947623,0.8983342561335803,-0.11274514928882545,1.48577862177676,-0.1864721637615666
yang2025,aoa15_smoke,34,0.7,0.03982440119684924,0.5541137807745529,-0.7738488588633474,0.03383961496054744,0.5923161275733733,-0.774770322121023,-0.005984786236301801,0.03820234679882038,-0.0009214632576756412,0.0034519739393762917,0.6211974675691831,-0.8918579419255763,0.036372427257472945,-0.0670836867946303,0.11800908306222899,-0.0002666113785675052,-0.0008204053568851069,0.0014432015968612773,0.030654252399738645,-0.028060934638924794,0.11564441820769203,0.7738488588633474,-0.03982440119684924,1.279888953510568,-0.06586662316319475,0.774770322121023,-0.03383961496054744,1.2814129857954992,-0.05596822801118044
yang2025,aoa15_smoke,35,0.75,-0.032320014239476766,0.40921912066723654,-0.5788910840118304,-0.05853017425501944,0.45056678094206193,-0.6397202037297537,-0.02621016001554267,0.04134766027482537,-0.06082911971792332,-0.09153296733931802,0.5277030355729598,-0.7654286495633134,0.05921295309984128,-0.11848391490572333,0.18653756555148293,-0.00041796898481271554,-0.01219334264073416,0.019196837426814047,0.03342076206911132,-0.06494291199016376,0.1065116084067455,0.5788910840118304,0.032320014239476766,0.9574431689422922,0.0534549204649216,0.6397202037297537,0.05853017425501944,1.0580500477753203,0.09680459254806062
yang2025,aoa15_smoke,36,0.7999999999999998,-0.06892383587332644,0.22835990623382085,-0.3922787223052457,-0.10188966627156097,0.27288555738271725,-0.48396688926487935,-0.03296583039823453,0.044525651148896395,-0.09168816695963367,-0.13587087658840932,0.3557369046494925,-0.6072205784663925,0.0669470407150829,-0.12737699841567163,0.21494185616114686,0.005329199695753131,-0.02107637810071574,0.035565258142906765,0.028652010621095233,-0.061774969166059485,0.08768843105860644,0.3922787223052457,0.06892383587332644,0.6488000823742041,0.11399494249745172,0.48396688926487935,0.10188966627156097,0.8004455499809354,0.16851799527028521
yang2025,aoa15_smoke,37,0.8499999999999999,-0.05836367013704769,0.0936180062363408,-0.22387842920674203,-0.08584679627308683,0.1305958482553663,-0.31402594870600414,-0.02748312613603914,0.03697784201902552,-0.09014751949926211,-0.11725585305470074,0.18683086261139795,-0.4229221439229536,0.05889218291765305,-0.09321285637505716,0.19904371471621154,0.010985273396624723,-0.019612505153440374,0.0418799083350075,0.020423783384989205,-0.03662250920259126,0.06701628688194196,0.22387842920674203,0.05836367013704769,0.3702784144333879,0.0965292070139667,0.31402594870600414,0.08584679627308683,0.5193757647389191,0.14198427119939522
yang2025,aoa15_smoke,38,0.8999999999999999,-0.024678057093320712,0.024308556939840832,-0.08220167967277614,-0.04368327513347737,0.04964428563026768,-0.15460665847578195,-0.01900521804015665,0.025335728690426856,-0.0724049788030058,-0.06843451138755921,0.07183478215399436,-0.2384341217445992,0.0437564542942385,-0.047526225214153534,0.15623244207182302,0.012283897139097527,-0.011678681803849856,0.038391203386627354,0.012467339114984316,-0.010511814719876821,0.04543625988218988,0.08220167967277614,0.024678057093320712,0.1359555171118745,0.04081568681801451,0.15460665847578195,0.04368327513347737,0.2557080133360738,0.07224891612377962
yang2025,aoa15_smoke,39,0.95,0.008883492706219433,0.008136884578436528,0.02224665834948947,-0.0036510413578862543,0.024323657171599622,-0.031269446185569004,-0.012534534064105686,0.016186772593163094,-0.053516104535058465,-0.01979672049942166,0.021495327321271823,-0.08395249445061181,0.028680213205641094,-0.013358442742835298,0.10619915280010131,0.01025614539430967,-0.0037363751065973717,0.02970405147537499,0.0058895337472257385,0.00656470495692517,0.02297899678966784,-0.02224665834948947,-0.008883492706219433,-0.03679433257271658,-0.014692641919744358,0.031269446185569004,0.0036510413578862543,0.05171735836644846,0.006038553199694031
izraelevitz2017_fig14,theta15_psi60_smoke,128,0.0,-12.439545751818965,5.551115123125783e-17,-134.03052856228166,5.507290448770488,5.551115123125783e-17,-134.74523023450038,17.946836200589452,0.0,-0.7147016722187203,8.245120860457913,5.551115123125783e-17,23.08511292826887,-20.684666612276878,0.0,-157.11564149055053,6.87374519117138e-14,0.0,-70.84330327999459,-2.737830411687493,0.0,-86.98703988277464,134.03052856228166,12.439545751818965,0.9317408359610109,0.08647606543153466,134.74523023450038,-5.507290448770488,0.9367092318979586,-0.03828506431826125
izraelevitz2017_fig14,theta15_psi60_smoke,129,0.015625,-7.14334750310176,-1.3322676295501878e-15,-150.1027108361565,16.635478935924613,-1.3322676295501878e-15,-151.73218062279483,23.778826439026368,0.0,-1.6294697866383772,9.937650473716149,-1.3322676295501878e-15,7.371028368288379,-17.08099797681791,0.0,-157.47373920444485,4.636732769307529,0.0,-75.40984312111391,2.0610956929009356,0.0,-83.69336586996931,150.1027108361565,7.14334750310176,1.0434699226714255,0.04965845203697173,151.73218062279483,-16.635478935924613,1.0547975176414783,-0.1156449595225436
izraelevitz2017_fig14,theta15_psi60_smoke,130,0.03125,0.022956813371809586,2.220446049250313e-15,-164.61909236824633,29.73322762543362,2.220446049250313e-15,-166.74442594772532,29.710270812061815,0.0,-2.125333579478985,13.205254917317347,2.220446049250313e-15,-8.341601087138327,-13.18229810394554,0.0,-156.27749128110798,9.68631438133957,0.0,-79.14816185511887,6.841658326776703,0.0,-79.25466300546807,164.61909236824633,-0.022956813371809586,1.1443835399564106,-0.00015958901834898986,166.74442594772532,-29.73322762543362,1.1591582342539084,-0.2066966582965248
izraelevitz2017_fig14,theta15_psi60_smoke,131,0.046875,8.786966390043128,-2.220446049250313e-15,-177.388360442779,44.23541328995101,-2.220446049250313e-15,-179.51298650346646,35.448446899907886,0.0,-2.1246260606874463,17.919762798486637,-2.220446049250313e-15,-23.94384387940872,-9.132796408443511,0.0,-153.44451656337029,14.914088913159619,0.0,-81.90126583016465,11.40156157830475,0.0,-73.66787679389304,177.388360442779,-8.786966390043128,1.2331517380527621,-0.061084407393168276,179.51298650346646,-44.23541328995101,1.247921513887598,-0.30751159008305656
izraelevitz2017_fig14,theta15_psi60_smoke,132,0.0625,18.810298126240287,4.884981308350689e-15,-188.2409775402265,59.49871068681293,4.884981308350689e-15,-189.86288568125065,40.68841256057265,0.0,-1.6219081410241616,23.90063758924455,4.884981308350689e-15,-39.335264163589294,-5.090339463004262,0.0,-148.90571337663718,20.05770371899893,0.0,-83.55251933358706,15.540369378569459,0.0,-66.9751021840743,188.2409775402265,-18.810298126240287,1.3085959419606927,-0.13076366324016087,189.86288568125065,-59.49871068681293,1.3198709705932,-0.4136175469021792
izraelevitz2017_fig14,theta15_psi60_smoke,133,0.078125,29.69946692555841,-3.552713678800501e-15,-197.04662680270147,74.8427595054618,-3.552713678800501e-15,-197.71851191073478,45.143292579903395,0.0,-0.6718851080333534,30.921232557996742,-3.552713678800501e-15,-54.417726175812604,-1.2217656324383335,0.0,-142.62890062688882,24.85042979459522,0.0,-84.03599195053128,19.07109715286984,0.0,-59.26479378439092,197.04662680270147,-29.69946692555841,1.3698102271911308,-0.20646196383503324,197.71851191073478,-74.8427595054618,1.374480974959896,-0.5202848638684855
izraelevitz2017_fig14,theta15_psi60_smoke,134,0.09375,41.02259256150069,7.105427357601002e-15,-203.71275777309413,89.59476780590249,7.105427357601002e-15,-203.10126296932413,48.5721752444018,0.0,0.6114948037699705,38.71730128592873,7.105427357601002e-15,-69.0907054181968,2.3052912755719683,0.0,-134.6220523548973,29.045720330979204,0.0,-83.34147474698011,21.83174618899457,0.0,-50.669082804147216,203.71275777309413,-41.02259256150069,1.416151210171684,-0.28517700479543584,203.10126296932413,-89.59476780590249,1.4119002780462786,-0.6228364891839769
izraelevitz2017_fig14,theta15_psi60_smoke,135,0.109375,52.32768203787381,-8.881784197001252e-16,-208.18515514860692,103.12988961762696,-8.881784197001252e-16,-206.11379609298902,50.80220757975316,0.0,2.071359055617896,46.9963083637106,-8.881784197001252e-16,-83.24613710178546,5.331373674163202,0.0,-124.93901804682147,32.437938474519434,0.0,-81.51033296944061,23.695642779396916,0.0,-41.35732602176294,208.18515514860692,-52.32768203787381,1.4472420020540255,-0.3637666636762871,206.11379609298902,-103.12988961762696,1.4328425227804658,-0.7169286773366935
izraelevitz2017_fig14,theta15_psi60_smoke,136,0.125,63.16207754083585,3.552713678800501e-15,-210.44902548158598,114.90333179192685,3.552713678800501e-15,-206.91791452183853,51.741254251091,0.0,3.5311109597474353,55.44720920406123,3.552713678800501e-15,-96.76529955959167,7.714868336774615,0.0,-113.68372592199431,34.876600586538785,0.0,-78.62617413315918,24.57952200132683,0.0,-31.526440829087672,210.44902548158598,-63.16207754083585,1.4629797631386359,-0.43908419641563745,206.91791452183853,-114.90333179192685,1.4384325177252348,-0.7987741865001027
izraelevitz2017_fig14,theta15_psi60_smoke,137,0.140625,73.09231821902559,3.552713678800501e-15,-210.5269731208248,124.47174369808754,3.552713678800501e-15,-205.70703687183575,51.37942547906196,0.0,4.819936248989072,63.75077485187445,3.552713678800501e-15,-109.51674028880142,9.341543367151152,0.0,-101.01023283202336,36.2724408767534,0.0,-74.80134601916437,24.4485279694597,0.0,-21.38895056386993,210.5269731208248,-73.09231821902559,1.4635216322137237,-0.5081163105917081,205.70703687183575,-124.47174369808754,1.430014852242883,-0.8652909734134862
izraelevitz2017_fig14,theta15_psi60_smoke,138,0.15625,81.72356760707851,1.0658141036401503e-14,-208.47748757173747,131.50605466551664,1.0658141036401503e-14,-202.68472306156474,49.782487058438136,0.0,5.7927645101727165,71.5907185665727,1.0658141036401503e-14,-121.35905013206448,10.132849040505807,0.0,-87.118437439673,36.597681554262344,0.0,-70.16575303288894,23.31765454468161,0.0,-11.159919896611346,208.47748757173747,-81.72356760707851,1.4492742111277932,-0.5681182191604368,202.68472306156474,-131.50605466551664,1.4090046150504671,-0.9141914355060199
izraelevitz2017_fig14,theta15_psi60_smoke,139,0.171875,88.71717154873605,5.861977570020827e-14,-204.38979527282996,135.795181958738,5.861977570020827e-14,-198.04362440732493,47.07801041000197,0.0,6.346170865505015,78.66527798024211,5.861977570020827e-14,-132.14437718704386,10.051893568493925,0.0,-72.24541808578606,35.88033653517055,0.0,-64.85518341939516,21.249567443325354,0.0,-1.0440638008858805,204.38979527282996,-88.71717154873605,1.420857775853007,-0.616735697975737,198.04362440732493,-135.795181958738,1.3767410614685718,-0.9440081876489633
izraelevitz2017_fig14,theta15_psi60_smoke,140,0.1875,93.80510224890322,-1.7763568394002505e-15,-198.3767531056234,137.24346770665886,-1.7763568394002505e-15,-191.95068312736808,43.43836545775565,0.0,6.426069978255375,84.69893036921982,-1.7763568394002505e-15,-141.72398537846772,9.106171879683412,0.0,-56.652767727155705,34.195372935265596,0.0,-59.00244339085408,18.34916440217346,0.0,8.775745641953755,198.3767531056234,-93.80510224890322,1.3790568742551415,-0.6521054965935389,191.95068312736808,-137.24346770665886,1.334384724725407,-0.9540762444413465
izraelevitz2017_fig14,theta15_psi60_smoke,141,0.203125,96.8007898142466,-3.552713678800501e-15,-190.56892456306915,135.8651980697738,-3.552713678800501e-15,-184.5423356210566,39.0644082555272,0.0,6.026588942012571,89.45408978777103,-3.552713678800501e-15,-149.9568658301028,7.346700026475587,0.0,-40.612058732966354,31.655527790550114,0.0,-52.73302636831994,14.755580491452669,0.0,18.147556577366167,190.56892456306915,-96.8007898142466,1.324779145357734,-0.6729306359580682,184.5423356210566,-135.8651980697738,1.282884070563525,-0.944494919071476
izraelevitz2017_fig14,theta15_psi60_smoke,142,0.21875,97.60489745897654,-1.0658141036401503e-14,-181.10473721365173,131.773736508391,-1.0658141036401503e-14,-175.91821799799484,34.16883904941445,0.0,5.186519215656864,92.74127815377486,-1.0658141036401503e-14,-156.71507328072698,4.8636193052017,0.0,-24.389663932924748,28.399877697829094,0.0,-46.15943971882318,10.632580656787052,0.0,26.9562950015553,181.10473721365173,-97.60489745897654,1.2589868969257647,-0.6785205559348082,175.91821799799484,-131.773736508391,1.222931739928615,-0.9160522809919455
izraelevitz2017_fig14,theta15_psi60_smoke,143,0.234375,96.20698093318002,-1.7763568394002505e-15,-170.12456688567974,125.17151230477033,-1.7763568394002505e-15,-166.14634334474096,28.964531371590304,0.0,3.978223540938862,94.42807095623677,-1.7763568394002505e-15,-161.89170437308098,1.7789099769432382,0.0,-8.23286251259876,24.585068251072162,0.0,-39.380907002782465,6.158373097461376,0.0,35.12626803112257,170.12456688567974,-96.20698093318002,1.182655980453814,-0.6688026511684765,166.14634334474096,-125.17151230477033,1.1550005398058154,-0.8701555590684396
izraelevitz2017_fig14,theta15_psi60_smoke,144,0.25,92.68229146540807,-1.9539925233402755e-14,-157.7630141382967,116.33637732248218,-1.9539925233402755e-14,-155.26471591037642,23.654085857074115,0.0,2.498298227920314,94.44504109269324,-1.9539925233402755e-14,-165.4041740377451,-1.7627496272851575,0.0,7.641159899448358,20.37551366721147,0.0,-32.48078856205556,1.5158225625774875,0.0,42.62024668942424,157.7630141382967,-92.68229146540807,1.0967220994628823,-0.6443000460796757,155.26471591037642,-116.33637732248218,1.0793546645632974,-0.8087362977812602
izraelevitz2017_fig14,theta15_psi60_smoke,145,0.265625,87.18547142192175,-2.6645352591003757e-14,-144.1455614074444,105.60980357458806,-2.6645352591003757e-14,-143.29042062416664,18.424332152666313,0.0,0.8551407832777749,92.78933478843562,-2.6645352591003757e-14,-167.1982942616249,-5.603863366513874,0.0,23.05273285418051,15.936605837107695,0.0,-25.527608302806726,-3.1161370509552553,0.0,49.435481940265,144.1455614074444,-87.18547142192175,1.0020575709617654,-0.6060877689411486,143.29042062416664,-105.60980357458806,0.9961128836071577,-0.7341683101886717
izraelevitz2017_fig14,theta15_psi60_smoke,146,0.28125,79.9410811117959,8.881784197001252e-15,-129.3853903226227,93.38315450108124,8.881784197001252e-15,-130.22518175647008,13.442073389285367,0.0,-0.8397914338473778,89.52463673063231,8.881784197001252e-15,-167.24825152801182,-9.583555618836426,0.0,37.86286120538913,11.427875795640475,0.0,-18.57417660440795,-7.569358025191541,0.0,55.59724637594971,129.3853903226227,-79.9410811117959,0.8994492003687277,-0.5557268970115273,130.22518175647008,-93.38315450108124,0.9052871835580744,-0.6491722398832601
izraelevitz2017_fig14,theta15_psi60_smoke,147,0.296875,71.23288696182279,-1.7763568394002505e-15,-113.58462899013554,80.0863038935718,-1.7763568394002505e-15,-116.0657880580277,8.853416931749,0.0,-2.481159067892167,84.77859387512264,-1.7763568394002505e-15,-165.55707317197073,-13.545706913299853,0.0,51.97244418183517,6.99908555286006,0.0,-11.65935268731407,-11.691375534410916,0.0,61.150637801257076,113.58462899013554,-71.23288696182279,0.7896069522579859,-0.4951900910760319,116.0657880580277,-80.0863038935718,0.8068552407551535,-0.5567364431018391
izraelevitz2017_fig14,theta15_psi60_smoke,148,0.3125,61.39174469713198,7.105427357601002e-15,-96.83577003851876,66.17488607648089,7.105427357601002e-15,-100.81000706041696,4.783141379348893,0.0,-3.9742370218981984,78.73691979111689,7.105427357601002e-15,-162.1536726366251,-17.345175093984917,0.0,65.31790259810633,2.786383580909025,0.0,-4.807768577608956,-15.348417295545046,0.0,66.15143415381708,96.83577003851876,-61.39174469713198,0.6731738081946852,-0.42677736287990764,100.81000706041696,-66.17488607648089,0.7008015357341609,-0.4600283557329525
izraelevitz2017_fig14,theta15_psi60_smoke,149,0.328125,50.78375080823488,-7.105427357601002e-15,-79.2270693050547,52.120168306310354,-7.105427357601002e-15,-84.46662591476866,1.336417498075479,0.0,-5.239556609713956,71.63568955521086,-7.105427357601002e-15,-157.09121958646944,-20.85193874697599,0.0,77.86415028141474,-1.088674781882213,0.0,1.9678244264468239,-18.426846467018294,0.0,70.65676924525394,79.2270693050547,-50.78375080823488,0.5507632968165916,-0.3530337076102248,84.46662591476866,-52.120168306310354,0.5871871541867534,-0.3623240892136305
izraelevitz2017_fig14,theta15_psi60_smoke,150,0.34375,39.79818589187057,-3.552713678800501e-15,-60.84811112702271,38.398325402235905,-3.552713678800501e-15,-67.06249192043597,-1.3998604896346598,0.0,-6.214380793413259,63.75151144846943,-3.552713678800501e-15,-150.44399461702423,-23.953325556598863,0.0,89.59588349000153,-4.5196584434296145,0.0,8.665172892564284,-20.83352760280391,0.0,74.716329804024,60.84811112702271,-39.79818589187057,0.4229981821029348,-0.27666528954552333,67.06249192043597,-38.398325402235905,0.4661987306462044,-0.26693387091402176
izraelevitz2017_fig14,theta15_psi60_smoke,151,0.359375,28.835710207255303,-3.552713678800501e-15,-41.79641161488199,25.48027945317774,-3.552713678800501e-15,-48.649643609351195,-3.355430754077564,0.0,-6.853231994469216,55.39044946873825,-3.552713678800501e-15,-142.30455187294098,-26.554739261482947,0.0,100.508140258059,-7.414490901697456,0.0,15.290228230801597,-22.49567911386305,0.0,78.36468003278821,41.79641161488199,-28.835710207255303,0.2905563673885261,-0.2004573810328047,48.649643609351195,-25.48027945317774,0.3381980216896526,-0.17713141276759164
izraelevitz2017_fig14,theta15_psi60_smoke,152,0.375,18.29665084136306,-2.6645352591003757e-15,-22.184113507428492,13.821547207537366,-2.6645352591003757e-15,-29.312163273391967,-4.475103633825698,0.0,-7.1280497659634845,46.876138260193095,-2.6645352591003757e-15,-132.7812776917034,-28.579487418830034,0.0,110.59716418427492,-9.693840766748544,0.0,21.853896289412667,-23.36075028590719,0.0,81.61521812889876,22.184113507428492,-18.29665084136306,0.15421743602884067,-0.1271929383035788,29.312163273391967,-13.821547207537366,0.20376954269403455,-0.09608333330895737
izraelevitz2017_fig14,theta15_psi60_smoke,153,0.390625,8.569097307544588,7.105427357601002e-15,-2.1437146958487032,3.8513535138597157,7.105427357601002e-15,-9.172064470887364,-4.717743793684872,0.0,-7.028349775038661,38.537408571512024,7.105427357601002e-15,-121.9961080950658,-29.96831126396744,0.0,119.85239339921709,-11.289309689846434,0.0,28.36787524390139,-23.39674536780588,0.0,84.45616838027703,2.1437146958487032,-8.569097307544588,0.014902474415325639,-0.059569845574791815,9.172064470887364,-3.8513535138597157,0.06376149605066808,-0.026773477513501943
