benchmark,case_id,phase,strip_id,a0_pre,j,j_rate,supercritical_gate,chi_equilibrium,chi,chi_previous_cycle,chi_cycle_difference,loss_fraction,separated_CSf,target_CS,delta_CS_2d,delta_CS_projected,delta_CL_projected,delta_CD_projected,delta_CN,transient_owner,incidence_source,canonical_eligible
yang2025,aoa_20,0.734375,1,0.11938729423545251,1.8763947211121677,0.724505441241919,0.4670630924567487,0.2528334899537252,0.21884923203867077,0.21884923203867077,0.0,0.10221639909776614,0.04772785152836875,0.04284928240846608,-0.00487856911990267,-0.00117228208379053,-0.00040094408631615065,0.0011015848236174892,0.0,0.029898020477787668,kinematic_proxy_no_uvlm_induction,false
yang2025,aoa_20,0.7421875,1,0.11878632258268215,1.8575514792585421,1.8778506716662213,0.46165691171091594,0.46435919513718604,0.2349812595041676,0.2349812595041676,0.0,0.10848072257263533,0.04772785152836888,0.04255029970773196,-0.005177551820636915,-0.0012441252933095238,-0.000425515911132813,0.0011690953574560634,0.0,0.02964845089271073,kinematic_proxy_no_uvlm_induction,false
yang2025,aoa_20,0.75,1,0.11944158742401373,1.8781017472704735,0.6991337020891005,0.46754748433978977,0.24635132503867574,0.2326738340269793,0.2326738340269793,0.0,0.10878606577100795,0.04772785152836877,0.04253572633289474,-0.005192125195474025,-0.0012476271615422011,-0.00042671362060766086,0.001172386037193275,0.0,0.029405087583948775,kinematic_proxy_no_uvlm_induction,false
yang2025,aoa_20,0.7578125,1,0.11999880563024898,1.8956660412719037,0.3361015434293844,0.4724809232067867,0.13703948284185305,0.2232452946241809,0.2232452946241809,0.0,0.10547914290560409,0.04772785152836879,0.04269355865643052,-0.005034292871938267,-0.0012097012860289953,-0.00041374220722888275,0.0011367473718366704,0.0,0.029168164301196953,kinematic_proxy_no_uvlm_induction,false
yang2025,aoa_20,0.765625,1,0.11781466167182353,1.8272865779499314,2.9146571174317533,0.45274046662022793,0.568888070098598,0.24278400124860317,0.24278400124860317,0.0,0.1099181420132186,0.04772785152836883,0.04248169476608777,-0.0052461567622810595,-0.0012606105253462753,-0.0004311541925567796,0.0011845864083529422,0.0,0.028937878751847723,kinematic_proxy_no_uvlm_induction,false
yang2025,aoa_20,0.7734375,1,0.1198833162069672,1.89201893786069,0.5421549921183632,0.4714640641331518,0.20357219912171634,0.2471687648426903,0.2471687648426903,0.0,0.11653119039950605,0.047727851528368725,0.04216606817455703,-0.005561783353811696,-0.0013364531319232256,-0.0004570938917284205,0.0012558551460944713,0.0,0.028714392066856997,kinematic_proxy_no_uvlm_induction,false
yang2025,aoa_20,0.78125,1,0.11774162531331973,1.8250217156898731,0.43772544156741444,0.4520613144474328,0.16519095975674483,0.24903913173928754,0.24903913173928754,0.0,0.11258095724290972,0.04772785152836896,0.04235460431615771,-0.005373247212211253,-0.001291149368562873,-0.0004415990920907205,0.001213283533970917,0.0,0.02849782904272946,kinematic_proxy_no_uvlm_induction,false
yang2025,aoa_20,0.7890625,1,0.11644129020169747,1.7849333380021024,0.8464305382692336,0.4397549876460304,0.27125496974467933,0.24504234453177826,0.24504234453177826,0.0,0.10775859319232647,0.047727851528368906,0.04258476539157964,-0.0051430861367892655,-0.0012358434584749292,-0.00042268335679568537,0.0011613129783754272,0.0,0.028288279104797254,kinematic_proxy_no_uvlm_induction,false
yang2025,aoa_20,0.796875,1,0.11449733695283662,1.7258329435831243,1.061136250960757,0.42056964220196824,0.308571764015611,0.24158696879111824,0.24158696879111824,0.0,0.10160414502513866,0.04772785152836883,0.042878503979942154,-0.004849347548426676,-0.00116526036823017,-0.00039854251815380425,0.0010949865693201612,0.0,0.028085797897347664,kinematic_proxy_no_uvlm_induction,false
yang2025,aoa_20,0.8046875,1,0.11627747902730519,1.779914734115375,0.5095775083840473,0.4381753345634255,0.18252853902748997,0.24380420960233906,0.24380420960233906,0.0,0.10682899111047643,0.0477278515283688,0.042629133301722556,-0.0050987182266462455,-0.0012251821959453684,-0.00041903699025729247,0.0011512946686481377,0.0,0.02789040938027032,kinematic_proxy_no_uvlm_induction,false
