coarse_steps_per_cycle,fine_steps_per_cycle,relative_l2_loss_fraction,fine_mean_loss_fraction,fine_max_loss_fraction
32,64,0.016458238510571686,0.15123511459850458,0.3316639535796548
64,128,0.012471305658260866,0.15025488537009773,0.3299803395221105
128,256,0.0025918263073988553,0.15000391450497405,0.32930302170248166
