paper,scope,case_id,view,model_id,observable,n,aggregation,mae,rmse,bias,max_abs_error,reference_model,rmse_improvement_pct
yang2025,condition,aoa_20,cycle_mean,ptera_free_wake_uvlm,lift,1,single_condition,8.614974800231494,8.614974800231494,8.614974800231494,8.614974800231494,,
yang2025,condition,aoa_25,cycle_mean,ptera_free_wake_uvlm,lift,1,single_condition,17.737092491386115,17.737092491386115,17.737092491386115,17.737092491386115,,
yang2025,all_6_aoa,all,cycle_mean,authors_proposed_modified_uvlm,drag,6,condition_equal,1.9333333333333336,2.3629078131263044,-1.3,3.5,fluxv_old,83.41960696959919
yang2025,condition,aoa_0,cycle_mean,authors_proposed_modified_uvlm,drag,1,single_condition,0.5,0.5,0.5,0.5,,
yang2025,condition,aoa_5,cycle_mean,authors_proposed_modified_uvlm,drag,1,single_condition,1.2999999999999998,1.2999999999999998,1.2999999999999998,1.2999999999999998,,
yang2025,condition,aoa_10,cycle_mean,authors_proposed_modified_uvlm,drag,1,single_condition,0.10000000000000053,0.10000000000000053,0.10000000000000053,0.10000000000000053,,
yang2025,condition,aoa_15,cycle_mean,authors_proposed_modified_uvlm,drag,1,single_condition,3.299999999999999,3.299999999999999,-3.299999999999999,3.299999999999999,,
yang2025,condition,aoa_20,cycle_mean,authors_proposed_modified_uvlm,drag,1,single_condition,3.5,3.5,-3.5,3.5,,
yang2025,condition,aoa_25,cycle_mean,authors_proposed_modified_uvlm,drag,1,single_condition,2.900000000000002,2.900000000000002,-2.900000000000002,2.900000000000002,,
yang2025,all_6_aoa,all,cycle_mean,fluxv_old,drag,6,condition_equal,12.921644405737517,14.251217138181328,-12.921644405737517,21.09020997993078,fluxv_old,0.0
yang2025,condition,aoa_0,cycle_mean,fluxv_old,drag,1,single_condition,6.064251970690437,6.064251970690437,-6.064251970690437,6.064251970690437,,
yang2025,condition,aoa_5,cycle_mean,fluxv_old,drag,1,single_condition,6.117767997458366,6.117767997458366,-6.117767997458366,6.117767997458366,,
yang2025,condition,aoa_10,cycle_mean,fluxv_old,drag,1,single_condition,9.48624441318595,9.48624441318595,-9.48624441318595,9.48624441318595,,
yang2025,condition,aoa_15,cycle_mean,fluxv_old,drag,1,single_condition,15.793487057543874,15.793487057543874,-15.793487057543874,15.793487057543874,,
yang2025,condition,aoa_20,cycle_mean,fluxv_old,drag,1,single_condition,18.977905015615693,18.977905015615693,-18.977905015615693,18.977905015615693,,
yang2025,condition,aoa_25,cycle_mean,fluxv_old,drag,1,single_condition,21.09020997993078,21.09020997993078,-21.09020997993078,21.09020997993078,,
yang2025,all_6_aoa,all,cycle_mean,fluxv_v1_v2,drag,6,condition_equal,2.062566960238023,2.3737157654444827,-1.7904729522007317,4.281038593644512,fluxv_old,83.34376816780853
yang2025,condition,aoa_0,cycle_mean,fluxv_v1_v2,drag,1,single_condition,1.706373100948329,1.706373100948329,-1.706373100948329,1.706373100948329,,
yang2025,condition,aoa_5,cycle_mean,fluxv_v1_v2,drag,1,single_condition,0.9730589450842982,0.9730589450842982,-0.9730589450842982,0.9730589450842982,,
yang2025,condition,aoa_10,cycle_mean,fluxv_v1_v2,drag,1,single_condition,1.8627401951724138,1.8627401951724138,-1.8627401951724138,1.8627401951724138,,
yang2025,condition,aoa_15,cycle_mean,fluxv_v1_v2,drag,1,single_condition,4.281038593644512,4.281038593644512,-4.281038593644512,4.281038593644512,,
yang2025,condition,aoa_20,cycle_mean,fluxv_v1_v2,drag,1,single_condition,2.7359089024667114,2.7359089024667114,-2.7359089024667114,2.7359089024667114,,
yang2025,condition,aoa_25,cycle_mean,fluxv_v1_v2,drag,1,single_condition,0.8162820241118744,0.8162820241118744,0.8162820241118744,0.8162820241118744,,
yang2025,all_6_aoa,all,cycle_mean,fluxv_v3,drag,6,condition_equal,3.8910606280721987,4.247283825094796,-3.647627358235656,5.941994699500527,fluxv_old,70.19704503894174
yang2025,condition,aoa_0,cycle_mean,fluxv_v3,drag,1,single_condition,5.941994699500527,5.941994699500527,-5.941994699500527,5.941994699500527,,
yang2025,condition,aoa_5,cycle_mean,fluxv_v3,drag,1,single_condition,3.8859176643830877,3.8859176643830877,-3.8859176643830877,3.8859176643830877,,
yang2025,condition,aoa_10,cycle_mean,fluxv_v3,drag,1,single_condition,3.944344897071412,3.944344897071412,-3.944344897071412,3.944344897071412,,
yang2025,condition,aoa_15,cycle_mean,fluxv_v3,drag,1,single_condition,5.5689014544479924,5.5689014544479924,-5.5689014544479924,5.5689014544479924,,
yang2025,condition,aoa_20,cycle_mean,fluxv_v3,drag,1,single_condition,3.2749052435205463,3.2749052435205463,-3.2749052435205463,3.2749052435205463,,
yang2025,condition,aoa_25,cycle_mean,fluxv_v3,drag,1,single_condition,0.7302998095096278,0.7302998095096278,0.7302998095096278,0.7302998095096278,,
yang2025,all_6_aoa,all,cycle_mean,fluxv_v4b,drag,6,condition_equal,2.643997473596851,2.94815530552663,-2.3921235804549537,5.025842113635248,fluxv_old,79.3129577850018
yang2025,condition,aoa_0,cycle_mean,fluxv_v4b,drag,1,single_condition,2.2348321010447254,2.2348321010447254,-2.2348321010447254,2.2348321010447254,,
yang2025,condition,aoa_5,cycle_mean,fluxv_v4b,drag,1,single_condition,1.89633615865189,1.89633615865189,-1.89633615865189,1.89633615865189,,
yang2025,condition,aoa_10,cycle_mean,fluxv_v4b,drag,1,single_condition,2.876178142086215,2.876178142086215,-2.876178142086215,2.876178142086215,,
yang2025,condition,aoa_15,cycle_mean,fluxv_v4b,drag,1,single_condition,5.025842113635248,5.025842113635248,-5.025842113635248,5.025842113635248,,
yang2025,condition,aoa_20,cycle_mean,fluxv_v4b,drag,1,single_condition,3.0751746467373344,3.0751746467373344,-3.0751746467373344,3.0751746467373344,,
yang2025,condition,aoa_25,cycle_mean,fluxv_v4b,drag,1,single_condition,0.7556216794256905,0.7556216794256905,0.7556216794256905,0.7556216794256905,,
yang2025,all_6_aoa,all,cycle_mean,fluxv_v5a,drag,6,condition_equal,2.062566960238017,2.37371576544448,-1.7904729522007257,4.281038593644514,fluxv_old,83.34376816780856
yang2025,condition,aoa_0,cycle_mean,fluxv_v5a,drag,1,single_condition,1.7063731009483294,1.7063731009483294,-1.7063731009483294,1.7063731009483294,,
yang2025,condition,aoa_5,cycle_mean,fluxv_v5a,drag,1,single_condition,0.9730589450842626,0.9730589450842626,-0.9730589450842626,0.9730589450842626,,
yang2025,condition,aoa_10,cycle_mean,fluxv_v5a,drag,1,single_condition,1.8627401951724143,1.8627401951724143,-1.8627401951724143,1.8627401951724143,,
yang2025,condition,aoa_15,cycle_mean,fluxv_v5a,drag,1,single_condition,4.281038593644514,4.281038593644514,-4.281038593644514,4.281038593644514,,
yang2025,condition,aoa_20,cycle_mean,fluxv_v5a,drag,1,single_condition,2.735908902466708,2.735908902466708,-2.735908902466708,2.735908902466708,,
yang2025,condition,aoa_25,cycle_mean,fluxv_v5a,drag,1,single_condition,0.8162820241118744,0.8162820241118744,0.8162820241118744,0.8162820241118744,,
yang2025,all_6_aoa,all,cycle_mean,one_state_ullt_local,drag,6,condition_equal,12.77436852991464,14.093479437074732,-12.77436852991464,20.735795052897785,fluxv_old,1.1068366973652444
yang2025,condition,aoa_0,cycle_mean,one_state_ullt_local,drag,1,single_condition,5.942362796831062,5.942362796831062,-5.942362796831062,5.942362796831062,,
yang2025,condition,aoa_5,cycle_mean,one_state_ullt_local,drag,1,single_condition,6.007721442637669,6.007721442637669,-6.007721442637669,6.007721442637669,,
yang2025,condition,aoa_10,cycle_mean,one_state_ullt_local,drag,1,single_condition,9.403332211502514,9.403332211502514,-9.403332211502514,9.403332211502514,,
yang2025,condition,aoa_15,cycle_mean,one_state_ullt_local,drag,1,single_condition,15.719074162764347,15.719074162764347,-15.719074162764347,15.719074162764347,,
yang2025,condition,aoa_20,cycle_mean,one_state_ullt_local,drag,1,single_condition,18.837925512854458,18.837925512854458,-18.837925512854458,18.837925512854458,,
yang2025,condition,aoa_25,cycle_mean,one_state_ullt_local,drag,1,single_condition,20.735795052897785,20.735795052897785,-20.735795052897785,20.735795052897785,,
yang2025,all_6_aoa,all,cycle_mean,ptera_free_wake_uvlm,drag,6,condition_equal,13.069547969495678,14.45765693782116,-13.069547969495678,21.59886643894297,fluxv_old,-1.4485766207768
yang2025,condition,aoa_0,cycle_mean,ptera_free_wake_uvlm,drag,1,single_condition,6.044081171770722,6.044081171770722,-6.044081171770722,6.044081171770722,,
yang2025,condition,aoa_5,cycle_mean,ptera_free_wake_uvlm,drag,1,single_condition,6.110020467157973,6.110020467157973,-6.110020467157973,6.110020467157973,,
yang2025,condition,aoa_10,cycle_mean,ptera_free_wake_uvlm,drag,1,single_condition,9.51835266279668,9.51835266279668,-9.51835266279668,9.51835266279668,,
yang2025,condition,aoa_15,cycle_mean,ptera_free_wake_uvlm,drag,1,single_condition,15.907116234722194,15.907116234722194,-15.907116234722194,15.907116234722194,,
yang2025,condition,aoa_20,cycle_mean,ptera_free_wake_uvlm,drag,1,single_condition,19.238850841583524,19.238850841583524,-19.238850841583524,19.238850841583524,,
yang2025,condition,aoa_25,cycle_mean,ptera_free_wake_uvlm,drag,1,single_condition,21.59886643894297,21.59886643894297,-21.59886643894297,21.59886643894297,,
izraelevitz2017_fig14,all_14_markers,all,cycle_mean,authors_1state_ullt,CT,14,observation_equal_replicates_retained,0.045836362000000005,0.06321186471439749,0.04539229871428572,0.14609072499999998,,
izraelevitz2017_fig14,theta_15_markers,theta_15,cycle_mean,authors_1state_ullt,CT,9,observation_equal_replicates_retained,0.04600333188888888,0.06991896118818859,0.045312566777777764,0.14609072499999998,,
izraelevitz2017_fig14,theta_25_markers,theta_25,cycle_mean,authors_1state_ullt,CT,5,observation_equal_replicates_retained,0.04553581620000001,0.04887209340038398,0.04553581620000001,0.067857123,,
izraelevitz2017_fig14,unique_12_conditions,all,cycle_mean,authors_1state_ullt,CT,12,unique_condition_equal_replicates_averaged,0.041741872125,0.05579902888127287,0.04122379829166667,0.135211434,,
izraelevitz2017_fig14,condition,theta_15_psi_105,cycle_mean,authors_1state_ullt,CT,1,single_unique_condition,0.03357032800000001,0.03357032800000001,0.03357032800000001,0.03357032800000001,,
izraelevitz2017_fig14,condition,theta_15_psi_15,cycle_mean,authors_1state_ullt,CT,1,single_unique_condition,0.135211434,0.135211434,0.135211434,0.135211434,,
izraelevitz2017_fig14,condition,theta_15_psi_30,cycle_mean,authors_1state_ullt,CT,1,single_unique_condition,0.07584680299999999,0.07584680299999999,0.07584680299999999,0.07584680299999999,,
izraelevitz2017_fig14,condition,theta_15_psi_45,cycle_mean,authors_1state_ullt,CT,1,single_unique_condition,0.006836168000000004,0.006836168000000004,0.006836168000000004,0.006836168000000004,,
izraelevitz2017_fig14,condition,theta_15_psi_60,cycle_mean,authors_1state_ullt,CT,1,single_unique_condition,0.0031084429999999885,0.0031084429999999885,-0.0031084429999999885,0.0031084429999999885,,
izraelevitz2017_fig14,condition,theta_15_psi_75,cycle_mean,authors_1state_ullt,CT,1,single_unique_condition,0.005595168499999997,0.005595168499999997,0.005595168499999997,0.005595168499999997,,
izraelevitz2017_fig14,condition,theta_15_psi_90,cycle_mean,authors_1state_ullt,CT,1,single_unique_condition,0.01305503999999999,0.01305503999999999,0.01305503999999999,0.01305503999999999,,
izraelevitz2017_fig14,condition,theta_25_psi_105,cycle_mean,authors_1state_ullt,CT,1,single_unique_condition,0.067857123,0.067857123,0.067857123,0.067857123,,
izraelevitz2017_fig14,condition,theta_25_psi_45,cycle_mean,authors_1state_ullt,CT,1,single_unique_condition,0.06116109400000001,0.06116109400000001,0.06116109400000001,0.06116109400000001,,
izraelevitz2017_fig14,condition,theta_25_psi_60,cycle_mean,authors_1state_ullt,CT,1,single_unique_condition,0.025446665000000007,0.025446665000000007,0.025446665000000007,0.025446665000000007,,
izraelevitz2017_fig14,condition,theta_25_psi_75,cycle_mean,authors_1state_ullt,CT,1,single_unique_condition,0.025000059000000005,0.025000059000000005,0.025000059000000005,0.025000059000000005,,
izraelevitz2017_fig14,condition,theta_25_psi_90,cycle_mean,authors_1state_ullt,CT,1,single_unique_condition,0.04821414,0.04821414,0.04821414,0.04821414,,
izraelevitz2017_fig14,all_14_markers,all,cycle_mean,authors_6state_ullt,CT,14,observation_equal_replicates_retained,0.050136246285714274,0.06703650983157537,0.050136246285714274,0.15293179299999998,,
izraelevitz2017_fig14,theta_15_markers,theta_15,cycle_mean,authors_6state_ullt,CT,9,observation_equal_replicates_retained,0.051253613111111096,0.07430870953369843,0.051253613111111096,0.15293179299999998,,
izraelevitz2017_fig14,theta_25_markers,theta_25,cycle_mean,authors_6state_ullt,CT,5,observation_equal_replicates_retained,0.048124986,0.05141683049841276,0.048124986,0.071428392,,
izraelevitz2017_fig14,unique_12_conditions,all,cycle_mean,authors_6state_ullt,CT,12,unique_condition_equal_replicates_averaged,0.045722056458333334,0.05940386855151053,0.045722056458333334,0.142052502,,
izraelevitz2017_fig14,condition,theta_15_psi_105,cycle_mean,authors_6state_ullt,CT,1,single_unique_condition,0.039787076000000005,0.039787076000000005,0.039787076000000005,0.039787076000000005,,
izraelevitz2017_fig14,condition,theta_15_psi_15,cycle_mean,authors_6state_ullt,CT,1,single_unique_condition,0.142052502,0.142052502,0.142052502,0.142052502,,
izraelevitz2017_fig14,condition,theta_15_psi_30,cycle_mean,authors_6state_ullt,CT,1,single_unique_condition,0.08206355000000001,0.08206355000000001,0.08206355000000001,0.08206355000000001,,
izraelevitz2017_fig14,condition,theta_15_psi_45,cycle_mean,authors_6state_ullt,CT,1,single_unique_condition,0.012433872999999984,0.012433872999999984,0.012433872999999984,0.012433872999999984,,
izraelevitz2017_fig14,condition,theta_15_psi_60,cycle_mean,authors_6state_ullt,CT,1,single_unique_condition,0.0018649420000000083,0.0018649420000000083,0.0018649420000000083,0.0018649420000000083,,
izraelevitz2017_fig14,condition,theta_15_psi_75,cycle_mean,authors_6state_ullt,CT,1,single_unique_condition,0.011190268499999989,0.011190268499999989,0.011190268499999989,0.011190268499999989,,
izraelevitz2017_fig14,condition,theta_15_psi_90,cycle_mean,authors_6state_ullt,CT,1,single_unique_condition,0.018647535999999992,0.018647535999999992,0.018647535999999992,0.018647535999999992,,
izraelevitz2017_fig14,condition,theta_25_psi_105,cycle_mean,authors_6state_ullt,CT,1,single_unique_condition,0.071428392,0.071428392,0.071428392,0.071428392,,
izraelevitz2017_fig14,condition,theta_25_psi_45,cycle_mean,authors_6state_ullt,CT,1,single_unique_condition,0.063393235,0.063393235,0.063393235,0.063393235,,
izraelevitz2017_fig14,condition,theta_25_psi_60,cycle_mean,authors_6state_ullt,CT,1,single_unique_condition,0.027678806,0.027678806,0.027678806,0.027678806,,
izraelevitz2017_fig14,condition,theta_25_psi_75,cycle_mean,authors_6state_ullt,CT,1,single_unique_condition,0.02723220100000001,0.02723220100000001,0.02723220100000001,0.02723220100000001,,
izraelevitz2017_fig14,condition,theta_25_psi_90,cycle_mean,authors_6state_ullt,CT,1,single_unique_condition,0.050892296000000004,0.050892296000000004,0.050892296000000004,0.050892296000000004,,
izraelevitz2017_fig14,all_14_markers,all,cycle_mean,authors_qs_added_mass,CT,14,observation_equal_replicates_retained,0.09781366307142858,0.11207894056970873,0.09781366307142858,0.22442432299999998,,
izraelevitz2017_fig14,theta_15_markers,theta_15,cycle_mean,authors_qs_added_mass,CT,9,observation_equal_replicates_retained,0.11286872744444443,0.12783496934631008,0.11286872744444443,0.22442432299999998,,
izraelevitz2017_fig14,theta_25_markers,theta_25,cycle_mean,authors_qs_added_mass,CT,5,observation_equal_replicates_retained,0.0707145472,0.075878363687217,0.0707145472,0.11473223399999999,,
izraelevitz2017_fig14,unique_12_conditions,all,cycle_mean,authors_qs_added_mass,CT,12,unique_condition_equal_replicates_averaged,0.09082905137499998,0.10232917694838993,0.09082905137499998,0.213545032,,
izraelevitz2017_fig14,condition,theta_15_psi_105,cycle_mean,authors_qs_added_mass,CT,1,single_unique_condition,0.111279605,0.111279605,0.111279605,0.111279605,,
izraelevitz2017_fig14,condition,theta_15_psi_15,cycle_mean,authors_qs_added_mass,CT,1,single_unique_condition,0.213545032,0.213545032,0.213545032,0.213545032,,
izraelevitz2017_fig14,condition,theta_15_psi_30,cycle_mean,authors_qs_added_mass,CT,1,single_unique_condition,0.143609242,0.143609242,0.143609242,0.143609242,,
izraelevitz2017_fig14,condition,theta_15_psi_45,cycle_mean,authors_qs_added_mass,CT,1,single_unique_condition,0.067762885,0.067762885,0.067762885,0.067762885,,
izraelevitz2017_fig14,condition,theta_15_psi_60,cycle_mean,authors_qs_added_mass,CT,1,single_unique_condition,0.054707228000000024,0.054707228000000024,0.054707228000000024,0.054707228000000024,,
izraelevitz2017_fig14,condition,theta_15_psi_75,cycle_mean,authors_qs_added_mass,CT,1,single_unique_condition,0.0658976345,0.0658976345,0.0658976345,0.0658976345,,
izraelevitz2017_fig14,condition,theta_15_psi_90,cycle_mean,authors_qs_added_mass,CT,1,single_unique_condition,0.07957425400000001,0.07957425400000001,0.07957425400000001,0.07957425400000001,,
izraelevitz2017_fig14,condition,theta_25_psi_105,cycle_mean,authors_qs_added_mass,CT,1,single_unique_condition,0.11473223399999999,0.11473223399999999,0.11473223399999999,0.11473223399999999,,
izraelevitz2017_fig14,condition,theta_25_psi_45,cycle_mean,authors_qs_added_mass,CT,1,single_unique_condition,0.07901822300000001,0.07901822300000001,0.07901822300000001,0.07901822300000001,,
izraelevitz2017_fig14,condition,theta_25_psi_60,cycle_mean,authors_qs_added_mass,CT,1,single_unique_condition,0.039732377999999985,0.039732377999999985,0.039732377999999985,0.039732377999999985,,
izraelevitz2017_fig14,condition,theta_25_psi_75,cycle_mean,authors_qs_added_mass,CT,1,single_unique_condition,0.042857582000000005,0.042857582000000005,0.042857582000000005,0.042857582000000005,,
izraelevitz2017_fig14,condition,theta_25_psi_90,cycle_mean,authors_qs_added_mass,CT,1,single_unique_condition,0.077232319,0.077232319,0.077232319,0.077232319,,
izraelevitz2017_fig14,all_14_markers,all,cycle_mean,fluxv_old,CT,14,observation_equal_replicates_retained,0.03484069088542465,0.05114662300705755,0.02698264674424514,0.12752479964265884,,
