paper,case_id,view,x_name,x_value,replicate,observable,units,model_id,model_label,data_role,value,uncertainty_minus,uncertainty_plus,uncertainty_kind,canonical_eligible,source_path
baik2012,W1,filtered_1hz,phase_t_over_T,0.105,,CD,1,fluxv_old,FluxV old,local_model,-0.15317487149226416,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.1075,,CD,1,fluxv_old,FluxV old,local_model,-0.16125792002943043,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.11,,CD,1,fluxv_old,FluxV old,local_model,-0.16943927951006013,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.1125,,CD,1,fluxv_old,FluxV old,local_model,-0.17791557182108025,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.115,,CD,1,fluxv_old,FluxV old,local_model,-0.18639186413210038,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.1175,,CD,1,fluxv_old,FluxV old,local_model,-0.1949109749952808,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.12,,CD,1,fluxv_old,FluxV old,local_model,-0.20372981572358345,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.1225,,CD,1,fluxv_old,FluxV old,local_model,-0.21254865645188611,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.125,,CD,1,fluxv_old,FluxV old,local_model,-0.22136749718018878,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.1275,,CD,1,fluxv_old,FluxV old,local_model,-0.2304712424797484,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.13,,CD,1,fluxv_old,FluxV old,local_model,-0.23957498777930802,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.1325,,CD,1,fluxv_old,FluxV old,local_model,-0.24867873307886762,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.135,,CD,1,fluxv_old,FluxV old,local_model,-0.2579753990318524,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.1375,,CD,1,fluxv_old,FluxV old,local_model,-0.26729962507818367,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.14,,CD,1,fluxv_old,FluxV old,local_model,-0.27662385112451493,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.1425,,CD,1,fluxv_old,FluxV old,local_model,-0.28606029441376946,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.145,,CD,1,fluxv_old,FluxV old,local_model,-0.2955341434506652,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.1475,,CD,1,fluxv_old,FluxV old,local_model,-0.30500799248756094,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.15,,CD,1,fluxv_old,FluxV old,local_model,-0.3145273857627159,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.1525,,CD,1,fluxv_old,FluxV old,local_model,-0.32407410558082633,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.155,,CD,1,fluxv_old,FluxV old,local_model,-0.3336208253989368,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.1575,,CD,1,fluxv_old,FluxV old,local_model,-0.343163028266422,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.16,,CD,1,fluxv_old,FluxV old,local_model,-0.3527007141832818,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.1625,,CD,1,fluxv_old,FluxV old,local_model,-0.36223840010014163,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.165,,CD,1,fluxv_old,FluxV old,local_model,-0.3717404063385283,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.1675,,CD,1,fluxv_old,FluxV old,local_model,-0.3811829464461264,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.17,,CD,1,fluxv_old,FluxV old,local_model,-0.39062548655372453,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.1725,,CD,1,fluxv_old,FluxV old,local_model,-0.40002194539941005,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.175,,CD,1,fluxv_old,FluxV old,local_model,-0.4092801604593582,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.1775,,CD,1,fluxv_old,FluxV old,local_model,-0.4185383755193064,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.18,,CD,1,fluxv_old,FluxV old,local_model,-0.42776218362305646,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.1825,,CD,1,fluxv_old,FluxV old,local_model,-0.43674514303342005,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.185,,CD,1,fluxv_old,FluxV old,local_model,-0.4457281024437836,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.1875,,CD,1,fluxv_old,FluxV old,local_model,-0.4547110618541471,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.19,,CD,1,fluxv_old,FluxV old,local_model,-0.4633275471844975,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.1925,,CD,1,fluxv_old,FluxV old,local_model,-0.4719440325148478,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.195,,CD,1,fluxv_old,FluxV old,local_model,-0.48056051784519815,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.1975,,CD,1,fluxv_old,FluxV old,local_model,-0.48877764705493587,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.2,,CD,1,fluxv_old,FluxV old,local_model,-0.4969377253903004,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.2025,,CD,1,fluxv_old,FluxV old,local_model,-0.5050978037256649,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.205,,CD,1,fluxv_old,FluxV old,local_model,-0.5128503193527624,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.2075,,CD,1,fluxv_old,FluxV old,local_model,-0.520466980743771,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.21,,CD,1,fluxv_old,FluxV old,local_model,-0.5280836421347797,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.2125,,CD,1,fluxv_old,FluxV old,local_model,-0.5353091447034187,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.215,,CD,1,fluxv_old,FluxV old,local_model,-0.5422999519786362,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.2175,,CD,1,fluxv_old,FluxV old,local_model,-0.5492907592538538,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.22,,CD,1,fluxv_old,FluxV old,local_model,-0.5559305106655904,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.2225,,CD,1,fluxv_old,FluxV old,local_model,-0.5622192062138461,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.225,,CD,1,fluxv_old,FluxV old,local_model,-0.5685079017621019,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.2275,,CD,1,fluxv_old,FluxV old,local_model,-0.5745075914398042,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.23,,CD,1,fluxv_old,FluxV old,local_model,-0.5800256046665845,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.2325,,CD,1,fluxv_old,FluxV old,local_model,-0.5855436178933647,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.235,,CD,1,fluxv_old,FluxV old,local_model,-0.5908540781090456,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.2375,,CD,1,fluxv_old,FluxV old,local_model,-0.5955418792914284,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.24,,CD,1,fluxv_old,FluxV old,local_model,-0.6002296804738113,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.2425,,CD,1,fluxv_old,FluxV old,local_model,-0.6048075379081381,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.245,,CD,1,fluxv_old,FluxV old,local_model,-0.6086157891060733,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.2475,,CD,1,fluxv_old,FluxV old,local_model,-0.6124240403040083,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.25,,CD,1,fluxv_old,FluxV old,local_model,-0.6162322915019434,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.2525,,CD,1,fluxv_old,FluxV old,local_model,-0.619122752822588,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.255,,CD,1,fluxv_old,FluxV old,local_model,-0.6220132141432326,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.2575,,CD,1,fluxv_old,FluxV old,local_model,-0.6249036754638773,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.26,,CD,1,fluxv_old,FluxV old,local_model,-0.626967872658979,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.2625,,CD,1,fluxv_old,FluxV old,local_model,-0.6289140321218603,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.265,,CD,1,fluxv_old,FluxV old,local_model,-0.6308601915847416,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.2675,,CD,1,fluxv_old,FluxV old,local_model,-0.6320872866697091,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.27,,CD,1,fluxv_old,FluxV old,local_model,-0.6330746936287055,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.2725,,CD,1,fluxv_old,FluxV old,local_model,-0.6340621005877017,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.275,,CD,1,fluxv_old,FluxV old,local_model,-0.6344488124875791,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.2775,,CD,1,fluxv_old,FluxV old,local_model,-0.6344751073519851,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.28,,CD,1,fluxv_old,FluxV old,local_model,-0.6345014022163911,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.2825,,CD,1,fluxv_old,FluxV old,local_model,-0.6340518727013191,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.285,,CD,1,fluxv_old,FluxV old,local_model,-0.6331265188067695,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.2875,,CD,1,fluxv_old,FluxV old,local_model,-0.6322011649122199,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.29,,CD,1,fluxv_old,FluxV old,local_model,-0.6309267197776436,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.2925,,CD,1,fluxv_old,FluxV old,local_model,-0.6290704559096898,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.295,,CD,1,fluxv_old,FluxV old,local_model,-0.6272141920417359,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.2975,,CD,1,fluxv_old,FluxV old,local_model,-0.6251330050214807,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.3,,CD,1,fluxv_old,FluxV old,local_model,-0.6223770485443219,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.3025,,CD,1,fluxv_old,FluxV old,local_model,-0.619621092067163,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.305,,CD,1,fluxv_old,FluxV old,local_model,-0.6167577601659894,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.3075,,CD,1,fluxv_old,FluxV old,local_model,-0.6131428002967124,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.31,,CD,1,fluxv_old,FluxV old,local_model,-0.6095278404274355,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.3125,,CD,1,fluxv_old,FluxV old,local_model,-0.6059128805581585,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.315,,CD,1,fluxv_old,FluxV old,local_model,-0.6014879085262362,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.3175,,CD,1,fluxv_old,FluxV old,local_model,-0.5970629364943141,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.32,,CD,1,fluxv_old,FluxV old,local_model,-0.5926379644623918,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.3225,,CD,1,fluxv_old,FluxV old,local_model,-0.587553241832997,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.325,,CD,1,fluxv_old,FluxV old,local_model,-0.5823742691182489,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.3275,,CD,1,fluxv_old,FluxV old,local_model,-0.5771952964035008,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.33,,CD,1,fluxv_old,FluxV old,local_model,-0.5714970912629146,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.3325,,CD,1,fluxv_old,FluxV old,local_model,-0.5656258086470491,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.335,,CD,1,fluxv_old,FluxV old,local_model,-0.5597545260311836,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.3375,,CD,1,fluxv_old,FluxV old,local_model,-0.5534918130697996,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.34,,CD,1,fluxv_old,FluxV old,local_model,-0.5469942419011043,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.3425,,CD,1,fluxv_old,FluxV old,local_model,-0.540496670732409,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.345,,CD,1,fluxv_old,FluxV old,local_model,-0.533720476689815,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.3475,,CD,1,fluxv_old,FluxV old,local_model,-0.526665659773322,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.35,,CD,1,fluxv_old,FluxV old,local_model,-0.5196108428568289,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.3525,,CD,1,fluxv_old,FluxV old,local_model,-0.5123736222646018,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.355,,CD,1,fluxv_old,FluxV old,local_model,-0.5048323955461514,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
baik2012,W1,filtered_1hz,phase_t_over_T,0.3575,,CD,1,fluxv_old,FluxV old,local_model,-0.4972911688277011,,,,true,docs/forward_flight_large_pitch/reproductions/baik2012_w1_w4/runs/20260813_baik2012_w1_w4_full_reproducible/scored_phase_samples.csv
