figure,case_id,model,quantity,phase,experiment,experiment_std,prediction
11,razak2014_fig11,fluxv_old,CL,2.4340033400984433e-10,0.17939855743124308,0.03153689250877539,0.21708698273896956
11,razak2014_fig11,fluxv_old,CL,0.01624427990310117,0.1966830749469421,0.03202965205290953,0.21447364815616007
11,razak2014_fig11,fluxv_old,CL,0.03248577678504128,0.21538981594110906,0.03352004310550883,0.21096082012188594
11,razak2014_fig11,fluxv_old,CL,0.048730010065112773,0.23485447519751895,0.03572872884420306,0.20664317907154597
11,razak2014_fig11,fluxv_old,CL,0.0649724345396398,0.25436805360836745,0.03830369792544059,0.2016466860398982
11,razak2014_fig11,fluxv_old,CL,0.08121666781971128,0.2732053082775242,0.040905427004787547,0.19611659900013392
11,razak2014_fig11,fluxv_old,CL,0.09745862849794486,0.2906484139925454,0.04324650431307574,0.1902141022744054
11,razak2014_fig11,fluxv_old,CL,0.1137029081576457,0.3060203897486277,0.04510477491863189,0.18410239077897944
11,razak2014_fig11,fluxv_old,CL,0.12994486883587925,0.31870430022093643,0.046325265569246904,0.177945310070354
11,razak2014_fig11,fluxv_old,CL,0.1461890557363214,0.32817367765719246,0.04681624111350708,0.17189376896426423
11,razak2014_fig11,fluxv_old,CL,0.16243101641455496,0.33401275619203274,0.04654915755342904,0.16608718058793723
11,razak2014_fig11,fluxv_old,CL,0.1786752960742558,0.3359299926881598,0.04555903762338055,0.16064297841398636
11,razak2014_fig11,fluxv_old,CL,0.19491725675248936,0.33377191620904795,0.04394686510570084,0.15566076779870044
11,razak2014_fig11,fluxv_old,CL,0.2111615364121902,0.3275328930708847,0.04188146272530476,0.15121922672206253
11,razak2014_fig11,fluxv_old,CL,0.22740349709042376,0.3173532958953316,0.039602731517875,0.1473781285951018
11,razak2014_fig11,fluxv_old,CL,0.2436477767501246,0.3035153722413955,0.03741620493550998,0.14416352520115536
11,razak2014_fig11,fluxv_old,CL,0.2598897374283582,0.28643742313215514,0.03567107747985505,0.1415914250745978
11,razak2014_fig11,fluxv_old,CL,0.276134017088059,0.26665370958249685,0.03469898533800659,0.13966006338282175
11,razak2014_fig11,fluxv_old,CL,0.2923759777662926,0.2448007439685039,0.03472705986233893,0.13835502481876039
11,razak2014_fig11,fluxv_old,CL,0.3086201646667347,0.22158855824001292,0.0357922955765542,0.137649293626302
11,razak2014_fig11,fluxv_old,CL,0.3248621253449683,0.19777873255374492,0.03773629207079071,0.1375067211885444
11,razak2014_fig11,fluxv_old,CL,0.34110631224541044,0.17415312832814597,0.04028553399595112,0.13788298608829364
11,razak2014_fig11,fluxv_old,CL,0.357348272923644,0.1514873160347382,0.04314162389943286,0.1387272725239468
11,razak2014_fig11,fluxv_old,CL,0.3735926453426035,0.1305199655160717,0.046048323062496975,0.13998387417105254
