figure,case_id,model,phase,CL,CD,persistence,ldvm_delta_CL,ldvm_delta_CD,ldvm_shedding
11,razak2014_fig11,old,0.0,0.21708698277435576,0.02536834814798176,,,,
11,razak2014_fig11,old,0.0078125,0.21595118064149804,0.025281701205216063,,,,
11,razak2014_fig11,old,0.015625,0.2145975968272642,0.025138004016792056,,,,
11,razak2014_fig11,old,0.0234375,0.2130339274942989,0.02493848831100505,,,,
11,razak2014_fig11,old,0.03125,0.2112697831735553,0.024684612469593945,,,,
11,razak2014_fig11,old,0.0390625,0.2093165389708927,0.02437804767404598,,,,
11,razak2014_fig11,old,0.046875,0.2071871754745463,0.02402066181796052,,,,
11,razak2014_fig11,old,0.0546875,0.20489609793358343,0.023614501552613514,,,,
11,razak2014_fig11,old,0.0625,0.20245893894720685,0.023161772921290673,,,,
11,razak2014_fig11,old,0.0703125,0.19989234891757826,0.022664821031696536,,,,
11,razak2014_fig11,old,0.078125,0.19721377847806618,0.022126108765534433,,,,
11,razak2014_fig11,old,0.0859375,0.1944412572464203,0.02154819490551603,,,,
11,razak2014_fig11,old,0.09375,0.1915931733821039,0.02093371210665592,,,,
11,razak2014_fig11,old,0.1015625,0.1886880581798492,0.02028534498201356,,,,
11,razak2014_fig11,old,0.109375,0.18574438014146258,0.019605809236518303,,,,
11,razak2014_fig11,old,0.1171875,0.18278035192572112,0.018897831218450525,,,,
11,razak2014_fig11,old,0.125,0.1798137514766555,0.018164128093430182,,,,
11,razak2014_fig11,old,0.1328125,0.1768617624611299,0.017407389509873764,,,,
11,razak2014_fig11,old,0.140625,0.17394083213794534,0.01663026178455759,,,,
11,razak2014_fig11,old,0.1484375,0.1710665472992825,0.015835332328330693,,,,
11,razak2014_fig11,old,0.15625,0.1682535333210325,0.015025115311428259,,,,
11,razak2014_fig11,old,0.1640625,0.16551537027596228,0.014202041106493996,,,,
11,razak2014_fig11,old,0.171875,0.16286452424615575,0.01336844776973906,,,,
11,razak2014_fig11,old,0.1796875,0.16031230789788115,0.012526572013536763,,,,
11,razak2014_fig11,old,0.1875,0.15786885464682615,0.011678544821961317,,,,
11,razak2014_fig11,old,0.1953125,0.15554310550848163,0.010826388119087418,,,,
11,razak2014_fig11,old,0.203125,0.15334282026882295,0.009972011863793375,,,,
11,razak2014_fig11,old,0.2109375,0.15127459300692764,0.00911721486022593,,,,
11,razak2014_fig11,old,0.21875,0.14934388408207086,0.008263685119806494,,,,
11,razak2014_fig11,old,0.2265625,0.14755506042836425,0.007413001770515008,,,,
11,razak2014_fig11,old,0.234375,0.14591144006022913,0.006566638798630216,,,,
11,razak2014_fig11,old,0.2421875,0.1444153397258746,0.005725970577018658,,,,
11,razak2014_fig11,old,0.25,0.14306812867550275,0.004892277560206094,,,,
