figure,case_id,model,quantity,phase,experiment,experiment_std,prediction
15,razak2014_fig15,fluxv_old,CL,0.0,-0.19954350346616428,0.07925571566736474,-0.36643908204179076
15,razak2014_fig15,fluxv_old,CL,0.016273030944604663,-0.19246984790985183,0.05422147788631682,-0.3494818222352617
15,razak2014_fig15,fluxv_old,CL,0.032546993140946195,-0.17657447384294622,0.07068432541832674,-0.3190356173879863
15,razak2014_fig15,fluxv_old,CL,0.048820026913899875,-0.15212276686604348,0.10168126945957501,-0.2761955528592671
15,razak2014_fig15,fluxv_old,CL,0.06509394268907201,-0.1194525760238741,0.13145951012219964,-0.22234414185874724
15,razak2014_fig15,fluxv_old,CL,0.08136744067371962,-0.07900715173445483,0.1567243134073115,-0.15904642927770604
15,razak2014_fig15,fluxv_old,CL,0.09764089223719784,-0.03128573889536079,0.17696231816198454,-0.08790422662741876
15,razak2014_fig15,fluxv_old,CL,0.11391439022184544,0.02312019139420718,0.19240832476688802,-0.010436207242790981
15,razak2014_fig15,fluxv_old,CL,0.13018788820649305,0.08355799759519467,0.20356157811959705,0.07202945571256791
15,razak2014_fig15,fluxv_old,CL,0.14646138619114066,0.1493072801428632,0.2110220190725229,0.15843219120392077
15,razak2014_fig15,fluxv_old,CL,0.16273256311731862,0.21959964420428124,0.21542252640722886,0.24800526389337715
15,razak2014_fig15,fluxv_old,CL,0.17900606110196624,0.2936191702201695,0.21736821693642144,0.340329125945109
15,razak2014_fig15,fluxv_old,CL,0.19527955908661385,0.37051653016025177,0.2174025664911085,0.4352288152831285
15,razak2014_fig15,fluxv_old,CL,0.21155305707126143,0.4494085169814095,0.215971178198532,0.5328297546301924
15,razak2014_fig15,fluxv_old,CL,0.22782655505590904,0.5293940430504134,0.2134340165701387,0.6333232583247316
15,razak2014_fig15,fluxv_old,CL,0.24409996019821786,0.6095670800446611,0.21001623587877463,0.7369867099097667
15,razak2014_fig15,fluxv_old,CL,0.26037355102520426,0.6890185411195575,0.2058655862637788,0.8440370982604964
15,razak2014_fig15,fluxv_old,CL,0.27664695616751306,0.7668503971638663,0.20105617806574314,0.9545133682092387
15,razak2014_fig15,fluxv_old,CL,0.29292045415216067,0.8421712066521807,0.1956329480308679,1.0681861430737416
15,razak2014_fig15,fluxv_old,CL,0.3091939521368083,0.9141511690407933,0.1896413034471983,1.1844690278070646
15,razak2014_fig15,fluxv_old,CL,0.3254674501214559,0.9819661302881366,0.18318405770787305,1.302362527477839
15,razak2014_fig15,fluxv_old,CL,0.34174085526376474,1.0448552242307998,0.1764649554317895,1.4204232385928703
15,razak2014_fig15,fluxv_old,CL,0.35801435324841235,1.1021105206629374,0.1697947895075889,1.5367723885035718
15,razak2014_fig15,fluxv_old,CL,0.3742879440753987,1.153079378045495,0.1636215157717383,1.6491375494484142
15,razak2014_fig15,fluxv_old,CL,0.3905613492177075,1.1971926760169112,0.1585133135021096,1.754937750228
15,razak2014_fig15,fluxv_old,CL,0.40683475436001637,1.2339481111576174,0.1550929448305979,1.8512027296944806
15,razak2014_fig15,fluxv_old,CL,0.42310834518700274,1.262933959353214,0.15392553051308233,1.9352324764496387
15,razak2014_fig15,fluxv_old,CL,0.4393817503293116,1.2838173122483436,0.15538303387805794,2.004409979032556
15,razak2014_fig15,fluxv_old,CL,0.45565524831395915,1.2963600756694218,0.15952803699091342,2.056439676084404
15,razak2014_fig15,fluxv_old,CL,0.47192874629860676,1.3004196754374044,0.166081979079392,2.089527169649563
15,razak2014_fig15,fluxv_old,CL,0.4881999232247847,1.2959507042642469,0.1744879738699025,2.1025176229330533
15,razak2014_fig15,fluxv_old,CL,0.5044735140517711,1.2829990399798392,0.18401926948279854,2.094991155976712
15,razak2014_fig15,fluxv_old,CL,0.52074691919408,1.26170678622138,0.19391970517311935,2.067288107648186
15,razak2014_fig15,fluxv_old,CL,0.5370205100210663,1.232317683664594,0.2034566472881557,2.020491372793637
15,razak2014_fig15,fluxv_old,CL,0.5532939151633752,1.1951585236208533,0.21199086473143647,1.9563407751767365
15,razak2014_fig15,fluxv_old,CL,0.5695674131480228,1.1506471472485431,0.21899064521807948,1.877095567963373
15,razak2014_fig15,fluxv_old,CL,0.5858409111326703,1.0992839757998516,0.2240590867018033,1.7853674483934363
15,razak2014_fig15,fluxv_old,CL,0.6021143162749792,1.0416505989952336,0.22691951057773116,1.683816237126679
15,razak2014_fig15,fluxv_old,CL,0.6183878142596269,0.9783895417240756,0.22744228256755775,1.5753706589469647
15,razak2014_fig15,fluxv_old,CL,0.6346613122442745,0.9102190861128132,0.22562999065143075,1.4625980621826944
15,razak2014_fig15,fluxv_old,CL,0.6509348102289221,0.8378984514284,0.2216329729488367,1.3477073398030153
15,razak2014_fig15,fluxv_old,CL,0.6672083082135697,0.7622426161464253,0.2157660219540996,1.2324913269958897
15,razak2014_fig15,fluxv_old,CL,0.6834818061982172,0.6840950265241026,0.20847638769091908,1.1182863977419912
15,razak2014_fig15,fluxv_old,CL,0.6997552113405261,0.6043311256641071,0.2003769509124446,1.005977105047275
15,razak2014_fig15,fluxv_old,CL,0.7160287093251737,0.5238317679003321,0.19220081581323048,0.8960384988548817
15,razak2014_fig15,fluxv_old,CL,0.7323022073098213,0.443493335447557,0.18476060815964082,0.7886172409980439
15,razak2014_fig15,fluxv_old,CL,0.7485757052944689,0.3641929183049145,0.1788628366740544,0.6836281230031052
15,razak2014_fig15,fluxv_old,CL,0.7648492032791164,0.2868038421367777,0.1751728475253414,0.5808649400419287
15,razak2014_fig15,fluxv_old,CL,0.7811226084214252,0.21215943655069158,0.17404495872280823,0.48011352723806117
15,razak2014_fig15,fluxv_old,CL,0.7973939710322807,0.1410662102690351,0.17543964475147253,0.38129957281630966
15,razak2014_fig15,fluxv_old,CL,0.8136674690169283,0.0742737364509386,0.17889718622874148,0.2844632422404272
15,razak2014_fig15,fluxv_old,CL,0.8299407813168984,0.012489710031324708,0.1836468356124585,0.18997341637692697
15,razak2014_fig15,fluxv_old,CL,0.846214279301546,-0.04366098941960872,0.18877480063957844,0.09850774370262594
15,razak2014_fig15,fluxv_old,CL,0.8624877772861936,-0.09361794656443279,0.19332917515760867,0.011071917256393896
15,razak2014_fig15,fluxv_old,CL,0.8787612752708412,-0.13689038625878291,0.19645404355044252,-0.07104242818529313
15,razak2014_fig15,fluxv_old,CL,0.89503468041315,-0.17308070064361003,0.19741112566323035,-0.1463272254004004
15,razak2014_fig15,fluxv_old,CL,0.9113082712401365,-0.20187644993381532,0.1956216550265872,-0.21315200401593423
15,razak2014_fig15,fluxv_old,CL,0.9275816763824453,-0.223051774043785,0.1906555563941571,-0.26987401415288564
15,razak2014_fig15,fluxv_old,CL,0.9438552672094317,-0.23647492125691122,0.18225497283486441,-0.3149704162771899
15,razak2014_fig15,fluxv_old,CL,0.9601286723517405,-0.24212001177171738,0.17031497351726782,-0.34715763523181586
15,razak2014_fig15,fluxv_old,CL,0.9764020774940493,-0.24002892381241103,0.1548943761719959,-0.3655052667538121
15,razak2014_fig15,fluxv_old,CL,0.9926756683210357,-0.2303531718530913,0.13622374630311254,-0.3693089708830581
15,razak2014_fig15,fluxv_old,CD,0.0,-0.09589896868414086,0.02389409303986532,-0.09356987512698851
15,razak2014_fig15,fluxv_old,CD,0.01627081802059488,-0.09535227473273991,0.020276689726018943,-0.09393735341065412
15,razak2014_fig15,fluxv_old,CD,0.03254297439308727,-0.0938559739310089,0.017083506914595637,-0.09044659780301002
15,razak2014_fig15,fluxv_old,CD,0.04881703896333663,-0.09142557918007513,0.014536493778533601,-0.08316626613617756
