model,theta_max_deg,phase_offset_deg,phase,lift_n,drag_n,CL,CD,CT
fluxv_periodic_v1,15.0,90.0,0.8203125,-119.81120900667254,-42.11098546850178,-0.83289230621442,-0.2927431923491318,0.2927431923491318
fluxv_periodic_v1,15.0,90.0,0.828125,-114.80316170627191,-38.96444471921366,-0.7980778335098729,-0.2708693659934836,0.2708693659934836
fluxv_periodic_v1,15.0,90.0,0.8359375,-109.42448816922386,-35.698621577751,-0.7606868761546481,-0.24816632351079093,0.24816632351079093
fluxv_periodic_v1,15.0,90.0,0.84375,-103.68559645467717,-32.34575893156439,-0.7207917879164731,-0.22485820797673414,0.22485820797673414
fluxv_periodic_v1,15.0,90.0,0.8515625,-97.5998911519233,-28.93963111212302,-0.6784857535597903,-0.20117980861563914,0.20117980861563914
fluxv_periodic_v1,15.0,90.0,0.859375,-91.18381117681282,-25.515170869097076,-0.633883051595333,-0.17737396763464525,0.17737396763464525
fluxv_periodic_v1,15.0,90.0,0.8671875,-84.4568080314973,-22.108056845306145,-0.5871189031482419,-0.15368871247080926,0.15368871247080926
fluxv_periodic_v1,15.0,90.0,0.875,-77.44126179967094,-18.75426814589826,-0.5383488879816782,-0.1303741592869738,0.1303741592869738
fluxv_periodic_v1,15.0,90.0,0.8828125,-70.16233212338554,-15.48961379153942,-0.48774790853144756,-0.10767924186865904,0.10767924186865904
fluxv_periodic_v1,15.0,90.0,0.890625,-62.647744796772905,-12.34924656523675,-0.4355087063682887,-0.0858483320300834,0.0858483320300834
fluxv_periodic_v1,15.0,90.0,0.8984375,-54.92751216997933,-9.36717115555243,-0.38183991852821436,-0.06511782037036916,0.06511782037036916
fluxv_periodic_v1,15.0,90.0,0.90625,-47.03359454558594,-6.57575863510657,-0.32696372363995896,-0.04571274107081482,0.04571274107081482
fluxv_periodic_v1,15.0,90.0,0.9140625,-38.999506486065805,-4.005278691824451,-0.271113105090147,-0.02784352010402762,0.02784352010402762
fluxv_periodic_v1,15.0,90.0,0.921875,-30.859878883921525,-1.683461801130541,-0.2145288066636205,-0.011702931583716922,0.011702931583716922
fluxv_periodic_v1,15.0,90.0,0.9296875,-22.64998847729076,0.36489732279737197,-0.15745606187422836,0.0025366589256205973,-0.0025366589256205973
fluxv_periodic_v1,15.0,90.0,0.9375,-14.405263785155883,2.1182852689963667,-0.10014115937163569,0.014725696514890849,-0.014725696514890849
fluxv_periodic_v1,15.0,90.0,0.9453125,-6.160781658026194,3.5587555172930525,-0.042827943109656486,0.024739422251272222,-0.024739422251272222
fluxv_periodic_v1,15.0,90.0,0.953125,2.0492239260286835,4.672146628165651,0.01424560235933137,0.03247938996999934,-0.03247938996999934
fluxv_periodic_v1,15.0,90.0,0.9609375,10.191826015374055,5.44822890283892,0.07085057854652202,0.03787448581223188,-0.03787448581223188
fluxv_periodic_v1,15.0,90.0,0.96875,18.23583914130784,5.8807783527576,0.12677019324054392,0.04088144243909042,-0.04088144243909042
fluxv_periodic_v1,15.0,90.0,0.9765625,26.152203016684222,5.96757770685924,0.18180242786750236,0.04148484603392111,-0.04148484603392111
fluxv_periodic_v1,15.0,90.0,0.984375,33.914285428930334,5.71034691463033,0.23576214311419522,0.03969665317997063,-0.03969665317997063
fluxv_periodic_v1,15.0,90.0,0.9921875,41.49812453736936,5.114610553792177,0.2884827633078793,0.03555526911759428,-0.03555526911759428
fluxv_uvpm,15.0,105.0,0.0,27.507778051040134,6.5584364688854455,0.1912259870317247,0.04559232246313898,-0.04559232246313898
fluxv_uvpm,15.0,105.0,0.0078125,36.174509333319634,5.62328737178138,0.25147455529912627,0.03909144082945177,-0.03909144082945177
fluxv_uvpm,15.0,105.0,0.015625,44.619430421961496,4.377670266230297,0.3101811643020117,0.03043227686387661,-0.03043227686387661
fluxv_uvpm,15.0,105.0,0.0234375,52.83424042493308,2.837554266664478,0.3672881086790377,0.019725843155786224,-0.019725843155786224
fluxv_uvpm,15.0,105.0,0.03125,60.813853757569966,1.020924538726093,0.4227600349405375,0.0070971672899412305,-0.0070971672899412305
fluxv_uvpm,15.0,105.0,0.0390625,68.55596094024963,-1.0525014203390217,0.47658088826305234,-0.007316680488812191,0.007316680488812191
fluxv_uvpm,15.0,105.0,0.046875,76.060586318386,-3.3615368935791548,0.5287508378887434,-0.023368416352113373,0.023368416352113373
fluxv_uvpm,15.0,105.0,0.0546875,83.3295596756226,-5.883752832188961,0.5792826039356315,-0.04090212014574169,0.04090212014574169
fluxv_uvpm,15.0,105.0,0.0625,90.36598638851312,-8.59567330997381,0.6281977740686843,-0.05975459413159839,0.05975459413159839
fluxv_uvpm,15.0,105.0,0.0703125,97.1736703061723,-11.4729299464985,0.6755227915287967,-0.0797564364920434,0.0797564364920434
fluxv_uvpm,15.0,105.0,0.078125,103.75673452046551,-14.490417205477424,0.7212863188386242,-0.10073312091865343,0.10073312091865343
fluxv_uvpm,15.0,105.0,0.0859375,110.11930451242524,-17.622438377204457,0.7655170351296088,-0.12250601143916255,0.12250601143916255
fluxv_uvpm,15.0,105.0,0.09375,116.26512635332405,-20.842820058203884,0.8082409819880708,-0.14489315824634405,0.14489315824634405
fluxv_uvpm,15.0,105.0,0.1015625,122.19719264692876,-24.12500682810494,0.8494789631157138,-0.16770995586381154,0.16770995586381154
fluxv_uvpm,15.0,105.0,0.109375,127.91730343229588,-27.44213335488713,0.8892434918549328,-0.19076964440048913,0.19076964440048913
fluxv_uvpm,15.0,105.0,0.1171875,133.42499062249857,-30.766991076707832,0.9275313142030075,-0.2138830779324706,0.2138830779324706
fluxv_uvpm,15.0,105.0,0.125,138.71794232809563,-34.072186415400715,0.9643263585841285,-0.23685982435675343,0.23685982435675343
fluxv_uvpm,15.0,105.0,0.1328125,143.79342236131913,-37.33046281885825,0.9996096038252423,-0.2595104041352167,0.2595104041352167
fluxv_uvpm,15.0,105.0,0.140625,148.64699070787742,-40.51464827180186,1.0333501842521464,-0.28164592540492456,0.28164592540492456
fluxv_uvpm,15.0,105.0,0.1484375,153.27224826733874,-43.59775944130087,1.0655036151996704,-0.3030788079671601,0.3030788079671601
fluxv_uvpm,15.0,105.0,0.15625,157.66077869628495,-46.55313777811087,1.0960113887223764,-0.32362372942392237,0.32362372942392237
fluxv_uvpm,15.0,105.0,0.1640625,161.8021482340775,-49.354604208358204,1.124800972383335,-0.34309870054904495,0.34309870054904495
fluxv_uvpm,15.0,105.0,0.171875,165.68395126351257,-51.9766344652813,1.1517861259784066,-0.3613262841429226,0.3613262841429226
fluxv_uvpm,15.0,105.0,0.1796875,169.29189565628351,-54.394555125244324,1.1768674948328102,-0.3781349578172525,0.3781349578172525
