model,theta_max_deg,phase_offset_deg,phase,CT
v5c0_corrected_v4b_075c,15.0,75.0,0.5,-0.07862705060247874
v4b_legacy_025c,15.0,75.0,0.5078125,-0.06556654788222244
v5c0_corrected_v4b_075c,15.0,75.0,0.5078125,-0.06398152986713256
v4b_legacy_025c,15.0,75.0,0.515625,-0.0483353187273345
v5c0_corrected_v4b_075c,15.0,75.0,0.515625,-0.046693539944339106
v4b_legacy_025c,15.0,75.0,0.5234375,-0.02863632135303858
v5c0_corrected_v4b_075c,15.0,75.0,0.5234375,-0.026947569060834498
v4b_legacy_025c,15.0,75.0,0.53125,-0.006711432761137752
v5c0_corrected_v4b_075c,15.0,75.0,0.53125,-0.004952033153179784
v4b_legacy_025c,15.0,75.0,0.5390625,0.017012261546022183
v5c0_corrected_v4b_075c,15.0,75.0,0.5390625,0.01906285410326069
v4b_legacy_025c,15.0,75.0,0.546875,0.04228667869022661
v5c0_corrected_v4b_075c,15.0,75.0,0.546875,0.04484694067220399
v4b_legacy_025c,15.0,75.0,0.5546875,0.06892194181960908
v5c0_corrected_v4b_075c,15.0,75.0,0.5546875,0.07213377619793385
v4b_legacy_025c,15.0,75.0,0.5625,0.09674344662834108
v5c0_corrected_v4b_075c,15.0,75.0,0.5625,0.10064414905359133
v4b_legacy_025c,15.0,75.0,0.5703125,0.12557488925352903
v5c0_corrected_v4b_075c,15.0,75.0,0.5703125,0.1300883401102974
v4b_legacy_025c,15.0,75.0,0.578125,0.1552218374835052
v5c0_corrected_v4b_075c,15.0,75.0,0.578125,0.16016968812731205
v4b_legacy_025c,15.0,75.0,0.5859375,0.18533244664477203
v5c0_corrected_v4b_075c,15.0,75.0,0.5859375,0.19058778168121374
v4b_legacy_025c,15.0,75.0,0.59375,0.21549604174830025
v5c0_corrected_v4b_075c,15.0,75.0,0.59375,0.22104183794414384
v4b_legacy_025c,15.0,75.0,0.6015625,0.24542032736145766
v5c0_corrected_v4b_075c,15.0,75.0,0.6015625,0.2512338497389891
v4b_legacy_025c,15.0,75.0,0.609375,0.2748186843362983
v5c0_corrected_v4b_075c,15.0,75.0,0.609375,0.28080693961721725
v4b_legacy_025c,15.0,75.0,0.6171875,0.30341298696016117
v5c0_corrected_v4b_075c,15.0,75.0,0.6171875,0.3094311275325565
v4b_legacy_025c,15.0,75.0,0.625,0.3309356240711989
v5c0_corrected_v4b_075c,15.0,75.0,0.625,0.33686476082827765
v4b_legacy_025c,15.0,75.0,0.6328125,0.35713157350162444
v5c0_corrected_v4b_075c,15.0,75.0,0.6328125,0.3628806883808919
v4b_legacy_025c,15.0,75.0,0.640625,0.381760747515709
v5c0_corrected_v4b_075c,15.0,75.0,0.640625,0.3872652917599647
v4b_legacy_025c,15.0,75.0,0.6484375,0.40459986558822425
v5c0_corrected_v4b_075c,15.0,75.0,0.6484375,0.4098182501264298
v4b_legacy_025c,15.0,75.0,0.65625,0.42544410376451214
v5c0_corrected_v4b_075c,15.0,75.0,0.65625,0.4303532331638211
v4b_legacy_025c,15.0,75.0,0.6640625,0.4422140784728777
v5c0_corrected_v4b_075c,15.0,75.0,0.6640625,0.4468048577970028
v4b_legacy_025c,15.0,75.0,0.671875,0.45353897649809727
v5c0_corrected_v4b_075c,15.0,75.0,0.671875,0.45781241464263467
v4b_legacy_025c,15.0,75.0,0.6796875,0.46637748069874485
v5c0_corrected_v4b_075c,15.0,75.0,0.6796875,0.4703416986809372
v4b_legacy_025c,15.0,75.0,0.6875,0.4792446765370278
v5c0_corrected_v4b_075c,15.0,75.0,0.6875,0.4829128593935438
v4b_legacy_025c,15.0,75.0,0.6953125,0.49091513500165923
v5c0_corrected_v4b_075c,15.0,75.0,0.6953125,0.49430427257380244
v4b_legacy_025c,15.0,75.0,0.703125,0.5008519656983659
v5c0_corrected_v4b_075c,15.0,75.0,0.703125,0.5039821201301579
v4b_legacy_025c,15.0,75.0,0.7109375,0.5086322116114166
v5c0_corrected_v4b_075c,15.0,75.0,0.7109375,0.511526020662392
v4b_legacy_025c,15.0,75.0,0.71875,0.5134289982240902
v5c0_corrected_v4b_075c,15.0,75.0,0.71875,0.5161111560125794
v4b_legacy_025c,15.0,75.0,0.7265625,0.5163841614228118
v5c0_corrected_v4b_075c,15.0,75.0,0.7265625,0.5188806902401937
v4b_legacy_025c,15.0,75.0,0.734375,0.5181281228925972
v5c0_corrected_v4b_075c,15.0,75.0,0.734375,0.5204653400932252
v4b_legacy_025c,15.0,75.0,0.7421875,0.5110981989320308
v5c0_corrected_v4b_075c,15.0,75.0,0.7421875,0.5132689928783499
v4b_legacy_025c,15.0,75.0,0.75,0.5103115592396631
v5c0_corrected_v4b_075c,15.0,75.0,0.75,0.5121913004859268
v4b_legacy_025c,15.0,75.0,0.7578125,0.4959801447665361
v5c0_corrected_v4b_075c,15.0,75.0,0.7578125,0.49747425346042795
v4b_legacy_025c,15.0,75.0,0.765625,0.48499136434612056
v5c0_corrected_v4b_075c,15.0,75.0,0.765625,0.48605847860583534
v4b_legacy_025c,15.0,75.0,0.7734375,0.46196538793155506
v5c0_corrected_v4b_075c,15.0,75.0,0.7734375,0.46261882409090543
v4b_legacy_025c,15.0,75.0,0.78125,0.4433855815142253
v5c0_corrected_v4b_075c,15.0,75.0,0.78125,0.44368850056922227
v4b_legacy_025c,15.0,75.0,0.7890625,0.4216631285753436
v5c0_corrected_v4b_075c,15.0,75.0,0.7890625,0.42171817113714927
v4b_legacy_025c,15.0,75.0,0.796875,0.39949886221509007
v5c0_corrected_v4b_075c,15.0,75.0,0.796875,0.39943349507266795
v4b_legacy_025c,15.0,75.0,0.8046875,0.37298415471282426
v5c0_corrected_v4b_075c,15.0,75.0,0.8046875,0.37293335289727575
v4b_legacy_025c,15.0,75.0,0.8125,0.3461738602098831
v5c0_corrected_v4b_075c,15.0,75.0,0.8125,0.34620314024803744
v4b_legacy_025c,15.0,75.0,0.8203125,0.32071687537680926
v5c0_corrected_v4b_075c,15.0,75.0,0.8203125,0.32077955962367966
v4b_legacy_025c,15.0,75.0,0.828125,0.292728833658855
v5c0_corrected_v4b_075c,15.0,75.0,0.828125,0.2928182700449266
v4b_legacy_025c,15.0,75.0,0.8359375,0.26672478748891576
v5c0_corrected_v4b_075c,15.0,75.0,0.8359375,0.2668446610933906
v4b_legacy_025c,15.0,75.0,0.84375,0.23334925560323194
v5c0_corrected_v4b_075c,15.0,75.0,0.84375,0.23350313294793057
v4b_legacy_025c,15.0,75.0,0.8515625,0.23362770611043118
v5c0_corrected_v4b_075c,15.0,75.0,0.8515625,0.23381910988835275
v4b_legacy_025c,15.0,75.0,0.859375,0.16907975552218515
v5c0_corrected_v4b_075c,15.0,75.0,0.859375,0.1693122338460203
v4b_legacy_025c,15.0,75.0,0.8671875,0.11618437268360579
v5c0_corrected_v4b_075c,15.0,75.0,0.8671875,0.11646155799315987
v4b_legacy_025c,15.0,75.0,0.875,0.08220291257333547
v5c0_corrected_v4b_075c,15.0,75.0,0.875,0.08252856540272298
v4b_legacy_025c,15.0,75.0,0.8828125,0.05211230042218307
v5c0_corrected_v4b_075c,15.0,75.0,0.8828125,0.0524903335080243
v4b_legacy_025c,15.0,75.0,0.890625,0.024507197712684742
v5c0_corrected_v4b_075c,15.0,75.0,0.890625,0.02494167645542076
v4b_legacy_025c,15.0,75.0,0.8984375,-0.0007171660805949833
v5c0_corrected_v4b_075c,15.0,75.0,0.8984375,-0.00022204998379009636
v4b_legacy_025c,15.0,75.0,0.90625,-0.023605793996407616
v5c0_corrected_v4b_075c,15.0,75.0,0.90625,-0.023045777834482892
v4b_legacy_025c,15.0,75.0,0.9140625,-0.04411367688367107
v5c0_corrected_v4b_075c,15.0,75.0,0.9140625,-0.0434845118425988
v4b_legacy_025c,15.0,75.0,0.921875,-0.06205584143149609
v5c0_corrected_v4b_075c,15.0,75.0,0.921875,-0.06135340622219965
v4b_legacy_025c,15.0,75.0,0.9296875,-0.0773164908000653
v5c0_corrected_v4b_075c,15.0,75.0,0.9296875,-0.07653693128491926
v4b_legacy_025c,15.0,75.0,0.9375,-0.08977081498931815
v5c0_corrected_v4b_075c,15.0,75.0,0.9375,-0.0889107051954885
v4b_legacy_025c,15.0,75.0,0.9453125,-0.09930718094239212
v5c0_corrected_v4b_075c,15.0,75.0,0.9453125,-0.0983636990022186
v4b_legacy_025c,15.0,75.0,0.953125,-0.10583437131923609
v5c0_corrected_v4b_075c,15.0,75.0,0.953125,-0.10480548223135533
v4b_legacy_025c,15.0,75.0,0.9609375,-0.1092877392935402
v5c0_corrected_v4b_075c,15.0,75.0,0.9609375,-0.10817237512127473
v4b_legacy_025c,15.0,75.0,0.96875,-0.10962206669539215
v5c0_corrected_v4b_075c,15.0,75.0,0.96875,-0.10842029407057864
v4b_legacy_025c,15.0,75.0,0.9765625,-0.10682862376646873
v5c0_corrected_v4b_075c,15.0,75.0,0.9765625,-0.10554178847525435
v4b_legacy_025c,15.0,75.0,0.984375,-0.10094047135342418
v5c0_corrected_v4b_075c,15.0,75.0,0.984375,-0.09957131041908636
v4b_legacy_025c,15.0,75.0,0.9921875,-0.09202488225911937
v5c0_corrected_v4b_075c,15.0,75.0,0.9921875,-0.09057759530693296
v4b_legacy_025c,15.0,90.0,0.0,-0.05341991963608452
v5c0_corrected_v4b_075c,15.0,90.0,0.0,-0.052887342597256415
v4b_legacy_025c,15.0,90.0,0.0078125,-0.0431802860772707
v5c0_corrected_v4b_075c,15.0,90.0,0.0078125,-0.042611773179018486
v4b_legacy_025c,15.0,90.0,0.015625,-0.030632074405119
v5c0_corrected_v4b_075c,15.0,90.0,0.015625,-0.030032533796443026
v4b_legacy_025c,15.0,90.0,0.0234375,-0.015924503996838014
v5c0_corrected_v4b_075c,15.0,90.0,0.0234375,-0.015299745720618672
v4b_legacy_025c,15.0,90.0,0.03125,0.0007743007156976162
v5c0_corrected_v4b_075c,15.0,90.0,0.03125,0.0014177314036104515
v4b_legacy_025c,15.0,90.0,0.0390625,0.019279919720835904
v5c0_corrected_v4b_075c,15.0,90.0,0.0390625,0.01993493663954647
v4b_legacy_025c,15.0,90.0,0.046875,0.039394310218727156
v5c0_corrected_v4b_075c,15.0,90.0,0.046875,0.04005349881925808
v4b_legacy_025c,15.0,90.0,0.0546875,0.060908427525381725
v5c0_corrected_v4b_075c,15.0,90.0,0.0546875,0.06156426589883433
v4b_legacy_025c,15.0,90.0,0.0625,0.08360479648050283
v5c0_corrected_v4b_075c,15.0,90.0,0.0625,0.0842498751521348
v4b_legacy_025c,15.0,90.0,0.0703125,0.10725030052750711
v5c0_corrected_v4b_075c,15.0,90.0,0.0703125,0.10788693126792676
v4b_legacy_025c,15.0,90.0,0.078125,0.13153304853486908
v5c0_corrected_v4b_075c,15.0,90.0,0.078125,0.13224823079610185
v4b_legacy_025c,15.0,90.0,0.0859375,0.15621619772573955
v5c0_corrected_v4b_075c,15.0,90.0,0.0859375,0.15710471383817703
v4b_legacy_025c,15.0,90.0,0.09375,0.18109218181830306
v5c0_corrected_v4b_075c,15.0,90.0,0.09375,0.18222687777822424
v4b_legacy_025c,15.0,90.0,0.1015625,0.2059595538480435
v5c0_corrected_v4b_075c,15.0,90.0,0.1015625,0.20738750597330707
v4b_legacy_025c,15.0,90.0,0.109375,0.23062042743231762
v5c0_corrected_v4b_075c,15.0,90.0,0.109375,0.23236301676551457
v4b_legacy_025c,15.0,90.0,0.1171875,0.25487879126570956
v5c0_corrected_v4b_075c,15.0,90.0,0.1171875,0.2569346689984445
v4b_legacy_025c,15.0,90.0,0.125,0.2785403252163376
v5c0_corrected_v4b_075c,15.0,90.0,0.125,0.28089004389615874
v4b_legacy_025c,15.0,90.0,0.1328125,0.3014132194914688
v5c0_corrected_v4b_075c,15.0,90.0,0.1328125,0.30402436071238964
v4b_legacy_025c,15.0,90.0,0.140625,0.3233093896692874
v5c0_corrected_v4b_075c,15.0,90.0,0.140625,0.32614126384916964
v4b_legacy_025c,15.0,90.0,0.1484375,0.34404627767232654
v5c0_corrected_v4b_075c,15.0,90.0,0.1484375,0.3470536145550845
v4b_legacy_025c,15.0,90.0,0.15625,0.36344933442568106
v5c0_corrected_v4b_075c,15.0,90.0,0.15625,0.3665821795215248
v4b_legacy_025c,15.0,90.0,0.1640625,0.38135423102972316
v5c0_corrected_v4b_075c,15.0,90.0,0.1640625,0.3845196050198024
v4b_legacy_025c,15.0,90.0,0.171875,0.3976082982823003
v5c0_corrected_v4b_075c,15.0,90.0,0.171875,0.40070953655938213
v4b_legacy_025c,15.0,90.0,0.1796875,0.4120715626428322
v5c0_corrected_v4b_075c,15.0,90.0,0.1796875,0.41502686350503204
v4b_legacy_025c,15.0,90.0,0.1875,0.4246177300147444
v5c0_corrected_v4b_075c,15.0,90.0,0.1875,0.4273592297715145
v4b_legacy_025c,15.0,90.0,0.1953125,0.43513475545510766
v5c0_corrected_v4b_075c,15.0,90.0,0.1953125,0.4376072094263142
v4b_legacy_025c,15.0,90.0,0.203125,0.44352503093407064
v5c0_corrected_v4b_075c,15.0,90.0,0.203125,0.44568465593420364
v4b_legacy_025c,15.0,90.0,0.2109375,0.44970553146258707
v5c0_corrected_v4b_075c,15.0,90.0,0.2109375,0.4515193622925319
v4b_legacy_025c,15.0,90.0,0.21875,0.45360796509902207
v5c0_corrected_v4b_075c,15.0,90.0,0.21875,0.4550538732318408
v4b_legacy_025c,15.0,90.0,0.2265625,0.45517914605037546
v5c0_corrected_v4b_075c,15.0,90.0,0.2265625,0.45624648840278137
v4b_legacy_025c,15.0,90.0,0.234375,0.4543813705564326
v5c0_corrected_v4b_075c,15.0,90.0,0.234375,0.4550720945210241
v4b_legacy_025c,15.0,90.0,0.2421875,0.4511932561756814
v5c0_corrected_v4b_075c,15.0,90.0,0.2421875,0.4515231895188558
v4b_legacy_025c,15.0,90.0,0.25,0.44561084898789405
v5c0_corrected_v4b_075c,15.0,90.0,0.25,0.44561084898789405
v4b_legacy_025c,15.0,90.0,0.2578125,0.4376489098286521
v5c0_corrected_v4b_075c,15.0,90.0,0.2578125,0.4373655306820736
v4b_legacy_025c,15.0,90.0,0.265625,0.4273424504392334
v5c0_corrected_v4b_075c,15.0,90.0,0.265625,0.42683780580239666
v4b_legacy_025c,15.0,90.0,0.2734375,0.41474835004485544
v5c0_corrected_v4b_075c,15.0,90.0,0.2734375,0.4140988934648414
v4b_legacy_025c,15.0,90.0,0.28125,0.39994699463108224
v5c0_corrected_v4b_075c,15.0,90.0,0.28125,0.399241011083417
v4b_legacy_025c,15.0,90.0,0.2890625,0.3830437795759132
v5c0_corrected_v4b_075c,15.0,90.0,0.2890625,0.3823774748797325
v4b_legacy_025c,15.0,90.0,0.296875,0.3641820383482043
v5c0_corrected_v4b_075c,15.0,90.0,0.296875,0.36364254367195936
v4b_legacy_025c,15.0,90.0,0.3046875,0.3435907901800403
v5c0_corrected_v4b_075c,15.0,90.0,0.3046875,0.3431910743087679
v4b_legacy_025c,15.0,90.0,0.3125,0.3214643772230802
v5c0_corrected_v4b_075c,15.0,90.0,0.3125,0.3211979997663414
v4b_legacy_025c,15.0,90.0,0.3203125,0.29800520965130994
v5c0_corrected_v4b_075c,15.0,90.0,0.3203125,0.2978575786755262
v4b_legacy_025c,15.0,90.0,0.328125,0.2734338670208684
v5c0_corrected_v4b_075c,15.0,90.0,0.328125,0.27338236322140097
v4b_legacy_025c,15.0,90.0,0.3359375,0.24798726171569735
v5c0_corrected_v4b_075c,15.0,90.0,0.3359375,0.2480019638526229
v4b_legacy_025c,15.0,90.0,0.34375,0.2219164585206359
v5c0_corrected_v4b_075c,15.0,90.0,0.34375,0.22196163258681048
v4b_legacy_025c,15.0,90.0,0.3515625,0.19548409367786895
v5c0_corrected_v4b_075c,15.0,90.0,0.3515625,0.1955310342550177
v4b_legacy_025c,15.0,90.0,0.359375,0.1689614478230126
v5c0_corrected_v4b_075c,15.0,90.0,0.359375,0.16900910585844395
v4b_legacy_025c,15.0,90.0,0.3671875,0.1426252264033096
v5c0_corrected_v4b_075c,15.0,90.0,0.3671875,0.1426746553133707
v4b_legacy_025c,15.0,90.0,0.375,0.11675406277962463
v5c0_corrected_v4b_075c,15.0,90.0,0.375,0.11680690826799561
v4b_legacy_025c,15.0,90.0,0.3828125,0.0916249784491783
v5c0_corrected_v4b_075c,15.0,90.0,0.3828125,0.09168348701572297
v4b_legacy_025c,15.0,90.0,0.390625,0.06750979445875992
v5c0_corrected_v4b_075c,15.0,90.0,0.390625,0.06757679197133451
v4b_legacy_025c,15.0,90.0,0.3984375,0.04467079957070915
v5c0_corrected_v4b_075c,15.0,90.0,0.3984375,0.044749638453830065
v4b_legacy_025c,15.0,90.0,0.40625,0.02335705172464735
v5c0_corrected_v4b_075c,15.0,90.0,0.40625,0.023451526607753653
v4b_legacy_025c,15.0,90.0,0.4140625,0.003801082405182526
v5c0_corrected_v4b_075c,15.0,90.0,0.4140625,0.003915315551819572
v4b_legacy_025c,15.0,90.0,0.421875,-0.013784813980577446
v5c0_corrected_v4b_075c,15.0,90.0,0.421875,-0.013646514524502745
v4b_legacy_025c,15.0,90.0,0.4296875,-0.029211528404654328
v5c0_corrected_v4b_075c,15.0,90.0,0.4296875,-0.02904483332820568
v4b_legacy_025c,15.0,90.0,0.4375,-0.042315800331272885
v5c0_corrected_v4b_075c,15.0,90.0,0.4375,-0.04211653999282492
v4b_legacy_025c,15.0,90.0,0.4453125,-0.052940547965621934
v5c0_corrected_v4b_075c,15.0,90.0,0.4453125,-0.052704902033024255
v4b_legacy_025c,15.0,90.0,0.453125,-0.06097181695447934
v5c0_corrected_v4b_075c,15.0,90.0,0.453125,-0.06069650388775948
v4b_legacy_025c,15.0,90.0,0.4609375,-0.06636554985379138
v5c0_corrected_v4b_075c,15.0,90.0,0.4609375,-0.06604800666432048
v4b_legacy_025c,15.0,90.0,0.46875,-0.06908012796586374
v5c0_corrected_v4b_075c,15.0,90.0,0.46875,-0.06871867055171209
v4b_legacy_025c,15.0,90.0,0.4765625,-0.0691055188002003
v5c0_corrected_v4b_075c,15.0,90.0,0.4765625,-0.06869947367171188
v4b_legacy_025c,15.0,90.0,0.484375,-0.06646241955599094
v5c0_corrected_v4b_075c,15.0,90.0,0.484375,-0.06601221895096726
v4b_legacy_025c,15.0,90.0,0.4921875,-0.06120085022524588
v5c0_corrected_v4b_075c,15.0,90.0,0.4921875,-0.06070808442309421
v4b_legacy_025c,15.0,90.0,0.5,-0.05339879427771325
v5c0_corrected_v4b_075c,15.0,90.0,0.5,-0.05286621723888514
v4b_legacy_025c,15.0,90.0,0.5078125,-0.043160392863022104
v5c0_corrected_v4b_075c,15.0,90.0,0.5078125,-0.04259187996476992
v4b_legacy_025c,15.0,90.0,0.515625,-0.030613590589585883
v5c0_corrected_v4b_075c,15.0,90.0,0.515625,-0.030014049980909945
v4b_legacy_025c,15.0,90.0,0.5234375,-0.015907664399713507
v5c0_corrected_v4b_075c,15.0,90.0,0.5234375,-0.015282906123494162
v4b_legacy_025c,15.0,90.0,0.53125,0.0007893287310016251
v5c0_corrected_v4b_075c,15.0,90.0,0.53125,0.0014327594189145055
v4b_legacy_025c,15.0,90.0,0.5390625,0.01929306327014911
v5c0_corrected_v4b_075c,15.0,90.0,0.5390625,0.01994808018885966
v4b_legacy_025c,15.0,90.0,0.546875,0.03940562534500588
v5c0_corrected_v4b_075c,15.0,90.0,0.546875,0.040064813945536674
v4b_legacy_025c,15.0,90.0,0.5546875,0.060918031867736554
v5c0_corrected_v4b_075c,15.0,90.0,0.5546875,0.0615738702411892
v4b_legacy_025c,15.0,90.0,0.5625,0.08361265022196293
v5c0_corrected_v4b_075c,15.0,90.0,0.5625,0.08425772889359504
v4b_legacy_025c,15.0,90.0,0.5703125,0.10725571323843609
v5c0_corrected_v4b_075c,15.0,90.0,0.5703125,0.10789297810542495
v4b_legacy_025c,15.0,90.0,0.578125,0.131530004664222
v5c0_corrected_v4b_075c,15.0,90.0,0.578125,0.13225239469052538
v4b_legacy_025c,15.0,90.0,0.5859375,0.15619885942191744
v5c0_corrected_v4b_075c,15.0,90.0,0.5859375,0.15710673884742868
v4b_legacy_025c,15.0,90.0,0.59375,0.181056840460796
v5c0_corrected_v4b_075c,15.0,90.0,0.59375,0.18222666635591708
v4b_legacy_025c,15.0,90.0,0.6015625,0.2059045161458971
v5c0_corrected_v4b_075c,15.0,90.0,0.6015625,0.20738515346621048
v4b_legacy_025c,15.0,90.0,0.609375,0.23054547551227703
v5c0_corrected_v4b_075c,15.0,90.0,0.609375,0.23235856917843295
v4b_legacy_025c,15.0,90.0,0.6171875,0.25478494199985724
v5c0_corrected_v4b_075c,15.0,90.0,0.6171875,0.25692825004180675
v4b_legacy_025c,15.0,90.0,0.625,0.2784294559557428
v5c0_corrected_v4b_075c,15.0,90.0,0.625,0.28088185156718776
v4b_legacy_025c,15.0,90.0,0.6328125,0.30128753187271534
v5c0_corrected_v4b_075c,15.0,90.0,0.6328125,0.30401445663847854
v4b_legacy_025c,15.0,90.0,0.640625,0.3231712550085386
v5c0_corrected_v4b_075c,15.0,90.0,0.640625,0.32612967079130967
v4b_legacy_025c,15.0,90.0,0.6484375,0.34389838377828574
v5c0_corrected_v4b_075c,15.0,90.0,0.6484375,0.3470406325237626
v4b_legacy_025c,15.0,90.0,0.65625,0.3632943559397835
v5c0_corrected_v4b_075c,15.0,90.0,0.65625,0.3665680257101367
v4b_legacy_025c,15.0,90.0,0.6640625,0.3811944552798049
v5c0_corrected_v4b_075c,15.0,90.0,0.6640625,0.38450220369546567
v4b_legacy_025c,15.0,90.0,0.671875,0.39744582250975835
v5c0_corrected_v4b_075c,15.0,90.0,0.671875,0.4006866025484029
v4b_legacy_025c,15.0,90.0,0.6796875,0.411908632824785
v5c0_corrected_v4b_075c,15.0,90.0,0.6796875,0.4149970450138497
v4b_legacy_025c,15.0,90.0,0.6875,0.42445674943877965
v5c0_corrected_v4b_075c,15.0,90.0,0.6875,0.42732200038721035
v4b_legacy_025c,15.0,90.0,0.6953125,0.43497812037526645
v5c0_corrected_v4b_075c,15.0,90.0,0.6953125,0.43756258914529217
v4b_legacy_025c,15.0,90.0,0.703125,0.443375126830158
v5c0_corrected_v4b_075c,15.0,90.0,0.703125,0.44563311628590574
v4b_legacy_025c,15.0,90.0,0.7109375,0.4495646736029239
v5c0_corrected_v4b_075c,15.0,90.0,0.7109375,0.4514617117388329
v4b_legacy_025c,15.0,90.0,0.71875,0.45347825301798894
v5c0_corrected_v4b_075c,15.0,90.0,0.71875,0.4549910969935525
v4b_legacy_025c,15.0,90.0,0.7265625,0.4550622842014523
v5c0_corrected_v4b_075c,15.0,90.0,0.7265625,0.45617959312896533
v4b_legacy_025c,15.0,90.0,0.734375,0.45427869657485986
v5c0_corrected_v4b_075c,15.0,90.0,0.734375,0.45500219264659103
v4b_legacy_025c,15.0,90.0,0.7421875,0.4511057311636912
v5c0_corrected_v4b_075c,15.0,90.0,0.7421875,0.45145156788213453
v4b_legacy_025c,15.0,90.0,0.75,0.4455388878311232
v5c0_corrected_v4b_075c,15.0,90.0,0.75,0.4455388878311232
v4b_legacy_025c,15.0,90.0,0.7578125,0.4375922796763945
v5c0_corrected_v4b_075c,15.0,90.0,0.7578125,0.4372946881196537
v4b_legacy_025c,15.0,90.0,0.765625,0.42730019654963125
v5c0_corrected_v4b_075c,15.0,90.0,0.765625,0.4267696133311259
v4b_legacy_025c,15.0,90.0,0.7734375,0.414718636158161
v5c0_corrected_v4b_075c,15.0,90.0,0.7734375,0.414034835835364
v4b_legacy_025c,15.0,90.0,0.78125,0.3999269760739651
v5c0_corrected_v4b_075c,15.0,90.0,0.78125,0.3991823949288684
v4b_legacy_025c,15.0,90.0,0.7890625,0.3830296221050816
v5c0_corrected_v4b_075c,15.0,90.0,0.7890625,0.3823253856198664
v4b_legacy_025c,15.0,90.0,0.796875,0.3641697049449855
v5c0_corrected_v4b_075c,15.0,90.0,0.796875,0.36359784103222814
v4b_legacy_025c,15.0,90.0,0.8046875,0.34357974680355585
v5c0_corrected_v4b_075c,15.0,90.0,0.8046875,0.34315435822542034
v4b_legacy_025c,15.0,90.0,0.8125,0.32145475668301504
v5c0_corrected_v4b_075c,15.0,90.0,0.8125,0.3211695519808657
v4b_legacy_025c,15.0,90.0,0.8203125,0.2979971879307901
v5c0_corrected_v4b_075c,15.0,90.0,0.8203125,0.29783728298218864
v4b_legacy_025c,15.0,90.0,0.828125,0.2734276388508755
v5c0_corrected_v4b_075c,15.0,90.0,0.828125,0.27336958970113595
v4b_legacy_025c,15.0,90.0,0.8359375,0.24798299189487474
v5c0_corrected_v4b_075c,15.0,90.0,0.8359375,0.2479954322650644
v4b_legacy_025c,15.0,90.0,0.84375,0.22191423900307988
v5c0_corrected_v4b_075c,15.0,90.0,0.84375,0.22195929597209832
v4b_legacy_025c,15.0,90.0,0.8515625,0.19548393410245318
v5c0_corrected_v4b_075c,15.0,90.0,0.8515625,0.19553087467960192
v4b_legacy_025c,15.0,90.0,0.859375,0.16896329440661062
v5c0_corrected_v4b_075c,15.0,90.0,0.859375,0.16901095244204203
v4b_legacy_025c,15.0,90.0,0.8671875,0.14262897583756157
v5c0_corrected_v4b_075c,15.0,90.0,0.8671875,0.1426784047476227
v4b_legacy_025c,15.0,90.0,0.875,0.11675966123763938
v5c0_corrected_v4b_075c,15.0,90.0,0.875,0.11681250672601039
v4b_legacy_025c,15.0,90.0,0.8828125,0.09163250946621787
v5c0_corrected_v4b_075c,15.0,90.0,0.8828125,0.09169101803276261
v4b_legacy_025c,15.0,90.0,0.890625,0.06751914049064557
v5c0_corrected_v4b_075c,15.0,90.0,0.890625,0.06758613800322022
v4b_legacy_025c,15.0,90.0,0.8984375,0.04468206537026911
v5c0_corrected_v4b_075c,15.0,90.0,0.8984375,0.04476090425338986
v4b_legacy_025c,15.0,90.0,0.90625,0.023370176904453064
v5c0_corrected_v4b_075c,15.0,90.0,0.90625,0.023464651787559316
v4b_legacy_025c,15.0,90.0,0.9140625,0.0038156802258824583
v5c0_corrected_v4b_075c,15.0,90.0,0.9140625,0.003929913372519503
v4b_legacy_025c,15.0,90.0,0.921875,-0.013768770199694861
v5c0_corrected_v4b_075c,15.0,90.0,0.921875,-0.01363047074362018
