figure,case_id,model,quantity,phase,experiment,experiment_std,prediction
13,razak2014_fig13,fluxv_old,CL,0.0,-0.3220112598809054,0.17847506313956638,-0.4482368292322544
13,razak2014_fig13,fluxv_old,CL,0.01606989190734216,-0.3129274495626314,0.22092123135404657,-0.44153008009450234
13,razak2014_fig13,fluxv_old,CL,0.032138951061984264,-0.29522439488968005,0.25425690952763963,-0.4256199460619916
13,razak2014_fig13,fluxv_old,CL,0.04820884579767544,-0.2696561156416171,0.27696664706715485,-0.40104866997696753
13,razak2014_fig13,fluxv_old,CL,0.06427781210997877,-0.237093090704653,0.2882985416313289,-0.3685767016443393
13,razak2014_fig13,fluxv_old,CL,0.08034724263397601,-0.19852331679079382,0.28809632627342796,-0.32911091168832163
13,razak2014_fig13,fluxv_old,CL,0.09641667315797325,-0.15500106643091816,0.27672864700193944,-0.283643174384343
13,razak2014_fig13,fluxv_old,CL,0.11248610368197051,-0.10762084348365425,0.25513119980279475,-0.23317414587858482
13,razak2014_fig13,fluxv_old,CL,0.12855562704830653,-0.057473975650176756,0.22481498864874913,-0.17864739126801538
13,razak2014_fig13,fluxv_old,CL,0.1446250575723038,-0.005619393825629704,0.18810178463863417,-0.12089620824000061
13,razak2014_fig13,fluxv_old,CL,0.16069448809630105,0.046933307407293734,0.14867593041902252,-0.060603740747674016
13,razak2014_fig13,fluxv_old,CL,0.17676391862029828,0.09927362957846364,0.11333313247836838,0.0017150795420384363
13,razak2014_fig13,fluxv_old,CL,0.19283334914429553,0.150601604497147,0.09514137304517048,0.06571354349190305
13,razak2014_fig13,fluxv_old,CL,0.20890055145216194,0.20023689923670962,0.10613299527411224,0.13118557970632402
13,razak2014_fig13,fluxv_old,CL,0.22496998197615917,0.24765544781725113,0.13795534029281714,0.19806898943758383
13,razak2014_fig13,fluxv_old,CL,0.2410395053424952,0.2924661593842759,0.17604657315028238,0.2663474394010298
13,razak2014_fig13,fluxv_old,CL,0.25710893586649247,0.33443611572449505,0.21237609733996113,0.33603130835899503
13,razak2014_fig13,fluxv_old,CL,0.2731783663904897,0.373465797237685,0.24281999002365523,0.40709234179234505
13,razak2014_fig13,fluxv_old,CL,0.28924788975682575,0.4095909886311603,0.2649493377244201,0.47940941195072145
13,razak2014_fig13,fluxv_old,CL,0.3053172274384842,0.4429624515120677,0.27724254927798725,0.5526975104274504
13,razak2014_fig13,fluxv_old,CL,0.3213867508048202,0.4738154332758294,0.27881982906961483,0.6264716923045967
13,razak2014_fig13,fluxv_old,CL,0.3374561813288175,0.502466914436349,0.26937012541264677,0.7000355390650571
13,razak2014_fig13,fluxv_old,CL,0.3535256118528147,0.5292700837025045,0.24909713587179583,0.7724687059931632
13,razak2014_fig13,fluxv_old,CL,0.36959504237681196,0.5545876582555364,0.21873751723254634,0.8426382472579071
13,razak2014_fig13,fluxv_old,CL,0.38566447290080924,0.5787800260945516,0.17956215596413558,0.9092340278614746
13,razak2014_fig13,fluxv_old,CL,0.40173399626714523,0.6021595093691879,0.13359087646344037,0.9708245976995272
13,razak2014_fig13,fluxv_old,CL,0.4178033339488037,0.6249865529906687,0.08468927409573833,1.025928315350773
13,razak2014_fig13,fluxv_old,CL,0.43387285731513975,0.6474252584274477,0.047375141095337546,1.0731019178826515
13,razak2014_fig13,fluxv_old,CL,0.449942287839137,0.6695416897545664,0.06535960331870816,1.111026427869623
13,razak2014_fig13,fluxv_old,CL,0.46601171836313426,0.6912949804127845,0.1159231830101429,1.1385981834466872
13,razak2014_fig13,fluxv_old,CL,0.48208124172947026,0.7125216641651392,0.16984099671677058,1.1550040646357935
13,razak2014_fig13,fluxv_old,CL,0.4981505794111287,0.7329352516092845,0.22052209423400118,1.1597792695306532
13,razak2014_fig13,fluxv_old,CL,0.5142201027774648,0.7521344881868729,0.26496712420616214,1.1528408739856566
13,razak2014_fig13,fluxv_old,CL,0.530289533301462,0.7696228346159376,0.3010948565256005,1.1344918279867975
13,razak2014_fig13,fluxv_old,CL,0.5463589638254592,0.7848076199155737,0.3273148832832123,1.1053964524148403
13,razak2014_fig13,fluxv_old,CL,0.5624283943494566,0.7970341321626079,0.34250750310456796,1.0665292188184905
13,razak2014_fig13,fluxv_old,CL,0.5784978248734538,0.8056127217018748,0.3459720556553278,1.0190211061100571
13,razak2014_fig13,fluxv_old,CL,0.5945673482397899,0.8098285413624072,0.3374857864260555,0.9643362029824893
13,razak2014_fig13,fluxv_old,CL,0.6106366859214483,0.8089951176464928,0.31727695526577415,0.903917824576972
13,razak2014_fig13,fluxv_old,CL,0.6267039810716535,0.8024803952207974,0.2860275890517604,0.8391660504831887
13,razak2014_fig13,fluxv_old,CL,0.6427734115956507,0.789724523398106,0.24484510801628862,0.771348364518247
13,razak2014_fig13,fluxv_old,CL,0.6588428421196479,0.7702747938693167,0.19523543428018778,0.7015917247195255
13,razak2014_fig13,fluxv_old,CL,0.674912365485984,0.743819519716283,0.139095369074952,0.6308103371162151
13,razak2014_fig13,fluxv_old,CL,0.6909817031676424,0.7102104802578207,0.07892603052364552,0.5597005133166782
13,razak2014_fig13,fluxv_old,CL,0.7070511336916396,0.6694675794139745,0.023128990323435517,0.4887425023371503
13,razak2014_fig13,fluxv_old,CL,0.723120564215637,0.621798537882232,0.05448571065939251,0.41822971835171435
13,razak2014_fig13,fluxv_old,CL,0.739190087581973,0.5676118095111707,0.11432769324911272,0.34830680074190695
13,razak2014_fig13,fluxv_old,CL,0.755259610948309,0.5074987948187141,0.1711476678933223,0.27902262928127847
13,razak2014_fig13,fluxv_old,CL,0.7713290414723063,0.44225416839983855,0.221859468265941,0.2103867119596298
13,razak2014_fig13,fluxv_old,CL,0.7873984719963034,0.3728138379843059,0.2644790546774064,0.14242753750201564
13,razak2014_fig13,fluxv_old,CL,0.8034679025203006,0.3002900939124862,0.2974592149599883,0.07525066199661057
13,razak2014_fig13,fluxv_old,CL,0.8195373330442979,0.2259097799369224,0.31965992033155166,0.00908388310094976
13,razak2014_fig13,fluxv_old,CL,0.8356067635682951,0.1509926953516424,0.33036526490197815,-0.05568936188016381
13,razak2014_fig13,fluxv_old,CL,0.8516762869346312,0.0769194099299596,0.3293092984204576,-0.11850545415327848
13,razak2014_fig13,fluxv_old,CL,0.8677457174586284,0.005091032596723055,0.31667094442356203,-0.17860576444070705
13,razak2014_fig13,fluxv_old,CL,0.8838152408249644,-0.06310678502282763,0.2930896692786852,-0.23512852123479708
13,razak2014_fig13,fluxv_old,CL,0.899884578506623,-0.1263438681869815,0.25963308537801205,-0.2870788174445753
13,razak2014_fig13,fluxv_old,CL,0.9159539161882814,-0.18338892652276045,0.21780139775895452,-0.33340463184928576
13,razak2014_fig13,fluxv_old,CL,0.9320234395546174,-0.23313199887192687,0.1695523898761224,-0.3730599194490994
13,razak2014_fig13,fluxv_old,CL,0.9480929629209535,-0.27462087322978895,0.11757457314236244,-0.40507474838979035
13,razak2014_fig13,fluxv_old,CL,0.9641624862872895,-0.30709814191549667,0.0671498974035801,-0.42862683507424476
13,razak2014_fig13,fluxv_old,CL,0.9802318239689479,-0.32999908413373913,0.041921467003088964,-0.4431027776039747
13,razak2014_fig13,fluxv_old,CL,0.9963011616506064,-0.3429974026420814,0.07422870539309566,-0.44814570390786496
13,razak2014_fig13,fluxv_old,CD,0.0,0.023500243442118804,0.00498083600301641,-0.04562615617007897
13,razak2014_fig13,fluxv_old,CD,0.01606696609466703,0.023739062250144535,0.0066190556689936135,-0.04654369115548492
13,razak2014_fig13,fluxv_old,CD,0.03213597415566937,0.0235730268547078,0.00846780516727344,-0.04631789833981381
13,razak2014_fig13,fluxv_old,CD,0.0482059106424717,0.023052969891327033,0.010180008127544465,-0.0449592448368075
13,razak2014_fig13,fluxv_old,CD,0.06427491870347404,0.022235299916384205,0.011591548965097669,-0.0425213266534222
13,razak2014_fig13,fluxv_old,CD,0.08034448381995637,0.02117850057579794,0.012609839161086808,-0.03909788171416502
13,razak2014_fig13,fluxv_old,CD,0.09641386325127871,0.01994099905046541,0.013180855806284166,-0.03481974192396693
13,razak2014_fig13,fluxv_old,CD,0.11248342836776104,0.01857975443072729,0.013277340411607247,-0.029849050200155037
13,razak2014_fig13,fluxv_old,CD,0.12855280779908337,0.017146065188528598,0.012895679215686233,-0.02437319368159831
13,razak2014_fig13,fluxv_old,CD,0.1446223729155657,0.015685795037504252,0.012053813979072056,-0.018596801980680044
13,razak2014_fig13,fluxv_old,CD,0.16069193803204804,0.014235745055353924,0.010789900939978073,-0.012733937936770742
13,razak2014_fig13,fluxv_old,CD,0.17676131746337037,0.012824034822736502,0.00916410357870962,-0.006999307843217659
13,razak2014_fig13,fluxv_old,CD,0.1928308825798527,0.011468422588883379,0.007261006497329009,-0.0015994588805297303
13,razak2014_fig13,fluxv_old,CD,0.20889803378925506,0.010176206457810935,0.0052102675012338255,0.003274414771414148
13,razak2014_fig13,fluxv_old,CD,0.22496759890573742,0.0089445067134276,0.0032909649587104348,0.007457261333605285
13,razak2014_fig13,fluxv_old,CD,0.24103716402221975,0.007761211608642335,0.0024277700602611187,0.010812411698572257
13,razak2014_fig13,fluxv_old,CD,0.25710654345354206,0.0066052032254502735,0.0035640156859619862,0.013239913272236689
13,razak2014_fig13,fluxv_old,CD,0.2731759228848644,0.0054486725408102316,0.00546235558928936,0.01467931843099645
13,razak2014_fig13,fluxv_old,CD,0.28924548800134675,0.0042585734009458615,0.007371790869322504,0.015105943758562801
13,razak2014_fig13,fluxv_old,CD,0.3053150531178291,0.0029987258433929326,0.009066616719256628,0.014540641919234437
13,razak2014_fig13,fluxv_old,CD,0.3213844325491514,0.0016313547688325408,0.010438759088125601,0.01305453120197966
13,razak2014_fig13,fluxv_old,CD,0.3374539976656337,0.00012078839999310476,0.011421264576800328,0.010746705580276211
13,razak2014_fig13,fluxv_old,CD,0.3535233770969561,-0.001565341836644904,0.011973520718636404,0.0077475275355651735
13,razak2014_fig13,fluxv_old,CD,0.3695929422134384,-0.0034544779414835136,0.012076668196485087,0.0042123769835898635
13,razak2014_fig13,fluxv_old,CD,0.38566250732992075,-0.005565888603076663,0.011735238328314003,0.0003149757015454914
13,razak2014_fig13,fluxv_old,CD,0.40173188676124305,-0.007909977501617926,0.010976715463291263,-0.003760111565151
13,razak2014_fig13,fluxv_old,CD,0.41780145187772544,-0.0104867164045966,0.009855306021964142,-0.007825229149011024
13,razak2014_fig13,fluxv_old,CD,0.43387083130904774,-0.01328506640032831,0.008460478830746347,-0.01169677389875275
13,razak2014_fig13,fluxv_old,CD,0.4499403964255301,-0.01628232855020889,0.006938675922647629,-0.015202654073917736
