figure,case_id,model,phase,CL,CD,persistence,ldvm_delta_CL,ldvm_delta_CD,ldvm_shedding
13,razak2014_fig13,old,0.0,-0.4482368292322544,-0.04562615617007897,,,,
13,razak2014_fig13,old,0.0078125,-0.4461802254286959,-0.04621766285944388,,,,
13,razak2014_fig13,old,0.015625,-0.4418983671667054,-0.04654075119176612,,,,
13,razak2014_fig13,old,0.0234375,-0.4354310821833138,-0.04659272003469377,,,,
13,razak2014_fig13,old,0.03125,-0.4268329716895035,-0.04637330969369291,,,,
13,razak2014_fig13,old,0.0390625,-0.41617235928888,-0.0458846936325919,,,,
13,razak2014_fig13,old,0.046875,-0.403529904160814,-0.045131458126114875,,,,
13,razak2014_fig13,old,0.0546875,-0.38899700830802264,-0.044120559062136216,,,,
13,razak2014_fig13,old,0.0625,-0.3726740486237773,-0.04286125543739666,,,,
13,razak2014_fig13,old,0.0703125,-0.3546684770016775,-0.04136502148617259,,,,
13,razak2014_fig13,old,0.078125,-0.3350928463815669,-0.03964543765454684,,,,
13,razak2014_fig13,old,0.0859375,-0.314062800392681,-0.037718061232259126,,,,
13,razak2014_fig13,old,0.09375,-0.2916950768854138,-0.03560027915109894,,,,
13,razak2014_fig13,old,0.1015625,-0.2681055761993134,-0.03331114246810981,,,,
13,razak2014_fig13,old,0.109375,-0.24340752590776668,-0.030871184761268145,,,,
13,razak2014_fig13,old,0.1171875,-0.21770980263955803,-0.028302225366380128,,,,
13,razak2014_fig13,old,0.125,-0.19111544351750584,-0.02562715842215627,,,,
13,razak2014_fig13,old,0.1328125,-0.1637203717409153,-0.022869733847109858,,,,
13,razak2014_fig13,old,0.140625,-0.1356123672572365,-0.020054330954825984,,,,
13,razak2014_fig13,old,0.1484375,-0.10687028286370122,-0.017205723794314492,,,,
13,razak2014_fig13,old,0.15625,-0.07756350906028946,-0.014348843475566078,,,,
13,razak2014_fig13,old,0.1640625,-0.04775170912486369,-0.011508540564806758,,,,
13,razak2014_fig13,old,0.171875,-0.017484824882107706,-0.008709347790706316,,,,
13,razak2014_fig13,old,0.1796875,0.01319665398130814,-0.00597524645776914,,,,
13,razak2014_fig13,old,0.1875,0.044261179497761705,-0.0033294384271841276,,,,
13,razak2014_fig13,old,0.1953125,0.07568544765832041,-0.0007941236822454153,,,,
13,razak2014_fig13,old,0.203125,0.10745347999885406,0.0016097151124850318,,,,
13,razak2014_fig13,old,0.2109375,0.1395555278293182,0.003862510879866452,,,,
13,razak2014_fig13,old,0.21875,0.1719869243409073,0.005946286164718291,,,,
13,razak2014_fig13,old,0.2265625,0.20474684781798638,0.007844847600715198,,,,
13,razak2014_fig13,old,0.234375,0.23783668348765208,0.00954395877477122,,,,
13,razak2014_fig13,old,0.2421875,0.2712585609003677,0.011031431679092447,,,,
13,razak2014_fig13,old,0.25,0.30501377970247084,0.01229722908219832,,,,
13,razak2014_fig13,old,0.2578125,0.33910108154060903,0.01333355852742306,,,,
13,razak2014_fig13,old,0.265625,0.37351499758305506,0.014134927606372322,,,,
13,razak2014_fig13,old,0.2734375,0.40824428093482834,0.014698177076963673,,,,
13,razak2014_fig13,old,0.28125,0.44327042775610065,0.015022490638532308,,,,
13,razak2014_fig13,old,0.2890625,0.47856632000226995,0.01510938054706203,,,,
13,razak2014_fig13,old,0.296875,0.5140950134967449,0.01496265010598055,,,,
13,razak2014_fig13,old,0.3046875,0.5498086930521032,0.014588333453248904,,,,
13,razak2014_fig13,old,0.3125,0.5856478265655236,0.013994614612719615,,,,
13,razak2014_fig13,old,0.3203125,0.6215405547864614,0.013191725217743328,,,,
13,razak2014_fig13,old,0.328125,0.6574023029811757,0.012191822519572456,,,,
13,razak2014_fig13,old,0.3359375,0.693135650691738,0.011008848594705835,,,,
13,razak2014_fig13,old,0.34375,0.7286305085619722,0.009658373518718419,,,,
13,razak2014_fig13,old,0.3515625,0.7637645640996686,0.008157426571132394,,,,
13,razak2014_fig13,old,0.359375,0.7984040108766955,0.006524312379355677,,,,
