case,phase_t_over_T,variable,value
W1,0.149805447471,cd,-0.0930693069307
W1,0.151750972763,cd,-0.0990099009901
W1,0.153696498054,cd,-0.10495049505
W1,0.155642023346,cd,-0.112871287129
W1,0.157587548638,cd,-0.118811881188
W1,0.15953307393,cd,-0.124752475248
W1,0.161478599222,cd,-0.130693069307
W1,0.163424124514,cd,-0.136633663366
W1,0.165369649805,cd,-0.142574257426
W1,0.167315175097,cd,-0.146534653465
W1,0.169260700389,cd,-0.152475247525
W1,0.171206225681,cd,-0.158415841584
W1,0.173151750973,cd,-0.164356435644
W1,0.175097276265,cd,-0.170297029703
W1,0.177042801556,cd,-0.174257425743
W1,0.178988326848,cd,-0.180198019802
W1,0.18093385214,cd,-0.186138613861
W1,0.182879377432,cd,-0.190099009901
W1,0.184824902724,cd,-0.194059405941
W1,0.186770428016,cd,-0.2
W1,0.188715953307,cd,-0.20396039604
W1,0.190661478599,cd,-0.209900990099
W1,0.192607003891,cd,-0.213861386139
W1,0.194552529183,cd,-0.217821782178
W1,0.196498054475,cd,-0.221782178218
W1,0.198443579767,cd,-0.225742574257
W1,0.200389105058,cd,-0.229702970297
W1,0.20233463035,cd,-0.233663366337
W1,0.204280155642,cd,-0.237623762376
W1,0.206225680934,cd,-0.241584158416
W1,0.208171206226,cd,-0.245544554455
W1,0.210116731518,cd,-0.249504950495
W1,0.212062256809,cd,-0.253465346535
W1,0.214007782101,cd,-0.255445544554
W1,0.215953307393,cd,-0.259405940594
W1,0.217898832685,cd,-0.261386138614
W1,0.219844357977,cd,-0.265346534653
W1,0.221789883268,cd,-0.269306930693
W1,0.22373540856,cd,-0.271287128713
W1,0.225680933852,cd,-0.273267326733
W1,0.227626459144,cd,-0.277227722772
W1,0.229571984436,cd,-0.279207920792
W1,0.231517509728,cd,-0.281188118812
W1,0.233463035019,cd,-0.283168316832
W1,0.235408560311,cd,-0.285148514851
W1,0.237354085603,cd,-0.289108910891
W1,0.239299610895,cd,-0.291089108911
W1,0.241245136187,cd,-0.293069306931
W1,0.243190661479,cd,-0.29504950495
W1,0.24513618677,cd,-0.29702970297
W1,0.247081712062,cd,-0.29900990099
W1,0.249027237354,cd,-0.29900990099
W1,0.250972762646,cd,-0.30099009901
W1,0.252918287938,cd,-0.30297029703
W1,0.25486381323,cd,-0.30495049505
W1,0.256809338521,cd,-0.30495049505
W1,0.258754863813,cd,-0.306930693069
W1,0.260700389105,cd,-0.306930693069
W1,0.262645914397,cd,-0.308910891089
W1,0.264591439689,cd,-0.308910891089
W1,0.266536964981,cd,-0.310891089109
W1,0.268482490272,cd,-0.310891089109
W1,0.270428015564,cd,-0.310891089109
W1,0.272373540856,cd,-0.310891089109
W1,0.274319066148,cd,-0.310891089109
W1,0.27626459144,cd,-0.310891089109
W1,0.278210116732,cd,-0.310891089109
W1,0.280155642023,cd,-0.310891089109
W1,0.282101167315,cd,-0.310891089109
W1,0.284046692607,cd,-0.310891089109
W1,0.285992217899,cd,-0.310891089109
W1,0.287937743191,cd,-0.308910891089
W1,0.289883268482,cd,-0.306930693069
W1,0.291828793774,cd,-0.306930693069
W1,0.293774319066,cd,-0.30495049505
W1,0.295719844358,cd,-0.30495049505
W1,0.29766536965,cd,-0.30297029703
W1,0.299610894942,cd,-0.30099009901
W1,0.301556420233,cd,-0.29702970297
W1,0.303501945525,cd,-0.29504950495
W1,0.305447470817,cd,-0.293069306931
W1,0.307392996109,cd,-0.291089108911
W1,0.309338521401,cd,-0.289108910891
W1,0.311284046693,cd,-0.285148514851
W1,0.313229571984,cd,-0.281188118812
W1,0.315175097276,cd,-0.279207920792
W1,0.317120622568,cd,-0.277227722772
W1,0.31906614786,cd,-0.271287128713
W1,0.321011673152,cd,-0.267326732673
W1,0.322957198444,cd,-0.265346534653
W1,0.324902723735,cd,-0.259405940594
W1,0.326848249027,cd,-0.255445544554
W1,0.328793774319,cd,-0.251485148515
W1,0.330739299611,cd,-0.247524752475
W1,0.332684824903,cd,-0.241584158416
W1,0.334630350195,cd,-0.235643564356
W1,0.336575875486,cd,-0.231683168317
W1,0.338521400778,cd,-0.225742574257
W1,0.34046692607,cd,-0.221782178218
W1,0.342412451362,cd,-0.213861386139
W1,0.344357976654,cd,-0.207920792079
W1,0.346303501946,cd,-0.20198019802
W1,0.348249027237,cd,-0.19603960396
W1,0.350194552529,cd,-0.190099009901
W1,0.352140077821,cd,-0.182178217822
W1,0.354085603113,cd,-0.176237623762
W1,0.356031128405,cd,-0.170297029703
W1,0.357976653696,cd,-0.162376237624
W1,0.359922178988,cd,-0.156435643564
W1,0.36186770428,cd,-0.150495049505
W1,0.363813229572,cd,-0.142574257426
W1,0.365758754864,cd,-0.134653465347
W1,0.367704280156,cd,-0.126732673267
W1,0.369649805447,cd,-0.120792079208
W1,0.371595330739,cd,-0.112871287129
W1,0.373540856031,cd,-0.106930693069
W1,0.375486381323,cd,-0.0990099009901
W1,0.377431906615,cd,-0.0910891089109
W1,0.379377431907,cd,-0.0851485148515
W1,0.381322957198,cd,-0.0772277227723
W1,0.38326848249,cd,-0.0693069306931
W1,0.385214007782,cd,-0.0633663366337
W1,0.387159533074,cd,-0.0554455445545
W1,0.389105058366,cd,-0.0475247524752
W1,0.391050583658,cd,-0.039603960396
W1,0.392996108949,cd,-0.0336633663366
W1,0.394941634241,cd,-0.0257425742574
W1,0.396887159533,cd,-0.0178217821782
W1,0.398832684825,cd,-0.0118811881188
W1,0.400778210117,cd,-0.0039603960396
W1,0.402723735409,cd,0.0019801980198
W1,0.4046692607,cd,0.00990099009901
W1,0.406614785992,cd,0.0158415841584
W1,0.408560311284,cd,0.0257425742574
W1,0.410505836576,cd,0.0376237623762
W1,0.412451361868,cd,0.039603960396
W1,0.41439688716,cd,0.0455445544554
W1,0.416342412451,cd,0.0514851485149
W1,0.418287937743,cd,0.0594059405941
W1,0.420233463035,cd,0.0673267326733
W1,0.422178988327,cd,0.0732673267327
W1,0.424124513619,cd,0.0811881188119
W1,0.426070038911,cd,0.0871287128713
W1,0.428015564202,cd,0.0950495049505
W1,0.429961089494,cd,0.10099009901
W1,0.431906614786,cd,0.106930693069
W1,0.433852140078,cd,0.112871287129
W1,0.43579766537,cd,0.120792079208
W1,0.437743190661,cd,0.126732673267
W1,0.439688715953,cd,0.132673267327
W1,0.441634241245,cd,0.140594059406
W1,0.443579766537,cd,0.146534653465
W1,0.445525291829,cd,0.152475247525
W1,0.447470817121,cd,0.158415841584
W1,0.449416342412,cd,0.164356435644
W1,0.451361867704,cd,0.170297029703
W1,0.453307392996,cd,0.176237623762
W1,0.455252918288,cd,0.182178217822
W1,0.45719844358,cd,0.186138613861
W1,0.459143968872,cd,0.194059405941
W1,0.461089494163,cd,0.2
W1,0.463035019455,cd,0.20396039604
W1,0.464980544747,cd,0.209900990099
W1,0.466926070039,cd,0.215841584158
W1,0.468871595331,cd,0.219801980198
W1,0.470817120623,cd,0.225742574257
W1,0.472762645914,cd,0.231683168317
W1,0.474708171206,cd,0.235643564356
W1,0.476653696498,cd,0.239603960396
W1,0.47859922179,cd,0.245544554455
W1,0.480544747082,cd,0.249504950495
W1,0.482490272374,cd,0.253465346535
W1,0.484435797665,cd,0.257425742574
W1,0.486381322957,cd,0.261386138614
W1,0.488326848249,cd,0.265346534653
W1,0.490272373541,cd,0.269306930693
W1,0.492217898833,cd,0.273267326733
W1,0.494163424125,cd,0.275247524752
W1,0.496108949416,cd,0.279207920792
W1,0.498054474708,cd,0.281188118812
W1,0.5,cd,0.285148514851
W1,0.501945525292,cd,0.287128712871
W1,0.503891050584,cd,0.289108910891
W1,0.505836575875,cd,0.291089108911
W1,0.507782101167,cd,0.293069306931
W1,0.509727626459,cd,0.293069306931
W1,0.511673151751,cd,0.29504950495
W1,0.513618677043,cd,0.29504950495
W1,0.515564202335,cd,0.29702970297
W1,0.517509727626,cd,0.29702970297
W1,0.519455252918,cd,0.29702970297
W1,0.52140077821,cd,0.29702970297
W1,0.523346303502,cd,0.29702970297
W1,0.525291828794,cd,0.29702970297
W1,0.527237354086,cd,0.29702970297
W1,0.529182879377,cd,0.29702970297
W1,0.531128404669,cd,0.29504950495
W1,0.533073929961,cd,0.29504950495
W1,0.535019455253,cd,0.293069306931
W1,0.536964980545,cd,0.291089108911
W1,0.538910505837,cd,0.289108910891
W1,0.540856031128,cd,0.287128712871
W1,0.54280155642,cd,0.285148514851
W1,0.544747081712,cd,0.283168316832
W1,0.546692607004,cd,0.281188118812
W1,0.548638132296,cd,0.277227722772
W1,0.550583657588,cd,0.275247524752
W1,0.552529182879,cd,0.273267326733
W1,0.554474708171,cd,0.269306930693
W1,0.556420233463,cd,0.265346534653
W1,0.558365758755,cd,0.263366336634
W1,0.560311284047,cd,0.259405940594
W1,0.562256809339,cd,0.255445544554
W1,0.56420233463,cd,0.251485148515
W1,0.566147859922,cd,0.247524752475
W1,0.568093385214,cd,0.243564356436
W1,0.570038910506,cd,0.239603960396
W1,0.571984435798,cd,0.235643564356
W1,0.573929961089,cd,0.231683168317
W1,0.575875486381,cd,0.227722772277
W1,0.577821011673,cd,0.223762376238
W1,0.579766536965,cd,0.219801980198
W1,0.581712062257,cd,0.215841584158
W1,0.583657587549,cd,0.211881188119
W1,0.58560311284,cd,0.207920792079
W1,0.587548638132,cd,0.20396039604
W1,0.589494163424,cd,0.2
W1,0.591439688716,cd,0.194059405941
W1,0.593385214008,cd,0.190099009901
W1,0.5953307393,cd,0.186138613861
W1,0.597276264591,cd,0.182178217822
W1,0.599221789883,cd,0.178217821782
W1,0.601167315175,cd,0.174257425743
W1,0.603112840467,cd,0.170297029703
W1,0.605058365759,cd,0.166336633663
W1,0.607003891051,cd,0.162376237624
W1,0.608949416342,cd,0.158415841584
W1,0.610894941634,cd,0.154455445545
W1,0.612840466926,cd,0.150495049505
W1,0.614785992218,cd,0.146534653465
W1,0.61673151751,cd,0.142574257426
W1,0.618677042802,cd,0.140594059406
W1,0.620622568093,cd,0.136633663366
W1,0.622568093385,cd,0.132673267327
W1,0.624513618677,cd,0.128712871287
W1,0.626459143969,cd,0.124752475248
W1,0.628404669261,cd,0.120792079208
W1,0.630350194553,cd,0.118811881188
W1,0.632295719844,cd,0.114851485149
W1,0.634241245136,cd,0.110891089109
W1,0.636186770428,cd,0.106930693069
W1,0.63813229572,cd,0.10495049505
W1,0.640077821012,cd,0.10099009901
W1,0.642023346304,cd,0.0970297029703
W1,0.643968871595,cd,0.0950495049505
W1,0.645914396887,cd,0.0910891089109
W1,0.647859922179,cd,0.0891089108911
W1,0.649805447471,cd,0.0851485148515
W1,0.651750972763,cd,0.0811881188119
W1,0.653696498054,cd,0.0792079207921
W1,0.655642023346,cd,0.0752475247525
W1,0.657587548638,cd,0.0732673267327
W1,0.65953307393,cd,0.0693069306931
W1,0.661478599222,cd,0.0653465346535
W1,0.663424124514,cd,0.0633663366337
W1,0.665369649805,cd,0.0594059405941
W1,0.667315175097,cd,0.0574257425743
W1,0.669260700389,cd,0.0534653465347
W1,0.671206225681,cd,0.0514851485149
W1,0.673151750973,cd,0.0475247524752
W1,0.675097276265,cd,0.0455445544554
W1,0.677042801556,cd,0.0415841584158
W1,0.678988326848,cd,0.039603960396
W1,0.68093385214,cd,0.0376237623762
W1,0.682879377432,cd,0.0376237623762
W1,0.684824902724,cd,0.0316831683168
W1,0.686770428016,cd,0.0257425742574
W1,0.688715953307,cd,0.0257425742574
W1,0.690661478599,cd,0.0237623762376
W1,0.692607003891,cd,0.019801980198
W1,0.694552529183,cd,0.0178217821782
W1,0.696498054475,cd,0.0158415841584
W1,0.698443579767,cd,0.0138613861386
W1,0.700389105058,cd,0.0118811881188
W1,0.70233463035,cd,0.00990099009901
W1,0.704280155642,cd,0.00792079207921
W1,0.706225680934,cd,0.0039603960396
W1,0.708171206226,cd,0.0019801980198
W1,0.710116731518,cd,0
W1,0.712062256809,cd,-0.0019801980198
W1,0.714007782101,cd,-0.0039603960396
W1,0.715953307393,cd,-0.0039603960396
W1,0.717898832685,cd,-0.00594059405941
W1,0.719844357977,cd,-0.00792079207921
W1,0.721789883268,cd,-0.00990099009901
W1,0.72373540856,cd,-0.00990099009901
W1,0.725680933852,cd,-0.0118811881188
W1,0.727626459144,cd,-0.0138613861386
W1,0.729571984436,cd,-0.0138613861386
W1,0.731517509728,cd,-0.0158415841584
W1,0.733463035019,cd,-0.0158415841584
W1,0.735408560311,cd,-0.0178217821782
W1,0.737354085603,cd,-0.0178217821782
W1,0.739299610895,cd,-0.0178217821782
W1,0.741245136187,cd,-0.0178217821782
W1,0.743190661479,cd,-0.0178217821782
W1,0.74513618677,cd,-0.0178217821782
W1,0.747081712062,cd,-0.0178217821782
W1,0.749027237354,cd,-0.0178217821782
W1,0.750972762646,cd,-0.0178217821782
W1,0.752918287938,cd,-0.0178217821782
W1,0.75486381323,cd,-0.0178217821782
W1,0.756809338521,cd,-0.0178217821782
W1,0.758754863813,cd,-0.0178217821782
W1,0.760700389105,cd,-0.0178217821782
W1,0.762645914397,cd,-0.0158415841584
W1,0.764591439689,cd,-0.0158415841584
W1,0.766536964981,cd,-0.0158415841584
W1,0.768482490272,cd,-0.0138613861386
W1,0.770428015564,cd,-0.0138613861386
W1,0.772373540856,cd,-0.0118811881188
W1,0.774319066148,cd,-0.00990099009901
W1,0.77626459144,cd,-0.00990099009901
W1,0.778210116732,cd,-0.00792079207921
W1,0.780155642023,cd,-0.00594059405941
W1,0.782101167315,cd,-0.00594059405941
W1,0.784046692607,cd,-0.0039603960396
W1,0.785992217899,cd,-0.0019801980198
W1,0.787937743191,cd,0
W1,0.789883268482,cd,0
W1,0.791828793774,cd,0.0039603960396
W1,0.793774319066,cd,0.0039603960396
W1,0.795719844358,cd,0.00594059405941
W1,0.79766536965,cd,0.00792079207921
W1,0.799610894942,cd,0.0118811881188
W1,0.801556420233,cd,0.0138613861386
W1,0.803501945525,cd,0.0158415841584
W1,0.805447470817,cd,0.0178217821782
W1,0.807392996109,cd,0.019801980198
W1,0.809338521401,cd,0.0217821782178
W1,0.811284046693,cd,0.0237623762376
W1,0.813229571984,cd,0.0257425742574
W1,0.815175097276,cd,0.0257425742574
W1,0.817120622568,cd,0.0316831683168
W1,0.81906614786,cd,0.0376237623762
W1,0.821011673152,cd,0.0376237623762
W1,0.822957198444,cd,0.039603960396
W1,0.824902723735,cd,0.0415841584158
W1,0.826848249027,cd,0.0455445544554
W1,0.828793774319,cd,0.0475247524752
W1,0.830739299611,cd,0.049504950495
W1,0.832684824903,cd,0.0534653465347
W1,0.834630350195,cd,0.0554455445545
W1,0.836575875486,cd,0.0574257425743
W1,0.838521400778,cd,0.0613861386139
W1,0.84046692607,cd,0.0633663366337
W1,0.842412451362,cd,0.0673267326733
W1,0.844357976654,cd,0.0693069306931
W1,0.846303501946,cd,0.0732673267327
W1,0.848249027237,cd,0.0752475247525
W1,0.850194552529,cd,0.0792079207921
W1,0.852140077821,cd,0.0811881188119
W1,0.854085603113,cd,0.0851485148515
W1,0.856031128405,cd,0.0871287128713
W1,0.857976653696,cd,0.0910891089109
W1,0.859922178988,cd,0.0950495049505
W1,0.86186770428,cd,0.0970297029703
W1,0.863813229572,cd,0.0990099009901
W1,0.865758754864,cd,0.10297029703
W1,0.867704280156,cd,0.10495049505
W1,0.869649805447,cd,0.108910891089
W1,0.871595330739,cd,0.112871287129
W1,0.873540856031,cd,0.114851485149
W1,0.875486381323,cd,0.118811881188
W1,0.877431906615,cd,0.120792079208
W1,0.879377431907,cd,0.122772277228
W1,0.881322957198,cd,0.126732673267
W1,0.88326848249,cd,0.128712871287
W1,0.885214007782,cd,0.132673267327
W1,0.887159533074,cd,0.134653465347
W1,0.889105058366,cd,0.136633663366
W1,0.891050583658,cd,0.138613861386
W1,0.892996108949,cd,0.140594059406
W1,0.894941634241,cd,0.144554455446
W1,0.896887159533,cd,0.146534653465
W1,0.898832684825,cd,0.148514851485
W1,0.900778210117,cd,0.150495049505
W1,0.902723735409,cd,0.152475247525
W1,0.9046692607,cd,0.154455445545
W1,0.906614785992,cd,0.156435643564
W1,0.908560311284,cd,0.158415841584
W1,0.910505836576,cd,0.160396039604
W1,0.912451361868,cd,0.162376237624
W1,0.91439688716,cd,0.162376237624
W1,0.916342412451,cd,0.164356435644
W1,0.918287937743,cd,0.166336633663
W1,0.920233463035,cd,0.166336633663
W1,0.922178988327,cd,0.168316831683
W1,0.924124513619,cd,0.170297029703
W1,0.926070038911,cd,0.170297029703
W1,0.928015564202,cd,0.170297029703
W1,0.929961089494,cd,0.172277227723
W1,0.931906614786,cd,0.172277227723
W1,0.933852140078,cd,0.174257425743
W1,0.93579766537,cd,0.174257425743
W1,0.937743190661,cd,0.174257425743
W1,0.939688715953,cd,0.174257425743
W1,0.941634241245,cd,0.176237623762
W1,0.943579766537,cd,0.176237623762
W1,0.945525291829,cd,0.176237623762
W1,0.947470817121,cd,0.176237623762
W1,0.949416342412,cd,0.176237623762
W1,0.951361867704,cd,0.176237623762
W1,0.953307392996,cd,0.176237623762
W1,0.955252918288,cd,0.176237623762
W1,0.95719844358,cd,0.176237623762
W1,0.959143968872,cd,0.176237623762
W1,0.961089494163,cd,0.176237623762
W1,0.963035019455,cd,0.174257425743
W1,0.964980544747,cd,0.174257425743
W1,0.966926070039,cd,0.174257425743
W1,0.968871595331,cd,0.174257425743
W1,0.970817120623,cd,0.174257425743
W1,0.972762645914,cd,0.174257425743
W1,0.974708171206,cd,0.172277227723
W1,0.976653696498,cd,0.172277227723
W1,0.97859922179,cd,0.172277227723
W1,0.980544747082,cd,0.172277227723
W1,0.982490272374,cd,0.172277227723
W1,0.984435797665,cd,0.170297029703
W1,0.986381322957,cd,0.170297029703
W1,0.988326848249,cd,0.170297029703
W1,0.990272373541,cd,0.170297029703
W1,0.992217898833,cd,0.168316831683
W1,0.994163424125,cd,0.168316831683
W1,0.996108949416,cd,0.168316831683
W1,0.00393700787402,cl,0.61
W1,0.00590551181102,cl,0.62
W1,0.00787401574803,cl,0.64
W1,0.00984251968504,cl,0.65
W1,0.011811023622,cl,0.67
W1,0.0137795275591,cl,0.69
W1,0.0157480314961,cl,0.7
W1,0.0177165354331,cl,0.72
W1,0.0196850393701,cl,0.74
W1,0.0216535433071,cl,0.75
W1,0.0236220472441,cl,0.77
W1,0.0255905511811,cl,0.79
W1,0.0275590551181,cl,0.81
W1,0.0295275590551,cl,0.83
W1,0.0314960629921,cl,0.85
W1,0.0334645669291,cl,0.87
W1,0.0354330708661,cl,0.89
W1,0.0374015748031,cl,0.91
W1,0.0393700787402,cl,0.93
W1,0.0413385826772,cl,0.95
W1,0.0433070866142,cl,0.97
W1,0.0452755905512,cl,0.99
W1,0.0472440944882,cl,1.01
W1,0.0492125984252,cl,1.01
W1,0.0511811023622,cl,1.07
W1,0.0531496062992,cl,1.08
W1,0.0551181102362,cl,1.1
W1,0.0570866141732,cl,1.12
W1,0.0590551181102,cl,1.14
W1,0.0610236220472,cl,1.16
W1,0.0629921259843,cl,1.19
W1,0.0649606299213,cl,1.21
W1,0.0669291338583,cl,1.23
W1,0.0688976377953,cl,1.25
W1,0.0708661417323,cl,1.27
W1,0.0728346456693,cl,1.29
W1,0.0748031496063,cl,1.32
W1,0.0767716535433,cl,1.34
W1,0.0787401574803,cl,1.36
W1,0.0807086614173,cl,1.38
W1,0.0826771653543,cl,1.41
W1,0.0846456692913,cl,1.43
W1,0.0866141732283,cl,1.45
W1,0.0885826771654,cl,1.47
W1,0.0905511811024,cl,1.49
W1,0.0925196850394,cl,1.51
W1,0.0944881889764,cl,1.53
W1,0.0964566929134,cl,1.55
W1,0.0984251968504,cl,1.57
W1,0.100393700787,cl,1.6
W1,0.102362204724,cl,1.62
W1,0.104330708661,cl,1.63
W1,0.106299212598,cl,1.65
W1,0.108267716535,cl,1.67
W1,0.110236220472,cl,1.69
W1,0.112204724409,cl,1.72
W1,0.114173228346,cl,1.74
W1,0.116141732283,cl,1.75
W1,0.11811023622,cl,1.77
W1,0.120078740157,cl,1.79
W1,0.122047244094,cl,1.81
W1,0.124015748031,cl,1.83
W1,0.125984251969,cl,1.85
W1,0.127952755906,cl,1.87
W1,0.129921259843,cl,1.89
W1,0.13188976378,cl,1.91
W1,0.133858267717,cl,1.92
W1,0.135826771654,cl,1.94
W1,0.137795275591,cl,1.96
W1,0.139763779528,cl,1.98
W1,0.141732283465,cl,2
W1,0.143700787402,cl,2.02
W1,0.145669291339,cl,2.04
W1,0.147637795276,cl,2.06
W1,0.149606299213,cl,2.07
W1,0.15157480315,cl,2.09
W1,0.153543307087,cl,2.11
W1,0.155511811024,cl,2.13
W1,0.157480314961,cl,2.15
W1,0.159448818898,cl,2.16
W1,0.161417322835,cl,2.18
W1,0.163385826772,cl,2.2
W1,0.165354330709,cl,2.21
W1,0.167322834646,cl,2.23
W1,0.169291338583,cl,2.25
W1,0.17125984252,cl,2.27
W1,0.173228346457,cl,2.29
W1,0.175196850394,cl,2.31
W1,0.177165354331,cl,2.33
W1,0.179133858268,cl,2.34
W1,0.181102362205,cl,2.36
W1,0.183070866142,cl,2.38
W1,0.185039370079,cl,2.39
W1,0.187007874016,cl,2.41
W1,0.188976377953,cl,2.42
W1,0.19094488189,cl,2.44
W1,0.192913385827,cl,2.46
W1,0.194881889764,cl,2.47
W1,0.196850393701,cl,2.49
W1,0.198818897638,cl,2.5
W1,0.200787401575,cl,2.52
W1,0.202755905512,cl,2.53
W1,0.204724409449,cl,2.55
W1,0.206692913386,cl,2.56
W1,0.208661417323,cl,2.58
W1,0.21062992126,cl,2.59
W1,0.212598425197,cl,2.6
W1,0.214566929134,cl,2.62
W1,0.216535433071,cl,2.63
W1,0.218503937008,cl,2.64
W1,0.220472440945,cl,2.65
W1,0.222440944882,cl,2.66
W1,0.224409448819,cl,2.68
W1,0.226377952756,cl,2.69
W1,0.228346456693,cl,2.7
W1,0.23031496063,cl,2.71
W1,0.232283464567,cl,2.72
W1,0.234251968504,cl,2.73
W1,0.236220472441,cl,2.74
W1,0.238188976378,cl,2.75
W1,0.240157480315,cl,2.75
W1,0.242125984252,cl,2.76
W1,0.244094488189,cl,2.77
W1,0.246062992126,cl,2.78
W1,0.248031496063,cl,2.79
W1,0.25,cl,2.79
W1,0.251968503937,cl,2.8
W1,0.253937007874,cl,2.81
W1,0.255905511811,cl,2.81
W1,0.257874015748,cl,2.81
W1,0.259842519685,cl,2.82
W1,0.261811023622,cl,2.83
W1,0.263779527559,cl,2.83
W1,0.265748031496,cl,2.83
W1,0.267716535433,cl,2.84
W1,0.26968503937,cl,2.84
W1,0.271653543307,cl,2.85
W1,0.273622047244,cl,2.85
W1,0.275590551181,cl,2.85
W1,0.277559055118,cl,2.85
W1,0.279527559055,cl,2.86
W1,0.281496062992,cl,2.86
W1,0.283464566929,cl,2.86
W1,0.285433070866,cl,2.86
W1,0.287401574803,cl,2.86
W1,0.28937007874,cl,2.86
W1,0.291338582677,cl,2.86
W1,0.293307086614,cl,2.86
W1,0.295275590551,cl,2.86
W1,0.297244094488,cl,2.86
W1,0.299212598425,cl,2.86
W1,0.301181102362,cl,2.86
W1,0.303149606299,cl,2.86
W1,0.305118110236,cl,2.86
W1,0.307086614173,cl,2.86
W1,0.30905511811,cl,2.86
W1,0.311023622047,cl,2.85
W1,0.312992125984,cl,2.85
W1,0.314960629921,cl,2.85
W1,0.316929133858,cl,2.85
W1,0.318897637795,cl,2.84
W1,0.320866141732,cl,2.84
W1,0.322834645669,cl,2.84
W1,0.324803149606,cl,2.84
W1,0.326771653543,cl,2.83
W1,0.32874015748,cl,2.83
W1,0.330708661417,cl,2.82
W1,0.332677165354,cl,2.82
W1,0.334645669291,cl,2.81
W1,0.336614173228,cl,2.81
W1,0.338582677165,cl,2.8
W1,0.340551181102,cl,2.8
W1,0.342519685039,cl,2.79
W1,0.344488188976,cl,2.79
W1,0.346456692913,cl,2.78
W1,0.34842519685,cl,2.78
W1,0.350393700787,cl,2.77
W1,0.352362204724,cl,2.76
W1,0.354330708661,cl,2.75
W1,0.356299212598,cl,2.75
W1,0.358267716535,cl,2.74
W1,0.360236220472,cl,2.73
W1,0.362204724409,cl,2.72
W1,0.364173228346,cl,2.72
W1,0.366141732283,cl,2.71
W1,0.36811023622,cl,2.7
W1,0.370078740157,cl,2.69
W1,0.372047244094,cl,2.68
W1,0.374015748031,cl,2.67
W1,0.375984251969,cl,2.66
W1,0.377952755906,cl,2.65
W1,0.379921259843,cl,2.63
W1,0.38188976378,cl,2.62
W1,0.383858267717,cl,2.61
W1,0.385826771654,cl,2.6
W1,0.387795275591,cl,2.59
W1,0.389763779528,cl,2.58
W1,0.391732283465,cl,2.56
W1,0.393700787402,cl,2.55
W1,0.395669291339,cl,2.53
W1,0.397637795276,cl,2.52
W1,0.399606299213,cl,2.5
W1,0.40157480315,cl,2.49
W1,0.403543307087,cl,2.47
W1,0.405511811024,cl,2.46
W1,0.407480314961,cl,2.44
W1,0.409448818898,cl,2.42
W1,0.411417322835,cl,2.41
W1,0.413385826772,cl,2.39
W1,0.415354330709,cl,2.37
W1,0.417322834646,cl,2.35
W1,0.419291338583,cl,2.33
W1,0.42125984252,cl,2.31
W1,0.423228346457,cl,2.29
W1,0.425196850394,cl,2.27
W1,0.427165354331,cl,2.25
W1,0.429133858268,cl,2.22
W1,0.431102362205,cl,2.2
W1,0.433070866142,cl,2.18
W1,0.435039370079,cl,2.16
W1,0.437007874016,cl,2.13
W1,0.438976377953,cl,2.11
W1,0.44094488189,cl,2.08
W1,0.442913385827,cl,2.05
W1,0.444881889764,cl,2.03
W1,0.446850393701,cl,2
W1,0.448818897638,cl,1.97
W1,0.450787401575,cl,1.94
W1,0.452755905512,cl,1.92
W1,0.454724409449,cl,1.89
W1,0.456692913386,cl,1.86
W1,0.458661417323,cl,1.83
W1,0.46062992126,cl,1.8
W1,0.462598425197,cl,1.76
W1,0.464566929134,cl,1.74
W1,0.466535433071,cl,1.71
W1,0.468503937008,cl,1.68
W1,0.470472440945,cl,1.64
W1,0.472440944882,cl,1.61
W1,0.474409448819,cl,1.58
W1,0.476377952756,cl,1.55
W1,0.478346456693,cl,1.51
W1,0.48031496063,cl,1.48
W1,0.482283464567,cl,1.45
W1,0.484251968504,cl,1.41
W1,0.486220472441,cl,1.38
W1,0.488188976378,cl,1.35
W1,0.490157480315,cl,1.31
W1,0.492125984252,cl,1.27
W1,0.494094488189,cl,1.23
W1,0.496062992126,cl,1.2
W1,0.498031496063,cl,1.17
W1,0.5,cl,1.14
W1,0.501968503937,cl,1.1
W1,0.503937007874,cl,1.07
W1,0.505905511811,cl,1.01
W1,0.507874015748,cl,0.99
W1,0.509842519685,cl,0.97
W1,0.511811023622,cl,0.93
W1,0.513779527559,cl,0.9
W1,0.515748031496,cl,0.86
W1,0.517716535433,cl,0.83
W1,0.51968503937,cl,0.8
W1,0.521653543307,cl,0.77
W1,0.523622047244,cl,0.73
W1,0.525590551181,cl,0.71
W1,0.527559055118,cl,0.67
W1,0.529527559055,cl,0.64
W1,0.531496062992,cl,0.61
W1,0.533464566929,cl,0.58
W1,0.535433070866,cl,0.55
W1,0.537401574803,cl,0.52
W1,0.53937007874,cl,0.49
W1,0.541338582677,cl,0.47
W1,0.543307086614,cl,0.44
W1,0.545275590551,cl,0.42
W1,0.547244094488,cl,0.39
W1,0.549212598425,cl,0.37
W1,0.551181102362,cl,0.34
W1,0.553149606299,cl,0.32
W1,0.555118110236,cl,0.3
W1,0.557086614173,cl,0.27
W1,0.55905511811,cl,0.25
W1,0.561023622047,cl,0.23
W1,0.562992125984,cl,0.21
W1,0.564960629921,cl,0.19
W1,0.566929133858,cl,0.17
W1,0.568897637795,cl,0.15
W1,0.570866141732,cl,0.14
W1,0.572834645669,cl,0.12
W1,0.574803149606,cl,0.11
