aoa_deg,model,phase,lift_n,drag_n,CL,CD,CT
0.0,fluxv_periodic_v3_persistent,0.8203125,-0.29268371063356763,-0.017870334777318662,-0.4840772766178327,-0.02955621606862746,0.02955621606862746
0.0,fluxv_periodic_v3_persistent,0.828125,-0.3161271321985627,-0.022821783673388586,-0.5228509673067365,-0.03774554745209738,0.03774554745209738
0.0,fluxv_periodic_v3_persistent,0.8359375,-0.3390147416769402,-0.028081775785811218,-0.560705385786679,-0.046445186565258194,0.046445186565258194
0.0,fluxv_periodic_v3_persistent,0.84375,-0.3613295345396178,-0.03357037655233629,-0.5976124078203717,-0.055522927536051,0.055522927536051
0.0,fluxv_periodic_v3_persistent,0.8515625,-0.38302654355536114,-0.03923142743742682,-0.6334976609229713,-0.06488588828749675,0.06488588828749675
0.0,fluxv_periodic_v3_persistent,0.859375,-0.40397387066329454,-0.04501403122119595,-0.6681429954271744,-0.07444988857076326,0.07444988857076326
0.0,fluxv_periodic_v3_persistent,0.8671875,-0.4239508124265919,-0.050836541815748315,-0.7011833841218397,-0.08407989177657245,0.08407989177657245
0.0,fluxv_periodic_v3_persistent,0.875,-0.44309072182818926,-0.05662913392527984,-0.7328393830080814,-0.09366041201416975,0.09366041201416975
0.0,fluxv_periodic_v3_persistent,0.8828125,-0.46134032904016375,-0.06235438279030195,-0.7630228877183178,-0.10312955149084202,0.10312955149084202
0.0,fluxv_periodic_v3_persistent,0.890625,-0.47864661730077873,-0.06797684795913272,-0.7916462124377798,-0.1124286943126772,0.1124286943126772
0.0,fluxv_periodic_v3_persistent,0.8984375,-0.49465115594851816,-0.07341015069850967,-0.8181165392808822,-0.12141497642391731,0.12141497642391731
0.0,fluxv_periodic_v3_persistent,0.90625,-0.5094338828131655,-0.07863109740103102,-0.842566079523943,-0.13005003730807957,0.13005003730807957
0.0,fluxv_periodic_v3_persistent,0.9140625,-0.5230624717698804,-0.0836348408530439,-0.8651067607666038,-0.1383258600311871,0.1383258600311871
0.0,fluxv_periodic_v3_persistent,0.921875,-0.5354929375636313,-0.0884013107806884,-0.8856658346402556,-0.1462092498401392,0.1462092498401392
0.0,fluxv_periodic_v3_persistent,0.9296875,-0.5466100922875761,-0.09289612048913415,-0.9040527888402584,-0.1536433336771584,0.1536433336771584
0.0,fluxv_periodic_v3_persistent,0.9375,-0.5559857742699572,-0.09701431288983586,-0.9195594755316407,-0.16045452025670734,0.16045452025670734
0.0,fluxv_periodic_v3_persistent,0.9453125,-0.5640042205302169,-0.10083026134506398,-0.9328213944131891,-0.16676581763612836,0.16676581763612836
0.0,fluxv_periodic_v3_persistent,0.953125,-0.5706368985138732,-0.10433301904722453,-0.9437913547436126,-0.172559120602814,0.172559120602814
0.0,fluxv_periodic_v3_persistent,0.9609375,-0.575857147218966,-0.10751225764061384,-0.9524252611914943,-0.17781734681798247,0.17781734681798247
0.0,fluxv_periodic_v3_persistent,0.96875,-0.57931295869491,-0.11028079833004939,-0.9581409185615555,-0.18239630898245188,0.18239630898245188
0.0,fluxv_periodic_v3_persistent,0.9765625,-0.5810510653935905,-0.11264211473506397,-0.9610156188834394,-0.18630175220680525,0.18630175220680525
0.0,fluxv_periodic_v3_persistent,0.984375,-0.5813015099376897,-0.114645401870732,-0.9614298356930763,-0.18961504141862548,0.18961504141862548
0.0,fluxv_periodic_v3_persistent,0.9921875,-0.58005579739429,-0.11628402817899744,-0.9593695189977869,-0.1923252085098599,0.1923252085098599
5.0,fluxv_periodic_v3_persistent,0.0,-0.40092482602183743,-0.08940114583649117,-0.6631001004087678,-0.14786290330049864,0.14786290330049864
5.0,fluxv_periodic_v3_persistent,0.0078125,-0.39695515838085005,-0.08977851031850523,-0.6565345628304469,-0.1484870363291193,0.1484870363291193
5.0,fluxv_periodic_v3_persistent,0.015625,-0.3917797464441547,-0.08983594537043685,-0.6479748130914957,-0.14858202967009232,0.14858202967009232
5.0,fluxv_periodic_v3_persistent,0.0234375,-0.38540602913483324,-0.0895667946857732,-0.6374331546221897,-0.14813687428324224,0.14813687428324224
5.0,fluxv_periodic_v3_persistent,0.03125,-0.37784892955891825,-0.0889636963985337,-0.6249342691395647,-0.14713939418505773,0.14713939418505773
5.0,fluxv_periodic_v3_persistent,0.0390625,-0.3689374430172023,-0.0879614920466194,-0.6101953274800095,-0.14548182208362773,0.14548182208362773
5.0,fluxv_periodic_v3_persistent,0.046875,-0.35864790272283364,-0.08652566648255744,-0.5931771865231202,-0.14310707246997545,0.14310707246997545
5.0,fluxv_periodic_v3_persistent,0.0546875,-0.3472602442972411,-0.0847150899834766,-0.5743428391459392,-0.140112512441725,0.140112512441725
5.0,fluxv_periodic_v3_persistent,0.0625,-0.3347881418868248,-0.08251100468292463,-0.5537149013783612,-0.13646711787085877,0.13646711787085877
5.0,fluxv_periodic_v3_persistent,0.0703125,-0.32123398668869263,-0.07989442055363082,-0.53129732808409,-0.13213948065248354,0.13213948065248354
5.0,fluxv_periodic_v3_persistent,0.078125,-0.30628841211940605,-0.076718655980276,-0.5065784497449849,-0.1268870002102984,0.1268870002102984
5.0,fluxv_periodic_v3_persistent,0.0859375,-0.29035042236450825,-0.07307792452238324,-0.48021818986371984,-0.12086549882500239,0.12086549882500239
5.0,fluxv_periodic_v3_persistent,0.09375,-0.2735358954811159,-0.06894783843640345,-0.45240820220260125,-0.1140346409669737,0.1140346409669737
5.0,fluxv_periodic_v3_persistent,0.1015625,-0.2558153751121728,-0.06431790503775034,-0.42309976811899636,-0.10637707250957525,0.10637707250957525
5.0,fluxv_periodic_v3_persistent,0.109375,-0.23719239110131687,-0.05910607116204271,-0.39229872571401236,-0.09775708356903678,0.09775708356903678
5.0,fluxv_periodic_v3_persistent,0.1171875,-0.21763524160915024,-0.053224676502135096,-0.3599526424827918,-0.0880296904608936,0.0880296904608936
5.0,fluxv_periodic_v3_persistent,0.125,-0.19720574689926404,-0.04691749646445225,-0.3261637645830529,-0.07759807973281194,0.07759807973281194
5.0,fluxv_periodic_v3_persistent,0.1328125,-0.17589649266021232,-0.040369377361439425,-0.29091982929035165,-0.06676797355609972,0.06676797355609972
5.0,fluxv_periodic_v3_persistent,0.140625,-0.15369592683591934,-0.03385897841957683,-0.2542017303557192,-0.05600025374466783,0.05600025374466783
5.0,fluxv_periodic_v3_persistent,0.1484375,-0.13073408467767547,-0.027487152520404817,-0.21622453649675755,-0.04546172352828753,0.04546172352828753
5.0,fluxv_periodic_v3_persistent,0.15625,-0.10746871594887078,-0.021178335102197618,-0.17774533207034693,-0.03502740469354937,0.03502740469354937
5.0,fluxv_periodic_v3_persistent,0.1640625,-0.08410493833809518,-0.014917557244805972,-0.1391033666092468,-0.024672539750246338,0.024672539750246338
5.0,fluxv_periodic_v3_persistent,0.171875,-0.06072601417066381,-0.008770422367721145,-0.10043634986025574,-0.014505631917007874,0.014505631917007874
