aoa_deg,model,model_label,mean_lift_n,mean_drag_n,mean_lift_gf,mean_drag_gf,persistence_fraction
0.0,fluxv_periodic_v3_persistent,FluxV v3 persistent ULLT/UVLM owner,0.0006958464280177279,-0.06317438731985685,0.0709565884392456,-6.441994699500527,9.109588978427563e-05
5.0,fluxv_periodic_v3_persistent,FluxV v3 persistent ULLT/UVLM owner,0.13160149563098103,-0.037127169463422406,13.419617874705535,-3.7859176643830876,0.4214178246321099
10.0,fluxv_periodic_v3_persistent,FluxV v3 persistent ULLT/UVLM owner,0.24757430341859765,0.011333105115134632,25.245553111266094,1.1556551029285875,0.7239792412165214
15.0,fluxv_periodic_v3_persistent,FluxV v3 persistent ULLT/UVLM owner,0.3479039885059482,0.08366149755173759,35.476333763920216,8.531098545552007,0.8872696465003658
20.0,fluxv_periodic_v3_persistent,FluxV v3 persistent ULLT/UVLM owner,0.43077619541654416,0.17382380049362922,43.92694706311984,17.725094756479454,0.9666058953244676
25.0,fluxv_periodic_v3_persistent,FluxV v3 persistent ULLT/UVLM owner,0.4938664204605797,0.2797866646269276,50.360359598902754,28.53029980950963,0.9960205186334337
