coarse_steps_per_cycle,fine_steps_per_cycle,relative_l2_loss_fraction,fine_mean_loss_fraction,fine_max_loss_fraction
32,64,0.0223842984381192,0.17000763549259318,0.389939344337911
64,128,0.01413384385913612,0.1686849521325891,0.38811559116477073
128,256,0.004448727123602261,0.16822058157433717,0.3870350463161222
